Código Departamento,Nombre Departamento,Código Municipio,Nombre Municipio,Código Zona,Código Puesto,Nombre Puesto,Mesa,Código Comuna,Nombre Comuna,Código Corporación,Nombre Corporación,Código Circunscripción,Código Partido,Nombre Partido,Código Candidato,Nombre Candidato,Total Votos
07,BOYACA,001,TUNJA,01,01,COL. BOYACA.FCO DE PAULA SANTANDER,17,00,NACIONAL,003,ALCALDE,2,00026,PARTIDO POLÍTICO LA FUERZA DE LA PAZ,00009,MIKHAIL KRASNOV,65
07,BOYACA,001,TUNJA,01,01,COL. BOYACA.FCO DE PAULA SANTANDER,17,00,NACIONAL,003,ALCALDE,2,00037,MOVIMIENTO POLITICO FUERZA CIUDADANA,00004,CARLOS ENRIQUE VARGAS ANGARITA,2
07,BOYACA,001,TUNJA,01,01,COL. BOYACA.FCO DE PAULA SANTANDER,17,00,NACIONAL,003,ALCALDE,2,01885,TUNJA MERECE MÁS,00006,CESAR AUGUSTO LOPEZ MORALES,20
07,BOYACA,001,TUNJA,01,01,COL. BOYACA.FCO DE PAULA SANTANDER,17,00,NACIONAL,003,ALCALDE,2,08400,PACTO HISTORICO,00005,JONATHAN ARMANDO BOSIGAS MALAGON,11
07,BOYACA,001,TUNJA,01,01,COL. BOYACA.FCO DE PAULA SANTANDER,17,00,NACIONAL,003,ALCALDE,2,08528,COALICIÓN JOHN CARRERO ALCALDE,00008,JOHN ERNESTO CARRERO VILLAMIL,67
07,BOYACA,001,TUNJA,01,01,COL. BOYACA.FCO DE PAULA SANTANDER,17,00,NACIONAL,003,ALCALDE,2,08534,ALIANZA POR TUNJA,00001,VICENTE ANIBAL OJEDA MARTINEZ,34
07,BOYACA,001,TUNJA,01,01,COL. BOYACA.FCO DE PAULA SANTANDER,18,00,NACIONAL,003,ALCALDE,2,00000,CANDIDATOS TOTALES,00998,VOTOS NO MARCADOS,4
07,BOYACA,001,TUNJA,01,01,COL. BOYACA.FCO DE PAULA SANTANDER,18,00,NACIONAL,003,ALCALDE,2,00000,CANDIDATOS TOTALES,00997,VOTOS NULOS,6
07,BOYACA,001,TUNJA,01,01,COL. BOYACA.FCO DE PAULA SANTANDER,18,00,NACIONAL,003,ALCALDE,2,00000,CANDIDATOS TOTALES,00996,VOTOS EN BLANCO,10
07,BOYACA,001,TUNJA,01,01,COL. BOYACA.FCO DE PAULA SANTANDER,18,00,NACIONAL,003,ALCALDE,2,00003,PARTIDO CAMBIO RADICAL,00007,JULY PAOLA ACUÑA RINCON,30
07,BOYACA,001,TUNJA,01,01,COL. BOYACA.FCO DE PAULA SANTANDER,18,00,NACIONAL,003,ALCALDE,2,00026,PARTIDO POLÍTICO LA FUERZA DE LA PAZ,00009,MIKHAIL KRASNOV,76
07,BOYACA,001,TUNJA,01,01,COL. BOYACA.FCO DE PAULA SANTANDER,18,00,NACIONAL,003,ALCALDE,2,00037,MOVIMIENTO POLITICO FUERZA CIUDADANA,00004,CARLOS ENRIQUE VARGAS ANGARITA,2
07,BOYACA,001,TUNJA,01,01,COL. BOYACA.FCO DE PAULA SANTANDER,18,00,NACIONAL,003,ALCALDE,2,01885,TUNJA MERECE MÁS,00006,CESAR AUGUSTO LOPEZ MORALES,25
07,BOYACA,001,TUNJA,01,01,COL. BOYACA.FCO DE PAULA SANTANDER,18,00,NACIONAL,003,ALCALDE,2,08400,PACTO HISTORICO,00005,JONATHAN ARMANDO BOSIGAS MALAGON,18
07,BOYACA,001,TUNJA,01,01,COL. BOYACA.FCO DE PAULA SANTANDER,18,00,NACIONAL,003,ALCALDE,2,08528,COALICIÓN JOHN CARRERO ALCALDE,00008,JOHN ERNESTO CARRERO VILLAMIL,56
