"","Cod...1","Departamento","Cod...3","Municipio","Cod...5","Zona","Cod...7","Puesto","Mesa","Cod...10","Tipo de votación","Total"
"1515",7,"BOYACA",52,"COPER",99,"ZONA 99","15","PEDRO GOMEZ",1,1001,"SI",17
"1516",7,"BOYACA",52,"COPER",99,"ZONA 99","15","PEDRO GOMEZ",1,2002,"NO",26
"1517",7,"BOYACA",52,"COPER",99,"ZONA 99","18","RICAURTE",1,1001,"SI",22
"1518",7,"BOYACA",52,"COPER",99,"ZONA 99","18","RICAURTE",1,2002,"NO",22
"1519",7,"BOYACA",52,"COPER",99,"ZONA 99","22","TURTUR",1,1001,"SI",103
"1520",7,"BOYACA",52,"COPER",99,"ZONA 99","22","TURTUR",1,2002,"NO",103
"1521",7,"BOYACA",52,"COPER",99,"ZONA 99","22","TURTUR",1,998998,"VOTOS NO MARCADOS",2
"1522",7,"BOYACA",52,"COPER",99,"ZONA 99","22","TURTUR",2,1001,"SI",33
"1523",7,"BOYACA",52,"COPER",99,"ZONA 99","22","TURTUR",2,2002,"NO",25
"1524",7,"BOYACA",55,"CORRALES",0,"ZONA 00","00","PUESTO CABECERA MUNICIPAL",1,1001,"SI",87
"1525",7,"BOYACA",55,"CORRALES",0,"ZONA 00","00","PUESTO CABECERA MUNICIPAL",1,2002,"NO",83
"1526",7,"BOYACA",55,"CORRALES",0,"ZONA 00","00","PUESTO CABECERA MUNICIPAL",1,997997,"VOTOS NULOS",6
"1527",7,"BOYACA",55,"CORRALES",0,"ZONA 00","00","PUESTO CABECERA MUNICIPAL",1,998998,"VOTOS NO MARCADOS",2
"1528",7,"BOYACA",55,"CORRALES",0,"ZONA 00","00","PUESTO CABECERA MUNICIPAL",2,1001,"SI",94
"1529",7,"BOYACA",55,"CORRALES",0,"ZONA 00","00","PUESTO CABECERA MUNICIPAL",2,2002,"NO",84
"1530",7,"BOYACA",55,"CORRALES",0,"ZONA 00","00","PUESTO CABECERA MUNICIPAL",2,997997,"VOTOS NULOS",5
"1531",7,"BOYACA",55,"CORRALES",0,"ZONA 00","00","PUESTO CABECERA MUNICIPAL",2,998998,"VOTOS NO MARCADOS",7
"1532",7,"BOYACA",55,"CORRALES",0,"ZONA 00","00","PUESTO CABECERA MUNICIPAL",3,1001,"SI",80
"1533",7,"BOYACA",55,"CORRALES",0,"ZONA 00","00","PUESTO CABECERA MUNICIPAL",3,2002,"NO",105
"1534",7,"BOYACA",55,"CORRALES",0,"ZONA 00","00","PUESTO CABECERA MUNICIPAL",3,997997,"VOTOS NULOS",4
"1535",7,"BOYACA",55,"CORRALES",0,"ZONA 00","00","PUESTO CABECERA MUNICIPAL",3,998998,"VOTOS NO MARCADOS",3
"1536",7,"BOYACA",55,"CORRALES",0,"ZONA 00","00","PUESTO CABECERA MUNICIPAL",4,1001,"SI",74
"1537",7,"BOYACA",55,"CORRALES",0,"ZONA 00","00","PUESTO CABECERA MUNICIPAL",4,2002,"NO",116
"1538",7,"BOYACA",55,"CORRALES",0,"ZONA 00","00","PUESTO CABECERA MUNICIPAL",4,997997,"VOTOS NULOS",3
"1539",7,"BOYACA",55,"CORRALES",0,"ZONA 00","00","PUESTO CABECERA MUNICIPAL",4,998998,"VOTOS NO MARCADOS",1
"1540",7,"BOYACA",55,"CORRALES",0,"ZONA 00","00","PUESTO CABECERA MUNICIPAL",5,1001,"SI",66
"1541",7,"BOYACA",55,"CORRALES",0,"ZONA 00","00","PUESTO CABECERA MUNICIPAL",5,2002,"NO",117
"1542",7,"BOYACA",55,"CORRALES",0,"ZONA 00","00","PUESTO CABECERA MUNICIPAL",5,997997,"VOTOS NULOS",4
"1543",7,"BOYACA",55,"CORRALES",0,"ZONA 00","00","PUESTO CABECERA MUNICIPAL",5,998998,"VOTOS NO MARCADOS",1
"1544",7,"BOYACA",55,"CORRALES",0,"ZONA 00","00","PUESTO CABECERA MUNICIPAL",6,1001,"SI",7
"1545",7,"BOYACA",55,"CORRALES",0,"ZONA 00","00","PUESTO CABECERA MUNICIPAL",6,2002,"NO",6
"1546",7,"BOYACA",58,"COVARACHIA",0,"ZONA 00","00","PUESTO CABECERA MUNICIPAL",1,1001,"SI",84
"1547",7,"BOYACA",58,"COVARACHIA",0,"ZONA 00","00","PUESTO CABECERA MUNICIPAL",1,2002,"NO",98
"1548",7,"BOYACA",58,"COVARACHIA",0,"ZONA 00","00","PUESTO CABECERA MUNICIPAL",1,997997,"VOTOS NULOS",1
"1549",7,"BOYACA",58,"COVARACHIA",0,"ZONA 00","00","PUESTO CABECERA MUNICIPAL",1,998998,"VOTOS NO MARCADOS",11
"1550",7,"BOYACA",58,"COVARACHIA",0,"ZONA 00","00","PUESTO CABECERA MUNICIPAL",2,1001,"SI",52
"1551",7,"BOYACA",58,"COVARACHIA",0,"ZONA 00","00","PUESTO CABECERA MUNICIPAL",2,2002,"NO",84
"1552",7,"BOYACA",58,"COVARACHIA",0,"ZONA 00","00","PUESTO CABECERA MUNICIPAL",2,997997,"VOTOS NULOS",2
"1553",7,"BOYACA",58,"COVARACHIA",0,"ZONA 00","00","PUESTO CABECERA MUNICIPAL",2,998998,"VOTOS NO MARCADOS",4
"1554",7,"BOYACA",58,"COVARACHIA",0,"ZONA 00","00","PUESTO CABECERA MUNICIPAL",3,1001,"SI",66
"1555",7,"BOYACA",58,"COVARACHIA",0,"ZONA 00","00","PUESTO CABECERA MUNICIPAL",3,2002,"NO",98
"1556",7,"BOYACA",58,"COVARACHIA",0,"ZONA 00","00","PUESTO CABECERA MUNICIPAL",3,997997,"VOTOS NULOS",3
"1557",7,"BOYACA",58,"COVARACHIA",0,"ZONA 00","00","PUESTO CABECERA MUNICIPAL",3,998998,"VOTOS NO MARCADOS",7
"1558",7,"BOYACA",58,"COVARACHIA",0,"ZONA 00","00","PUESTO CABECERA MUNICIPAL",4,1001,"SI",37
"1559",7,"BOYACA",58,"COVARACHIA",0,"ZONA 00","00","PUESTO CABECERA MUNICIPAL",4,2002,"NO",47
"1560",7,"BOYACA",58,"COVARACHIA",0,"ZONA 00","00","PUESTO CABECERA MUNICIPAL",4,997997,"VOTOS NULOS",2
"1561",7,"BOYACA",58,"COVARACHIA",0,"ZONA 00","00","PUESTO CABECERA MUNICIPAL",5,1001,"SI",25
"1562",7,"BOYACA",58,"COVARACHIA",0,"ZONA 00","00","PUESTO CABECERA MUNICIPAL",5,2002,"NO",53
"1563",7,"BOYACA",58,"COVARACHIA",0,"ZONA 00","00","PUESTO CABECERA MUNICIPAL",5,997997,"VOTOS NULOS",1
"1564",7,"BOYACA",58,"COVARACHIA",0,"ZONA 00","00","PUESTO CABECERA MUNICIPAL",5,998998,"VOTOS NO MARCADOS",2
"1565",7,"BOYACA",58,"COVARACHIA",99,"ZONA 99","01","LA PALMERA",1,1001,"SI",17
"1566",7,"BOYACA",58,"COVARACHIA",99,"ZONA 99","01","LA PALMERA",1,2002,"NO",64
"1567",7,"BOYACA",58,"COVARACHIA",99,"ZONA 99","01","LA PALMERA",1,997997,"VOTOS NULOS",1
"1568",7,"BOYACA",58,"COVARACHIA",99,"ZONA 99","01","LA PALMERA",1,998998,"VOTOS NO MARCADOS",2
"1569",7,"BOYACA",58,"COVARACHIA",99,"ZONA 99","03","NOGONTOVA (LA CAPILLA DE SAN",1,1001,"SI",26
"1570",7,"BOYACA",58,"COVARACHIA",99,"ZONA 99","03","NOGONTOVA (LA CAPILLA DE SAN",1,2002,"NO",76
"1571",7,"BOYACA",58,"COVARACHIA",99,"ZONA 99","03","NOGONTOVA (LA CAPILLA DE SAN",1,997997,"VOTOS NULOS",2
"1572",7,"BOYACA",58,"COVARACHIA",99,"ZONA 99","03","NOGONTOVA (LA CAPILLA DE SAN",1,998998,"VOTOS NO MARCADOS",7
"1573",7,"BOYACA",58,"COVARACHIA",99,"ZONA 99","04","SATOBA ARRIBA",1,1001,"SI",36
"1574",7,"BOYACA",58,"COVARACHIA",99,"ZONA 99","04","SATOBA ARRIBA",1,2002,"NO",42
"1575",7,"BOYACA",58,"COVARACHIA",99,"ZONA 99","04","SATOBA ARRIBA",1,997997,"VOTOS NULOS",1
"1576",7,"BOYACA",58,"COVARACHIA",99,"ZONA 99","04","SATOBA ARRIBA",1,998998,"VOTOS NO MARCADOS",11
"1577",7,"BOYACA",58,"COVARACHIA",99,"ZONA 99","05","TAPIAS",1,1001,"SI",51
"1578",7,"BOYACA",58,"COVARACHIA",99,"ZONA 99","05","TAPIAS",1,2002,"NO",64
"1579",7,"BOYACA",58,"COVARACHIA",99,"ZONA 99","05","TAPIAS",1,997997,"VOTOS NULOS",3
"1580",7,"BOYACA",59,"CUBARA",0,"ZONA 00","00","PUESTO CABECERA MUNICIPAL",1,1001,"SI",116
"1581",7,"BOYACA",59,"CUBARA",0,"ZONA 00","00","PUESTO CABECERA MUNICIPAL",1,2002,"NO",58
"1582",7,"BOYACA",59,"CUBARA",0,"ZONA 00","00","PUESTO CABECERA MUNICIPAL",1,997997,"VOTOS NULOS",8
"1583",7,"BOYACA",59,"CUBARA",0,"ZONA 00","00","PUESTO CABECERA MUNICIPAL",1,998998,"VOTOS NO MARCADOS",3
"1584",7,"BOYACA",59,"CUBARA",0,"ZONA 00","00","PUESTO CABECERA MUNICIPAL",2,1001,"SI",83
"1585",7,"BOYACA",59,"CUBARA",0,"ZONA 00","00","PUESTO CABECERA MUNICIPAL",2,2002,"NO",31
"1586",7,"BOYACA",59,"CUBARA",0,"ZONA 00","00","PUESTO CABECERA MUNICIPAL",2,997997,"VOTOS NULOS",4
"1587",7,"BOYACA",59,"CUBARA",0,"ZONA 00","00","PUESTO CABECERA MUNICIPAL",2,998998,"VOTOS NO MARCADOS",3
"1588",7,"BOYACA",59,"CUBARA",0,"ZONA 00","00","PUESTO CABECERA MUNICIPAL",3,1001,"SI",92
"1589",7,"BOYACA",59,"CUBARA",0,"ZONA 00","00","PUESTO CABECERA MUNICIPAL",3,2002,"NO",88
"1590",7,"BOYACA",59,"CUBARA",0,"ZONA 00","00","PUESTO CABECERA MUNICIPAL",3,997997,"VOTOS NULOS",9
"1591",7,"BOYACA",59,"CUBARA",0,"ZONA 00","00","PUESTO CABECERA MUNICIPAL",3,998998,"VOTOS NO MARCADOS",5
"1592",7,"BOYACA",59,"CUBARA",0,"ZONA 00","00","PUESTO CABECERA MUNICIPAL",4,1001,"SI",81
"1593",7,"BOYACA",59,"CUBARA",0,"ZONA 00","00","PUESTO CABECERA MUNICIPAL",4,2002,"NO",82
"1594",7,"BOYACA",59,"CUBARA",0,"ZONA 00","00","PUESTO CABECERA MUNICIPAL",4,997997,"VOTOS NULOS",11
"1595",7,"BOYACA",59,"CUBARA",0,"ZONA 00","00","PUESTO CABECERA MUNICIPAL",4,998998,"VOTOS NO MARCADOS",4
"1596",7,"BOYACA",59,"CUBARA",0,"ZONA 00","00","PUESTO CABECERA MUNICIPAL",5,1001,"SI",74
"1597",7,"BOYACA",59,"CUBARA",0,"ZONA 00","00","PUESTO CABECERA MUNICIPAL",5,2002,"NO",46
"1598",7,"BOYACA",59,"CUBARA",0,"ZONA 00","00","PUESTO CABECERA MUNICIPAL",5,997997,"VOTOS NULOS",4
"1599",7,"BOYACA",59,"CUBARA",0,"ZONA 00","00","PUESTO CABECERA MUNICIPAL",5,998998,"VOTOS NO MARCADOS",1
"1600",7,"BOYACA",59,"CUBARA",0,"ZONA 00","00","PUESTO CABECERA MUNICIPAL",6,1001,"SI",46
"1601",7,"BOYACA",59,"CUBARA",0,"ZONA 00","00","PUESTO CABECERA MUNICIPAL",6,2002,"NO",38
"1602",7,"BOYACA",59,"CUBARA",0,"ZONA 00","00","PUESTO CABECERA MUNICIPAL",6,997997,"VOTOS NULOS",6
"1603",7,"BOYACA",59,"CUBARA",0,"ZONA 00","00","PUESTO CABECERA MUNICIPAL",7,1001,"SI",34
"1604",7,"BOYACA",59,"CUBARA",0,"ZONA 00","00","PUESTO CABECERA MUNICIPAL",7,2002,"NO",31
"1605",7,"BOYACA",59,"CUBARA",0,"ZONA 00","00","PUESTO CABECERA MUNICIPAL",7,997997,"VOTOS NULOS",8
"1606",7,"BOYACA",59,"CUBARA",0,"ZONA 00","00","PUESTO CABECERA MUNICIPAL",7,998998,"VOTOS NO MARCADOS",1
"1607",7,"BOYACA",59,"CUBARA",0,"ZONA 00","00","PUESTO CABECERA MUNICIPAL",8,1001,"SI",37
"1608",7,"BOYACA",59,"CUBARA",0,"ZONA 00","00","PUESTO CABECERA MUNICIPAL",8,2002,"NO",45
"1609",7,"BOYACA",59,"CUBARA",0,"ZONA 00","00","PUESTO CABECERA MUNICIPAL",8,997997,"VOTOS NULOS",1
"1610",7,"BOYACA",59,"CUBARA",0,"ZONA 00","00","PUESTO CABECERA MUNICIPAL",9,1001,"SI",42
"1611",7,"BOYACA",59,"CUBARA",0,"ZONA 00","00","PUESTO CABECERA MUNICIPAL",9,2002,"NO",43
"1612",7,"BOYACA",59,"CUBARA",0,"ZONA 00","00","PUESTO CABECERA MUNICIPAL",9,997997,"VOTOS NULOS",4
"1613",7,"BOYACA",59,"CUBARA",0,"ZONA 00","00","PUESTO CABECERA MUNICIPAL",9,998998,"VOTOS NO MARCADOS",1
"1614",7,"BOYACA",59,"CUBARA",0,"ZONA 00","00","PUESTO CABECERA MUNICIPAL",10,1001,"SI",8
"1615",7,"BOYACA",59,"CUBARA",0,"ZONA 00","00","PUESTO CABECERA MUNICIPAL",10,998998,"VOTOS NO MARCADOS",1
"1616",7,"BOYACA",59,"CUBARA",99,"ZONA 99","01","AGUABLANCA",1,1001,"SI",14
"1617",7,"BOYACA",59,"CUBARA",99,"ZONA 99","01","AGUABLANCA",1,2002,"NO",21
"1618",7,"BOYACA",59,"CUBARA",99,"ZONA 99","03","BOJABA",1,1001,"SI",58
"1619",7,"BOYACA",59,"CUBARA",99,"ZONA 99","03","BOJABA",1,2002,"NO",64
"1620",7,"BOYACA",59,"CUBARA",99,"ZONA 99","03","BOJABA",1,997997,"VOTOS NULOS",3
"1621",7,"BOYACA",59,"CUBARA",99,"ZONA 99","03","BOJABA",1,998998,"VOTOS NO MARCADOS",2
"1622",7,"BOYACA",59,"CUBARA",99,"ZONA 99","04","COVARIA",1,1001,"SI",15
"1623",7,"BOYACA",59,"CUBARA",99,"ZONA 99","04","COVARIA",1,2002,"NO",5
"1624",7,"BOYACA",59,"CUBARA",99,"ZONA 99","04","COVARIA",1,997997,"VOTOS NULOS",3
"1625",7,"BOYACA",59,"CUBARA",99,"ZONA 99","05","EL GUAMO",1,1001,"SI",42
"1626",7,"BOYACA",59,"CUBARA",99,"ZONA 99","05","EL GUAMO",1,2002,"NO",31
"1627",7,"BOYACA",59,"CUBARA",99,"ZONA 99","05","EL GUAMO",1,997997,"VOTOS NULOS",3
"1628",7,"BOYACA",59,"CUBARA",99,"ZONA 99","05","EL GUAMO",1,998998,"VOTOS NO MARCADOS",1
"1629",7,"BOYACA",59,"CUBARA",99,"ZONA 99","30","CHUSCAL",1,1001,"SI",33
"1630",7,"BOYACA",59,"CUBARA",99,"ZONA 99","30","CHUSCAL",1,2002,"NO",13
"1631",7,"BOYACA",59,"CUBARA",99,"ZONA 99","30","CHUSCAL",1,997997,"VOTOS NULOS",4
"1632",7,"BOYACA",59,"CUBARA",99,"ZONA 99","30","CHUSCAL",1,998998,"VOTOS NO MARCADOS",1
"1633",7,"BOYACA",59,"CUBARA",99,"ZONA 99","30","CHUSCAL",2,1001,"SI",6
"1634",7,"BOYACA",59,"CUBARA",99,"ZONA 99","30","CHUSCAL",2,2002,"NO",1
"1635",7,"BOYACA",60,"CUCAITA",0,"ZONA 00","00","PUESTO CABECERA MUNICIPAL",1,1001,"SI",124
"1636",7,"BOYACA",60,"CUCAITA",0,"ZONA 00","00","PUESTO CABECERA MUNICIPAL",1,2002,"NO",62
"1637",7,"BOYACA",60,"CUCAITA",0,"ZONA 00","00","PUESTO CABECERA MUNICIPAL",1,997997,"VOTOS NULOS",4
"1638",7,"BOYACA",60,"CUCAITA",0,"ZONA 00","00","PUESTO CABECERA MUNICIPAL",2,1001,"SI",111
"1639",7,"BOYACA",60,"CUCAITA",0,"ZONA 00","00","PUESTO CABECERA MUNICIPAL",2,2002,"NO",81
"1640",7,"BOYACA",60,"CUCAITA",0,"ZONA 00","00","PUESTO CABECERA MUNICIPAL",2,997997,"VOTOS NULOS",2
"1641",7,"BOYACA",60,"CUCAITA",0,"ZONA 00","00","PUESTO CABECERA MUNICIPAL",2,998998,"VOTOS NO MARCADOS",1
"1642",7,"BOYACA",60,"CUCAITA",0,"ZONA 00","00","PUESTO CABECERA MUNICIPAL",3,1001,"SI",97
"1643",7,"BOYACA",60,"CUCAITA",0,"ZONA 00","00","PUESTO CABECERA MUNICIPAL",3,2002,"NO",62
"1644",7,"BOYACA",60,"CUCAITA",0,"ZONA 00","00","PUESTO CABECERA MUNICIPAL",3,997997,"VOTOS NULOS",6
"1645",7,"BOYACA",60,"CUCAITA",0,"ZONA 00","00","PUESTO CABECERA MUNICIPAL",3,998998,"VOTOS NO MARCADOS",1
"1646",7,"BOYACA",60,"CUCAITA",0,"ZONA 00","00","PUESTO CABECERA MUNICIPAL",4,1001,"SI",101
"1647",7,"BOYACA",60,"CUCAITA",0,"ZONA 00","00","PUESTO CABECERA MUNICIPAL",4,2002,"NO",72
"1648",7,"BOYACA",60,"CUCAITA",0,"ZONA 00","00","PUESTO CABECERA MUNICIPAL",4,997997,"VOTOS NULOS",8
"1649",7,"BOYACA",60,"CUCAITA",0,"ZONA 00","00","PUESTO CABECERA MUNICIPAL",5,1001,"SI",83
"1650",7,"BOYACA",60,"CUCAITA",0,"ZONA 00","00","PUESTO CABECERA MUNICIPAL",5,2002,"NO",80
"1651",7,"BOYACA",60,"CUCAITA",0,"ZONA 00","00","PUESTO CABECERA MUNICIPAL",5,997997,"VOTOS NULOS",5
"1652",7,"BOYACA",60,"CUCAITA",0,"ZONA 00","00","PUESTO CABECERA MUNICIPAL",5,998998,"VOTOS NO MARCADOS",4
"1653",7,"BOYACA",60,"CUCAITA",0,"ZONA 00","00","PUESTO CABECERA MUNICIPAL",6,1001,"SI",85
"1654",7,"BOYACA",60,"CUCAITA",0,"ZONA 00","00","PUESTO CABECERA MUNICIPAL",6,2002,"NO",71
"1655",7,"BOYACA",60,"CUCAITA",0,"ZONA 00","00","PUESTO CABECERA MUNICIPAL",6,997997,"VOTOS NULOS",3
"1656",7,"BOYACA",60,"CUCAITA",0,"ZONA 00","00","PUESTO CABECERA MUNICIPAL",6,998998,"VOTOS NO MARCADOS",1
"1657",7,"BOYACA",60,"CUCAITA",0,"ZONA 00","00","PUESTO CABECERA MUNICIPAL",7,1001,"SI",71
"1658",7,"BOYACA",60,"CUCAITA",0,"ZONA 00","00","PUESTO CABECERA MUNICIPAL",7,2002,"NO",93
"1659",7,"BOYACA",60,"CUCAITA",0,"ZONA 00","00","PUESTO CABECERA MUNICIPAL",7,997997,"VOTOS NULOS",2
"1660",7,"BOYACA",60,"CUCAITA",0,"ZONA 00","00","PUESTO CABECERA MUNICIPAL",7,998998,"VOTOS NO MARCADOS",1
"1661",7,"BOYACA",60,"CUCAITA",0,"ZONA 00","00","PUESTO CABECERA MUNICIPAL",8,1001,"SI",11
"1662",7,"BOYACA",60,"CUCAITA",0,"ZONA 00","00","PUESTO CABECERA MUNICIPAL",8,2002,"NO",22
"1663",7,"BOYACA",61,"CUITIVA",0,"ZONA 00","00","PUESTO CABECERA MUNICIPAL",1,1001,"SI",73
"1664",7,"BOYACA",61,"CUITIVA",0,"ZONA 00","00","PUESTO CABECERA MUNICIPAL",1,2002,"NO",74
"1665",7,"BOYACA",61,"CUITIVA",0,"ZONA 00","00","PUESTO CABECERA MUNICIPAL",1,997997,"VOTOS NULOS",6
"1666",7,"BOYACA",61,"CUITIVA",0,"ZONA 00","00","PUESTO CABECERA MUNICIPAL",2,1001,"SI",88
"1667",7,"BOYACA",61,"CUITIVA",0,"ZONA 00","00","PUESTO CABECERA MUNICIPAL",2,2002,"NO",80
"1668",7,"BOYACA",61,"CUITIVA",0,"ZONA 00","00","PUESTO CABECERA MUNICIPAL",2,997997,"VOTOS NULOS",4
"1669",7,"BOYACA",61,"CUITIVA",0,"ZONA 00","00","PUESTO CABECERA MUNICIPAL",3,1001,"SI",47
"1670",7,"BOYACA",61,"CUITIVA",0,"ZONA 00","00","PUESTO CABECERA MUNICIPAL",3,2002,"NO",75
"1671",7,"BOYACA",61,"CUITIVA",0,"ZONA 00","00","PUESTO CABECERA MUNICIPAL",3,997997,"VOTOS NULOS",1
"1672",7,"BOYACA",61,"CUITIVA",0,"ZONA 00","00","PUESTO CABECERA MUNICIPAL",3,998998,"VOTOS NO MARCADOS",1
"1673",7,"BOYACA",61,"CUITIVA",99,"ZONA 99","50","LLANO DE ALARCON",1,1001,"SI",51
"1674",7,"BOYACA",61,"CUITIVA",99,"ZONA 99","50","LLANO DE ALARCON",1,2002,"NO",92
"1675",7,"BOYACA",61,"CUITIVA",99,"ZONA 99","50","LLANO DE ALARCON",1,997997,"VOTOS NULOS",7
"1676",7,"BOYACA",61,"CUITIVA",99,"ZONA 99","50","LLANO DE ALARCON",2,1001,"SI",10
"1677",7,"BOYACA",61,"CUITIVA",99,"ZONA 99","50","LLANO DE ALARCON",2,2002,"NO",42
"1678",7,"BOYACA",61,"CUITIVA",99,"ZONA 99","50","LLANO DE ALARCON",2,997997,"VOTOS NULOS",1
"1679",7,"BOYACA",61,"CUITIVA",99,"ZONA 99","50","LLANO DE ALARCON",2,998998,"VOTOS NO MARCADOS",1
"1680",7,"BOYACA",64,"CHINAVITA",0,"ZONA 00","00","PUESTO CABECERA MUNICIPAL",1,1001,"SI",60
"1681",7,"BOYACA",64,"CHINAVITA",0,"ZONA 00","00","PUESTO CABECERA MUNICIPAL",1,2002,"NO",73
"1682",7,"BOYACA",64,"CHINAVITA",0,"ZONA 00","00","PUESTO CABECERA MUNICIPAL",1,997997,"VOTOS NULOS",8
"1683",7,"BOYACA",64,"CHINAVITA",0,"ZONA 00","00","PUESTO CABECERA MUNICIPAL",1,998998,"VOTOS NO MARCADOS",1
"1684",7,"BOYACA",64,"CHINAVITA",0,"ZONA 00","00","PUESTO CABECERA MUNICIPAL",2,1001,"SI",72
"1685",7,"BOYACA",64,"CHINAVITA",0,"ZONA 00","00","PUESTO CABECERA MUNICIPAL",2,2002,"NO",82
"1686",7,"BOYACA",64,"CHINAVITA",0,"ZONA 00","00","PUESTO CABECERA MUNICIPAL",3,1001,"SI",71
"1687",7,"BOYACA",64,"CHINAVITA",0,"ZONA 00","00","PUESTO CABECERA MUNICIPAL",3,2002,"NO",56
"1688",7,"BOYACA",64,"CHINAVITA",0,"ZONA 00","00","PUESTO CABECERA MUNICIPAL",3,997997,"VOTOS NULOS",2
"1689",7,"BOYACA",64,"CHINAVITA",0,"ZONA 00","00","PUESTO CABECERA MUNICIPAL",3,998998,"VOTOS NO MARCADOS",2
"1690",7,"BOYACA",64,"CHINAVITA",0,"ZONA 00","00","PUESTO CABECERA MUNICIPAL",4,1001,"SI",52
"1691",7,"BOYACA",64,"CHINAVITA",0,"ZONA 00","00","PUESTO CABECERA MUNICIPAL",4,2002,"NO",76
"1692",7,"BOYACA",64,"CHINAVITA",0,"ZONA 00","00","PUESTO CABECERA MUNICIPAL",4,997997,"VOTOS NULOS",3
"1693",7,"BOYACA",64,"CHINAVITA",0,"ZONA 00","00","PUESTO CABECERA MUNICIPAL",4,998998,"VOTOS NO MARCADOS",2
"1694",7,"BOYACA",64,"CHINAVITA",0,"ZONA 00","00","PUESTO CABECERA MUNICIPAL",5,1001,"SI",62
"1695",7,"BOYACA",64,"CHINAVITA",0,"ZONA 00","00","PUESTO CABECERA MUNICIPAL",5,2002,"NO",80
"1696",7,"BOYACA",64,"CHINAVITA",0,"ZONA 00","00","PUESTO CABECERA MUNICIPAL",5,997997,"VOTOS NULOS",1
"1697",7,"BOYACA",64,"CHINAVITA",0,"ZONA 00","00","PUESTO CABECERA MUNICIPAL",5,998998,"VOTOS NO MARCADOS",1
"1698",7,"BOYACA",64,"CHINAVITA",0,"ZONA 00","00","PUESTO CABECERA MUNICIPAL",6,1001,"SI",41
"1699",7,"BOYACA",64,"CHINAVITA",0,"ZONA 00","00","PUESTO CABECERA MUNICIPAL",6,2002,"NO",68
"1700",7,"BOYACA",64,"CHINAVITA",0,"ZONA 00","00","PUESTO CABECERA MUNICIPAL",6,997997,"VOTOS NULOS",1
"1701",7,"BOYACA",64,"CHINAVITA",0,"ZONA 00","00","PUESTO CABECERA MUNICIPAL",6,998998,"VOTOS NO MARCADOS",1
"1702",7,"BOYACA",64,"CHINAVITA",0,"ZONA 00","00","PUESTO CABECERA MUNICIPAL",7,1001,"SI",31
"1703",7,"BOYACA",64,"CHINAVITA",0,"ZONA 00","00","PUESTO CABECERA MUNICIPAL",7,2002,"NO",43
"1704",7,"BOYACA",64,"CHINAVITA",0,"ZONA 00","00","PUESTO CABECERA MUNICIPAL",7,997997,"VOTOS NULOS",1
"1705",7,"BOYACA",64,"CHINAVITA",99,"ZONA 99","19","MONTEJO",1,1001,"SI",32
"1706",7,"BOYACA",64,"CHINAVITA",99,"ZONA 99","19","MONTEJO",1,2002,"NO",18
"1707",7,"BOYACA",67,"CHIQUINQUIRA",1,"ZONA 01","01","U.PEDAG. Y TECNOLOGICA DE COL",1,1001,"SI",82
"1708",7,"BOYACA",67,"CHIQUINQUIRA",1,"ZONA 01","01","U.PEDAG. Y TECNOLOGICA DE COL",1,2002,"NO",60
"1709",7,"BOYACA",67,"CHIQUINQUIRA",1,"ZONA 01","01","U.PEDAG. Y TECNOLOGICA DE COL",1,998998,"VOTOS NO MARCADOS",2
"1710",7,"BOYACA",67,"CHIQUINQUIRA",1,"ZONA 01","01","U.PEDAG. Y TECNOLOGICA DE COL",2,1001,"SI",124
"1711",7,"BOYACA",67,"CHIQUINQUIRA",1,"ZONA 01","01","U.PEDAG. Y TECNOLOGICA DE COL",2,2002,"NO",84
"1712",7,"BOYACA",67,"CHIQUINQUIRA",1,"ZONA 01","01","U.PEDAG. Y TECNOLOGICA DE COL",2,997997,"VOTOS NULOS",3
"1713",7,"BOYACA",67,"CHIQUINQUIRA",1,"ZONA 01","01","U.PEDAG. Y TECNOLOGICA DE COL",2,998998,"VOTOS NO MARCADOS",1
"1714",7,"BOYACA",67,"CHIQUINQUIRA",1,"ZONA 01","01","U.PEDAG. Y TECNOLOGICA DE COL",3,1001,"SI",123
"1715",7,"BOYACA",67,"CHIQUINQUIRA",1,"ZONA 01","01","U.PEDAG. Y TECNOLOGICA DE COL",3,2002,"NO",68
"1716",7,"BOYACA",67,"CHIQUINQUIRA",1,"ZONA 01","01","U.PEDAG. Y TECNOLOGICA DE COL",3,997997,"VOTOS NULOS",3
"1717",7,"BOYACA",67,"CHIQUINQUIRA",1,"ZONA 01","01","U.PEDAG. Y TECNOLOGICA DE COL",3,998998,"VOTOS NO MARCADOS",1
"1718",7,"BOYACA",67,"CHIQUINQUIRA",1,"ZONA 01","01","U.PEDAG. Y TECNOLOGICA DE COL",4,1001,"SI",70
"1719",7,"BOYACA",67,"CHIQUINQUIRA",1,"ZONA 01","01","U.PEDAG. Y TECNOLOGICA DE COL",4,2002,"NO",67
"1720",7,"BOYACA",67,"CHIQUINQUIRA",1,"ZONA 01","01","U.PEDAG. Y TECNOLOGICA DE COL",4,997997,"VOTOS NULOS",3
"1721",7,"BOYACA",67,"CHIQUINQUIRA",1,"ZONA 01","01","U.PEDAG. Y TECNOLOGICA DE COL",5,1001,"SI",61
"1722",7,"BOYACA",67,"CHIQUINQUIRA",1,"ZONA 01","01","U.PEDAG. Y TECNOLOGICA DE COL",5,2002,"NO",59
