MUNNOMBRE;CANNOMBRE;PARNOMBRE;VOTOS
ALMEIDA;Osman Hipolito Roa Sarmiento;Cambio Radical;708
ALMEIDA;Carlos Andres Amaya Rodriguez;Alianza Verde;476
ALMEIDA;Gonzalo Guarin Vivas;Centro Democrático;43
ALMEIDA;Cesar Augusto Pachon Achury;MAIS;26
ALMEIDA;Juan De Jesus Cordoba Suarez;Partido Conservador Colombiano;22
AQUITANIA;Carlos Andres Amaya Rodriguez;Alianza Verde;3771
AQUITANIA;Osman Hipolito Roa Sarmiento;Cambio Radical;1744
AQUITANIA;Gonzalo Guarin Vivas;Centro Democrático;1200
AQUITANIA;Cesar Augusto Pachon Achury;MAIS;609
AQUITANIA;Juan De Jesus Cordoba Suarez;Partido Conservador Colombiano;516
ARCABUCO;Carlos Andres Amaya Rodriguez;Alianza Verde;1599
ARCABUCO;Osman Hipolito Roa Sarmiento;Cambio Radical;653
ARCABUCO;Cesar Augusto Pachon Achury;MAIS;432
ARCABUCO;Juan De Jesus Cordoba Suarez;Partido Conservador Colombiano;133
ARCABUCO;Gonzalo Guarin Vivas;Centro Democrático;120
BELEN;Carlos Andres Amaya Rodriguez;Alianza Verde;2014
BELEN;Cesar Augusto Pachon Achury;MAIS;1573
BELEN;Osman Hipolito Roa Sarmiento;Cambio Radical;668
BELEN;Gonzalo Guarin Vivas;Centro Democrático;158
BELEN;Juan De Jesus Cordoba Suarez;Partido Conservador Colombiano;125
BERBEO;Carlos Andres Amaya Rodriguez;Alianza Verde;637
BERBEO;Osman Hipolito Roa Sarmiento;Cambio Radical;328
BERBEO;Gonzalo Guarin Vivas;Centro Democrático;35
BERBEO;Cesar Augusto Pachon Achury;MAIS;30
BERBEO;Juan De Jesus Cordoba Suarez;Partido Conservador Colombiano;8
BETEITIVA;Carlos Andres Amaya Rodriguez;Alianza Verde;804
BETEITIVA;Osman Hipolito Roa Sarmiento;Cambio Radical;316
BETEITIVA;Cesar Augusto Pachon Achury;MAIS;126
BETEITIVA;Juan De Jesus Cordoba Suarez;Partido Conservador Colombiano;68
BETEITIVA;Gonzalo Guarin Vivas;Centro Democrático;46
BOAVITA;Osman Hipolito Roa Sarmiento;Cambio Radical;1553
BOAVITA;Carlos Andres Amaya Rodriguez;Alianza Verde;1160
BOAVITA;Juan De Jesus Cordoba Suarez;Partido Conservador Colombiano;145
BOAVITA;Cesar Augusto Pachon Achury;MAIS;48
BOAVITA;Gonzalo Guarin Vivas;Centro Democrático;44
BOYACA;Carlos Andres Amaya Rodriguez;Alianza Verde;983
BOYACA;Cesar Augusto Pachon Achury;MAIS;943
BOYACA;Osman Hipolito Roa Sarmiento;Cambio Radical;641
BOYACA;Juan De Jesus Cordoba Suarez;Partido Conservador Colombiano;85
BOYACA;Gonzalo Guarin Vivas;Centro Democrático;69
BRICENO;Carlos Andres Amaya Rodriguez;Alianza Verde;645
BRICENO;Osman Hipolito Roa Sarmiento;Cambio Radical;642
BRICENO;Juan De Jesus Cordoba Suarez;Partido Conservador Colombiano;78
BRICENO;Gonzalo Guarin Vivas;Centro Democrático;29
BRICENO;Cesar Augusto Pachon Achury;MAIS;13
BUENAVISTA;Osman Hipolito Roa Sarmiento;Cambio Radical;1731
BUENAVISTA;Carlos Andres Amaya Rodriguez;Alianza Verde;714
BUENAVISTA;Juan De Jesus Cordoba Suarez;Partido Conservador Colombiano;237
BUENAVISTA;Gonzalo Guarin Vivas;Centro Democrático;86
BUENAVISTA;Cesar Augusto Pachon Achury;MAIS;65
BUSBANZA;Carlos Andres Amaya Rodriguez;Alianza Verde;366
BUSBANZA;Osman Hipolito Roa Sarmiento;Cambio Radical;106
BUSBANZA;Cesar Augusto Pachon Achury;MAIS;68
BUSBANZA;Gonzalo Guarin Vivas;Centro Democrático;34
BUSBANZA;Juan De Jesus Cordoba Suarez;Partido Conservador Colombiano;24
CALDAS;Osman Hipolito Roa Sarmiento;Cambio Radical;1043
