MUNNOMBRE;PARNOMBRE;VOTOS;TOTAL_VOTOS;PORCENTAJE
ALMEIDA;Alianza Verde;227;687;33.042213
ALMEIDA;PARTIDO CONSERVADOR - MOVIMIENTO SALVACIÓN NACIONAL;178;687;25.909753
ALMEIDA;CR-NUEVO LIBERALISMO;93;687;13.537118
ALMEIDA;Centro Democrático;67;687;9.752547
ALMEIDA;Pacto Histórico;57;687;8.296943
ALMEIDA;PARTIDO DE LA U - PARTIDO MIRA;35;687;5.094614
ALMEIDA;Partido Liberal Colombiano;18;687;2.620087
ALMEIDA;PARTIDO POLÍTICO DIGNIDAD & COMPROMISO;6;687;0.873362
ALMEIDA;ALMA - OXÍGENO;5;687;0.727802
ALMEIDA;CONSEJO COMUNITARIO EL NARANJO;1;687;0.14556
AQUITANIA (PUEBLOVIEJO);PARTIDO DE LA U - PARTIDO MIRA;1148;4604;24.934839
AQUITANIA (PUEBLOVIEJO);Alianza Verde;1140;4604;24.761077
AQUITANIA (PUEBLOVIEJO);PARTIDO CONSERVADOR - MOVIMIENTO SALVACIÓN NACIONAL;656;4604;14.24848
AQUITANIA (PUEBLOVIEJO);Centro Democrático;543;4604;11.794092
AQUITANIA (PUEBLOVIEJO);Pacto Histórico;446;4604;9.687228
AQUITANIA (PUEBLOVIEJO);Partido Liberal Colombiano;341;4604;7.406603
AQUITANIA (PUEBLOVIEJO);CR-NUEVO LIBERALISMO;218;4604;4.735013
AQUITANIA (PUEBLOVIEJO);ALMA - OXÍGENO;63;4604;1.368375
AQUITANIA (PUEBLOVIEJO);PARTIDO POLÍTICO DIGNIDAD & COMPROMISO;29;4604;0.629887
AQUITANIA (PUEBLOVIEJO);CONSEJO COMUNITARIO LA GRAN VÍA DE LOS REMEDIOS;10;4604;0.217202
AQUITANIA (PUEBLOVIEJO);CONSEJO COMUNITARIO EL NARANJO;6;4604;0.130321
AQUITANIA (PUEBLOVIEJO);CONSEJO COMUNITARIO AFROZABALETAS;1;4604;0.02172
AQUITANIA (PUEBLOVIEJO);CRISTIANOS POR COLOMBIA AFROS;1;4604;0.02172
AQUITANIA (PUEBLOVIEJO);"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""";1;4604;0.02172
AQUITANIA (PUEBLOVIEJO);PARTIDO INDÍGENA COLOMBIANO P.I.C;1;4604;0.02172
ARCABUCO;Alianza Verde;609;2432;25.041118
ARCABUCO;CR-NUEVO LIBERALISMO;439;2432;18.050987
ARCABUCO;Partido Liberal Colombiano;439;2432;18.050987
ARCABUCO;Pacto Histórico;352;2432;14.473684
ARCABUCO;PARTIDO CONSERVADOR - MOVIMIENTO SALVACIÓN NACIONAL;260;2432;10.690789
ARCABUCO;Centro Democrático;238;2432;9.786184
ARCABUCO;PARTIDO DE LA U - PARTIDO MIRA;54;2432;2.220395
ARCABUCO;ALMA - OXÍGENO;23;2432;0.945724
ARCABUCO;PARTIDO POLÍTICO DIGNIDAD & COMPROMISO;9;2432;0.370066
ARCABUCO;CONSEJO COMUNITARIO EL NARANJO;5;2432;0.205592
ARCABUCO;CRISTIANOS POR COLOMBIA AFROS;3;2432;0.123355
ARCABUCO;PARTIDO INDÍGENA COLOMBIANO P.I.C;1;2432;0.041118
BELEN;Partido Liberal Colombiano;961;3278;29.316656
BELEN;Alianza Verde;700;3278;21.354484
BELEN;Pacto Histórico;470;3278;14.338011
BELEN;CR-NUEVO LIBERALISMO;392;3278;11.958511
BELEN;Centro Democrático;319;3278;9.731544
BELEN;PARTIDO CONSERVADOR - MOVIMIENTO SALVACIÓN NACIONAL;269;3278;8.206223
BELEN;PARTIDO DE LA U - PARTIDO MIRA;94;3278;2.867602
BELEN;ALMA - OXÍGENO;38;3278;1.159243
BELEN;PARTIDO POLÍTICO DIGNIDAD & COMPROMISO;15;3278;0.457596
BELEN;CONSEJO COMUNITARIO EL NARANJO;12;3278;0.366077
