MUNNOMBRE;CANNOMBRE;PARNOMBRE;VOTOS
ALMEIDA;RODOLFO HERNÁNDEZ;Liga de Gobernantes;602
ALMEIDA;GUSTAVO PETRO;COALICION PACTO HISTÓRICO;204
ALMEIDA;FEDERICO GUTIÉRREZ;Equipo por Colombia;111
ALMEIDA;SERGIO FAJARDO;COALICION CENTRO ESPERANZA;56
ALMEIDA;JOHN MILTON RODRÍGUEZ;Colombia Justa Libres;2
ALMEIDA;ENRIQUE GÓMEZ MARTÍNEZ;Salvación Nacional;1
ALMEIDA;LUIS PÉREZ;COLOMBIA PIENSA EN GRANDE;1
AQUITANIA (PUEBLOVIEJO);RODOLFO HERNÁNDEZ;Liga de Gobernantes;5583
AQUITANIA (PUEBLOVIEJO);GUSTAVO PETRO;COALICION PACTO HISTÓRICO;1122
AQUITANIA (PUEBLOVIEJO);FEDERICO GUTIÉRREZ;Equipo por Colombia;536
AQUITANIA (PUEBLOVIEJO);SERGIO FAJARDO;COALICION CENTRO ESPERANZA;176
AQUITANIA (PUEBLOVIEJO);ENRIQUE GÓMEZ MARTÍNEZ;Salvación Nacional;43
AQUITANIA (PUEBLOVIEJO);JOHN MILTON RODRÍGUEZ;Colombia Justa Libres;14
AQUITANIA (PUEBLOVIEJO);INGRID BETANCOURT;PARTIDO VERDE OXIGENO;5
AQUITANIA (PUEBLOVIEJO);LUIS PÉREZ;COLOMBIA PIENSA EN GRANDE;4
ARCABUCO;RODOLFO HERNÁNDEZ;Liga de Gobernantes;2191
ARCABUCO;GUSTAVO PETRO;COALICION PACTO HISTÓRICO;811
ARCABUCO;FEDERICO GUTIÉRREZ;Equipo por Colombia;168
ARCABUCO;SERGIO FAJARDO;COALICION CENTRO ESPERANZA;47
ARCABUCO;ENRIQUE GÓMEZ MARTÍNEZ;Salvación Nacional;19
ARCABUCO;JOHN MILTON RODRÍGUEZ;Colombia Justa Libres;11
ARCABUCO;INGRID BETANCOURT;PARTIDO VERDE OXIGENO;2
ARCABUCO;LUIS PÉREZ;COLOMBIA PIENSA EN GRANDE;1
BELEN;RODOLFO HERNÁNDEZ;Liga de Gobernantes;2495
BELEN;GUSTAVO PETRO;COALICION PACTO HISTÓRICO;1122
BELEN;FEDERICO GUTIÉRREZ;Equipo por Colombia;437
BELEN;SERGIO FAJARDO;COALICION CENTRO ESPERANZA;135
BELEN;JOHN MILTON RODRÍGUEZ;Colombia Justa Libres;32
BELEN;ENRIQUE GÓMEZ MARTÍNEZ;Salvación Nacional;10
BELEN;INGRID BETANCOURT;PARTIDO VERDE OXIGENO;2
BELEN;LUIS PÉREZ;COLOMBIA PIENSA EN GRANDE;2
BERBEO;RODOLFO HERNÁNDEZ;Liga de Gobernantes;415
BERBEO;GUSTAVO PETRO;COALICION PACTO HISTÓRICO;299
BERBEO;FEDERICO GUTIÉRREZ;Equipo por Colombia;66
BERBEO;SERGIO FAJARDO;COALICION CENTRO ESPERANZA;29
BERBEO;JOHN MILTON RODRÍGUEZ;Colombia Justa Libres;2
BERBEO;ENRIQUE GÓMEZ MARTÍNEZ;Salvación Nacional;1
BERBEO;INGRID BETANCOURT;PARTIDO VERDE OXIGENO;1
BETEITIVA;RODOLFO HERNÁNDEZ;Liga de Gobernantes;460
BETEITIVA;GUSTAVO PETRO;COALICION PACTO HISTÓRICO;344
BETEITIVA;FEDERICO GUTIÉRREZ;Equipo por Colombia;168
BETEITIVA;SERGIO FAJARDO;COALICION CENTRO ESPERANZA;38
BETEITIVA;ENRIQUE GÓMEZ MARTÍNEZ;Salvación Nacional;2
BETEITIVA;JOHN MILTON RODRÍGUEZ;Colombia Justa Libres;1
BOAVITA;RODOLFO HERNÁNDEZ;Liga de Gobernantes;1623
BOAVITA;GUSTAVO PETRO;COALICION PACTO HISTÓRICO;479
BOAVITA;FEDERICO GUTIÉRREZ;Equipo por Colombia;447
BOAVITA;SERGIO FAJARDO;COALICION CENTRO ESPERANZA;104
BOAVITA;ENRIQUE GÓMEZ MARTÍNEZ;Salvación Nacional;7
BOAVITA;JOHN MILTON RODRÍGUEZ;Colombia Justa Libres;3
BOAVITA;LUIS PÉREZ;COLOMBIA PIENSA EN GRANDE;2
BOAVITA;INGRID BETANCOURT;PARTIDO VERDE OXIGENO;1
BOYACA;RODOLFO HERNÁNDEZ;Liga de Gobernantes;1536
BOYACA;GUSTAVO PETRO;COALICION PACTO HISTÓRICO;560
BOYACA;FEDERICO GUTIÉRREZ;Equipo por Colombia;156
BOYACA;SERGIO FAJARDO;COALICION CENTRO ESPERANZA;46
BOYACA;JOHN MILTON RODRÍGUEZ;Colombia Justa Libres;12
BOYACA;ENRIQUE GÓMEZ MARTÍNEZ;Salvación Nacional;6
BOYACA;INGRID BETANCOURT;PARTIDO VERDE OXIGENO;1
BRICEÑO;RODOLFO HERNÁNDEZ;Liga de Gobernantes;1117
BRICEÑO;GUSTAVO PETRO;COALICION PACTO HISTÓRICO;162
BRICEÑO;FEDERICO GUTIÉRREZ;Equipo por Colombia;138
BRICEÑO;SERGIO FAJARDO;COALICION CENTRO ESPERANZA;22
BRICEÑO;JOHN MILTON RODRÍGUEZ;Colombia Justa Libres;7
BRICEÑO;ENRIQUE GÓMEZ MARTÍNEZ;Salvación Nacional;3
BUENAVISTA;RODOLFO HERNÁNDEZ;Liga de Gobernantes;2107
BUENAVISTA;GUSTAVO PETRO;COALICION PACTO HISTÓRICO;416
BUENAVISTA;FEDERICO GUTIÉRREZ;Equipo por Colombia;214
BUENAVISTA;SERGIO FAJARDO;COALICION CENTRO ESPERANZA;29
BUENAVISTA;JOHN MILTON RODRÍGUEZ;Colombia Justa Libres;24
BUENAVISTA;ENRIQUE GÓMEZ MARTÍNEZ;Salvación Nacional;5
BUENAVISTA;INGRID BETANCOURT;PARTIDO VERDE OXIGENO;4
BUSBANZA;RODOLFO HERNÁNDEZ;Liga de Gobernantes;370
BUSBANZA;GUSTAVO PETRO;COALICION PACTO HISTÓRICO;158
BUSBANZA;FEDERICO GUTIÉRREZ;Equipo por Colombia;82
BUSBANZA;SERGIO FAJARDO;COALICION CENTRO ESPERANZA;30
BUSBANZA;JOHN MILTON RODRÍGUEZ;Colombia Justa Libres;4
BUSBANZA;ENRIQUE GÓMEZ MARTÍNEZ;Salvación Nacional;1
BUSBANZA;INGRID BETANCOURT;PARTIDO VERDE OXIGENO;1
CALDAS;RODOLFO HERNÁNDEZ;Liga de Gobernantes;1121
CALDAS;GUSTAVO PETRO;COALICION PACTO HISTÓRICO;362
CALDAS;FEDERICO GUTIÉRREZ;Equipo por Colombia;194
CALDAS;SERGIO FAJARDO;COALICION CENTRO ESPERANZA;45
CALDAS;JOHN MILTON RODRÍGUEZ;Colombia Justa Libres;5
CALDAS;ENRIQUE GÓMEZ MARTÍNEZ;Salvación Nacional;4
