MUNNOMBRE;CANNOMBRE;PARNOMBRE;VOTOS
ALMEIDA;Jairo Antonio Calderon Cardenas;Partido de la U;420
ALMEIDA;Fraiver Hernando Calderon Perilla;Partido de la U;105
ALMEIDA;Juan Carlos Sanchez Lesmes;Cambio Radical;72
ALMEIDA;Jorge Alonso Calderon Cardenas;Partido de la U;63
ALMEIDA;Gloria Ines Pinzon Vaca;Partido de la U;60
ALMEIDA;Manuel Antonio Alvarado Mondragon;Cambio Radical;57
ALMEIDA;Ana Leonila Vallejo Calderon;Cambio Radical;50
ALMEIDA;Alba Ines Sanchez Alfonso;Cambio Radical;45
ALMEIDA;Nubia Marcela Lopez Lopez;Partido de la U;45
ALMEIDA;Jose Hernando Sanchez Martin;Partido de la U;43
ALMEIDA;Flor Stella Gutierrez Daza;Partido Conservador Colombiano;39
ALMEIDA;Partido Social De Unidad Nacional;Partido de la U;25
ALMEIDA;Sandra Patricia Castaneda Vargas;Partido de la U;24
ALMEIDA;Elba Maria Romero Sanchez;Partido Conservador Colombiano;23
ALMEIDA;Lilia Ines Martinez De Gonzalez;Alianza Social Independiente;23
ALMEIDA;Ericzon Vargas Sanchez;Partido Conservador Colombiano;22
ALMEIDA;Alba Hermelinda Romero Gonzalez;Cambio Radical;20
ALMEIDA;Yan Ester Lesmes Sanchez;Cambio Radical;17
ALMEIDA;Jose Manuel Antonio Lopez Sanchez;Cambio Radical;15
ALMEIDA;Erika Viviana Rosero Duenas;Partido Conservador Colombiano;12
ALMEIDA;Partido Cambio Radical;Cambio Radical;12
ALMEIDA;Wilber Ernesto Morales Daza;Partido Conservador Colombiano;12
ALMEIDA;Carlos Hernan Montenegro Castaneda;Alianza Social Independiente;9
ALMEIDA;Wilson Henry Daza Vaca;Partido Conservador Colombiano;7
ALMEIDA;Partido Conservador Colombiano;Partido Conservador Colombiano;6
ALMEIDA;Claudia Merced Rodriguez Oliveros;Alianza Social Independiente;4
ALMEIDA;Nelce Yaneth Castillo Novoa;Partido Conservador Colombiano;3
ALMEIDA;Alicia Mery Martin Daza;Alianza Social Independiente;2
ALMEIDA;Adelaida Lopez Acosta;Alianza Social Independiente;1
ALMEIDA;Felix Chivata Castillo;Alianza Social Independiente;1
ALMEIDA;Partido Alianza Social Independiente  Asi;Partido Alianza Social Independiente  Asi;0
AQUITANIA;Ivan Elias Plazas Bolivar;AICO;302
AQUITANIA;Luis Angel Rojas Rodriguez;Alianza Verde;256
AQUITANIA;Julio Enrique Piragauta Pesca;Opción Ciudadana;248
AQUITANIA;German Chaparro Munevar;Partido Conservador Colombiano;231
AQUITANIA;Segundo Venancio Rios Trujillo;Alianza Verde;219
AQUITANIA;Lucio Leonel Torres Riveros;Cambio Radical;206
AQUITANIA;Partido Liberal Colombiano;Partido Liberal Colombiano;199
AQUITANIA;Albeiro Armando Cepeda Cepeda;AICO;188
AQUITANIA;Crispolo German Montana Montana;Partido de la U;187
AQUITANIA;Omar Hernando Cepeda Ariza;Alianza Verde;179
AQUITANIA;Rafael Angel Camargo Montana;Partido Conservador Colombiano;179
AQUITANIA;Partido Verde;Alianza Verde;178
AQUITANIA;Herney Arturo Santos Camargo;Partido Conservador Colombiano;165
AQUITANIA;Segundo Gilberto Gutierrez Perez;Cambio Radical;164
AQUITANIA;Hector Orlando Lemus Chaparro;Alianza Verde;155
AQUITANIA;Jorge Guanume Alarcon;MOVIMIENTO DE INCLUSION Y OPORTUNIDADES;152
AQUITANIA;Javier Albeiro Preciado Gutierrez;Partido Conservador Colombiano;148
AQUITANIA;Edgar Orlando Plazas Mesa;Partido de la U;147
AQUITANIA;Mauricio Chaparro Alarcon;Alianza Verde;147
AQUITANIA;Luis Fernando Leon;MOVIMIENTO DE INCLUSION Y OPORTUNIDADES;146
AQUITANIA;Andrea Del Pilar Preciado Munevar;Alianza Verde;144
AQUITANIA;Reyes Montana Alarcon;Partido Conservador Colombiano;141
AQUITANIA;Edgar Andres Parada Hernandez;Opción Ciudadana;135
AQUITANIA;Jose Nairo Alarcon Cadena;Alianza Verde;134
AQUITANIA;Luis Octavio Montana Perez;Opción Ciudadana;130
AQUITANIA;Nelson Rene Cardenas Rodriguez;MOVIMIENTO DE INCLUSION Y OPORTUNIDADES;130
AQUITANIA;Miguel Antonio Salamanca Rico;Partido de la U;125
AQUITANIA;Franky Hernan Sanchez Munevar;MOVIMIENTO DE INCLUSION Y OPORTUNIDADES;123
AQUITANIA;Ignacio Montana Montana;Partido de la U;114
AQUITANIA;Ary Yanerith Rincon Perez;AICO;113
AQUITANIA;Nairo Ernesto Martinez Moreno;MOVIMIENTO DE INCLUSION Y OPORTUNIDADES;113
AQUITANIA;Luis Enrique Cadena Acevedo;Opción Ciudadana;109
AQUITANIA;Nilson Albeiro Barrera Castillo;AICO;105
AQUITANIA;Candidata Retirada;Candidata Retirada;100
AQUITANIA;Elba Lucero Rojas Vargas;Alianza Social Independiente;94
AQUITANIA;Marco Isaac Pesca Contreras;Opción Ciudadana;92
AQUITANIA;Maria Alejandra Urrutia Montana;Opción Ciudadana;92
AQUITANIA;Victor German Lopez Figueredo;Opción Ciudadana;92
AQUITANIA;Ligia Paola Riveros Sanchez;MOVIMIENTO DE INCLUSION Y OPORTUNIDADES;90
AQUITANIA;Luz Dary Ramirez Mesa;Partido Conservador Colombiano;85
AQUITANIA;Danilo Antonio Mesa Mesa;AICO;84
AQUITANIA;Erika Patricia Samaca Pesca;MOVIMIENTO DE INCLUSION Y OPORTUNIDADES;80
AQUITANIA;Partido Conservador Colombiano;Partido Conservador Colombiano;73
AQUITANIA;Milton Armando Gutierrez Lemus;Partido de la U;72
AQUITANIA;Carolina Chaparro Torres;Alianza Verde;71
AQUITANIA;Edson Gilberto Perez Chaparro;Partido Conservador Colombiano;71
AQUITANIA;Hector Emiro Moreno Perez;MOVIMIENTO DE INCLUSION Y OPORTUNIDADES;65
AQUITANIA;Luis Alfredo Chaparro Ramirez;Opción Ciudadana;65
AQUITANIA;Eliecer Rico Patino;Alianza Social Independiente;49
AQUITANIA;Partido Social De Unidad Nacional;Partido de la U;49
AQUITANIA;Rosana Riveros Lemus;Partido Conservador Colombiano;49
AQUITANIA;Partido De Integracion Nacional;Opción Ciudadana;48
AQUITANIA;Diana Paola Fonseca Vargas;Partido de la U;46
AQUITANIA;Jose Miguel Plazas Leguizamon;Alianza Verde;46
AQUITANIA;Maria Luisa Chaparro Lemus;Alianza Verde;44
AQUITANIA;Saul Moreno Alvarez;Partido Conservador Colombiano;44
AQUITANIA;Carlos Dario Moreno Vargas;Alianza Social Independiente;43
AQUITANIA;Deycy Carolina Ramirez Vargas;Alianza Social Independiente;43
AQUITANIA;Libia Maria Casas Abril;AICO;43
AQUITANIA;Olga Yanira Aguilar Aguilar;Opción Ciudadana;39
AQUITANIA;Edgar Fabian Satoba Chaparro;AICO;38
AQUITANIA;Carlos Gilberto Acevedo Nomezque;Alianza Social Independiente;37
AQUITANIA;Isaura Edilia Amezquita Florez;Alianza Verde;35
AQUITANIA;Maria Alejandra Sarmiento Avella;Cambio Radical;35
AQUITANIA;Movimiento De Inclusion Y Oportunidades;Movimiento De Inclusion Y Oportunidades;32
AQUITANIA;Gustavo Chaparro Sanchez;Partido de la U;31
AQUITANIA;William Javier Rodriguez Cardozo;AICO;30
AQUITANIA;Wilmer Hernando Acevedo Correa;Cambio Radical;30
AQUITANIA;Cesar Augusto Moreno Pesca;Partido de la U;29
AQUITANIA;Prospero Antonio Rosas Riveros;Cambio Radical;28
AQUITANIA;Elia Carmenza Barinas Macias;Cambio Radical;27
AQUITANIA;Yuly Carolina Chaparro Alarcon;Opción Ciudadana;27
AQUITANIA;Cristian Camilo Rosas Daza;MOVIMIENTO DE INCLUSION Y OPORTUNIDADES;26
AQUITANIA;Movimiento Autoridades Indigenas De Colombia;AICO;25
AQUITANIA;Otilia Cepeda Perez;AICO;24
AQUITANIA;Nelsy Yaneth Ramirez Aguilar;Opción Ciudadana;23
AQUITANIA;Mauro Ernesto Costo Chaparro;Alianza Social Independiente;22
AQUITANIA;Favio Humberto Naranjo;AICO;21
AQUITANIA;Consuelo Del Carmen Moreno Vargas;Partido de la U;20
AQUITANIA;Diana Yusliba Duque Diaz;Partido Conservador Colombiano;20
AQUITANIA;Doris Gomez Rincon;MOVIMIENTO DE INCLUSION Y OPORTUNIDADES;19
AQUITANIA;Gloria Yolima Montana Chaparro;Cambio Radical;17
AQUITANIA;Marco Antonio Lemus Patarroyo;Cambio Radical;17
AQUITANIA;Marisol Torres Torres;Alianza Social Independiente;16
AQUITANIA;Partido Cambio Radical;Cambio Radical;16
AQUITANIA;Yeni Andrea Rincon Perez;Partido Conservador Colombiano;12
AQUITANIA;Partido Alianza Social Independiente;Alianza Social Independiente;9
AQUITANIA;Aura Alicia Alarcon Pedraza;Partido de la U;8
AQUITANIA;Keith Madelein Rodriguez Perez;Cambio Radical;6
AQUITANIA;Rosa Helena Salamanca Figueredo;AICO;5
AQUITANIA;Diana Carolina Moreno Castro;Partido de la U;4
AQUITANIA;Fabio Orlando Cepeda Aguirre;Alianza Social Independiente;4
AQUITANIA;Camilo Andres Naranjo;Cambio Radical;3
AQUITANIA;Javier Sanchez Caballero;Alianza Social Independiente;1
ARCABUCO;Ivan Alirio Alba;Partido de la U;210
ARCABUCO;Wilfredo Benitez Roncancio;Alianza Verde;179
ARCABUCO;Jaime Antonio Guerrero Forero;Partido Conservador Colombiano;176
ARCABUCO;Sonia Jimenez Cadena;Partido de la U;174
ARCABUCO;Jose Eduardo Aunta Suarez;Partido de la U;143
ARCABUCO;Hector Jaime Poveda Aguilera;Partido Liberal Colombiano;131
ARCABUCO;Luis Alfredo Avila Rojas;Partido de la U;117
ARCABUCO;Jonh Freddy Lizcano Hernandez;Partido Conservador Colombiano;106
ARCABUCO;Israel Rodriguez Castellanos;Alianza Verde;103
ARCABUCO;Diogenes Camargo Robles;Partido Liberal Colombiano;99
ARCABUCO;Edilberto Leon Guzman Guzman;Partido Conservador Colombiano;89
ARCABUCO;Maria Yolanda Buitrago Rios;Partido Conservador Colombiano;89
ARCABUCO;Fernando Bustos Raba;Partido de la U;81
ARCABUCO;Ana Bety Molina Alba;Alianza Verde;75
ARCABUCO;Alexis Armando Guerrero Saavedra;Partido Conservador Colombiano;72
ARCABUCO;Rafael Eduardo Cuesta Hernandez;Cambio Radical;70
ARCABUCO;Reinaldo Suarez Bustos;Alianza Verde;70
ARCABUCO;Giovanny Ballen Torres;Partido de la U;63
ARCABUCO;Gladys Amparo Guarin Acero;Cambio Radical;60
ARCABUCO;Berceli Lopez Torres;Partido Conservador Colombiano;57
ARCABUCO;Martin Emilio Fuquene Cative;Alianza Verde;57
ARCABUCO;Diego Armando Pacheco Villamil;Alianza Verde;54
ARCABUCO;Hector Julio Ruiz Torres;Partido Liberal Colombiano;48
ARCABUCO;Edwin Alejandro Rodriguez Cortes;Partido de la U;47
ARCABUCO;Marcela Janneth Guzman Poveda;Partido Conservador Colombiano;43
ARCABUCO;Yamid Manuel Moreno Torres;Partido Conservador Colombiano;41
ARCABUCO;Mario Alfonso Paez Tarazona;Cambio Radical;38
ARCABUCO;Gina Milena Malagon Poveda;Alianza Verde;37
ARCABUCO;Abel Arnulfo Robles Simijaca;Cambio Radical;35
ARCABUCO;Partido Social De Unidad Nacional;Partido de la U;35
ARCABUCO;Carlos Andres Castelblanco;Partido Liberal Colombiano;31
ARCABUCO;Partido Verde;Alianza Verde;31
ARCABUCO;Flor Maria Cuadros Roldan;Partido de la U;27
ARCABUCO;Mauro Ismael Cruz Rodriguez;Partido Liberal Colombiano;27
ARCABUCO;Jose Melquisedec Benitez Hernandez;Alianza Verde;23
ARCABUCO;Nohora Hermelinda Saenz Saavedra;Partido de la U;23
