MUNNOMBRE;PARNOMBRE;VOTOS;TOTAL_VOTOS;PORCENTAJE
ALMEIDA;DEFENSORES DE LA PATRIA;818;1133;72.197705
ALMEIDA;MOVIMIENTO POLÍTICO PACTO HISTÓRICO;315;1133;27.802295
AQUITANIA (PUEBLOVIEJO);DEFENSORES DE LA PATRIA;7053;8813;80.029502
AQUITANIA (PUEBLOVIEJO);MOVIMIENTO POLÍTICO PACTO HISTÓRICO;1760;8813;19.970498
ARCABUCO;DEFENSORES DE LA PATRIA;2386;3646;65.44158
ARCABUCO;MOVIMIENTO POLÍTICO PACTO HISTÓRICO;1260;3646;34.55842
BELEN;DEFENSORES DE LA PATRIA;3281;4875;67.302564
BELEN;MOVIMIENTO POLÍTICO PACTO HISTÓRICO;1594;4875;32.697436
BERBEO;DEFENSORES DE LA PATRIA;575;1006;57.157058
BERBEO;MOVIMIENTO POLÍTICO PACTO HISTÓRICO;431;1006;42.842942
BETEITIVA;DEFENSORES DE LA PATRIA;891;1357;65.659543
BETEITIVA;MOVIMIENTO POLÍTICO PACTO HISTÓRICO;466;1357;34.340457
BOAVITA;DEFENSORES DE LA PATRIA;2187;2889;75.700935
BOAVITA;MOVIMIENTO POLÍTICO PACTO HISTÓRICO;702;2889;24.299065
BOYACA;DEFENSORES DE LA PATRIA;2199;3089;71.188087
BOYACA;MOVIMIENTO POLÍTICO PACTO HISTÓRICO;890;3089;28.811913
BRICEÑO;DEFENSORES DE LA PATRIA;1349;1606;83.997509
BRICEÑO;MOVIMIENTO POLÍTICO PACTO HISTÓRICO;257;1606;16.002491
BUENAVISTA;DEFENSORES DE LA PATRIA;2780;3402;81.716637
BUENAVISTA;MOVIMIENTO POLÍTICO PACTO HISTÓRICO;622;3402;18.283363
BUSBANZA;DEFENSORES DE LA PATRIA;546;740;73.783784
BUSBANZA;MOVIMIENTO POLÍTICO PACTO HISTÓRICO;194;740;26.216216
CALDAS;DEFENSORES DE LA PATRIA;1613;2187;73.754001
CALDAS;MOVIMIENTO POLÍTICO PACTO HISTÓRICO;574;2187;26.245999
CAMPOHERMOSO;DEFENSORES DE LA PATRIA;1339;1592;84.10804
CAMPOHERMOSO;MOVIMIENTO POLÍTICO PACTO HISTÓRICO;253;1592;15.89196
CERINZA;DEFENSORES DE LA PATRIA;1461;2516;58.068362
CERINZA;MOVIMIENTO POLÍTICO PACTO HISTÓRICO;1055;2516;41.931638
CHINAVITA;DEFENSORES DE LA PATRIA;1646;2114;77.861873
CHINAVITA;MOVIMIENTO POLÍTICO PACTO HISTÓRICO;468;2114;22.138127
CHIQUINQUIRA;DEFENSORES DE LA PATRIA;18637;30376;61.354359
CHIQUINQUIRA;MOVIMIENTO POLÍTICO PACTO HISTÓRICO;11739;30376;38.645641
CHIQUIZA;DEFENSORES DE LA PATRIA;2172;3076;70.611183
CHIQUIZA;MOVIMIENTO POLÍTICO PACTO HISTÓRICO;904;3076;29.388817
CHISCAS;DEFENSORES DE LA PATRIA;1498;1763;84.968803
CHISCAS;MOVIMIENTO POLÍTICO PACTO HISTÓRICO;265;1763;15.031197
CHITA;DEFENSORES DE LA PATRIA;2967;3579;82.900251
CHITA;MOVIMIENTO POLÍTICO PACTO HISTÓRICO;612;3579;17.099749
CHITARAQUE;DEFENSORES DE LA PATRIA;2955;3501;84.404456
CHITARAQUE;MOVIMIENTO POLÍTICO PACTO HISTÓRICO;546;3501;15.595544
CHIVATA;DEFENSORES DE LA PATRIA;1563;2491;62.745885
CHIVATA;MOVIMIENTO POLÍTICO PACTO HISTÓRICO;928;2491;37.254115
CHIVOR;DEFENSORES DE LA PATRIA;1091;1243;87.771521
CHIVOR;MOVIMIENTO POLÍTICO PACTO HISTÓRICO;152;1243;12.228479
CIENEGA;DEFENSORES DE LA PATRIA;2451;2828;86.669024
CIENEGA;MOVIMIENTO POLÍTICO PACTO HISTÓRICO;377;2828;13.330976
COMBITA;DEFENSORES DE LA PATRIA;3938;6811;57.818235
COMBITA;MOVIMIENTO POLÍTICO PACTO HISTÓRICO;2873;6811;42.181765
COPER;DEFENSORES DE LA PATRIA;1791;2067;86.647315
COPER;MOVIMIENTO POLÍTICO PACTO HISTÓRICO;276;2067;13.352685
CORRALES;DEFENSORES DE LA PATRIA;1139;1798;63.348165
CORRALES;MOVIMIENTO POLÍTICO PACTO HISTÓRICO;659;1798;36.651835
COVARACHIA;DEFENSORES DE LA PATRIA;1826;2076;87.957611
COVARACHIA;MOVIMIENTO POLÍTICO PACTO HISTÓRICO;250;2076;12.042389
CUBARA;MOVIMIENTO POLÍTICO PACTO HISTÓRICO;2300;3588;64.102564
CUBARA;DEFENSORES DE LA PATRIA;1288;3588;35.897436
CUCAITA;DEFENSORES DE LA PATRIA;1398;2489;56.167135
CUCAITA;MOVIMIENTO POLÍTICO PACTO HISTÓRICO;1091;2489;43.832865
CUITIVA;DEFENSORES DE LA PATRIA;867;1221;71.007371
CUITIVA;MOVIMIENTO POLÍTICO PACTO HISTÓRICO;354;1221;28.992629
DUITAMA;DEFENSORES DE LA PATRIA;36016;71431;50.420686
DUITAMA;MOVIMIENTO POLÍTICO PACTO HISTÓRICO;35415;71431;49.579314
EL COCUY;DEFENSORES DE LA PATRIA;1622;2006;80.857428
EL COCUY;MOVIMIENTO POLÍTICO PACTO HISTÓRICO;384;2006;19.142572
EL ESPINO;DEFENSORES DE LA PATRIA;1258;1454;86.519945
EL ESPINO;MOVIMIENTO POLÍTICO PACTO HISTÓRICO;196;1454;13.480055
FIRAVITOBA;DEFENSORES DE LA PATRIA;2071;3931;52.683795
FIRAVITOBA;MOVIMIENTO POLÍTICO PACTO HISTÓRICO;1860;3931;47.316205
FLORESTA;DEFENSORES DE LA PATRIA;2002;2577;77.687233
FLORESTA;MOVIMIENTO POLÍTICO PACTO HISTÓRICO;575;2577;22.312767
GACHANTIVA;DEFENSORES DE LA PATRIA;1568;2049;76.525134
GACHANTIVA;MOVIMIENTO POLÍTICO PACTO HISTÓRICO;481;2049;23.474866
GAMEZA;DEFENSORES DE LA PATRIA;2328;2848;81.741573
GAMEZA;MOVIMIENTO POLÍTICO PACTO HISTÓRICO;520;2848;18.258427
GARAGOA;DEFENSORES DE LA PATRIA;5345;8616;62.035747
GARAGOA;MOVIMIENTO POLÍTICO PACTO HISTÓRICO;3271;8616;37.964253
GUACAMAYAS;DEFENSORES DE LA PATRIA;763;971;78.578785
GUACAMAYAS;MOVIMIENTO POLÍTICO PACTO HISTÓRICO;208;971;21.421215
GUATEQUE;DEFENSORES DE LA PATRIA;3778;6158;61.351088
GUATEQUE;MOVIMIENTO POLÍTICO PACTO HISTÓRICO;2380;6158;38.648912
GUAYATA;DEFENSORES DE LA PATRIA;2247;2732;82.247438
GUAYATA;MOVIMIENTO POLÍTICO PACTO HISTÓRICO;485;2732;17.752562
GUICAN;DEFENSORES DE LA PATRIA;1063;1819;58.438703
GUICAN;MOVIMIENTO POLÍTICO PACTO HISTÓRICO;756;1819;41.561297
IZA;DEFENSORES DE LA PATRIA;1041;1575;66.095238
IZA;MOVIMIENTO POLÍTICO PACTO HISTÓRICO;534;1575;33.904762
JENESANO;DEFENSORES DE LA PATRIA;3093;4416;70.040761
JENESANO;MOVIMIENTO POLÍTICO PACTO HISTÓRICO;1323;4416;29.959239
JERICO;DEFENSORES DE LA PATRIA;1865;2063;90.402327
JERICO;MOVIMIENTO POLÍTICO PACTO HISTÓRICO;198;2063;9.597673
LA CAPILLA;DEFENSORES DE LA PATRIA;1302;1733;75.129833
LA CAPILLA;MOVIMIENTO POLÍTICO PACTO HISTÓRICO;431;1733;24.870167
LA UVITA;DEFENSORES DE LA PATRIA;1326;1573;84.297521
LA UVITA;MOVIMIENTO POLÍTICO PACTO HISTÓRICO;247;1573;15.702479
LA VICTORIA;DEFENSORES DE LA PATRIA;680;884;76.923077
LA VICTORIA;MOVIMIENTO POLÍTICO PACTO HISTÓRICO;204;884;23.076923
LABRANZAGRANDE;DEFENSORES DE LA PATRIA;1870;2267;82.487869
LABRANZAGRANDE;MOVIMIENTO POLÍTICO PACTO HISTÓRICO;397;2267;17.512131
MACANAL;DEFENSORES DE LA PATRIA;1904;2418;78.742763
MACANAL;MOVIMIENTO POLÍTICO PACTO HISTÓRICO;514;2418;21.257237
MARIPI;DEFENSORES DE LA PATRIA;3020;3470;87.0317
MARIPI;MOVIMIENTO POLÍTICO PACTO HISTÓRICO;450;3470;12.9683
MIRAFLORES;DEFENSORES DE LA PATRIA;3048;5380;56.654275
MIRAFLORES;MOVIMIENTO POLÍTICO PACTO HISTÓRICO;2332;5380;43.345725
MONGUA;DEFENSORES DE LA PATRIA;2657;3131;84.861067
MONGUA;MOVIMIENTO POLÍTICO PACTO HISTÓRICO;474;3131;15.138933
MONGUI;DEFENSORES DE LA PATRIA;1998;2960;67.5
MONGUI;MOVIMIENTO POLÍTICO PACTO HISTÓRICO;962;2960;32.5
MONIQUIRA;DEFENSORES DE LA PATRIA;8875;13589;65.310177
MONIQUIRA;MOVIMIENTO POLÍTICO PACTO HISTÓRICO;4714;13589;34.689823
MOTAVITA;DEFENSORES DE LA PATRIA;2262;4183;54.076022
MOTAVITA;MOVIMIENTO POLÍTICO PACTO HISTÓRICO;1921;4183;45.923978
MUZO;DEFENSORES DE LA PATRIA;3004;4427;67.856336
MUZO;MOVIMIENTO POLÍTICO PACTO HISTÓRICO;1423;4427;32.143664
NOBSA;MOVIMIENTO POLÍTICO PACTO HISTÓRICO;6641;10625;62.503529
NOBSA;DEFENSORES DE LA PATRIA;3984;10625;37.496471
NUEVO COLON;DEFENSORES DE LA PATRIA;2423;3506;69.110097
NUEVO COLON;MOVIMIENTO POLÍTICO PACTO HISTÓRICO;1083;3506;30.889903
OICATA;DEFENSORES DE LA PATRIA;1196;2097;57.033858
OICATA;MOVIMIENTO POLÍTICO PACTO HISTÓRICO;901;2097;42.966142
OTANCHE;DEFENSORES DE LA PATRIA;3913;4769;82.050744
OTANCHE;MOVIMIENTO POLÍTICO PACTO HISTÓRICO;856;4769;17.949256
PACHAVITA;DEFENSORES DE LA PATRIA;1099;1384;79.407514
PACHAVITA;MOVIMIENTO POLÍTICO PACTO HISTÓRICO;285;1384;20.592486
PAEZ;DEFENSORES DE LA PATRIA;1457;1762;82.690125
PAEZ;MOVIMIENTO POLÍTICO PACTO HISTÓRICO;305;1762;17.309875
PAIPA;DEFENSORES DE LA PATRIA;12342;22617;54.569572
PAIPA;MOVIMIENTO POLÍTICO PACTO HISTÓRICO;10275;22617;45.430428
PAJARITO;DEFENSORES DE LA PATRIA;964;1208;79.801325
PAJARITO;MOVIMIENTO POLÍTICO PACTO HISTÓRICO;244;1208;20.198675
PANQUEBA;DEFENSORES DE LA PATRIA;770;949;81.13804
PANQUEBA;MOVIMIENTO POLÍTICO PACTO HISTÓRICO;179;949;18.86196
PAUNA;DEFENSORES DE LA PATRIA;3324;4369;76.081483
PAUNA;MOVIMIENTO POLÍTICO PACTO HISTÓRICO;1045;4369;23.918517
PAYA;DEFENSORES DE LA PATRIA;1007;1181;85.266723
PAYA;MOVIMIENTO POLÍTICO PACTO HISTÓRICO;174;1181;14.733277
PAZ DE RIO;MOVIMIENTO POLÍTICO PACTO HISTÓRICO;1433;2567;55.823919
PAZ DE RIO;DEFENSORES DE LA PATRIA;1134;2567;44.176081
PESCA;DEFENSORES DE LA PATRIA;3218;4170;77.170264
PESCA;MOVIMIENTO POLÍTICO PACTO HISTÓRICO;952;4170;22.829736
PISBA;DEFENSORES DE LA PATRIA;667;826;80.750605
PISBA;MOVIMIENTO POLÍTICO PACTO HISTÓRICO;159;826;19.249395
PUERTO BOYACA;DEFENSORES DE LA PATRIA;14527;24573;59.117731
PUERTO BOYACA;MOVIMIENTO POLÍTICO PACTO HISTÓRICO;10046;24573;40.882269
QUIPAMA;DEFENSORES DE LA PATRIA;2236;2780;80.431655
QUIPAMA;MOVIMIENTO POLÍTICO PACTO HISTÓRICO;544;2780;19.568345
RAMIRIQUI;DEFENSORES DE LA PATRIA;4634;6570;70.532725
RAMIRIQUI;MOVIMIENTO POLÍTICO PACTO HISTÓRICO;1936;6570;29.467275
RAQUIRA;DEFENSORES DE LA PATRIA;2884;4035;71.474597
RAQUIRA;MOVIMIENTO POLÍTICO PACTO HISTÓRICO;1151;4035;28.525403
RONDON;DEFENSORES DE LA PATRIA;1188;1542;77.042802
RONDON;MOVIMIENTO POLÍTICO PACTO HISTÓRICO;354;1542;22.957198
SABOYA;DEFENSORES DE LA PATRIA;5118;7267;70.427962
SABOYA;MOVIMIENTO POLÍTICO PACTO HISTÓRICO;2149;7267;29.572038
SACHICA;DEFENSORES DE LA PATRIA;2313;3334;69.376125
SACHICA;MOVIMIENTO POLÍTICO PACTO HISTÓRICO;1021;3334;30.623875
SAMACA;DEFENSORES DE LA PATRIA;7955;11452;69.463849
SAMACA;MOVIMIENTO POLÍTICO PACTO HISTÓRICO;3497;11452;30.536151
SAN EDUARDO;DEFENSORES DE LA PATRIA;711;1044;68.103448
SAN EDUARDO;MOVIMIENTO POLÍTICO PACTO HISTÓRICO;333;1044;31.896552
SAN JOSE DE PARE;DEFENSORES DE LA PATRIA;2779;3456;80.41088
SAN JOSE DE PARE;MOVIMIENTO POLÍTICO PACTO HISTÓRICO;677;3456;19.58912
SAN LUIS DE GACENO;DEFENSORES DE LA PATRIA;2451;2823;86.822529
