MUNNOMBRE;PARNOMBRE;VOTOS
OTANCHE;Polo Democrático Alternativo;56
OTANCHE;Todos Somos Colombia;3
PACHAVITA;Alianza Social Indigena;1
PACHAVITA;Alianza Verde;242
PACHAVITA;Cambio Radical;64
PACHAVITA;Compromiso Ciudadano Por Colombia;1
PACHAVITA;MOVIMIENTO APERTURA LIBERAL;3
PACHAVITA;Movimiento MIRA;5
PACHAVITA;Movimiento Social E Indigena  Msi;1
PACHAVITA;PARTIDO CRISTIANO DE TRANSFORMACION  Y ORDEN PACTO;2
PACHAVITA;PARTIDO DE INTEGRACION NACIONAL  PIN;18
PACHAVITA;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;148
PACHAVITA;Partido Alas;1
PACHAVITA;Partido Conservador Colombiano;260
PACHAVITA;Partido Cristiano De Transformacion  Y Orden Pacto;2
PACHAVITA;Partido De Integracion Nacional  Pin;2
PACHAVITA;Partido Liberal Colombiano;28
PACHAVITA;Partido Social De Unidad Nacional  Partido De La U;12
PACHAVITA;Polo Democrático Alternativo;14
PAEZ;Alianza Verde;362
PAEZ;Cambio Radical;1
PAEZ;Movimiento MIRA;2
PAEZ;Movimiento Social E Indigena  Msi;1
PAEZ;PARTIDO CRISTIANO DE TRANSFORMACION  Y ORDEN PACTO;9
PAEZ;PARTIDO DE INTEGRACION NACIONAL  PIN;11
PAEZ;PARTIDO DE INTEGRACION SOCIAL COLOMBIANO  PAIS;1
PAEZ;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;299
PAEZ;Partido Alas;1
PAEZ;Partido Conservador Colombiano;51
PAEZ;Partido De Integracion Nacional  Pin;1
PAEZ;Partido De Integracion Social Colombiano  Pais;1
PAEZ;Partido Liberal Colombiano;86
PAEZ;Partido Social De Unidad Nacional  Partido De La U;31
PAEZ;Polo Democrático Alternativo;28
PAIPA;ALIANZA SOCIAL INDIGENA;1
PAIPA;Alianza Social Afrocolombiana  Asa;3
PAIPA;Alianza Verde;3384
PAIPA;COMPROMISO CIUDADANO POR COLOMBIA;52
PAIPA;Cambio Radical;473
PAIPA;Compromiso Ciudadano Por Colombia;5
PAIPA;MOVIMIENTO APERTURA LIBERAL;33
PAIPA;MOVIMIENTO SOCIAL E INDIGENA  MSI;1
PAIPA;Movimiento Apertura Liberal;8
PAIPA;Movimiento MIRA;240
PAIPA;Movimiento Social E Indigena  Msi;1
PAIPA;PARTIDO ALAS;1
PAIPA;PARTIDO CRISTIANO DE TRANSFORMACION  Y ORDEN PACTO;102
PAIPA;PARTIDO DE INTEGRACION NACIONAL  PIN;104
PAIPA;PARTIDO DE INTEGRACION SOCIAL COLOMBIANO  PAIS;5
PAIPA;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;897
PAIPA;Partido Alas;3
PAIPA;Partido Conservador Colombiano;3224
PAIPA;Partido Cristiano De Transformacion  Y Orden Pacto;8
PAIPA;Partido De Integracion Nacional  Pin;9
PAIPA;Partido Liberal Colombiano;830
PAIPA;Partido Social De Unidad Nacional  Partido De La U;108
PAIPA;Polo Democrático Alternativo;369
PAIPA;Todos Somos Colombia;7
PAJARITO;Alianza Verde;31
PAJARITO;COMPROMISO CIUDADANO POR COLOMBIA;3
PAJARITO;Cambio Radical;11
PAJARITO;Movimiento Apertura Liberal;2
PAJARITO;Movimiento MIRA;1
PAJARITO;PARTIDO CRISTIANO DE TRANSFORMACION  Y ORDEN PACTO;2
PAJARITO;PARTIDO DE INTEGRACION NACIONAL  PIN;25
PAJARITO;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;289
PAJARITO;Partido Conservador Colombiano;33
PAJARITO;Partido Cristiano De Transformacion  Y Orden Pacto;1
PAJARITO;Partido De Integracion Nacional  Pin;4
PAJARITO;Partido Liberal Colombiano;80
PAJARITO;Partido Social De Unidad Nacional  Partido De La U;20
PAJARITO;Polo Democrático Alternativo;19
PAJARITO;Todos Somos Colombia;1
PANQUEBA;Alianza Social Afrocolombiana  Asa;1
PANQUEBA;Alianza Verde;113
PANQUEBA;COMPROMISO CIUDADANO POR COLOMBIA;2
PANQUEBA;Cambio Radical;4
PANQUEBA;Movimiento MIRA;3
PANQUEBA;PARTIDO DE INTEGRACION NACIONAL  PIN;3
PANQUEBA;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;20
PANQUEBA;Partido Conservador Colombiano;423
PANQUEBA;Partido De Integracion Nacional  Pin;3
PANQUEBA;Partido Liberal Colombiano;35
PANQUEBA;Polo Democrático Alternativo;14
PANQUEBA;Todos Somos Colombia;3
PAUNA;ALIANZA SOCIAL AFROCOLOMBIANA  ASA;1
PAUNA;Alianza Social Afrocolombiana  Asa;1
PAUNA;Alianza Social Indigena;2
PAUNA;Alianza Verde;551
PAUNA;COMPROMISO CIUDADANO POR COLOMBIA;1
PAUNA;Cambio Radical;25
PAUNA;Compromiso Ciudadano Por Colombia;1
PAUNA;MOVIMIENTO APERTURA LIBERAL;5
PAUNA;Movimiento Apertura Liberal;1
PAUNA;Movimiento MIRA;3
PAUNA;Movimiento Social E Indigena  Msi;1
PAUNA;PARTIDO CRISTIANO DE TRANSFORMACION  Y ORDEN PACTO;19
PAUNA;PARTIDO DE INTEGRACION NACIONAL  PIN;112
PAUNA;PARTIDO DE INTEGRACION SOCIAL COLOMBIANO  PAIS;1
PAUNA;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;168
PAUNA;Partido Alas;1
PAUNA;Partido Conservador Colombiano;1249
PAUNA;Partido De Integracion Nacional  Pin;6
PAUNA;Partido De Integracion Social Colombiano  Pais;7
PAUNA;Partido Liberal Colombiano;250
PAUNA;Partido Social De Unidad Nacional  Partido De La U;50
PAUNA;Polo Democrático Alternativo;59
PAYA;Alianza Verde;126
PAYA;COMPROMISO CIUDADANO POR COLOMBIA;1
PAYA;Cambio Radical;1
PAYA;MOVIMIENTO APERTURA LIBERAL;6
PAYA;MOVIMIENTO SOCIAL E INDIGENA  MSI;1
PAYA;Movimiento Apertura Liberal;4
PAYA;Movimiento MIRA;1
PAYA;PARTIDO CRISTIANO DE TRANSFORMACION  Y ORDEN PACTO;1
PAYA;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;24
PAYA;Partido Conservador Colombiano;257
PAYA;Partido De Integracion Nacional  Pin;1
PAYA;Partido De Integracion Social Colombiano  Pais;1
PAYA;Partido Liberal Colombiano;8
PAYA;Partido Social De Unidad Nacional  Partido De La U;5
PAYA;Polo Democrático Alternativo;11
PAZ DE RIO;ALIANZA SOCIAL AFROCOLOMBIANA  ASA;32
PAZ DE RIO;Alianza Social Afrocolombiana  Asa;1
PAZ DE RIO;Alianza Social Indigena;1
PAZ DE RIO;Alianza Verde;227
PAZ DE RIO;COMPROMISO CIUDADANO POR COLOMBIA;23
PAZ DE RIO;Cambio Radical;54
PAZ DE RIO;Compromiso Ciudadano Por Colombia;4
PAZ DE RIO;MOVIMIENTO APERTURA LIBERAL;28
PAZ DE RIO;Movimiento Apertura Liberal;4
PAZ DE RIO;Movimiento MIRA;14
PAZ DE RIO;PARTIDO ALAS;1
PAZ DE RIO;PARTIDO CRISTIANO DE TRANSFORMACION  Y ORDEN PACTO;5
PAZ DE RIO;PARTIDO DE INTEGRACION NACIONAL  PIN;82
PAZ DE RIO;PARTIDO DE INTEGRACION SOCIAL COLOMBIANO  PAIS;8
PAZ DE RIO;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;797
PAZ DE RIO;Partido Alas;1
PAZ DE RIO;Partido Conservador Colombiano;175
PAZ DE RIO;Partido Cristiano De Transformacion  Y Orden Pacto;4
PAZ DE RIO;Partido De Integracion Nacional  Pin;5
PAZ DE RIO;Partido De Integracion Social Colombiano  Pais;2
PAZ DE RIO;Partido Liberal Colombiano;251
PAZ DE RIO;Partido Social De Unidad Nacional  Partido De La U;86
PAZ DE RIO;Polo Democrático Alternativo;88
PESCA;ALIANZA SOCIAL AFROCOLOMBIANA  ASA;1
PESCA;Alianza Social Indigena;1
PESCA;Alianza Verde;124
PESCA;COMPROMISO CIUDADANO POR COLOMBIA;10
PESCA;Cambio Radical;22
PESCA;Compromiso Ciudadano Por Colombia;2
PESCA;MOVIMIENTO APERTURA LIBERAL;17
PESCA;Movimiento MIRA;4
PESCA;PARTIDO CRISTIANO DE TRANSFORMACION  Y ORDEN PACTO;8
PESCA;PARTIDO DE INTEGRACION NACIONAL  PIN;16
PESCA;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;177
PESCA;Partido Alas;3
PESCA;Partido Conservador Colombiano;1907
PESCA;Partido Cristiano De Transformacion  Y Orden Pacto;4
PESCA;Partido De Integracion Nacional  Pin;2
PESCA;Partido Liberal Colombiano;58
PESCA;Partido Social De Unidad Nacional  Partido De La U;27
PESCA;Polo Democrático Alternativo;54
PESCA;Todos Somos Colombia;1
PISBA;Alianza Social Indigena;1
PISBA;Alianza Verde;310
PISBA;Cambio Radical;3
PISBA;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;10
PISBA;Partido Conservador Colombiano;75
PISBA;Partido Cristiano De Transformacion  Y Orden Pacto;2
PISBA;Partido Liberal Colombiano;2
PISBA;Partido Social De Unidad Nacional  Partido De La U;1
PISBA;Polo Democrático Alternativo;4
PUERTO BOYACA;ALIANZA SOCIAL AFROCOLOMBIANA  ASA;1
PUERTO BOYACA;ALIANZA SOCIAL INDIGENA;62
PUERTO BOYACA;Alianza Social Afrocolombiana  Asa;11
PUERTO BOYACA;Alianza Social Indigena;6
PUERTO BOYACA;Alianza Verde;3716
PUERTO BOYACA;COMPROMISO CIUDADANO POR COLOMBIA;128
PUERTO BOYACA;Cambio Radical;121
PUERTO BOYACA;Compromiso Ciudadano Por Colombia;24
PUERTO BOYACA;MOVIMIENTO APERTURA LIBERAL;32
PUERTO BOYACA;MOVIMIENTO DE AUTORIDADES INDIGENAS DE COLOMBIA  AICO;7
PUERTO BOYACA;Movimiento Apertura Liberal;11
PUERTO BOYACA;Movimiento De Autoridades Indigenas De Colombia  Aico;1
PUERTO BOYACA;Movimiento MIRA;233
PUERTO BOYACA;Movimiento Social E Indigena  Msi;6
PUERTO BOYACA;PARTIDO ALAS;3
PUERTO BOYACA;PARTIDO CRISTIANO DE TRANSFORMACION  Y ORDEN PACTO;137
PUERTO BOYACA;PARTIDO DE INTEGRACION NACIONAL  PIN;313
PUERTO BOYACA;PARTIDO DE INTEGRACION SOCIAL COLOMBIANO  PAIS;2
PUERTO BOYACA;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;755
PUERTO BOYACA;Partido Alas;5
PUERTO BOYACA;Partido Conservador Colombiano;1352
PUERTO BOYACA;Partido Cristiano De Transformacion  Y Orden Pacto;11
PUERTO BOYACA;Partido De Integracion Nacional  Pin;30
PUERTO BOYACA;Partido De Integracion Social Colombiano  Pais;5
PUERTO BOYACA;Partido Liberal Colombiano;651
PUERTO BOYACA;Partido Social De Unidad Nacional  Partido De La U;176
PUERTO BOYACA;Polo Democrático Alternativo;428
PUERTO BOYACA;Todos Somos Colombia;2
QUIPAMA;Alianza Social Afrocolombiana  Asa;2
QUIPAMA;Alianza Verde;56
QUIPAMA;COMPROMISO CIUDADANO POR COLOMBIA;1
QUIPAMA;Cambio Radical;255
QUIPAMA;MOVIMIENTO APERTURA LIBERAL;1
QUIPAMA;Movimiento MIRA;23
QUIPAMA;PARTIDO ALAS;1
QUIPAMA;PARTIDO CRISTIANO DE TRANSFORMACION  Y ORDEN PACTO;51
QUIPAMA;PARTIDO DE INTEGRACION NACIONAL  PIN;56
QUIPAMA;PARTIDO DE INTEGRACION SOCIAL COLOMBIANO  PAIS;1
QUIPAMA;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;234
QUIPAMA;Partido Alas;4
QUIPAMA;Partido Conservador Colombiano;712
QUIPAMA;Partido Cristiano De Transformacion  Y Orden Pacto;1
QUIPAMA;Partido De Integracion Nacional  Pin;1
QUIPAMA;Partido De Integracion Social Colombiano  Pais;1
QUIPAMA;Partido Liberal Colombiano;50
QUIPAMA;Partido Social De Unidad Nacional  Partido De La U;71
QUIPAMA;Polo Democrático Alternativo;48
QUIPAMA;Todos Somos Colombia;1
RAMIRIQUI;Alianza Social Afrocolombiana  Asa;2
RAMIRIQUI;Alianza Verde;874
RAMIRIQUI;COMPROMISO CIUDADANO POR COLOMBIA;6
RAMIRIQUI;Cambio Radical;30
RAMIRIQUI;MOVIMIENTO APERTURA LIBERAL;28
RAMIRIQUI;Movimiento Apertura Liberal;1
RAMIRIQUI;Movimiento MIRA;48
RAMIRIQUI;PARTIDO CRISTIANO DE TRANSFORMACION  Y ORDEN PACTO;1
RAMIRIQUI;PARTIDO DE INTEGRACION NACIONAL  PIN;218
RAMIRIQUI;PARTIDO DE INTEGRACION SOCIAL COLOMBIANO  PAIS;1
RAMIRIQUI;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;430
RAMIRIQUI;Partido Alas;1
RAMIRIQUI;Partido Conservador Colombiano;484
RAMIRIQUI;Partido De Integracion Nacional  Pin;8
RAMIRIQUI;Partido Liberal Colombiano;706
RAMIRIQUI;Partido Social De Unidad Nacional  Partido De La U;27
RAMIRIQUI;Polo Democrático Alternativo;77
RAMIRIQUI;Todos Somos Colombia;11
RAQUIRA;Alianza Social Indigena;3
RAQUIRA;Alianza Verde;556
RAQUIRA;COMPROMISO CIUDADANO POR COLOMBIA;6
RAQUIRA;Cambio Radical;18
RAQUIRA;MOVIMIENTO APERTURA LIBERAL;10
RAQUIRA;Movimiento Apertura Liberal;1
RAQUIRA;Movimiento MIRA;14
RAQUIRA;PARTIDO CRISTIANO DE TRANSFORMACION  Y ORDEN PACTO;3
RAQUIRA;PARTIDO DE INTEGRACION NACIONAL  PIN;7
RAQUIRA;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;188
RAQUIRA;Partido Conservador Colombiano;472
RAQUIRA;Partido De Integracion Nacional  Pin;1
RAQUIRA;Partido De Integracion Social Colombiano  Pais;1
RAQUIRA;Partido Liberal Colombiano;172
RAQUIRA;Partido Social De Unidad Nacional  Partido De La U;39
RAQUIRA;Polo Democrático Alternativo;42
RONDON;Alianza Social Afrocolombiana  Asa;1
RONDON;Alianza Social Indigena;1
RONDON;Alianza Verde;271
RONDON;Cambio Radical;5
RONDON;Compromiso Ciudadano Por Colombia;1
RONDON;MOVIMIENTO APERTURA LIBERAL;1
RONDON;Movimiento Apertura Liberal;1
RONDON;Movimiento De Autoridades Indigenas De Colombia  Aico;1
RONDON;Movimiento MIRA;3
RONDON;Movimiento Social E Indigena  Msi;1
RONDON;PARTIDO CRISTIANO DE TRANSFORMACION  Y ORDEN PACTO;2
RONDON;PARTIDO DE INTEGRACION NACIONAL  PIN;7
RONDON;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;124
RONDON;Partido Alas;1
RONDON;Partido Conservador Colombiano;301
RONDON;Partido De Integracion Nacional  Pin;3
RONDON;Partido Liberal Colombiano;122
RONDON;Partido Social De Unidad Nacional  Partido De La U;17
RONDON;Polo Democrático Alternativo;14
SABOYA;Alianza Social Afrocolombiana  Asa;1
SABOYA;Alianza Verde;193
SABOYA;COMPROMISO CIUDADANO POR COLOMBIA;4
SABOYA;Cambio Radical;158
SABOYA;Compromiso Ciudadano Por Colombia;1
SABOYA;MOVIMIENTO APERTURA LIBERAL;4
SABOYA;Movimiento Apertura Liberal;1
SABOYA;Movimiento De Autoridades Indigenas De Colombia  Aico;2
SABOYA;Movimiento MIRA;121
SABOYA;PARTIDO ALAS;1
SABOYA;PARTIDO CRISTIANO DE TRANSFORMACION  Y ORDEN PACTO;10
SABOYA;PARTIDO DE INTEGRACION NACIONAL  PIN;26
SABOYA;PARTIDO DE INTEGRACION SOCIAL COLOMBIANO  PAIS;1
SABOYA;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;357
SABOYA;Partido Alas;1
SABOYA;Partido Conservador Colombiano;1911
SABOYA;Partido Cristiano De Transformacion  Y Orden Pacto;5
SABOYA;Partido De Integracion Nacional  Pin;4
SABOYA;Partido De Integracion Social Colombiano  Pais;1
SABOYA;Partido Liberal Colombiano;439
SABOYA;Partido Social De Unidad Nacional  Partido De La U;65
SABOYA;Polo Democrático Alternativo;226
SABOYA;Todos Somos Colombia;9
SACHICA;ALIANZA SOCIAL AFROCOLOMBIANA  ASA;1
SACHICA;Alianza Social Afrocolombiana  Asa;2
SACHICA;Alianza Verde;547
SACHICA;COMPROMISO CIUDADANO POR COLOMBIA;7
SACHICA;Cambio Radical;10
SACHICA;Compromiso Ciudadano Por Colombia;2
SACHICA;MOVIMIENTO APERTURA LIBERAL;3
SACHICA;MOVIMIENTO DE AUTORIDADES INDIGENAS DE COLOMBIA  AICO;1
SACHICA;Movimiento De Autoridades Indigenas De Colombia  Aico;1
SACHICA;Movimiento MIRA;191
SACHICA;PARTIDO CRISTIANO DE TRANSFORMACION  Y ORDEN PACTO;3
SACHICA;PARTIDO DE INTEGRACION NACIONAL  PIN;6
SACHICA;PARTIDO DE INTEGRACION SOCIAL COLOMBIANO  PAIS;1
SACHICA;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;365
SACHICA;Partido Conservador Colombiano;66
SACHICA;Partido De Integracion Nacional  Pin;1
SACHICA;Partido Liberal Colombiano;168
SACHICA;Partido Social De Unidad Nacional  Partido De La U;46
SACHICA;Polo Democrático Alternativo;31
SACHICA;Todos Somos Colombia;7
SAMACA;ALIANZA SOCIAL INDIGENA;1
SAMACA;Alianza Social Afrocolombiana  Asa;1
SAMACA;Alianza Social Indigena;8
SAMACA;Alianza Verde;1938
SAMACA;COMPROMISO CIUDADANO POR COLOMBIA;52
SAMACA;Cambio Radical;26
SAMACA;Compromiso Ciudadano Por Colombia;16
SAMACA;MOVIMIENTO APERTURA LIBERAL;20
SAMACA;Movimiento Apertura Liberal;2
SAMACA;Movimiento De Autoridades Indigenas De Colombia  Aico;1
SAMACA;Movimiento MIRA;37
SAMACA;Movimiento Social E Indigena  Msi;1
SAMACA;PARTIDO CRISTIANO DE TRANSFORMACION  Y ORDEN PACTO;28
SAMACA;PARTIDO DE INTEGRACION NACIONAL  PIN;58
SAMACA;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;405
SAMACA;Partido Alas;1
SAMACA;Partido Conservador Colombiano;337
SAMACA;Partido Cristiano De Transformacion  Y Orden Pacto;4
SAMACA;Partido De Integracion Nacional  Pin;5
SAMACA;Partido Liberal Colombiano;921
SAMACA;Partido Social De Unidad Nacional  Partido De La U;74
SAMACA;Polo Democrático Alternativo;110
SAMACA;Todos Somos Colombia;15
SAN EDUARDO;Alianza Social Afrocolombiana  Asa;3
SAN EDUARDO;Alianza Verde;327
SAN EDUARDO;Cambio Radical;19
SAN EDUARDO;Movimiento Apertura Liberal;1
SAN EDUARDO;Movimiento MIRA;2
SAN EDUARDO;PARTIDO CRISTIANO DE TRANSFORMACION  Y ORDEN PACTO;2
SAN EDUARDO;PARTIDO DE INTEGRACION NACIONAL  PIN;12
SAN EDUARDO;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;51
SAN EDUARDO;Partido Conservador Colombiano;112
SAN EDUARDO;Partido Liberal Colombiano;42
SAN EDUARDO;Partido Social De Unidad Nacional  Partido De La U;9
SAN EDUARDO;Polo Democrático Alternativo;10
SAN JOSE DE PARE;Alianza Verde;1201
SAN JOSE DE PARE;Cambio Radical;24
SAN JOSE DE PARE;Compromiso Ciudadano Por Colombia;1
SAN JOSE DE PARE;MOVIMIENTO APERTURA LIBERAL;6
SAN JOSE DE PARE;Movimiento Apertura Liberal;1
SAN JOSE DE PARE;Movimiento De Autoridades Indigenas De Colombia  Aico;1
SAN JOSE DE PARE;Movimiento MIRA;3
SAN JOSE DE PARE;Movimiento Social E Indigena  Msi;1
SAN JOSE DE PARE;PARTIDO CRISTIANO DE TRANSFORMACION  Y ORDEN PACTO;19
SAN JOSE DE PARE;PARTIDO DE INTEGRACION NACIONAL  PIN;31
SAN JOSE DE PARE;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;188
SAN JOSE DE PARE;Partido Conservador Colombiano;202
SAN JOSE DE PARE;Partido Cristiano De Transformacion  Y Orden Pacto;2
SAN JOSE DE PARE;Partido De Integracion Nacional  Pin;3
SAN JOSE DE PARE;Partido Liberal Colombiano;125
SAN JOSE DE PARE;Partido Social De Unidad Nacional  Partido De La U;25
SAN JOSE DE PARE;Polo Democrático Alternativo;40
SAN LUIS DE GACENO;Alianza Verde;80
SAN LUIS DE GACENO;Cambio Radical;16
SAN LUIS DE GACENO;Compromiso Ciudadano Por Colombia;2
SAN LUIS DE GACENO;MOVIMIENTO APERTURA LIBERAL;1
SAN LUIS DE GACENO;Movimiento Apertura Liberal;1
SAN LUIS DE GACENO;Movimiento MIRA;2
SAN LUIS DE GACENO;PARTIDO CRISTIANO DE TRANSFORMACION  Y ORDEN PACTO;1
SAN LUIS DE GACENO;PARTIDO DE INTEGRACION NACIONAL  PIN;49
SAN LUIS DE GACENO;PARTIDO DE INTEGRACION SOCIAL COLOMBIANO  PAIS;7
SAN LUIS DE GACENO;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;533
SAN LUIS DE GACENO;Partido Conservador Colombiano;260
SAN LUIS DE GACENO;Partido Cristiano De Transformacion  Y Orden Pacto;1
SAN LUIS DE GACENO;Partido De Integracion Nacional  Pin;6
SAN LUIS DE GACENO;Partido Liberal Colombiano;491
SAN LUIS DE GACENO;Partido Social De Unidad Nacional  Partido De La U;34
SAN LUIS DE GACENO;Polo Democrático Alternativo;32
SAN LUIS DE GACENO;Todos Somos Colombia;9
SAN MATEO;Alianza Verde;223
SAN MATEO;COMPROMISO CIUDADANO POR COLOMBIA;1
SAN MATEO;Cambio Radical;34
SAN MATEO;Compromiso Ciudadano Por Colombia;1
SAN MATEO;MOVIMIENTO APERTURA LIBERAL;1
SAN MATEO;Movimiento MIRA;9
SAN MATEO;PARTIDO ALAS;2
SAN MATEO;PARTIDO CRISTIANO DE TRANSFORMACION  Y ORDEN PACTO;6
SAN MATEO;PARTIDO DE INTEGRACION NACIONAL  PIN;4
SAN MATEO;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;61
SAN MATEO;Partido Alas;2
SAN MATEO;Partido Conservador Colombiano;1157
SAN MATEO;Partido Cristiano De Transformacion  Y Orden Pacto;3
SAN MATEO;Partido De Integracion Nacional  Pin;2
SAN MATEO;Partido De Integracion Social Colombiano  Pais;1
SAN MATEO;Partido Liberal Colombiano;24
SAN MATEO;Partido Social De Unidad Nacional  Partido De La U;10
SAN MATEO;Polo Democrático Alternativo;15
SAN MIGUEL DE SEMA;Alianza Verde;99
SAN MIGUEL DE SEMA;Cambio Radical;26
SAN MIGUEL DE SEMA;Compromiso Ciudadano Por Colombia;1
SAN MIGUEL DE SEMA;MOVIMIENTO APERTURA LIBERAL;1
SAN MIGUEL DE SEMA;Movimiento MIRA;3
SAN MIGUEL DE SEMA;PARTIDO CRISTIANO DE TRANSFORMACION  Y ORDEN PACTO;4
SAN MIGUEL DE SEMA;PARTIDO DE INTEGRACION SOCIAL COLOMBIANO  PAIS;1
SAN MIGUEL DE SEMA;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;243
SAN MIGUEL DE SEMA;Partido Conservador Colombiano;312
SAN MIGUEL DE SEMA;Partido De Integracion Social Colombiano  Pais;1
SAN MIGUEL DE SEMA;Partido Liberal Colombiano;156
SAN MIGUEL DE SEMA;Partido Social De Unidad Nacional  Partido De La U;39
SAN MIGUEL DE SEMA;Polo Democrático Alternativo;33
SAN PABLO DE BORBUR;ALIANZA SOCIAL INDIGENA;2
SAN PABLO DE BORBUR;Alianza Social Afrocolombiana  Asa;1
SAN PABLO DE BORBUR;Alianza Social Indigena;1
SAN PABLO DE BORBUR;Alianza Verde;102
SAN PABLO DE BORBUR;COMPROMISO CIUDADANO POR COLOMBIA;3
SAN PABLO DE BORBUR;Cambio Radical;28
SAN PABLO DE BORBUR;Compromiso Ciudadano Por Colombia;5
SAN PABLO DE BORBUR;MOVIMIENTO APERTURA LIBERAL;2
SAN PABLO DE BORBUR;Movimiento Apertura Liberal;1
SAN PABLO DE BORBUR;Movimiento MIRA;8
SAN PABLO DE BORBUR;PARTIDO CRISTIANO DE TRANSFORMACION  Y ORDEN PACTO;18
SAN PABLO DE BORBUR;PARTIDO DE INTEGRACION NACIONAL  PIN;44
SAN PABLO DE BORBUR;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;879
SAN PABLO DE BORBUR;Partido Conservador Colombiano;653
SAN PABLO DE BORBUR;Partido Cristiano De Transformacion  Y Orden Pacto;9
SAN PABLO DE BORBUR;Partido De Integracion Nacional  Pin;15
SAN PABLO DE BORBUR;Partido De Integracion Social Colombiano  Pais;2
SAN PABLO DE BORBUR;Partido Liberal Colombiano;186
SAN PABLO DE BORBUR;Partido Social De Unidad Nacional  Partido De La U;121
SAN PABLO DE BORBUR;Polo Democrático Alternativo;57
SANTA MARIA;Alianza Social Indigena;1
SANTA MARIA;Alianza Verde;268
SANTA MARIA;COMPROMISO CIUDADANO POR COLOMBIA;4
SANTA MARIA;Cambio Radical;7
SANTA MARIA;Compromiso Ciudadano Por Colombia;3
SANTA MARIA;MOVIMIENTO APERTURA LIBERAL;21
SANTA MARIA;Movimiento Apertura Liberal;3
SANTA MARIA;Movimiento MIRA;5
SANTA MARIA;PARTIDO DE INTEGRACION NACIONAL  PIN;3
SANTA MARIA;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;141
SANTA MARIA;Partido Alas;1
SANTA MARIA;Partido Conservador Colombiano;404
SANTA MARIA;Partido Cristiano De Transformacion  Y Orden Pacto;1
SANTA MARIA;Partido De Integracion Nacional  Pin;2
SANTA MARIA;Partido De Integracion Social Colombiano  Pais;1
SANTA MARIA;Partido Liberal Colombiano;162
SANTA MARIA;Partido Social De Unidad Nacional  Partido De La U;42
SANTA MARIA;Polo Democrático Alternativo;37
SANTA ROSA DE VITERBO;ALIANZA SOCIAL INDIGENA;1
SANTA ROSA DE VITERBO;Alianza Verde;884
SANTA ROSA DE VITERBO;COMPROMISO CIUDADANO POR COLOMBIA;38
SANTA ROSA DE VITERBO;Cambio Radical;42
SANTA ROSA DE VITERBO;Compromiso Ciudadano Por Colombia;1
SANTA ROSA DE VITERBO;MOVIMIENTO APERTURA LIBERAL;36
SANTA ROSA DE VITERBO;Movimiento Apertura Liberal;8
SANTA ROSA DE VITERBO;Movimiento MIRA;32
SANTA ROSA DE VITERBO;PARTIDO CRISTIANO DE TRANSFORMACION  Y ORDEN PACTO;5
SANTA ROSA DE VITERBO;PARTIDO DE INTEGRACION NACIONAL  PIN;22
SANTA ROSA DE VITERBO;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;641
SANTA ROSA DE VITERBO;Partido Alas;2
SANTA ROSA DE VITERBO;Partido Conservador Colombiano;1049
SANTA ROSA DE VITERBO;Partido Cristiano De Transformacion  Y Orden Pacto;4
SANTA ROSA DE VITERBO;Partido De Integracion Nacional  Pin;10
SANTA ROSA DE VITERBO;Partido Liberal Colombiano;225
SANTA ROSA DE VITERBO;Partido Social De Unidad Nacional  Partido De La U;46
SANTA ROSA DE VITERBO;Polo Democrático Alternativo;95
SANTA SOFIA;Alianza Verde;136
