MUNNOMBRE,PARNOMBRE,TOTALVOTOSVALIDOS,PORCENTAJE
GAMEZA;DIANA CAROLINA SUAREZ MUNOZ;COALICION PARTIDOS DE LA U - MIRA - COLOMBIA JUSTA LIBRES - ASI;6,Colombia Justa Libres,0.0,0.0
GAMEZA;EDUAR ALEXIS TRIANA RINCON;PARTIDO CENTRO DEMOCRATICO;66,GAMEZA;EDUAR ALEXIS TRIANA RINCON;PARTIDO CENTRO DEMOCRÁTICO;66,0.0,0.0
GAMEZA;GERMAN TIBERIO OJEDA PEDRAZA;PARTIDO ALIANZA VERDE;14,GAMEZA;GERMAN TIBERIO OJEDA PEDRAZA;PARTIDO ALIANZA VERDE;14,0.0,0.0
GAMEZA;GUILLERMO LEONARDO SANCHEZ SANCHEZ;PARTIDO CENTRO DEMOCRATICO;8,GAMEZA;GUILLERMO LEONARDO SANCHEZ SANCHEZ;PARTIDO CENTRO DEMOCRÁTICO;8,0.0,0.0
GAMEZA;HECTOR ANGEL ORTIZ NUNEZ;PARTIDO CENTRO DEMOCRATICO;47,GAMEZA;HECTOR ANGEL ORTIZ NUÑEZ;PARTIDO CENTRO DEMOCRÁTICO;47,0.0,0.0
GAMEZA;HECTOR DAVID CHAPARRO CHAPARRO;PARTIDO LIBERAL COLOMBIANO;69,GAMEZA;HECTOR DAVID CHAPARRO CHAPARRO;PARTIDO LIBERAL COLOMBIANO;69,0.0,0.0
GAMEZA;HENRY DE JESUS PUERTO VASQUEZ;PARTIDO NUEVO LIBERALISMO;10,GAMEZA;HENRY DE JESUS PUERTO VASQUEZ;PARTIDO NUEVO LIBERALISMO;10,0.0,0.0
GAMEZA;HUMPHREY ROA SARMIENTO;PARTIDO CONSERVADOR COLOMBIANO;8,GAMEZA;HUMPHREY ROA SARMIENTO;PARTIDO CONSERVADOR COLOMBIANO;8,0.0,0.0
GAMEZA;INGRID MARLEN SOGAMOSO ALFONSO;PARTIDO CONSERVADOR COLOMBIANO;23,GAMEZA;INGRID MARLEN SOGAMOSO ALFONSO;PARTIDO CONSERVADOR COLOMBIANO;23,0.0,0.0
GAMEZA;JAIME RAUL SALAMANCA TORRES;PARTIDO ALIANZA VERDE;33,GAMEZA;JAIME RAUL SALAMANCA TORRES;PARTIDO ALIANZA VERDE;33,0.0,0.0
GAMEZA;JAIRO ENRIQUE CASTIBLANCO PARRA;COALICION PARTIDOS DE LA U - MIRA - COLOMBIA JUSTA LIBRES - ASI;89,Colombia Justa Libres,0.0,0.0
GAMEZA;JONATAN SANCHEZ GARAVITO;PARTIDO CAMBIO RADICAL;18,GAMEZA;JONATAN SANCHEZ GARAVITO;PARTIDO CAMBIO RADICAL;18,0.0,0.0
GAMEZA;JORGE ARTURO MAYORGA ESGUERRA;COALICION PARTIDOS DE LA U - MIRA - COLOMBIA JUSTA LIBRES - ASI;25,Colombia Justa Libres,0.0,0.0
GAMEZA;JORGE ELIECER CORTES MARTINEZ;PARTIDO LIBERAL COLOMBIANO;21,GAMEZA;JORGE ELIECER CORTES MARTINEZ;PARTIDO LIBERAL COLOMBIANO;21,0.0,0.0
GAMEZA;JORGE IVAN AMARILLO GIRALDO;COALICION PARTIDOS DE LA U - MIRA - COLOMBIA JUSTA LIBRES - ASI;554,Colombia Justa Libres,0.0,0.0
GAMEZA;JOSE DARIO MAHECHA CASTILLO;PARTIDO CONSERVADOR COLOMBIANO;12,GAMEZA;JOSE DARIO MAHECHA CASTILLO;PARTIDO CONSERVADOR COLOMBIANO;12,0.0,0.0
GAMEZA;JOSE FERNANDO MORALES ACUNA;PARTIDO CONSERVADOR COLOMBIANO;6,GAMEZA;JOSE FERNANDO MORALES ACUÑA;PARTIDO CONSERVADOR COLOMBIANO;6,0.0,0.0
GAMEZA;JOSE GIOVANY PINZON BAEZ;PACTO HISTORICO;35,GAMEZA;JOSE GIOVANY PINZON BAEZ;PACTO HISTÓRICO;35,0.0,0.0
GAMEZA;KAREN LUCIA MOLANO GRANADOS;PARTIDO ALIANZA VERDE;14,GAMEZA;KAREN LUCIA MOLANO GRANADOS;PARTIDO ALIANZA VERDE;14,0.0,0.0
GAMEZA;KAROL RICARDO RAMIREZ SILVA;PACTO HISTORICO;26,GAMEZA;KAROL RICARDO RAMIREZ SILVA;PACTO HISTÓRICO;26,0.0,0.0
GAMEZA;LAURA ANDREA BELLO PORRAS;PARTIDO ALIANZA VERDE;3,GAMEZA;LAURA ANDREA BELLO PORRAS;PARTIDO ALIANZA VERDE;3,0.0,0.0
GAMEZA;LEIDY ALEJANDRA MORENO SANCHEZ;PACTO HISTORICO;4,GAMEZA;LEIDY ALEJANDRA MORENO SANCHEZ;PACTO HISTÓRICO;4,0.0,0.0
GAMEZA;LUIS ALEJANDRO GUTIERREZ SANABRIA;PARTIDO ALIANZA VERDE;25,GAMEZA;LUIS ALEJANDRO GUTIERREZ SANABRIA;PARTIDO ALIANZA VERDE;25,0.0,0.0
GAMEZA;LUIS GUILLERMO BARRERA GUTIERREZ;PARTIDO CAMBIO RADICAL;61,GAMEZA;LUIS GUILLERMO BARRERA GUTIERREZ;PARTIDO CAMBIO RADICAL;61,0.0,0.0
GAMEZA;LUPE ISABEL LOPEZ MARQUEZ;PARTIDO CAMBIO RADICAL;11,GAMEZA;LUPE ISABEL LOPEZ MARQUEZ;PARTIDO CAMBIO RADICAL;11,0.0,0.0
GAMEZA;MARYORY CATHERIN ORTIZ ALVAREZ;PACTO HISTORICO;7,GAMEZA;MARYORY CATHERIN ORTIZ ALVAREZ;PACTO HISTÓRICO;7,0.0,0.0
GAMEZA;MAYDA CECILIA VELASQUEZ RUEDA;PARTIDO LIBERAL COLOMBIANO;1,GAMEZA;MAYDA CECILIA VELASQUEZ RUEDA;PARTIDO LIBERAL COLOMBIANO;1,0.0,0.0
GAMEZA;MAYRA ALEJANDRA VIANCHA SANABRIA;PARTIDO LIBERAL COLOMBIANO;1,GAMEZA;MAYRA ALEJANDRA VIANCHA SANABRIA;PARTIDO LIBERAL COLOMBIANO;1,0.0,0.0
GAMEZA;MONICA YANNETH QUIROGA CASTILLO;PARTIDO CAMBIO RADICAL;2,GAMEZA;MONICA YANNETH QUIROGA CASTILLO;PARTIDO CAMBIO RADICAL;2,0.0,0.0
GAMEZA;NIDIA MILENA TORRES PAEZ;PARTIDO CENTRO DEMOCRATICO;6,GAMEZA;NIDIA MILENA TORRES PAEZ;PARTIDO CENTRO DEMOCRÁTICO;6,0.0,0.0
GAMEZA;OLGA MARIA CHIVATA VARGAS;PARTIDO NUEVO LIBERALISMO;3,GAMEZA;OLGA MARIA CHIVATA VARGAS;PARTIDO NUEVO LIBERALISMO;3,0.0,0.0
GAMEZA;OLGA NATALIE MANRIQUE ABRIL;COALICION PARTIDOS DE LA U - MIRA - COLOMBIA JUSTA LIBRES - ASI;19,Colombia Justa Libres,0.0,0.0
GAMEZA;OLGA YANETH BELTRAN DORADO;PARTIDO CENTRO DEMOCRATICO;5,GAMEZA;OLGA YANETH BELTRAN DORADO;PARTIDO CENTRO DEMOCRÁTICO;5,0.0,0.0
GAMEZA;OSCAR LEONARDO AVILA ROMERO;PARTIDO CAMBIO RADICAL;20,GAMEZA;OSCAR LEONARDO AVILA ROMERO;PARTIDO CAMBIO RADICAL;20,0.0,0.0
GAMEZA;PABLO EMILIO CEPEDA NOVOA;PARTIDO CAMBIO RADICAL;7,GAMEZA;PABLO EMILIO CEPEDA NOVOA;PARTIDO CAMBIO RADICAL;7,0.0,0.0
GAMEZA;PABLO MENDOZA VARGAS;COALICION PARTIDOS DE LA U - MIRA - COLOMBIA JUSTA LIBRES - ASI;6,Colombia Justa Libres,0.0,0.0
GAMEZA;PACTO HISTORICO;PACTO HISTORICO;16,GAMEZA;PACTO HISTÓRICO;PACTO HISTÓRICO;16,0.0,0.0
GAMEZA;PARTIDO ALIANZA VERDE;PARTIDO ALIANZA VERDE;13,GAMEZA;PARTIDO ALIANZA VERDE;PARTIDO ALIANZA VERDE;13,0.0,0.0
GAMEZA;PARTIDO CAMBIO RADICAL;PARTIDO CAMBIO RADICAL;5,GAMEZA;PARTIDO CAMBIO RADICAL;PARTIDO CAMBIO RADICAL;5,0.0,0.0
GAMEZA;PARTIDO CENTRO DEMOCRATICO;PARTIDO CENTRO DEMOCRATICO;11,GAMEZA;PARTIDO CENTRO DEMOCRÁTICO;PARTIDO CENTRO DEMOCRÁTICO;11,0.0,0.0
GAMEZA;PARTIDO CONSERVADOR COLOMBIANO;PARTIDO CONSERVADOR COLOMBIANO;8,GAMEZA;PARTIDO CONSERVADOR COLOMBIANO;PARTIDO CONSERVADOR COLOMBIANO;8,0.0,0.0
GAMEZA;PARTIDO LIBERAL COLOMBIANO;PARTIDO LIBERAL COLOMBIANO;7,GAMEZA;PARTIDO LIBERAL COLOMBIANO;PARTIDO LIBERAL COLOMBIANO;7,0.0,0.0
GAMEZA;PARTIDO NUEVO LIBERALISMO;PARTIDO NUEVO LIBERALISMO;4,GAMEZA;PARTIDO NUEVO LIBERALISMO;PARTIDO NUEVO LIBERALISMO;4,0.0,0.0
GAMEZA;PARTIDO POLITICO DIGNIDAD;PARTIDO POLITICO DIGNIDAD;2,GAMEZA;PARTIDO POLÍTICO DIGNIDAD;PARTIDO POLÍTICO DIGNIDAD;2,0.0,0.0
GAMEZA;PEDRO JOSE SUAREZ VACCA;PACTO HISTORICO;20,GAMEZA;PEDRO JOSE SUAREZ VACCA;PACTO HISTÓRICO;20,0.0,0.0
GAMEZA;SANDRO NESTOR CONDIA PEREZ;PARTIDO LIBERAL COLOMBIANO;5,GAMEZA;SANDRO NESTOR CONDIA PEREZ;PARTIDO LIBERAL COLOMBIANO;5,0.0,0.0
GAMEZA;WILDER IVAN SUESCA OCHOA;PARTIDO CONSERVADOR COLOMBIANO;3,GAMEZA;WILDER IVAN SUESCA OCHOA;PARTIDO CONSERVADOR COLOMBIANO;3,0.0,0.0
GAMEZA;WILLIAM DONATO GOMEZ;PARTIDO CENTRO DEMOCRATICO;43,GAMEZA;WILLIAM DONATO GOMEZ;PARTIDO CENTRO DEMOCRÁTICO;43,0.0,0.0
GAMEZA;WILMER YAIR CASTELLANOS HERNANDEZ;PARTIDO ALIANZA VERDE;36,GAMEZA;WILMER YAIR CASTELLANOS HERNANDEZ;PARTIDO ALIANZA VERDE;36,0.0,0.0
GAMEZA;WILSON CASTIBLANCO GIL;PARTIDO LIBERAL COLOMBIANO;6,GAMEZA;WILSON CASTIBLANCO GIL;PARTIDO LIBERAL COLOMBIANO;6,0.0,0.0
"GARAGOA;""CONSEJO COMUNITARIO DE LA COSTA PACIFICA """"CONCOSTA """""";""CONSEJO COMUNITARIO DE LA COSTA PACIFICA """"CONCOSTA"""""";1","GARAGOA;""CONSEJO COMUNITARIO DE LA COSTA PACÍFICA """"CONCOSTA """""";""CONSEJO COMUNITARIO DE LA COSTA PACÍFICA """"CONCOSTA"""""";1",0.0,0.0
GARAGOA;CAROLINA DEL PILAR RODRIGUEZ CONTRERAS;PACTO HISTORICO;20,GARAGOA;CAROLINA DEL PILAR RODRIGUEZ CONTRERAS;PACTO HISTÓRICO;20,0.0,0.0
GARAGOA;CINDY YOHANA BOHORQUEZ GARZON;PARTIDO CONSERVADOR COLOMBIANO;76,GARAGOA;CINDY YOHANA BOHORQUEZ GARZON;PARTIDO CONSERVADOR COLOMBIANO;76,0.0,0.0
GARAGOA;CLAUDIA BEATRIZ DUARTE ACOSTA;PARTIDO NUEVO LIBERALISMO;9,GARAGOA;CLAUDIA BEATRIZ DUARTE ACOSTA;PARTIDO NUEVO LIBERALISMO;9,0.0,0.0
GARAGOA;COALICION PARTIDOS DE LA U - MIRA - COLOMBIA JUSTA LIBRES - ASI;COALICION PARTIDOS DE LA U - MIRA - COLOMBIA JUSTA LIBRES - ASI;18,Colombia Justa Libres,0.0,0.0
GARAGOA;DIANA CAROLINA SUAREZ MUNOZ;COALICION PARTIDOS DE LA U - MIRA - COLOMBIA JUSTA LIBRES - ASI;145,Colombia Justa Libres,0.0,0.0
GARAGOA;DIEGO ALBERTO RAMIREZ PRADO;CONSEJO COMUNITARIO MAYOR DE CASIMIRO;1,GARAGOA;DIEGO ALBERTO RAMIREZ PRADO;CONSEJO COMUNITARIO MAYOR DE CASIMIRO;1,0.0,0.0
GARAGOA;EDUAR ALEXIS TRIANA RINCON;PARTIDO CENTRO DEMOCRATICO;67,GARAGOA;EDUAR ALEXIS TRIANA RINCON;PARTIDO CENTRO DEMOCRÁTICO;67,0.0,0.0
GARAGOA;FERNANDO RIOS HIDALGO;FERNANDO RIOS HIDALGO;2,GARAGOA;FERNANDO RÍOS HIDALGO;FERNANDO RÍOS HIDALGO;2,0.0,0.0
GARAGOA;GERMAN TIBERIO OJEDA PEDRAZA;PARTIDO ALIANZA VERDE;69,GARAGOA;GERMAN TIBERIO OJEDA PEDRAZA;PARTIDO ALIANZA VERDE;69,0.0,0.0
"GARAGOA;GUILLERMO ALFREDO RODRIGUEZ QUISPE;""MOVIMIENTO AUTORIDADES INDIGENAS DE COLOMBIA """"AICO"""""";1","GARAGOA;GUILLERMO ALFREDO RODRIGUEZ QUISPE;""MOVIMIENTO AUTORIDADES INDÍGENAS DE COLOMBIA """"AICO"""""";1",0.0,0.0
GARAGOA;GUILLERMO LEONARDO SANCHEZ SANCHEZ;PARTIDO CENTRO DEMOCRATICO;83,GARAGOA;GUILLERMO LEONARDO SANCHEZ SANCHEZ;PARTIDO CENTRO DEMOCRÁTICO;83,0.0,0.0
GARAGOA;HECTOR ANGEL ORTIZ NUNEZ;PARTIDO CENTRO DEMOCRATICO;54,GARAGOA;HECTOR ANGEL ORTIZ NUÑEZ;PARTIDO CENTRO DEMOCRÁTICO;54,0.0,0.0
GARAGOA;HECTOR DAVID CHAPARRO CHAPARRO;PARTIDO LIBERAL COLOMBIANO;184,GARAGOA;HECTOR DAVID CHAPARRO CHAPARRO;PARTIDO LIBERAL COLOMBIANO;184,0.0,0.0
GARAGOA;HENRY DE JESUS PUERTO VASQUEZ;PARTIDO NUEVO LIBERALISMO;7,GARAGOA;HENRY DE JESUS PUERTO VASQUEZ;PARTIDO NUEVO LIBERALISMO;7,0.0,0.0
GARAGOA;HUMPHREY ROA SARMIENTO;PARTIDO CONSERVADOR COLOMBIANO;273,GARAGOA;HUMPHREY ROA SARMIENTO;PARTIDO CONSERVADOR COLOMBIANO;273,0.0,0.0
GARAGOA;INGRID MARLEN SOGAMOSO ALFONSO;PARTIDO CONSERVADOR COLOMBIANO;1980,GARAGOA;INGRID MARLEN SOGAMOSO ALFONSO;PARTIDO CONSERVADOR COLOMBIANO;1980,0.0,0.0
GARAGOA;JAIME RAUL SALAMANCA TORRES;PARTIDO ALIANZA VERDE;366,GARAGOA;JAIME RAUL SALAMANCA TORRES;PARTIDO ALIANZA VERDE;366,0.0,0.0
GARAGOA;JAIRO ENRIQUE CASTIBLANCO PARRA;COALICION PARTIDOS DE LA U - MIRA - COLOMBIA JUSTA LIBRES - ASI;290,Colombia Justa Libres,0.0,0.0
GARAGOA;JONATAN SANCHEZ GARAVITO;PARTIDO CAMBIO RADICAL;47,GARAGOA;JONATAN SANCHEZ GARAVITO;PARTIDO CAMBIO RADICAL;47,0.0,0.0
GARAGOA;JORGE ARTURO MAYORGA ESGUERRA;COALICION PARTIDOS DE LA U - MIRA - COLOMBIA JUSTA LIBRES - ASI;8,Colombia Justa Libres,0.0,0.0
GARAGOA;JORGE ELIECER CORTES MARTINEZ;PARTIDO LIBERAL COLOMBIANO;36,GARAGOA;JORGE ELIECER CORTES MARTINEZ;PARTIDO LIBERAL COLOMBIANO;36,0.0,0.0
GARAGOA;JORGE IVAN AMARILLO GIRALDO;COALICION PARTIDOS DE LA U - MIRA - COLOMBIA JUSTA LIBRES - ASI;26,Colombia Justa Libres,0.0,0.0
GARAGOA;JORGE IVAN MINA LASSO;CONSEJO COMUNITARIO MANUEL ZAPATA OLIVELLA DE SAN ANTERO;3,GARAGOA;JORGE IVAN MINA LASSO;CONSEJO COMUNITARIO MANUEL ZAPATA OLIVELLA DE SAN ANTERO;3,0.0,0.0
GARAGOA;JOSE DARIO MAHECHA CASTILLO;PARTIDO CONSERVADOR COLOMBIANO;81,GARAGOA;JOSE DARIO MAHECHA CASTILLO;PARTIDO CONSERVADOR COLOMBIANO;81,0.0,0.0
GARAGOA;JOSE FERNANDO MORALES ACUNA;PARTIDO CONSERVADOR COLOMBIANO;28,GARAGOA;JOSE FERNANDO MORALES ACUÑA;PARTIDO CONSERVADOR COLOMBIANO;28,0.0,0.0
GARAGOA;JOSE GIOVANY PINZON BAEZ;PACTO HISTORICO;250,GARAGOA;JOSE GIOVANY PINZON BAEZ;PACTO HISTÓRICO;250,0.0,0.0
GARAGOA;KAREN LUCIA MOLANO GRANADOS;PARTIDO ALIANZA VERDE;46,GARAGOA;KAREN LUCIA MOLANO GRANADOS;PARTIDO ALIANZA VERDE;46,0.0,0.0
GARAGOA;KAROL RICARDO RAMIREZ SILVA;PACTO HISTORICO;23,GARAGOA;KAROL RICARDO RAMIREZ SILVA;PACTO HISTÓRICO;23,0.0,0.0
GARAGOA;LAURA ANDREA BELLO PORRAS;PARTIDO ALIANZA VERDE;22,GARAGOA;LAURA ANDREA BELLO PORRAS;PARTIDO ALIANZA VERDE;22,0.0,0.0
GARAGOA;LEIDY ALEJANDRA MORENO SANCHEZ;PACTO HISTORICO;21,GARAGOA;LEIDY ALEJANDRA MORENO SANCHEZ;PACTO HISTÓRICO;21,0.0,0.0
GARAGOA;LUIS ALEJANDRO GUTIERREZ SANABRIA;PARTIDO ALIANZA VERDE;39,GARAGOA;LUIS ALEJANDRO GUTIERREZ SANABRIA;PARTIDO ALIANZA VERDE;39,0.0,0.0
GARAGOA;LUIS GUILLERMO BARRERA GUTIERREZ;PARTIDO CAMBIO RADICAL;46,GARAGOA;LUIS GUILLERMO BARRERA GUTIERREZ;PARTIDO CAMBIO RADICAL;46,0.0,0.0
GARAGOA;LUPE ISABEL LOPEZ MARQUEZ;PARTIDO CAMBIO RADICAL;3,GARAGOA;LUPE ISABEL LOPEZ MARQUEZ;PARTIDO CAMBIO RADICAL;3,0.0,0.0
GARAGOA;MARIA IDALIDES PERALTA JULIO;CONSEJO COMUNITARIO DE COMUNIDADES NEGRAS SOCOLANDO;1,GARAGOA;MARIA IDALIDES PERALTA JULIO;CONSEJO COMUNITARIO DE COMUNIDADES NEGRAS SOCOLANDO;1,0.0,0.0
GARAGOA;MARYORY CATHERIN ORTIZ ALVAREZ;PACTO HISTORICO;23,GARAGOA;MARYORY CATHERIN ORTIZ ALVAREZ;PACTO HISTÓRICO;23,0.0,0.0
GARAGOA;MAYDA CECILIA VELASQUEZ RUEDA;PARTIDO LIBERAL COLOMBIANO;42,GARAGOA;MAYDA CECILIA VELASQUEZ RUEDA;PARTIDO LIBERAL COLOMBIANO;42,0.0,0.0
GARAGOA;MAYRA ALEJANDRA VIANCHA SANABRIA;PARTIDO LIBERAL COLOMBIANO;4,GARAGOA;MAYRA ALEJANDRA VIANCHA SANABRIA;PARTIDO LIBERAL COLOMBIANO;4,0.0,0.0
GARAGOA;MONICA YANNETH QUIROGA CASTILLO;PARTIDO CAMBIO RADICAL;12,GARAGOA;MONICA YANNETH QUIROGA CASTILLO;PARTIDO CAMBIO RADICAL;12,0.0,0.0
GARAGOA;MOVIMIENTO DE SALVACION NACIONAL;MOVIMIENTO DE SALVACION NACIONAL;7,GARAGOA;MOVIMIENTO DE SALVACIÓN NACIONAL;MOVIMIENTO DE SALVACIÓN NACIONAL;7,0.0,0.0
GARAGOA;NIDIA MILENA TORRES PAEZ;PARTIDO CENTRO DEMOCRATICO;8,GARAGOA;NIDIA MILENA TORRES PAEZ;PARTIDO CENTRO DEMOCRÁTICO;8,0.0,0.0
"GARAGOA;NORMAN DAVID BANOL ALVAREZ;""MOVIMIENTO ALTERNATIVO INDIGENA SOCIAL """"MAIS"""""";2","GARAGOA;NORMAN DAVID BAÑOL ALVAREZ;""MOVIMIENTO ALTERNATIVO INDÍGENA SOCIAL """"MAIS"""""";2",0.0,0.0
GARAGOA;OLGA MARIA CHIVATA VARGAS;PARTIDO NUEVO LIBERALISMO;4,GARAGOA;OLGA MARIA CHIVATA VARGAS;PARTIDO NUEVO LIBERALISMO;4,0.0,0.0
GARAGOA;OLGA NATALIE MANRIQUE ABRIL;COALICION PARTIDOS DE LA U - MIRA - COLOMBIA JUSTA LIBRES - ASI;10,Colombia Justa Libres,0.0,0.0
GARAGOA;OLGA YANETH BELTRAN DORADO;PARTIDO CENTRO DEMOCRATICO;43,GARAGOA;OLGA YANETH BELTRAN DORADO;PARTIDO CENTRO DEMOCRÁTICO;43,0.0,0.0
GARAGOA;OSCAR LEONARDO AVILA ROMERO;PARTIDO CAMBIO RADICAL;31,GARAGOA;OSCAR LEONARDO AVILA ROMERO;PARTIDO CAMBIO RADICAL;31,0.0,0.0
GARAGOA;PABLO EMILIO CEPEDA NOVOA;PARTIDO CAMBIO RADICAL;40,GARAGOA;PABLO EMILIO CEPEDA NOVOA;PARTIDO CAMBIO RADICAL;40,0.0,0.0
GARAGOA;PABLO MENDOZA VARGAS;COALICION PARTIDOS DE LA U - MIRA - COLOMBIA JUSTA LIBRES - ASI;9,Colombia Justa Libres,0.0,0.0
GARAGOA;PACTO HISTORICO;PACTO HISTORICO;192,GARAGOA;PACTO HISTÓRICO;PACTO HISTÓRICO;192,0.0,0.0
GARAGOA;PARTIDO ALIANZA VERDE;PARTIDO ALIANZA VERDE;77,GARAGOA;PARTIDO ALIANZA VERDE;PARTIDO ALIANZA VERDE;77,0.0,0.0
GARAGOA;PARTIDO CAMBIO RADICAL;PARTIDO CAMBIO RADICAL;9,GARAGOA;PARTIDO CAMBIO RADICAL;PARTIDO CAMBIO RADICAL;9,0.0,0.0
GARAGOA;PARTIDO CENTRO DEMOCRATICO;PARTIDO CENTRO DEMOCRATICO;20,GARAGOA;PARTIDO CENTRO DEMOCRÁTICO;PARTIDO CENTRO DEMOCRÁTICO;20,0.0,0.0
GARAGOA;PARTIDO CONSERVADOR COLOMBIANO;PARTIDO CONSERVADOR COLOMBIANO;61,GARAGOA;PARTIDO CONSERVADOR COLOMBIANO;PARTIDO CONSERVADOR COLOMBIANO;61,0.0,0.0
GARAGOA;PARTIDO INDIGENA COLOMBIANO P.I.C;PARTIDO INDIGENA COLOMBIANO P.I.C;1,GARAGOA;PARTIDO INDÍGENA COLOMBIANO P.I.C;PARTIDO INDÍGENA COLOMBIANO P.I.C;1,0.0,0.0
GARAGOA;PARTIDO LIBERAL COLOMBIANO;PARTIDO LIBERAL COLOMBIANO;10,GARAGOA;PARTIDO LIBERAL COLOMBIANO;PARTIDO LIBERAL COLOMBIANO;10,0.0,0.0
GARAGOA;PARTIDO NUEVO LIBERALISMO;PARTIDO NUEVO LIBERALISMO;14,GARAGOA;PARTIDO NUEVO LIBERALISMO;PARTIDO NUEVO LIBERALISMO;14,0.0,0.0
GARAGOA;PARTIDO POLITICO DIGNIDAD;PARTIDO POLITICO DIGNIDAD;2,GARAGOA;PARTIDO POLÍTICO DIGNIDAD;PARTIDO POLÍTICO DIGNIDAD;2,0.0,0.0
GARAGOA;PEDRO JOSE SUAREZ VACCA;PACTO HISTORICO;115,GARAGOA;PEDRO JOSE SUAREZ VACCA;PACTO HISTÓRICO;115,0.0,0.0
GARAGOA;SANDRO NESTOR CONDIA PEREZ;PARTIDO LIBERAL COLOMBIANO;9,GARAGOA;SANDRO NESTOR CONDIA PEREZ;PARTIDO LIBERAL COLOMBIANO;9,0.0,0.0
GARAGOA;WILDER IVAN SUESCA OCHOA;PARTIDO CONSERVADOR COLOMBIANO;61,GARAGOA;WILDER IVAN SUESCA OCHOA;PARTIDO CONSERVADOR COLOMBIANO;61,0.0,0.0
GARAGOA;WILLIAM DONATO GOMEZ;PARTIDO CENTRO DEMOCRATICO;56,GARAGOA;WILLIAM DONATO GOMEZ;PARTIDO CENTRO DEMOCRÁTICO;56,0.0,0.0
GARAGOA;WILLIAM FERNANDO GRANADOS;PARTIDO NUEVO LIBERALISMO;2,GARAGOA;WILLIAM FERNANDO GRANADOS;PARTIDO NUEVO LIBERALISMO;2,0.0,0.0
GARAGOA;WILMER YAIR CASTELLANOS HERNANDEZ;PARTIDO ALIANZA VERDE;206,GARAGOA;WILMER YAIR CASTELLANOS HERNANDEZ;PARTIDO ALIANZA VERDE;206,0.0,0.0
GARAGOA;WILSON CASTIBLANCO GIL;PARTIDO LIBERAL COLOMBIANO;32,GARAGOA;WILSON CASTIBLANCO GIL;PARTIDO LIBERAL COLOMBIANO;32,0.0,0.0
GUACAMAYAS;CINDY YOHANA BOHORQUEZ GARZON;PARTIDO CONSERVADOR COLOMBIANO;16,GUACAMAYAS;CINDY YOHANA BOHORQUEZ GARZON;PARTIDO CONSERVADOR COLOMBIANO;16,0.0,0.0
GUACAMAYAS;CLAUDIA BEATRIZ DUARTE ACOSTA;PARTIDO NUEVO LIBERALISMO;2,GUACAMAYAS;CLAUDIA BEATRIZ DUARTE ACOSTA;PARTIDO NUEVO LIBERALISMO;2,0.0,0.0
GUACAMAYAS;COALICION PARTIDOS DE LA U - MIRA - COLOMBIA JUSTA LIBRES - ASI;COALICION PARTIDOS DE LA U - MIRA - COLOMBIA JUSTA LIBRES - ASI;3,Colombia Justa Libres,0.0,0.0
GUACAMAYAS;DIANA CAROLINA SUAREZ MUNOZ;COALICION PARTIDOS DE LA U - MIRA - COLOMBIA JUSTA LIBRES - ASI;2,Colombia Justa Libres,0.0,0.0
GUACAMAYAS;EDUAR ALEXIS TRIANA RINCON;PARTIDO CENTRO DEMOCRATICO;24,GUACAMAYAS;EDUAR ALEXIS TRIANA RINCON;PARTIDO CENTRO DEMOCRÁTICO;24,0.0,0.0
GUACAMAYAS;GERMAN TIBERIO OJEDA PEDRAZA;PARTIDO ALIANZA VERDE;8,GUACAMAYAS;GERMAN TIBERIO OJEDA PEDRAZA;PARTIDO ALIANZA VERDE;8,0.0,0.0
GUACAMAYAS;GUILLERMO LEONARDO SANCHEZ SANCHEZ;PARTIDO CENTRO DEMOCRATICO;175,GUACAMAYAS;GUILLERMO LEONARDO SANCHEZ SANCHEZ;PARTIDO CENTRO DEMOCRÁTICO;175,0.0,0.0
GUACAMAYAS;HECTOR ANGEL ORTIZ NUNEZ;PARTIDO CENTRO DEMOCRATICO;11,GUACAMAYAS;HECTOR ANGEL ORTIZ NUÑEZ;PARTIDO CENTRO DEMOCRÁTICO;11,0.0,0.0
GUACAMAYAS;HECTOR DAVID CHAPARRO CHAPARRO;PARTIDO LIBERAL COLOMBIANO;22,GUACAMAYAS;HECTOR DAVID CHAPARRO CHAPARRO;PARTIDO LIBERAL COLOMBIANO;22,0.0,0.0
GUACAMAYAS;HUMPHREY ROA SARMIENTO;PARTIDO CONSERVADOR COLOMBIANO;1,GUACAMAYAS;HUMPHREY ROA SARMIENTO;PARTIDO CONSERVADOR COLOMBIANO;1,0.0,0.0
GUACAMAYAS;INGRID MARLEN SOGAMOSO ALFONSO;PARTIDO CONSERVADOR COLOMBIANO;5,GUACAMAYAS;INGRID MARLEN SOGAMOSO ALFONSO;PARTIDO CONSERVADOR COLOMBIANO;5,0.0,0.0
GUACAMAYAS;JAIME RAUL SALAMANCA TORRES;PARTIDO ALIANZA VERDE;144,GUACAMAYAS;JAIME RAUL SALAMANCA TORRES;PARTIDO ALIANZA VERDE;144,0.0,0.0
GUACAMAYAS;JAIRO ENRIQUE CASTIBLANCO PARRA;COALICION PARTIDOS DE LA U - MIRA - COLOMBIA JUSTA LIBRES - ASI;9,Colombia Justa Libres,0.0,0.0
