MUNNOMBRE;CANNOMBRE;PARNOMBRE;VOTOS
ALMEIDA;Carlos Alberto Acevedo Velasquez;Centro Democrático;826
ALMEIDA;Carlos Humberto Castaneda Vargas;Partido Liberal Colombiano;534
AQUITANIA;Felipe Absalon Cardozo Montana;Partido Conservador Colombiano;4390
AQUITANIA;Hector Orlando Barrera Cardenas;Centro Democrático;3337
AQUITANIA;Henrry Alexander Mesa Fonseca;Partido ASI;628
AQUITANIA;Ivan Elias Plazas Bolivar;Partido ASI;310
ARCABUCO;Victor Hugo Silva Motta;Partido Liberal Colombiano;1403
ARCABUCO;Yamith Rodrigo Rodriguez Lopez;Partido Conservador Colombiano;1133
ARCABUCO;Reynerio Fernando Garcia Neira;Partido Liberal Colombiano;829
BELEN;Alberto Rincon Guzman;Partido Conservador Colombiano;1572
BELEN;Oscar Eduardo Boada Castro;Alianza Verde;1359
BELEN;Cabeto Perez Diaz;Partido de la U;1194
BELEN;Jose Manuel Mojica Perico;Partido Liberal Colombiano;648
BERBEO;Edgar Roberto Parra Roa;Partido Liberal Colombiano;477
BERBEO;Daniel Lopez Vallejo;Movimiento Ciudadano;457
BERBEO;Hildo Hernan Juez Vargas;Partido Liberal Colombiano;174
BETEITIVA;Luis Enrique Gil Vargas;Partido de la U;626
BETEITIVA;Rafael Ivan Perico Granados;Partido Liberal Colombiano;557
BETEITIVA;Raul Alveiro Cristancho Fernandez;Partido Conservador Colombiano;328
BOAVITA;Jairo Cordoba Suarez;Partido Conservador Colombiano;1782
BOAVITA;Fabio Figueroa Jimenez;Cambio Radical;1351
BOAVITA;Mario Jaime Rojas;Partido de la U;15
BOYACA;Julio Cesar Neira Castro;Partido Liberal Colombiano;1622
BOYACA;Ciro Vargas Quintero;Partido de la U;1514
BRICENO;Raul Daniel Cubides Pineda;Partido Conservador Colombiano;829
BRICENO;Pedro Isaias Quesada Delgado;Partido Liberal Colombiano;692
BUENAVISTA;Carlos Augusto Salinas Medina;Movimiento Ciudadano;2057
BUENAVISTA;Dumar Alfonso Paez Castillo;Partido Liberal Colombiano;1278
BUSBANZA;Gerardo Rincon Camacho;Partido Conservador Colombiano;384
BUSBANZA;Wyllan Orlando Penaloza Albarracin;Partido de la U;283
CALDAS;Jose Rubiel Paez;Partido Liberal Colombiano;1234
CALDAS;Victor Manuel Cuervo Canon;Partido de la U;869
CALDAS;Zamir Eduardo Castellanos Cortes;Partido Liberal Colombiano;188
CAMPOHERMOSO;Pedro Miguel Lopez Vela;Partido Liberal Colombiano;878
CAMPOHERMOSO;Hilda Silveria Romero Barrera;Centro Democrático;621
CAMPOHERMOSO;Efrain Doncel Rojas;Partido ASI;177
CERINZA;Luis Carlos Chia Hernandez;Partido de la U;1520
CERINZA;Jose Fernando Morales Acuna;Partido Conservador Colombiano;1091
CHINAVITA;Francisco Javier Roa Millan;Partido Liberal Colombiano;1071
CHINAVITA;Raul Antonio Cubides Ramirez;Partido de la U;744
CHINAVITA;Florentino Rincon Pabon;Partido ASI;338
CHIQUINQUIRA;Cesar Augusto Carrillo Ortegon;Partido de la U;6731
CHIQUINQUIRA;Jose Ricardo Salinas Torres;Partido Conservador Colombiano;5359
CHIQUINQUIRA;Wilmar Ancisar Triana Gonzalez;Cambio Radical;5281
CHIQUINQUIRA;Jose Armando Quinones Garzon;Alianza Verde;3239
