MUNNOMBRE;CANNOMBRE;PARNOMBRE;VOTOS
ALMEIDA;Juan Carlos Sanchez Lesmes;PARTIDO ALIANZA VERDE;123
ALMEIDA;Fraiver Hernando Calderon Perilla;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;97
ALMEIDA;Yuli Andrea Sanchez Romero;PARTIDO CAMBIO RADICAL;79
ALMEIDA;Victor Manuel Sanchez Lopez;PARTIDO CENTRO DEMOCRATICO;68
ALMEIDA;Fredy Alexander Morales Toloza;PARTIDO ALIANZA SOCIAL INDEPENDIENTE ASI;65
ALMEIDA;Angel Fabian Garcia Bohorquez;PARTIDO ALIANZA VERDE;57
ALMEIDA;Willintong Rafael Ruiz Franco;PARTIDO CAMBIO RADICAL;57
ALMEIDA;Alba Ines Sanchez Alfonso;PARTIDO CENTRO DEMOCRATICO;54
ALMEIDA;Jairo Eliecer Gonzalez Algarra;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;54
ALMEIDA;Martha Isabel Roa Vaca;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;49
ALMEIDA;Jeison Stid Lesmes Montenegro;PARTIDO LIBERAL COLOMBIANO;48
ALMEIDA;Julio Crisanto Vargas;PARTIDO CAMBIO RADICAL;43
ALMEIDA;Luis Alberto Morales Montenegro;PARTIDO CAMBIO RADICAL;42
ALMEIDA;Ana Leonila Vallejo Calderon;PARTIDO CENTRO DEMOCRATICO;37
ALMEIDA;Nury Stella Daza Castañeda;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;33
ALMEIDA;Wilson Henry Daza Vaca;PARTIDO CAMBIO RADICAL;32
ALMEIDA;Hermelindo Gutierrez Buitrago;PARTIDO LIBERAL COLOMBIANO;30
ALMEIDA;Hector Julio Tibocha Fonseca;PARTIDO CENTRO DEMOCRATICO;28
ALMEIDA;Jose Anibal Dueñas Martin;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;28
ALMEIDA;Victor Manuel Romero Romero;PARTIDO CENTRO DEMOCRATICO;26
ALMEIDA;Gloria Nelsy Salinas Celis;PARTIDO CENTRO DEMOCRATICO;25
ALMEIDA;Wiliam Javier Gutierrez Daza;PARTIDO ALIANZA SOCIAL INDEPENDIENTE ASI;25
ALMEIDA;Yenny Carolina Chivata Sanchez;PARTIDO CENTRO DEMOCRATICO;22
ALMEIDA;Jorge Oriol Barreto Gonzalez;PARTIDO ALIANZA VERDE;21
ALMEIDA;Maria Elisabeth Martinez Alfonso;PARTIDO CAMBIO RADICAL;21
ALMEIDA;Partido Cambio Radical;PARTIDO CAMBIO RADICAL;19
ALMEIDA;Pedro Jose Gutierrez Sanchez;PARTIDO CONSERVADOR COLOMBIANO;19
ALMEIDA;Emma Omaira Daza Calderon;PARTIDO CAMBIO RADICAL;17
ALMEIDA;Deison Yamid Avila Holguin;PARTIDO ALIANZA VERDE;16
ALMEIDA;Juan Ramon Daza Castañeda;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;16
ALMEIDA;Maria Del Carmen Sanchez Alfonso;PARTIDO ALIANZA VERDE;13
ALMEIDA;Partido Alianza Verde;PARTIDO ALIANZA VERDE;10
ALMEIDA;Partido Social De Unidad Nacional  Partido De La U;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;9
ALMEIDA;Alba Zoraida Sanchez Lopez;PARTIDO CONSERVADOR COLOMBIANO;8
ALMEIDA;Ana Zenaida Romero Bohorquez;PARTIDO CONSERVADOR COLOMBIANO;8
ALMEIDA;Jose Abraham Moreno Ruiz;PARTIDO ALIANZA SOCIAL INDEPENDIENTE ASI;8
ALMEIDA;Partido Centro Democratico;PARTIDO CENTRO DEMOCRATICO;8
ALMEIDA;Gabriel Von-Walter Rodriguez;PARTIDO ALIANZA SOCIAL INDEPENDIENTE ASI;7
ALMEIDA;Melba Maria Chivata Lopez;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;5
