MUNNOMBRE,PARNOMBRE,TOTALVOTOSVALIDOS,PORCENTAJE
PUERTO BOYACA;GLORIA RODRIGUEZ ARCINIEGAS;PARTIDO ALIANZA VERDE;13,PUERTO BOYACA;GLORIA RODRIGUEZ ARCINIEGAS;PARTIDO ALIANZA VERDE;13,0.0,0.0
PUERTO BOYACA;HUGO ALBERTO GARCIA;PARTIDO LIBERAL COLOMBIANO;77,PUERTO BOYACA;HUGO ALBERTO GARCIA;PARTIDO LIBERAL COLOMBIANO;77,0.0,0.0
PUERTO BOYACA;HUGO ALBERTO TRUJILLO CUADRADO;PARTIDO CAMBIO RADICAL;214,PUERTO BOYACA;HUGO ALBERTO TRUJILLO CUADRADO;PARTIDO CAMBIO RADICAL;214,0.0,0.0
PUERTO BOYACA;JESUS ANTONIO IDARRAGA MORENO;PARTIDO ALIANZA VERDE;30,PUERTO BOYACA;JESUS ANTONIO IDARRAGA MORENO;PARTIDO ALIANZA VERDE;30,0.0,0.0
PUERTO BOYACA;JHONATAN STYVENS PRIETO BUSTOS;PARTIDO LIBERAL COLOMBIANO;36,PUERTO BOYACA;JHONATAN STYVENS PRIETO BUSTOS;PARTIDO LIBERAL COLOMBIANO;36,0.0,0.0
PUERTO BOYACA;JUANA VALENTINA GONZALEZ VERA;PARTIDO ALIANZA VERDE;8,PUERTO BOYACA;JUANA VALENTINA GONZALEZ VERA;PARTIDO ALIANZA VERDE;8,0.0,0.0
PUERTO BOYACA;LAURA CAMILA HENAO BERNAL;PARTIDO LIBERAL COLOMBIANO;20,PUERTO BOYACA;LAURA CAMILA HENAO BERNAL;PARTIDO LIBERAL COLOMBIANO;20,0.0,0.0
PUERTO BOYACA;LEIDY JOHANNA VALLEJO CALLE;PARTIDO ALIANZA VERDE;6,PUERTO BOYACA;LEIDY JOHANNA VALLEJO CALLE;PARTIDO ALIANZA VERDE;6,0.0,0.0
PUERTO BOYACA;LEIDY JOHANNA VEGA GUERRERO;PARTIDO ALIANZA VERDE;10,PUERTO BOYACA;LEIDY JOHANNA VEGA GUERRERO;PARTIDO ALIANZA VERDE;10,0.0,0.0
PUERTO BOYACA;LEONARDO TOQUICA;PARTIDO ALIANZA SOCIAL INDEPENDIENTE ASI;51,PUERTO BOYACA;LEONARDO TOQUICA;PARTIDO ALIANZA SOCIAL INDEPENDIENTE ASI;51,0.0,0.0
PUERTO BOYACA;LUISA FERNANDA SEGURA PATINO;PARTIDO ALIANZA VERDE;62,PUERTO BOYACA;LUISA FERNANDA SEGURA PATIÑO;PARTIDO ALIANZA VERDE;62,0.0,0.0
PUERTO BOYACA;LUZ ADRIANA PAVAS RUIZ;PARTIDO ALIANZA VERDE;22,PUERTO BOYACA;LUZ ADRIANA PAVAS RUIZ;PARTIDO ALIANZA VERDE;22,0.0,0.0
PUERTO BOYACA;MAIRON ALFONSO MONTANO RINCON;PARTIDO ALIANZA VERDE;28,PUERTO BOYACA;MAIRON ALFONSO MONTAÑO RINCON;PARTIDO ALIANZA VERDE;28,0.0,0.0
PUERTO BOYACA;MARIA CRISTINA ARDILA VALDES;PARTIDO ALIANZA VERDE;30,PUERTO BOYACA;MARIA CRISTINA ARDILA VALDES;PARTIDO ALIANZA VERDE;30,0.0,0.0
PUERTO BOYACA;MARIA EUGENIA PINILLA BUSTAMANTE;PARTIDO ALIANZA SOCIAL INDEPENDIENTE ASI;90,PUERTO BOYACA;MARIA EUGENIA PINILLA BUSTAMANTE;PARTIDO ALIANZA SOCIAL INDEPENDIENTE ASI;90,0.0,0.0
PUERTO BOYACA;MARIA TERESA VASQUEZ CHICA;PARTIDO ALIANZA VERDE;36,PUERTO BOYACA;MARIA TERESA VASQUEZ CHICA;PARTIDO ALIANZA VERDE;36,0.0,0.0
PUERTO BOYACA;MARIBEL RODAS GARZON;PARTIDO ALIANZA VERDE;13,PUERTO BOYACA;MARIBEL RODAS GARZON;PARTIDO ALIANZA VERDE;13,0.0,0.0
PUERTO BOYACA;MARTHA CERQUERA RUBIO;PARTIDO ALIANZA VERDE;52,PUERTO BOYACA;MARTHA CERQUERA RUBIO;PARTIDO ALIANZA VERDE;52,0.0,0.0
PUERTO BOYACA;MARYELY RODRIGUEZ VARGAS;PARTIDO ALIANZA VERDE;83,PUERTO BOYACA;MARYELY RODRIGUEZ VARGAS;PARTIDO ALIANZA VERDE;83,0.0,0.0
PUERTO BOYACA;MAURICIO GUTIERREZ GONZALEZ;PARTIDO CENTRO DEMOCRATICO;16,PUERTO BOYACA;MAURICIO GUTIERREZ GONZALEZ;PARTIDO CENTRO DEMOCRATICO;16,0.0,0.0
PUERTO BOYACA;MONICA TORRES AGUIRRE;PARTIDO ALIANZA VERDE;10,PUERTO BOYACA;MONICA TORRES AGUIRRE;PARTIDO ALIANZA VERDE;10,0.0,0.0
PUERTO BOYACA;NAUM SEGURA PENAGOS;PARTIDO ALIANZA VERDE;26,PUERTO BOYACA;NAUM SEGURA PENAGOS;PARTIDO ALIANZA VERDE;26,0.0,0.0
PUERTO BOYACA;NELSON AUGUSTO SANCHEZ PARRA;PARTIDO ALIANZA VERDE;93,PUERTO BOYACA;NELSON AUGUSTO SANCHEZ PARRA;PARTIDO ALIANZA VERDE;93,0.0,0.0
PUERTO BOYACA;NELSON MAHECHA OVIEDO;PARTIDO LIBERAL COLOMBIANO;19,PUERTO BOYACA;NELSON MAHECHA OVIEDO;PARTIDO LIBERAL COLOMBIANO;19,0.0,0.0
PUERTO BOYACA;OLGA RAMIREZ ALVAREZ;PARTIDO ALIANZA VERDE;26,PUERTO BOYACA;OLGA RAMIREZ ALVAREZ;PARTIDO ALIANZA VERDE;26,0.0,0.0
PUERTO BOYACA;PAOLA ANDREA CRUZ CAMPOS;PARTIDO LIBERAL COLOMBIANO;44,PUERTO BOYACA;PAOLA ANDREA CRUZ CAMPOS;PARTIDO LIBERAL COLOMBIANO;44,0.0,0.0
PUERTO BOYACA;PARTIDO ALIANZA SOCIAL INDEPENDIENTE ASI;PARTIDO ALIANZA SOCIAL INDEPENDIENTE ASI;16,PUERTO BOYACA;PARTIDO ALIANZA SOCIAL INDEPENDIENTE ASI;PARTIDO ALIANZA SOCIAL INDEPENDIENTE ASI;16,0.0,0.0
PUERTO BOYACA;PARTIDO ALIANZA VERDE;PARTIDO ALIANZA VERDE;227,PUERTO BOYACA;PARTIDO ALIANZA VERDE;PARTIDO ALIANZA VERDE;227,0.0,0.0
PUERTO BOYACA;PARTIDO CAMBIO RADICAL;PARTIDO CAMBIO RADICAL;124,PUERTO BOYACA;PARTIDO CAMBIO RADICAL;PARTIDO CAMBIO RADICAL;124,0.0,0.0
PUERTO BOYACA;PARTIDO CENTRO DEMOCRATICO;PARTIDO CENTRO DEMOCRATICO;21,PUERTO BOYACA;PARTIDO CENTRO DEMOCRATICO;PARTIDO CENTRO DEMOCRATICO;21,0.0,0.0
PUERTO BOYACA;PARTIDO LIBERAL COLOMBIANO;PARTIDO LIBERAL COLOMBIANO;189,PUERTO BOYACA;PARTIDO LIBERAL COLOMBIANO;PARTIDO LIBERAL COLOMBIANO;189,0.0,0.0
PUERTO BOYACA;ROBERTO ANTONIO BERRIO CEBALLOS;PARTIDO CENTRO DEMOCRATICO;19,PUERTO BOYACA;ROBERTO ANTONIO BERRIO CEBALLOS;PARTIDO CENTRO DEMOCRATICO;19,0.0,0.0
PUERTO BOYACA;SELEGNE MANYELI DONATO;PARTIDO LIBERAL COLOMBIANO;15,PUERTO BOYACA;SELEGNE MANYELI DONATO;PARTIDO LIBERAL COLOMBIANO;15,0.0,0.0
PUERTO BOYACA;WILLIAM CASTILLA BRAVO;PARTIDO ALIANZA VERDE;5,PUERTO BOYACA;WILLIAM CASTILLA BRAVO;PARTIDO ALIANZA VERDE;5,0.0,0.0
PUERTO BOYACA;YESENIA GALINDEZ GOMEZ;PARTIDO ALIANZA SOCIAL INDEPENDIENTE ASI;23,PUERTO BOYACA;YESENIA GALINDEZ GOMEZ;PARTIDO ALIANZA SOCIAL INDEPENDIENTE ASI;23,0.0,0.0
PUERTO BOYACA;YOANI ALEXANDER SANCHEZ BETANCOURT;PARTIDO LIBERAL COLOMBIANO;1,PUERTO BOYACA;YOANI ALEXANDER SANCHEZ BETANCOURT;PARTIDO LIBERAL COLOMBIANO;1,0.0,0.0
