MUNNOMBRE;CANNOMBRE;PARNOMBRE;VOTOS
ALMEIDA;Jhon Alexander Lopez Mendoza;PARTIDO ALIANZA VERDE;289
ALMEIDA;Delmar Leonardo Roa Patiño;PARTIDO CONSERVADOR COLOMBIANO Y EL PARTIDO ASI;197
ALMEIDA;Juan Carlos Vargas Barreto;PARTIDO CAMBIO RADICAL;94
ALMEIDA;Nueva Fuerza Democrática;NUEVA FUERZA DEMOCRÁTICA;57
ALMEIDA;Hector Eduardo Lesmes Martinez;PARTIDO DE LA U-PARTIDO EN MARCHA-PARTIDO POLÍTICO MIRA;33
ALMEIDA;Nelson Fabian Perez Burgos;PARTIDO CAMBIO RADICAL;32
ALMEIDA;Nicoll Dayana Carvajal Pulido;PARTIDO ALIANZA VERDE;27
ALMEIDA;Anderson Joaquin Sanchez Ruiz;PARTIDO LIBERAL COLOMBIANO;25
ALMEIDA;Jose Armando Quiñones Garzon;PARTIDO CENTRO DEMOCRÁTICO;22
ALMEIDA;Luis Eduardo Rodriguez Perez;PARTIDO CAMBIO RADICAL;21
ALMEIDA;Fabian Camilo Hernandez Bernal;PARTIDO CENTRO DEMOCRÁTICO;19
ALMEIDA;Partido Alianza Verde;PARTIDO ALIANZA VERDE;18
ALMEIDA;Partido Conservador Colombiano Y El Partido Asi;PARTIDO CONSERVADOR COLOMBIANO Y EL PARTIDO ASI;16
ALMEIDA;Jairo Pacheco Suarez;PARTIDO LIBERAL COLOMBIANO;12
ALMEIDA;Juan Camilo Morales Rodriguez;PARTIDO LIBERAL COLOMBIANO;11
ALMEIDA;Yefer Alexander Pinzon Alvarez;PARTIDO CONSERVADOR COLOMBIANO Y EL PARTIDO ASI;11
ALMEIDA;Concha Jael Vargas Saavedra;PARTIDO CONSERVADOR COLOMBIANO Y EL PARTIDO ASI;10
ALMEIDA;Juan Carlos Borda Torres;PARTIDO CONSERVADOR COLOMBIANO Y EL PARTIDO ASI;9
ALMEIDA;Luz Marina Arias Plazas;PARTIDO CAMBIO RADICAL;9
