MUNNOMBRE;CANNOMBRE;PARNOMBRE;VOTOS
ALMEIDA;Wilmer Leal Perez;Alianza Verde;286
ALMEIDA;Humphrey Roa Sarmiento;Partido Conservador Colombiano;152
ALMEIDA;Rodrigo Arturo Rojas Lara;Partido Liberal Colombiano;37
ALMEIDA;Partido Alianza Verde;Alianza Verde;32
ALMEIDA;Cesar Augusto Pachon Achury;MAIS;29
ALMEIDA;Partido Conservador Colombiano;Partido Conservador Colombiano;29
ALMEIDA;Jairo Enrique Castiblanco Parra;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;27
ALMEIDA;Eferson Augusto Otalora Cely;MAIS;19
ALMEIDA;Hector Angel Ortiz Nunez;Centro Democrático;15
ALMEIDA;Diana Carolina Pena Ramos;Centro Democrático;12
ALMEIDA;Gabriela Martinez Romero;Alianza Verde;11
ALMEIDA;Carlos Julio Velandia Sepulveda;Partido Liberal Colombiano;9
ALMEIDA;Sulma Clemencia Torres Gallo;Partido Conservador Colombiano;9
ALMEIDA;Constanza Isabel Ramirez Acevedo;Partido de la U;7
ALMEIDA;Pablo Aristobulo Sierra Leon;Cambio Radical;7
ALMEIDA;Giovanni Diaz Ramos;Alianza Verde;6
ALMEIDA;Jose Alberto Moreno Villamil;Partido Conservador Colombiano;6
ALMEIDA;Movimiento Alternativo Indigena Y Social  Mais;MAIS;5
ALMEIDA;Olegario Hernandez Diaz;Partido Conservador Colombiano;5
ALMEIDA;Manuel Steven Alvarez Pulido;Centro Democrático;4
ALMEIDA;Oscar Julian Chaparro Rojas;PARTIDO POLITICO MIRA;4
ALMEIDA;Partido Liberal Colombiano;Partido Liberal Colombiano;4
ALMEIDA;Partido Social De Unidad Nacional  Partido De La U;Partido Social De Unidad Nacional  Partido De La U;4
ALMEIDA;Roberto Mayorga Mayorga;PARTIDO OPCION CIUDADANA;4
ALMEIDA;Edwin Fabian Orduz Diaz;Alianza Verde;3
ALMEIDA;Fernando Florez Espinosa;Cambio Radical;3
ALMEIDA;Nasly Judith Cardozo Londono;Cambio Radical;3
ALMEIDA;Partido Cambio Radical;Cambio Radical;3
ALMEIDA;Partido Centro Democratico;Centro Democrático;3
ALMEIDA;Gilberto Olarte Villamil;Partido Conservador Colombiano;2
ALMEIDA;Jairo Pacheco Suarez;Partido Liberal Colombiano;2
ALMEIDA;Luis Eduardo Rodriguez Perez;Centro Democrático;2
ALMEIDA;Neyla Ruiz Correa;Alianza Verde;2
ALMEIDA;Partido Polo Democratico Alternativo;Partido Polo Democratico Alternativo;2
ALMEIDA;Rosa Elvira Rivera Pulido;MAIS;2
ALMEIDA;Alba Patricia Guerrero Ramirez;PARTIDO POLITICO MIRA;1
ALMEIDA;Ana Margarita Velasquez Orjuela;Partido Liberal Colombiano;1
ALMEIDA;Armando Buitrago Acevedo;PARTIDO OPCION CIUDADANA;1
ALMEIDA;Aso Afroc De Asentamien Ancestral Municipio De San Pedro Afrosanpedro;Aso Afroc De Asentamien Ancestral Municipio De San Pedro Afrosanpedro;1
ALMEIDA;Consejo Comunitario De Las Baras;Consejo Comunitario De Las Baras;1
ALMEIDA;Cristobal Rodriguez Hernandez;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;1
ALMEIDA;Diana Carolina Suarez Munoz;PARTIDO POLITICO MIRA;1
ALMEIDA;Elsa Marlen Manrique Pulgar;Partido Liberal Colombiano;1
ALMEIDA;Fund Afrocolombiana Liberal De Desarrollo Social (Afrocodes);Fund Afrocolombiana Liberal De Desarrollo Social (Afrocodes);1
ALMEIDA;Fundacion Esperanza Afroesafro;Fundacion Esperanza Afroesafro;1
ALMEIDA;Gustavo Hernan Puentes Diaz;Cambio Radical;1
ALMEIDA;Ingrid Bonelo Cadena;PARTIDO OPCION CIUDADANA;1
ALMEIDA;Juvenal Arrieta Gonzalez;MAIS;1
ALMEIDA;Luceidy Yasmith Rodriguez Contreras;MAIS;1
ALMEIDA;Miguel Angel Garcia Perez;Partido Liberal Colombiano;1
ALMEIDA;Nelly Amaya Carvajal;Centro Democrático;1
ALMEIDA;Partido Alianza Social Independiente;Alianza Social Independiente;1
ALMEIDA;Temilda Fernandez Buitrago;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;1
AQUITANIA;Wilmer Leal Perez;Alianza Verde;577
AQUITANIA;Nasly Judith Cardozo Londono;Cambio Radical;483
AQUITANIA;Rodrigo Arturo Rojas Lara;Partido Liberal Colombiano;417
AQUITANIA;Jairo Enrique Castiblanco Parra;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;361
AQUITANIA;Luis Eduardo Rodriguez Perez;Centro Democrático;337
AQUITANIA;Humphrey Roa Sarmiento;Partido Conservador Colombiano;288
AQUITANIA;Gustavo Hernan Puentes Diaz;Cambio Radical;264
AQUITANIA;Cesar Augusto Pachon Achury;MAIS;228
AQUITANIA;Cristobal Rodriguez Hernandez;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;164
AQUITANIA;Partido Cambio Radical;Cambio Radical;159
AQUITANIA;Hector Angel Ortiz Nunez;Centro Democrático;145
AQUITANIA;Partido Centro Democratico;Centro Democrático;142
AQUITANIA;Constanza Isabel Ramirez Acevedo;Partido de la U;105
AQUITANIA;Diana Carolina Pena Ramos;Centro Democrático;74
AQUITANIA;Nelly Amaya Carvajal;Centro Democrático;66
AQUITANIA;Neyla Ruiz Correa;Alianza Verde;63
AQUITANIA;Partido Alianza Verde;Alianza Verde;58
AQUITANIA;Partido Conservador Colombiano;Partido Conservador Colombiano;58
AQUITANIA;Jairo Alonso Patino Balaguera;Cambio Radical;51
