MUNNOMBRE;CANNOMBRE;PARNOMBRE;VOTOS
CERINZA;Oscar Giovanny Cepeda Diaz;COMPROMISO Y LEALTAD;349
CHINAVITA;Raul Antonio Cubides Ramirez;PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U;1319
CHINAVITA;Dagoberto Pabon Porras;PARTIDO ALIANZA VERDE;877
CHIQUINQUIRA;Jefferson Leonardo Caro Casas;QUEREMOS EL CAMBIO CHIQUINQUIRA;11557
CHIQUINQUIRA;Daniel Alberto Sanchez Rivera;AGRUPACIÓN POLÍTICA EN MARCHA;5340
CHIQUINQUIRA;Juan Sebastian Jimenez Jimenez;SOMOS CHIQUINQUIRA;3212
CHIQUINQUIRA;Paola Johanna Hernandez Burgos;PARTIDO POLÍTICO ESPERANZA DEMOCRÁTICA;1600
CHIQUINQUIRA;Luis Eduardo Garcia Carrillo;INDEPENDIENTES;1039
CHIQUINQUIRA;Pedro Alberto Jurado Peña;"PARTIDO ALIANZA SOCIAL INDEPENDIENTE ""ASI""";920
CHIQUINQUIRA;Alinxon Andrey Sierra Laiton;PARTIDO POLÍTICO DIGNIDAD & COMPROMISO;674
CHIQUINQUIRA;Jose Rogelio Garcia Ortegon;PARTIDO POLÍTICO CREEMOS;423
CHIQUINQUIRA;Milton Eduardo Peña Cañon;PARTIDO CONSERVADOR COLOMBIANO;242
CHIQUINQUIRA;Luis Enrique Reina Salinas;"MOVIMIENTO AUTORIDADES INDÍGENAS DE COLOMBIA ""AICO""";172
CHIQUINQUIRA;Ludwin Alexander Sanchez Vargas;NUEVA FUERZA DEMOCRÁTICA;125
CHIQUINQUIRA;Orlando Forero Ortiz;MOVIMIENTO POLITICO FUERZA CIUDADANA;92
CHIQUINQUIRA;Jesus Antonio Castillo Roncancio;PARTIDO NUEVO LIBERALISMO;91
CHIQUINQUIRA;Carlos Andres Serrano Paez;MOVIMIENTO SALVACIÓN NACIONAL;74
CHIQUINQUIRA;Carlos Eduardo Aguilera Buitrago;PARTIDO ECOLOGISTA COLOMBIANO;37
CHIQUIZA;Edwin Augusto Almanza Quintero;PARTIDO CAMBIO RADICAL;1840
CHIQUIZA;Josue Garcia Molina;PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U;1523
CHIQUIZA;John Fredy Hernandez Pacheco;COALICION CHIQUIZA - SAN PEDRO DE IGUAQUE PROPOSITO DE TODOS;763
CHISCAS;Reinaldo Torres;PARTIDO VERDE Y PARTIDO DE LA U;1189
CHISCAS;Naun Espinel Cuadros;COALICION ALIANZA LIBERAL DE CENTRO DEMOCRATICO;935
CHISCAS;Melquesidec Duarte Baron;PARTIDO NUEVO LIBERALISMO;49
CHITA;Vladimir Riscanevo Poblador;PARTIDO CONSERVADOR COLOMBIANO;2449
CHITA;Jose Clodoveo Fuentes Fuentes;PARTIDO CAMBIO RADICAL;1983
CHITA;Maria Juvenilia Hernandez Cetina;POR UN DESARROLLO INCLUSIVO Y SOSTENIBLE PARA CHITA;3
CHITARAQUE;Carlos Alberto Amador Ramos;CHITARAQUE AUTORIDAD Y COMPROMISO ¡CON USTED!;1745
CHITARAQUE;Luis Francisco Daza Tellez;EL CAMBIO VERDADERO;1734
CHITARAQUE;Oscar Fernando Calvo Hurtado;PARTIDO CONSERVADOR COLOMBIANO;333
CHITARAQUE;Jose Agustin Montenegro Sanabria;CHITARAQUE EN MARCHA CON DIGNIDAD MUNICIPIO RENACIENTE;264
CHITARAQUE;Dora Isabel Baron Parra;PARTIDO NUEVO LIBERALISMO;4
CHIVATA;Yesid Alexander Bernal Hernandez;CHIVATA, MANOS A LA OBRA;1865
CHIVATA;Edilberto Medina Roberto;PARTIDO CONSERVADOR COLOMBIANO;647
CHIVATA;Nelson Enrique Numpaque Diaz;PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U;135
CHIVOR;Viviana Paola Martin Arevalo;DE CORAZON POR CHIVOR;671
CHIVOR;Carlos Hernando Perilla Aldana;PARTIDO ALIANZA VERDE;626
CHIVOR;Luis Angel Nieto Bernal;PARTIDO CAMBIO RADICAL;100
CIENEGA;William Camilo Barreto Gonzalez;PARTIDO CONSERVADOR COLOMBIANO;1762
CIENEGA;Martha Cecilia Leguizamon Cuervo;DE LA MANO CON MI PUEBLO;1346
COMBITA;Juan Carlos Sarmiento Sarmiento;CÓMBITA RENACE;3535
COMBITA;Juan Carlos Garcia Garcia;CÓMBITA PARA TODOS;2501
COMBITA;Wilton Yovan Suspe Vargas;CÓMBITA NUESTRA RAZÓN DE SER;2118
COPER;Felkin Ivan Castellanos Valbuena;POR EL BIENESTAR, LA SALUD Y EL CAMPO;1228
COPER;Arbinson Daney Frisneda Nieto;CONSTRUYAMOS JUNTOS A COPER DESDE LAS REGIONES;810
COPER;Edwin Libardo Castellanos Pereira;HECHOS NO PALABRAS;474
CORRALES;Donald Arley Agudelo Alfonso;PARTIDO CONSERVADOR COLOMBIANO;779
CORRALES;Cristian Santiago Castañeda Serrano;PARTIDO ALIANZA VERDE;623
CORRALES;Oscar Iban Cardenas Caro;PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U;532
COVARACHIA;Yolanda Salazar Sierra;PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U;1386
COVARACHIA;Luis Alberto Siza Pinto;PARTIDO ALIANZA VERDE;1297
COVARACHIA;Albeydi Liliana Salazar Toloza;INDEPENDIENTES;29
CUBARA;Gildardo Murcia Buitrago;PARTIDO CONSERVADOR COLOMBIANO;1803
CUBARA;Wilber Ignacio Villamizar Granados;COALICIÓN CUBARÁ VUELA ALTO;1482
CUCAITA;Marcos Daniel Borda Parra;MOVIMIENTO POLÍTICO COLOMBIA HUMANA;1384
CUCAITA;Fabian Antonio Castellanos Niño;PCC-ASI-CUCAITA;1293
CUCAITA;Hernan Dario Parra Suarez;PARTIDO LIBERAL COLOMBIANO;126
CUITIVA;Jorge Andres Alarcon Avella;CUITIVA NUESTRO COMPROMISO¨;1238
CUITIVA;Jose Antonio Cepeda Tenza;PARTIDO ALIANZA VERDE;64
CUITIVA;Gustavo Salinas Cardozo;PARTIDO CAMBIO RADICAL;61
DUITAMA;Jose Luis Bohorquez Lopez;PACTO HISTORICO;12842
DUITAMA;Fernando Alexander Serrato Fonseca;COALICION DUITAMA UNA SOLA FAMILIA;12662
DUITAMA;Ricardo Alonso Rojas Sachica;PARTIDO ALIANZA VERDE;9063
DUITAMA;Wilfredy Bonilla Lagos;DUITAMA CREE SIENTE;8695
DUITAMA;Sandra Constanza Corredor Rodriguez;UNAMOS FUERZAS;6118
DUITAMA;Franklin Yebrail Ojeda Cadena;UNIDOS POR DUITAMA;5207
DUITAMA;Pedro Pablo Matallana Rodriguez;INDEPENDIENTES;25
DUITAMA;Andres Alirio Corredor Corredor;NUEVA FUERZA DEMOCRÁTICA;13
EL COCUY;Alejandro Muñoz Sandoval;COALICIÓN CONSTRUYAMOS OPORTUNIDADES PARA TODOS;1436
EL COCUY;Luis Enrique Tellez;PARTIDO ALIANZA VERDE;614
EL COCUY;Carlos Julio Puentes Bareño;DESARROLLO CON ARMONIA Y DIGNIDAD;137
EL COCUY;Carlos Alberto Velandia Buitrago;PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U;85
EL ESPINO;Armando Tarazona Gallo;PARTIDO CENTRO DEMOCRÁTICO;954
EL ESPINO;Juan Felipe Mojica Mojica;PARTIDO CONSERVADOR COLOMBIANO;751
FIRAVITOBA;Luz Amanda Rodriguez Salamanca;PARTIDO CENTRO DEMOCRÁTICO;1352
FIRAVITOBA;Luis Alfonso Rojas Lopez;DESARROLLO Y COMPROMISO CON MI TERRUÑO;848
FIRAVITOBA;Pedro Leon Ramirez Silva;"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""";829
FIRAVITOBA;Luis Guillermo Patiño Zea;AGRUPACIÓN POLÍTICA EN MARCHA;642
FIRAVITOBA;Daniel Fernando Ochoa Zambrano;MI COMPROMISO ES FIRAVITOBA;498
FIRAVITOBA;Luis Antonio Farfan Siachoque;INDEPENDIENTES;145
FLORESTA;Luis Mario Vargas Bernal;SOMOS ESPERANZA;1851
FLORESTA;Jeison Julian Moreno Vargas;PARTIDO DE LA U-PARTIDO EN MARCHA;764
FLORESTA;Fabio Alonso Aguilar Gomez;PARTIDO LIBERAL COLOMBIANO;134
FLORESTA;Jaime Arturo Saavedra Peñalosa;PARTIDO CONSERVADOR COLOMBIANO;41
FLORESTA;Rosa Amanda Herrera Leon;"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""";4
GACHANTIVA;Jaime Armando Gomez Buitrago;PARTIDO ALIANZA VERDE;1187
GACHANTIVA;Querubin Rodrigo Pinilla Reyes;COALICIÓN COMPROMISO, TRABAJO Y LIDERAZGO POR GACHANTIVÁ;1053
GACHANTIVA;Ramon Eliecer Castillo Saavedra;COMPROMETIDOS CON GACHANTIVA;89
GAMEZA;Gerardo Rincon Camacho;GAMEZA UN PUEBLO QUE NOS UNE;827
GAMEZA;Jose Samuel Medina Alfonso;PARTIDO CONSERVADOR COLOMBIANO;786
GAMEZA;Pastor De Jesus Siaucho Cristancho;MOVIMIENTO POLÍTICO COLOMBIA HUMANA;652
GAMEZA;Israel Fuentes Rojas;MOVIMIENTO SALVACIÓN NACIONAL;442
GAMEZA;Roberto Amarillo Salamanca;PARTIDO CENTRO DEMOCRÁTICO;286
GAMEZA;Jesus Tibaduiza Rodriguez;"PARTIDO ALIANZA SOCIAL INDEPENDIENTE ""ASI""";32
GAMEZA;Edgar Cruz Cristancho Cristancho;PARTIDO LIBERAL COLOMBIANO;3
GARAGOA;Julio Ernesto Sanabria Guerra;SANABRIA ES MAS GESTION;4015
GARAGOA;Daniel Ramiro Moreno Lesmes;LO MEJOR PARA GARAGOA;2215
GARAGOA;Yamid Amad Parra Forero;JUNTOS SOMOS MAS FUERTES;903
GARAGOA;Oscar Leonardo Rojas;AGRUPACIÓN POLÍTICA EN MARCHA;758
GARAGOA;Carlos Ivan Mariño Hernandez;PARTIDO COLOMBIA JUSTA LIBRES;150
GARAGOA;Oscar German Bonilla Rodriguez;MOVIMIENTO POLÍTICO COLOMBIA HUMANA;98
GUACAMAYAS;Gloria Edy Gomez Lopez;COALICIÓN GOBIERNO EN EQUIPO PARA SEGUIR PROGRESANDO;780
GUACAMAYAS;Dario Alexander Albarracin Valderrama;PARTIDO CAMBIO RADICAL;424
GUACAMAYAS;Jose Daniel Garcia Mora;PARTIDO CONSERVADOR COLOMBIANO;38
GUACAMAYAS;Alfonso Tobias Blanco Albarracin;PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U;12
GUATEQUE;David Francisco Morales Castillo;COMPROMISO POR GUATEQUE;2641
GUATEQUE;Juan Sastoque Medina;MOVIMIENTO POLITICO FUERZA CIUDADANA;1552
GUATEQUE;John Alejandro Roa Gomez;GUATEQUE NOS UNE;977
GUATEQUE;Mauro Sebastian Roa Camargo;DESARROLLO, COMPROMISO, EQUIDAD;265
GUATEQUE;Andres Jose Guataquira Romero;"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""";208
GUATEQUE;Willmar Ariel Peralta Moreno;PARTIDO LIGA GOBERNANTES ANTICORRUPCIÓN - LIGA;72
GUATEQUE;Wilman Alfonso Sanchez;PARTIDO POLÍTICO CREEMOS;63
GUATEQUE;Ruben Sanchez Niño;NUEVA FUERZA DEMOCRÁTICA;49
GUATEQUE;Carlos Julio Lopez Ruiz;MOVIMIENTO SALVACIÓN NACIONAL;21
GUAYATA;Julio Alberto Romero Camacho;GUAYATA SOMOS TODOS;1603
GUAYATA;Mayerly Ruiz Garcia;CON MAYERLY ALCALDESA GUAYATA PROGRESA;1475
GUICAN;Carlos Andres Cocunubo Blanco;ES CON HECHOS, NO CON PALABRAS;912
GUICAN;John Jaiver Blanco Lopez;PARTIDO CAMBIO RADICAL;894
GUICAN;Oscar Eduardo Cocunubo Carreño;PARTIDO CONSERVADOR COLOMBIANO;218
GUICAN;Nelson Ricardo Riaño Cocunubo;"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""";58
GUICAN;Roberto Arango Vargas;INDEPENDIENTES;12
IZA;Edgar Alexander Avella Florez;NUESTRO PROYECTO ES IZA;923
IZA;Sandra Milena Avella Africano;PARTIDO CONSERVADOR - ASI;632
IZA;Diego Fernando Uyasaba Moreno;PARTIDO DE LA U - CAMBIO RADICAL;260
JENESANO;Hugo Alexander Reyes Parra;COMPROMISO Y GESTIÓN JENESANO NUESTRA MISIÓN;2974
JENESANO;Jeison Ivan Hernandez Aponte;UN CAMBIO QUE GENERA CONFIANZA;1549
JENESANO;Oscar Javier Parra Muñoz;GSC UNIÓN JENESANO - PARTIDO POLÍTICO INDEPENDIENTES;144
JERICO;Mario Edilberto Siabato Rincon;PARTIDO CONSERVADOR COLOMBIANO;1914
JERICO;Blanca Isabel Rincon Silva;PARA QUE JERICO, VUELVA A FLORECER;607
JERICO;Giovanni Daza Pinzon;PARTIDO LIBERAL COLOMBIANO;64
LA CAPILLA;Alvaro Efrain Rojas Bermudez;PARTIDO CONSERVADOR COLOMBIANO;1643
LA UVITA;Luis Guillermo Berrio Hernandez;PARTIDO CONSERVADOR COLOMBIANO;700
LA UVITA;Juan Pablo Fuentes Cifuentes;ALIANZAVERDE-PARTIDO SOCIAL DE UNIDAD NACIONAL;601
LA UVITA;Jaime Enrique Galvis Hernandez;LA UVITA SE PROYECTA;493
LA UVITA;Jose Miguel Correa Hernandez;NUEVA FUERZA DEMOCRÁTICA;81
LA VICTORIA;Alcides Florido Pabon;UNIDOS SOMOS MAS;684
LA VICTORIA;Cesar Eduardo Palacios Florido;JUNTOS A RECONSTRUIR LA VICTORIA;670
LABRANZAGRANDE;Jorge Enrique Vanegas Pulido;UNIDOS SOMOS EL EQUIPO DEL CAMBIO;1538
LABRANZAGRANDE;Leodan Andres Perez Patiño;COALICIÓN UNIDOS CONSTRUIMOS PROGRESO;1377
MACANAL;Leidy Patricia Cano Avila;PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U;1523
MACANAL;Andres Felipe Vargas Martinez;MOVIMIENTO SALVACIÓN NACIONAL;794
MACANAL;Angelo Octavio Bohorquez Bernal;PARTIDO CONSERVADOR COLOMBIANO;353
MACANAL;Edna Milena Avila Bohorquez;COALICION ARANDO FUTURO POR MACANAL;81
MARIPI;Miller Fair Romero Murcia;YO SOY MARIPENSE;2436
MARIPI;Edwin Giovanny Castillo Rocha;PARTIDO CENTRO DEMOCRÁTICO;2030
MIRAFLORES;Ledys Soraya Vera Monroy;ALIANZA POR MIRAFLORES;2880
MIRAFLORES;Jorge Luis Rodriguez Vega;MIRAFLORES RESPONSABILIDAD DE TODOS;2102
MIRAFLORES;Rommel Rolando Roldan Ramos;PARTIDO COLOMBIA RENACIENTE;876
MONGUA;Miguel Angel Serrano Cely;PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U;2196
MONGUA;Luis Guillermo Vasquez Chicino;PARTIDO CENTRO DEMOCRÁTICO;959
MONGUA;Jorge Andres Merchan Granados;PARTIDO LIBERAL COLOMBIANO;300
MONGUI;Edison Fabian Patiño Siabatto;PARTIDO CONSERVADOR COLOMBIANO;783
MONGUI;Martha Patricia Acero Arguello;PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U;767
MONGUI;Segundo Anatolio Pedraza Parada;PARTIDO CAMBIO RADICAL;676
MONGUI;Victor Hugo Siabato Caceres;PARTIDO ALIANZA VERDE;672
MONGUI;Libardo Alonso Hurtado Alarcon;PARTIDO POLÍTICO DIGNIDAD & COMPROMISO;205
MONGUI;Jose Luis Ladino Arguello;PARTIDO LIBERAL COLOMBIANO;33
MONIQUIRA;Fredy Iovanny Pardo Pinzon;COALICION ES EL MOMENTO DE UNIRNOS POR MONIQUIRA;7937
MONIQUIRA;Fabio Ulises Cristancho Alvarez;CONSTRUYENDO DESARROLLO (MONIQUIRA 2024-2027);2698
MONIQUIRA;Yoiner Jose Moreno Paez;MONIQUIRA CON VISION Y PROYECCION  ¡SI ES POSIBLE!;1643
MONIQUIRA;Juan Guillermo Franco Garcia;PARTIDO VERDE OXÍGENO;149
MONIQUIRA;Martha Helena Fajardo Malagon;PARTIDO POLO DEMOCRÁTICO ALTERNATIVO;127
MOTAVITA;Nestor Armando Suarez Cetina;TRABAJEMOS EN EQUIPO POR MOTAVITA;1553
MOTAVITA;Manuel Alberto Echeverria Pulido;"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""";1314
MOTAVITA;William Fernando Fonseca Garcia;DE LA MANO CON EL PUEBLO;850
MOTAVITA;Angela Victoria Molina Fonseca;PARTIDO LIBERAL COLOMBIANO;570
MOTAVITA;Jose Danilo Sierra Lopez;PARTIDO POLÍTICO DIGNIDAD & COMPROMISO;391
MOTAVITA;Buenaventura Quintero Malaver;PARTIDO NUEVO LIBERALISMO;109
MOTAVITA;Marceliano Pulido Garcia;UNIDOS POR MOTAVITA;100
MUZO;Ximena Elizabeth Castañeda De Molina;CONSTRUYENDO CON AMOR;2095
MUZO;Maria Dohenyz Sacristan Carrillo;PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U;1098
MUZO;Ruby Mery Murillo Navarro;"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""";1079
MUZO;Jose Leonardo Martinez Sanchez;PARTIDO CENTRO DEMOCRÁTICO;535
MUZO;Jose Giraldo Bohorquez Santana;MOVIMIENTO SALVACIÓN NACIONAL;436
MUZO;William Alexander Paez Avila;PARTIDO POLO DEMOCRÁTICO ALTERNATIVO;101
NOBSA;Helver Ricardo Granados Guauque;NOBSA A OTRO NIVEL;4093
NOBSA;Wilson Prieto Merchan;COALICION JUNTOS POR UN BUEN CAMINO;3649
NOBSA;Andrea Cristina Gonzalez Jarro;COALICIÓN PACTO POR NOBSA;1629
NOBSA;Jaime Andres Gomez Gomez;TEJEMOS LIBRES;1042
NOBSA;Fernando Maldonado Ramirez;PARTIDO NUEVO LIBERALISMO;114
NOBSA;Marcos Gabriel Acevedo Moyano;PARTIDO POLÍTICO DIGNIDAD & COMPROMISO;19
NUEVO COLON;Alba Merly Maranta Contreras;JUNTOS SI PODEMOS;1288
NUEVO COLON;Willinton Eduardo Pulido Ibañez;COALICION LIBERAL-CONSERVADOR;1278
NUEVO COLON;Rosa Maria Castelblanco Castelblanco;INDEPENDIENTES;1225
OICATA;Nendy Jose Fagua Caina;OICATA MERECE MAS;788
OICATA;Cristian Camilo Largo Segura;PARTIDO DE LA U Y PARTIDO CONSERVADOR;744
OICATA;Javier Armando Rojas Cuervo;UNIDOS POR OICATA;427
OICATA;Fredy Arley Suarez Pineda;JUNTOS POR OICATA;327
OICATA;Flor Elisa Borda Vanegas;PARTIDO CENTRO DEMOCRÁTICO;83
OICATA;Jose Maria Ortega Briceño;PARTIDO POLÍTICO DIGNIDAD & COMPROMISO;34
OTANCHE;Wiliar Peña Suaterna;"PARTIDO ALIANZA SOCIAL INDEPENDIENTE ""ASI""";1885
OTANCHE;Jose Antonio Buitrago Lopez;POR LA UNIDAD DE OTANCHE;1443
OTANCHE;William Andres Ortiz Puentes;PARTIDO CONSERVADOR COLOMBIANO;967
OTANCHE;Guillermo Jose Saavedra Galindo;INDEPENDIENTES;695
OTANCHE;Libardo Ramirez Charry;PARTIDO VERDE OXÍGENO;85
PACHAVITA;Jose Jacinto Morales Sanabria;PARTIDO POLÍTICO LA FUERZA DE LA PAZ;722
PACHAVITA;Flaminio Diaz Moreno;JUNTOS LOGRAREMOS MAS;647
PACHAVITA;Alex Danilo Vargas Diaz;PARTIDO CONSERVADOR COLOMBIANO;87
PACHAVITA;Jose Wilmer Morales Monsalve;PARTIDO DEMÓCRATA COLOMBIANO;78
PAEZ;Juan Diego Morales Calderon;UNIDOS POR UN MEJOR FUTURO PARA PAEZ;1280
PAEZ;Walter Yecid Martinez Suarez;PARTIDO NUEVO LIBERALISMO;544
PAEZ;Willington Alexander Mendoza Umaña;PARTIDO LIBERAL COLOMBIANO;77
PAIPA;German Ricardo Camacho Barrera;PAIPA NOS MUEVE;11261
PAIPA;Robinson Larrotta Rodriguez;COALICIÓN VITAL POR PAIPA;4666
PAIPA;Jose Mario Daza Higuera;PARTIDO CONSERVADOR COLOMBIANO;1684
PAIPA;Aura Ligia Grimaldos Acero;PARTIDO POLÍTICO DIGNIDAD & COMPROMISO;738
PAIPA;Ingrid Margarita Galan Diaz;MOVIMIENTO POLÍTICO COLOMBIA HUMANA;608
PAIPA;Alejandro Arturo Farfan Ortiz;PARTIDO CENTRO DEMOCRÁTICO;492
PAJARITO;Rene Gustavo Tejedor Lopez;PARTIDO LIBERAL COLOMBIANO;760
PAJARITO;Yefer Miranda Plazas;PARTIDO NUEVO LIBERALISMO;644
PAJARITO;Yeimer Esneider Munevar Huertas;PAJARITO PRODUCTIVO ,COMPETITIVO Y SOSTENIBLE;114
PANQUEBA;Jesus Alejandro Puentes Martinez;PARTIDO LA FUERZA DE LA PAZ-PARTIDO LIBERAL COLOMBIANO;575
PANQUEBA;Salomon Muñoz Martinez;PARTIDO CONSERVADOR COLOMBIANO;538
PANQUEBA;Marco Rodrigo Perez Perez;PARTIDO ALIANZA VERDE;89
PAUNA;Julio Ramiro Peña Ramirez;PARTIDO CENTRO DEMOCRÁTICO;1890
PAUNA;Omar Casallas Sanchez;PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U;1514
PAUNA;Fermin Antonio Cañon Villamil;NUESTRO COMPROMISO ES PAUNA;593
PAUNA;Pedro Nel Forero Garcia;PARTIDO CAMBIO RADICAL;407
PAUNA;Omar Jovany Cañon Sierra;PARTIDO POLÍTICO CREEMOS;318
PAUNA;Sandra Catalina Lancheros Ortega;PARTIDO VERDE OXÍGENO;115
PAUNA;Diana Raquel Diaz Zapata;PARTIDO ALIANZA VERDE;95
PAUNA;Aldemar Murcia Cañon;PARTIDO POLÍTICO DIGNIDAD & COMPROMISO;17
PAUNA;Marco Antonio Cubillos Castro;PARTIDO LIGA GOBERNANTES ANTICORRUPCIÓN - LIGA;9
PAYA;Juvenal Perez Vega;PARTIDO ALIANZA VERDE;942
