MUNNOMBRE,PARNOMBRE,TOTALVOTOSVALIDOS,PORCENTAJE
GUATEQUE;PARTIDO CONSERVADOR COLOMBIANO Y EL PARTIDO ASI;PARTIDO CONSERVADOR COLOMBIANO Y EL PARTIDO ASI;32,GUATEQUE;PARTIDO CONSERVADOR COLOMBIANO Y EL PARTIDO ASI;PARTIDO CONSERVADOR COLOMBIANO Y EL PARTIDO ASI;32,0.0,0.0
GUATEQUE;PARTIDO DE LA U-PARTIDO EN MARCHA-PARTIDO POLITICO MIRA;PARTIDO DE LA U-PARTIDO EN MARCHA-PARTIDO POLITICO MIRA;10,GUATEQUE;PARTIDO DE LA U-PARTIDO EN MARCHA-PARTIDO POLÍTICO MIRA;PARTIDO DE LA U-PARTIDO EN MARCHA-PARTIDO POLÍTICO MIRA;10,0.0,0.0
GUATEQUE;PARTIDO LIBERAL COLOMBIANO;PARTIDO LIBERAL COLOMBIANO;68,GUATEQUE;PARTIDO LIBERAL COLOMBIANO;PARTIDO LIBERAL COLOMBIANO;68,0.0,0.0
GUATEQUE;PEDRO PABLO SALAS HERNANDEZ;PARTIDO ALIANZA VERDE;13,GUATEQUE;PEDRO PABLO SALAS HERNANDEZ;PARTIDO ALIANZA VERDE;13,0.0,0.0
GUATEQUE;RAFAEL ANTONIO VALDERRAMA PARRA;PARTIDO CENTRO DEMOCRATICO;3,GUATEQUE;RAFAEL ANTONIO VALDERRAMA PARRA;PARTIDO CENTRO DEMOCRÁTICO;3,0.0,0.0
GUATEQUE;RAFAEL DAVID ROJAS CRISTANCHO;PARTIDO DE LA U-PARTIDO EN MARCHA-PARTIDO POLITICO MIRA;7,GUATEQUE;RAFAEL DAVID ROJAS CRISTANCHO;PARTIDO DE LA U-PARTIDO EN MARCHA-PARTIDO POLÍTICO MIRA;7,0.0,0.0
GUATEQUE;REYES BERNARDO PEREZ ALVAREZ;PARTIDO DE LA U-PARTIDO EN MARCHA-PARTIDO POLITICO MIRA;4,GUATEQUE;REYES BERNARDO PEREZ ALVAREZ;PARTIDO DE LA U-PARTIDO EN MARCHA-PARTIDO POLÍTICO MIRA;4,0.0,0.0
GUATEQUE;ROBINSON MONTOYA PEREZ;PARTIDO ALIANZA VERDE;14,GUATEQUE;ROBINSON MONTOYA PEREZ;PARTIDO ALIANZA VERDE;14,0.0,0.0
GUATEQUE;ROMAN HERNANDO ORTEGA HERNANDEZ;PARTIDO ALIANZA VERDE;23,GUATEQUE;ROMAN HERNANDO ORTEGA HERNANDEZ;PARTIDO ALIANZA VERDE;23,0.0,0.0
GUATEQUE;SANDRA PATRICIA FIGUEREDO RAMIREZ;PARTIDO CAMBIO RADICAL;19,GUATEQUE;SANDRA PATRICIA FIGUEREDO RAMIREZ;PARTIDO CAMBIO RADICAL;19,0.0,0.0
GUATEQUE;SINDI PAOLA MARCIALES FUQUEN;PARTIDO CENTRO DEMOCRATICO;4,GUATEQUE;SINDI PAOLA MARCIALES FUQUEN;PARTIDO CENTRO DEMOCRÁTICO;4,0.0,0.0
GUATEQUE;VOTOS EN BLANCO;CANDIDATOS TOTALES;601,GUATEQUE;VOTOS EN BLANCO;CANDIDATOS TOTALES;601,0.0,0.0
GUATEQUE;VOTOS NO MARCADOS;CANDIDATOS TOTALES;556,GUATEQUE;VOTOS NO MARCADOS;CANDIDATOS TOTALES;556,0.0,0.0
GUATEQUE;VOTOS NULOS;CANDIDATOS TOTALES;168,GUATEQUE;VOTOS NULOS;CANDIDATOS TOTALES;168,0.0,0.0
GUATEQUE;WILINTON YAIR VARGAS CARO;PARTIDO DE LA U-PARTIDO EN MARCHA-PARTIDO POLITICO MIRA;9,GUATEQUE;WILINTON YAIR VARGAS CARO;PARTIDO DE LA U-PARTIDO EN MARCHA-PARTIDO POLÍTICO MIRA;9,0.0,0.0
GUATEQUE;WILLIAN DAVID PABON JIMENEZ;PARTIDO DE LA U-PARTIDO EN MARCHA-PARTIDO POLITICO MIRA;11,GUATEQUE;WILLIAN DAVID PABON JIMENEZ;PARTIDO DE LA U-PARTIDO EN MARCHA-PARTIDO POLÍTICO MIRA;11,0.0,0.0
GUATEQUE;YEFER ALEXANDER PINZON ALVAREZ;PARTIDO CONSERVADOR COLOMBIANO Y EL PARTIDO ASI;90,GUATEQUE;YEFER ALEXANDER PINZON ALVAREZ;PARTIDO CONSERVADOR COLOMBIANO Y EL PARTIDO ASI;90,0.0,0.0
GUATEQUE;YENNIFERT CELIS PARRA;PARTIDO LIBERAL COLOMBIANO;5,GUATEQUE;YENNIFERT CELIS PARRA;PARTIDO LIBERAL COLOMBIANO;5,0.0,0.0
GUATEQUE;YENNY PAOLA SANDOVAL RUBIO;BOYACA POTENCIA DE VIDA;10,GUATEQUE;YENNY PAOLA SANDOVAL RUBIO;BOYACÁ POTENCIA DE VIDA;10,0.0,0.0
GUATEQUE;YERLY TATIANA ORDONEZ HERRERA;PARTIDO CENTRO DEMOCRATICO;1,GUATEQUE;YERLY TATIANA ORDOÑEZ HERRERA;PARTIDO CENTRO DEMOCRÁTICO;1,0.0,0.0
GUATEQUE;YERSON NICOLAS CORTES ESTEBAN;BOYACA POTENCIA DE VIDA;16,GUATEQUE;YERSON NICOLAS CORTES ESTEBAN;BOYACÁ POTENCIA DE VIDA;16,0.0,0.0
GUATEQUE;YUDY ALEXANDRA FORERO PENA;PARTIDO CENTRO DEMOCRATICO;40,GUATEQUE;YUDY ALEXANDRA FORERO PEÑA;PARTIDO CENTRO DEMOCRÁTICO;40,0.0,0.0
GUAYATA;ADRIANA CONSTANZA FAJARDO AGUIRRE;PARTIDO LIBERAL COLOMBIANO;1,GUAYATA;ADRIANA CONSTANZA FAJARDO AGUIRRE;PARTIDO LIBERAL COLOMBIANO;1,0.0,0.0
GUAYATA;ALBA LUZ BECERRA BECERRA;PARTIDO CONSERVADOR COLOMBIANO Y EL PARTIDO ASI;1,GUAYATA;ALBA LUZ BECERRA BECERRA;PARTIDO CONSERVADOR COLOMBIANO Y EL PARTIDO ASI;1,0.0,0.0
GUAYATA;ANDERSON JOAQUIN SANCHEZ RUIZ;PARTIDO LIBERAL COLOMBIANO;29,GUAYATA;ANDERSON JOAQUIN SANCHEZ RUIZ;PARTIDO LIBERAL COLOMBIANO;29,0.0,0.0
GUAYATA;ANGELA PATRICIA AVILA HAMON;PARTIDO ALIANZA VERDE;33,GUAYATA;ANGELA PATRICIA AVILA HAMON;PARTIDO ALIANZA VERDE;33,0.0,0.0
GUAYATA;ARMANDO BUITRAGO ACEVEDO;BOYACA POTENCIA DE VIDA;0,GUAYATA;ARMANDO BUITRAGO ACEVEDO;BOYACÁ POTENCIA DE VIDA;0,0.0,0.0
GUAYATA;BLADIMIR RODRIGUEZ HERNANDEZ;PARTIDO DE LA U-PARTIDO EN MARCHA-PARTIDO POLITICO MIRA;29,GUAYATA;BLADIMIR RODRIGUEZ HERNANDEZ;PARTIDO DE LA U-PARTIDO EN MARCHA-PARTIDO POLÍTICO MIRA;29,0.0,0.0
GUAYATA;BLANCA ELIZABETH TORRES CORREDOR;PARTIDO LIBERAL COLOMBIANO;10,GUAYATA;BLANCA ELIZABETH TORRES CORREDOR;PARTIDO LIBERAL COLOMBIANO;10,0.0,0.0
GUAYATA;BOYACA POTENCIA DE VIDA;BOYACA POTENCIA DE VIDA;6,GUAYATA;BOYACÁ POTENCIA DE VIDA;BOYACÁ POTENCIA DE VIDA;6,0.0,0.0
GUAYATA;BRAYAN DARBEY GONZALEZ GONZALEZ;PARTIDO CENTRO DEMOCRATICO;9,GUAYATA;BRAYAN DARBEY GONZALEZ GONZALEZ;PARTIDO CENTRO DEMOCRÁTICO;9,0.0,0.0
GUAYATA;CAMILO FERNANDO CAICEDO FONSECA;PARTIDO LIBERAL COLOMBIANO;2,GUAYATA;CAMILO FERNANDO CAICEDO FONSECA;PARTIDO LIBERAL COLOMBIANO;2,0.0,0.0
GUAYATA;CARLOS ALBERTO MOLINA CASTANEDA;PARTIDO CONSERVADOR COLOMBIANO Y EL PARTIDO ASI;16,GUAYATA;CARLOS ALBERTO MOLINA CASTAÑEDA;PARTIDO CONSERVADOR COLOMBIANO Y EL PARTIDO ASI;16,0.0,0.0
GUAYATA;CARLOS EDUARDO VEGA ALVAREZ;BOYACA POTENCIA DE VIDA;0,GUAYATA;CARLOS EDUARDO VEGA ALVAREZ;BOYACÁ POTENCIA DE VIDA;0,0.0,0.0
GUAYATA;CARLOS ERNESTO TORRES AGUIRRE;PARTIDO CONSERVADOR COLOMBIANO Y EL PARTIDO ASI;3,GUAYATA;CARLOS ERNESTO TORRES AGUIRRE;PARTIDO CONSERVADOR COLOMBIANO Y EL PARTIDO ASI;3,0.0,0.0
GUAYATA;CATHERINE DANIELA ROBLES ALBA;PARTIDO CONSERVADOR COLOMBIANO Y EL PARTIDO ASI;11,GUAYATA;CATHERINE DANIELA ROBLES ALBA;PARTIDO CONSERVADOR COLOMBIANO Y EL PARTIDO ASI;11,0.0,0.0
GUAYATA;CHRISTIAN GABRIEL ALBARRACIN VASQUEZ;PARTIDO LIBERAL COLOMBIANO;15,GUAYATA;CHRISTIAN GABRIEL ALBARRACIN VASQUEZ;PARTIDO LIBERAL COLOMBIANO;15,0.0,0.0
GUAYATA;CLAUDIA YANNETH GARZON CAMARGO;PARTIDO ALIANZA VERDE;3,GUAYATA;CLAUDIA YANNETH GARZON CAMARGO;PARTIDO ALIANZA VERDE;3,0.0,0.0
GUAYATA;CONCHA JAEL VARGAS SAAVEDRA;PARTIDO CONSERVADOR COLOMBIANO Y EL PARTIDO ASI;20,GUAYATA;CONCHA JAEL VARGAS SAAVEDRA;PARTIDO CONSERVADOR COLOMBIANO Y EL PARTIDO ASI;20,0.0,0.0
GUAYATA;DAIRO RUBEN HERRERA PEREZ;PARTIDO LIBERAL COLOMBIANO;3,GUAYATA;DAIRO RUBEN HERRERA PEREZ;PARTIDO LIBERAL COLOMBIANO;3,0.0,0.0
GUAYATA;DANA KATHERYN BONILLA CRUZ;PARTIDO CONSERVADOR COLOMBIANO Y EL PARTIDO ASI;15,GUAYATA;DANA KATHERYN BONILLA CRUZ;PARTIDO CONSERVADOR COLOMBIANO Y EL PARTIDO ASI;15,0.0,0.0
GUAYATA;DAVID RICARDO CAMARGO HIGUERA;PARTIDO LIBERAL COLOMBIANO;8,GUAYATA;DAVID RICARDO CAMARGO HIGUERA;PARTIDO LIBERAL COLOMBIANO;8,0.0,0.0
GUAYATA;DELCI DEL CARMEN URBANO;PARTIDO CENTRO DEMOCRATICO;22,GUAYATA;DELCI DEL CARMEN URBANO;PARTIDO CENTRO DEMOCRÁTICO;22,0.0,0.0
GUAYATA;DELMAR LEONARDO ROA PATINO;PARTIDO CONSERVADOR COLOMBIANO Y EL PARTIDO ASI;344,GUAYATA;DELMAR LEONARDO ROA PATIÑO;PARTIDO CONSERVADOR COLOMBIANO Y EL PARTIDO ASI;344,0.0,0.0
GUAYATA;DIEGO ARMANDO LOPEZ WANUMEN;PARTIDO CENTRO DEMOCRATICO;23,GUAYATA;DIEGO ARMANDO LOPEZ WANUMEN;PARTIDO CENTRO DEMOCRÁTICO;23,0.0,0.0
GUAYATA;DORA INES VARGAS BENITEZ;PARTIDO DE LA U-PARTIDO EN MARCHA-PARTIDO POLITICO MIRA;19,GUAYATA;DORA INES VARGAS BENITEZ;PARTIDO DE LA U-PARTIDO EN MARCHA-PARTIDO POLÍTICO MIRA;19,0.0,0.0
GUAYATA;DUMAR ALFONSO PAEZ CASTILLO;PARTIDO CAMBIO RADICAL;2,GUAYATA;DUMAR ALFONSO PAEZ CASTILLO;PARTIDO CAMBIO RADICAL;2,0.0,0.0
GUAYATA;DUVAN STEEVEN MESA SAENZ;PARTIDO LIBERAL COLOMBIANO;1,GUAYATA;DUVAN STEEVEN MESA SAENZ;PARTIDO LIBERAL COLOMBIANO;1,0.0,0.0
GUAYATA;EDWIN FABIAN ORDUZ DIAZ;BOYACA POTENCIA DE VIDA;5,GUAYATA;EDWIN FABIAN ORDUZ DIAZ;BOYACÁ POTENCIA DE VIDA;5,0.0,0.0
GUAYATA;EFRAIN ANDRES MOJICA MUNOZ;PARTIDO CONSERVADOR COLOMBIANO Y EL PARTIDO ASI;43,GUAYATA;EFRAIN ANDRES MOJICA MUÑOZ;PARTIDO CONSERVADOR COLOMBIANO Y EL PARTIDO ASI;43,0.0,0.0
GUAYATA;FABIAN CAMILO HERNANDEZ BERNAL;PARTIDO CENTRO DEMOCRATICO;5,GUAYATA;FABIAN CAMILO HERNANDEZ BERNAL;PARTIDO CENTRO DEMOCRÁTICO;5,0.0,0.0
GUAYATA;FABIAN FERNANDO AVILA RUIZ;PARTIDO CAMBIO RADICAL;11,GUAYATA;FABIAN FERNANDO AVILA RUIZ;PARTIDO CAMBIO RADICAL;11,0.0,0.0
GUAYATA;FABIO NELSON GONZALEZ SOTELO;PARTIDO CONSERVADOR COLOMBIANO Y EL PARTIDO ASI;3,GUAYATA;FABIO NELSON GONZALEZ SOTELO;PARTIDO CONSERVADOR COLOMBIANO Y EL PARTIDO ASI;3,0.0,0.0
GUAYATA;FELIPE ANDRES PUENTES VELA;PARTIDO CAMBIO RADICAL;5,GUAYATA;FELIPE ANDRES PUENTES VELA;PARTIDO CAMBIO RADICAL;5,0.0,0.0
GUAYATA;FERNANDO RAFAEL JESUS YANCES PEREZ;BOYACA POTENCIA DE VIDA;1,GUAYATA;FERNANDO RAFAEL JESUS YANCES PEREZ;BOYACÁ POTENCIA DE VIDA;1,0.0,0.0
GUAYATA;GUSTAVO EDUARDO CASTANEDA NINO;PARTIDO ALIANZA VERDE;47,GUAYATA;GUSTAVO EDUARDO CASTAÑEDA NIÑO;PARTIDO ALIANZA VERDE;47,0.0,0.0
GUAYATA;GUSTAVO HELADIO TORRES SANCHEZ;BOYACA POTENCIA DE VIDA;3,GUAYATA;GUSTAVO HELADIO TORRES SANCHEZ;BOYACÁ POTENCIA DE VIDA;3,0.0,0.0
GUAYATA;HECTOR EDUARDO LESMES MARTINEZ;PARTIDO DE LA U-PARTIDO EN MARCHA-PARTIDO POLITICO MIRA;1,GUAYATA;HECTOR EDUARDO LESMES MARTINEZ;PARTIDO DE LA U-PARTIDO EN MARCHA-PARTIDO POLÍTICO MIRA;1,0.0,0.0
GUAYATA;HECTOR JOSUE CAMACHO ACOSTA;PARTIDO CENTRO DEMOCRATICO;2,GUAYATA;HECTOR JOSUE CAMACHO ACOSTA;PARTIDO CENTRO DEMOCRÁTICO;2,0.0,0.0
GUAYATA;HECTOR MATEO CENTENO AGUDELO;PARTIDO ALIANZA VERDE;11,GUAYATA;HECTOR MATEO CENTENO AGUDELO;PARTIDO ALIANZA VERDE;11,0.0,0.0
GUAYATA;HECTOR ZAMIR CABANZO BUITRAGO;PARTIDO DE LA U-PARTIDO EN MARCHA-PARTIDO POLITICO MIRA;74,GUAYATA;HECTOR ZAMIR CABANZO BUITRAGO;PARTIDO DE LA U-PARTIDO EN MARCHA-PARTIDO POLÍTICO MIRA;74,0.0,0.0
GUAYATA;ISABEL ALFONSO COMBITA;BOYACA POTENCIA DE VIDA;1,GUAYATA;ISABEL ALFONSO COMBITA;BOYACÁ POTENCIA DE VIDA;1,0.0,0.0
GUAYATA;IVAN FELIPE RAMIREZ BARRERA;PARTIDO ALIANZA VERDE;7,GUAYATA;IVAN FELIPE RAMIREZ BARRERA;PARTIDO ALIANZA VERDE;7,0.0,0.0
GUAYATA;IVAN RICARDO PIRACHICAN BERNAL;PARTIDO CONSERVADOR COLOMBIANO Y EL PARTIDO ASI;9,GUAYATA;IVAN RICARDO PIRACHICAN BERNAL;PARTIDO CONSERVADOR COLOMBIANO Y EL PARTIDO ASI;9,0.0,0.0
GUAYATA;JAIME EFRAIN MEDINA RAMIREZ;PARTIDO CAMBIO RADICAL;1,GUAYATA;JAIME EFRAIN MEDINA RAMIREZ;PARTIDO CAMBIO RADICAL;1,0.0,0.0
GUAYATA;JAIRO PACHECO SUAREZ;PARTIDO LIBERAL COLOMBIANO;3,GUAYATA;JAIRO PACHECO SUAREZ;PARTIDO LIBERAL COLOMBIANO;3,0.0,0.0
GUAYATA;JHON ALEXANDER LOPEZ MENDOZA;PARTIDO ALIANZA VERDE;668,GUAYATA;JHON ALEXANDER LOPEZ MENDOZA;PARTIDO ALIANZA VERDE;668,0.0,0.0
GUAYATA;JHON FREDY GARAVITO CORTES;PARTIDO CONSERVADOR COLOMBIANO Y EL PARTIDO ASI;4,GUAYATA;JHON FREDY GARAVITO CORTES;PARTIDO CONSERVADOR COLOMBIANO Y EL PARTIDO ASI;4,0.0,0.0
GUAYATA;JORGE ELIECER RUIZ BLANCO;PARTIDO LIBERAL COLOMBIANO;2,GUAYATA;JORGE ELIECER RUIZ BLANCO;PARTIDO LIBERAL COLOMBIANO;2,0.0,0.0
GUAYATA;JOSE ARMANDO QUINONES GARZON;PARTIDO CENTRO DEMOCRATICO;30,GUAYATA;JOSE ARMANDO QUIÑONES GARZON;PARTIDO CENTRO DEMOCRÁTICO;30,0.0,0.0
GUAYATA;JUAN CAMILO MORALES RODRIGUEZ;PARTIDO LIBERAL COLOMBIANO;8,GUAYATA;JUAN CAMILO MORALES RODRIGUEZ;PARTIDO LIBERAL COLOMBIANO;8,0.0,0.0
GUAYATA;JUAN CARLOS BORDA TORRES;PARTIDO CONSERVADOR COLOMBIANO Y EL PARTIDO ASI;18,GUAYATA;JUAN CARLOS BORDA TORRES;PARTIDO CONSERVADOR COLOMBIANO Y EL PARTIDO ASI;18,0.0,0.0
GUAYATA;JUAN CARLOS VARGAS BARRETO;PARTIDO CAMBIO RADICAL;100,GUAYATA;JUAN CARLOS VARGAS BARRETO;PARTIDO CAMBIO RADICAL;100,0.0,0.0
GUAYATA;JULIA ANDREA YEPES PEREZ;PARTIDO CONSERVADOR COLOMBIANO Y EL PARTIDO ASI;1,GUAYATA;JULIA ANDREA YEPES PEREZ;PARTIDO CONSERVADOR COLOMBIANO Y EL PARTIDO ASI;1,0.0,0.0
GUAYATA;JULIAN ANDRES RUBIO CORTES;PARTIDO CONSERVADOR COLOMBIANO Y EL PARTIDO ASI;5,GUAYATA;JULIAN ANDRES RUBIO CORTES;PARTIDO CONSERVADOR COLOMBIANO Y EL PARTIDO ASI;5,0.0,0.0
GUAYATA;JULIAN DAVID GARCIA RUBIO;PARTIDO ALIANZA VERDE;6,GUAYATA;JULIAN DAVID GARCIA RUBIO;PARTIDO ALIANZA VERDE;6,0.0,0.0
GUAYATA;JULIAN DAVID MESA PINTO;PARTIDO ALIANZA VERDE;16,GUAYATA;JULIAN DAVID MESA PINTO;PARTIDO ALIANZA VERDE;16,0.0,0.0
GUAYATA;JULIAN LEONARDO CEPEDA CARDENAS;BOYACA POTENCIA DE VIDA;2,GUAYATA;JULIAN LEONARDO CEPEDA CARDENAS;BOYACÁ POTENCIA DE VIDA;2,0.0,0.0
GUAYATA;JULIO CESAR GONZALEZ ORJUELA;PARTIDO ALIANZA VERDE;15,GUAYATA;JULIO CESAR GONZALEZ ORJUELA;PARTIDO ALIANZA VERDE;15,0.0,0.0
GUAYATA;KARENT DANIELA CHAPARRO CUERVO;PARTIDO LIBERAL COLOMBIANO;1,GUAYATA;KARENT DANIELA CHAPARRO CUERVO;PARTIDO LIBERAL COLOMBIANO;1,0.0,0.0
GUAYATA;KAROL RICARDO RAMIREZ SILVA;PARTIDO LIBERAL COLOMBIANO;1,GUAYATA;KAROL RICARDO RAMIREZ SILVA;PARTIDO LIBERAL COLOMBIANO;1,0.0,0.0
GUAYATA;LAURA ALEJANDRA RAMOS RIOS;PARTIDO CAMBIO RADICAL;3,GUAYATA;LAURA ALEJANDRA RAMOS RIOS;PARTIDO CAMBIO RADICAL;3,0.0,0.0
GUAYATA;LIBIA ROCIO GARCIA AMAYA;PARTIDO ALIANZA VERDE;19,GUAYATA;LIBIA ROCIO GARCIA AMAYA;PARTIDO ALIANZA VERDE;19,0.0,0.0
GUAYATA;LUIS EDUARDO RODRIGUEZ PEREZ;PARTIDO CAMBIO RADICAL;24,GUAYATA;LUIS EDUARDO RODRIGUEZ PEREZ;PARTIDO CAMBIO RADICAL;24,0.0,0.0
GUAYATA;LUZ ELVIRA SOSA MEDINA;PARTIDO DE LA U-PARTIDO EN MARCHA-PARTIDO POLITICO MIRA;2,GUAYATA;LUZ ELVIRA SOSA MEDINA;PARTIDO DE LA U-PARTIDO EN MARCHA-PARTIDO POLÍTICO MIRA;2,0.0,0.0
GUAYATA;LUZ MARINA ARIAS PLAZAS;PARTIDO CAMBIO RADICAL;3,GUAYATA;LUZ MARINA ARIAS PLAZAS;PARTIDO CAMBIO RADICAL;3,0.0,0.0
GUAYATA;MARYE YANETH FRANCO;BOYACA POTENCIA DE VIDA;1,GUAYATA;MARYE YANETH FRANCO;BOYACÁ POTENCIA DE VIDA;1,0.0,0.0
GUAYATA;MARYORY CATHERIN ORTIZ ALVAREZ;BOYACA POTENCIA DE VIDA;10,GUAYATA;MARYORY CATHERIN ORTIZ ALVAREZ;BOYACÁ POTENCIA DE VIDA;10,0.0,0.0
GUAYATA;MIGUEL ARMANDO ARAQUE VARGAS;PARTIDO DE LA U-PARTIDO EN MARCHA-PARTIDO POLITICO MIRA;4,GUAYATA;MIGUEL ARMANDO ARAQUE VARGAS;PARTIDO DE LA U-PARTIDO EN MARCHA-PARTIDO POLÍTICO MIRA;4,0.0,0.0
GUAYATA;MONICA LUCIA LOPEZ MORA;PARTIDO DE LA U-PARTIDO EN MARCHA-PARTIDO POLITICO MIRA;3,GUAYATA;MONICA LUCIA LOPEZ MORA;PARTIDO DE LA U-PARTIDO EN MARCHA-PARTIDO POLÍTICO MIRA;3,0.0,0.0
GUAYATA;MOVIMIENTO SALVACION NACIONAL;MOVIMIENTO SALVACION NACIONAL;5,GUAYATA;MOVIMIENTO  SALVACIÓN NACIONAL;MOVIMIENTO SALVACIÓN NACIONAL;5,0.0,0.0
GUAYATA;NADIA ALEXANDRA CARRENO AVELLA;PARTIDO DE LA U-PARTIDO EN MARCHA-PARTIDO POLITICO MIRA;130,GUAYATA;NADIA ALEXANDRA CARREÑO AVELLA;PARTIDO DE LA U-PARTIDO EN MARCHA-PARTIDO POLÍTICO MIRA;130,0.0,0.0
GUAYATA;NAYIBE ENITH PRADO GUERRERO;PARTIDO DE LA U-PARTIDO EN MARCHA-PARTIDO POLITICO MIRA;1,GUAYATA;NAYIBE ENITH PRADO GUERRERO;PARTIDO DE LA U-PARTIDO EN MARCHA-PARTIDO POLÍTICO MIRA;1,0.0,0.0
GUAYATA;NELSON FABIAN PEREZ BURGOS;PARTIDO CAMBIO RADICAL;118,GUAYATA;NELSON FABIAN PEREZ BURGOS;PARTIDO CAMBIO RADICAL;118,0.0,0.0
GUAYATA;NELSON HERNANDO ROA RUBIO;PARTIDO DE LA U-PARTIDO EN MARCHA-PARTIDO POLITICO MIRA;52,GUAYATA;NELSON HERNANDO ROA RUBIO;PARTIDO DE LA U-PARTIDO EN MARCHA-PARTIDO POLÍTICO MIRA;52,0.0,0.0
GUAYATA;NICOLL DAYANA CARVAJAL PULIDO;PARTIDO ALIANZA VERDE;21,GUAYATA;NICOLL DAYANA CARVAJAL PULIDO;PARTIDO ALIANZA VERDE;21,0.0,0.0
GUAYATA;NINY YOHANA MORENO;PARTIDO ALIANZA VERDE;5,GUAYATA;NINY YOHANA MORENO;PARTIDO ALIANZA VERDE;5,0.0,0.0
GUAYATA;NUEVA FUERZA DEMOCRATICA;NUEVA FUERZA DEMOCRATICA;4,GUAYATA;NUEVA FUERZA DEMOCRÁTICA;NUEVA FUERZA DEMOCRÁTICA;4,0.0,0.0
GUAYATA;OLGA MARIA CHIVATA VARGAS;PARTIDO LIBERAL COLOMBIANO;9,GUAYATA;OLGA MARIA CHIVATA VARGAS;PARTIDO LIBERAL COLOMBIANO;9,0.0,0.0
GUAYATA;OLGA NINO ROJAS;PARTIDO CONSERVADOR COLOMBIANO Y EL PARTIDO ASI;9,GUAYATA;OLGA NIÑO ROJAS;PARTIDO CONSERVADOR COLOMBIANO Y EL PARTIDO ASI;9,0.0,0.0
GUAYATA;OMAR FERNANDO VALDERRAMA BAEZ;PARTIDO CENTRO DEMOCRATICO;47,GUAYATA;OMAR FERNANDO VALDERRAMA BAEZ;PARTIDO CENTRO DEMOCRÁTICO;47,0.0,0.0
GUAYATA;OMAR HUMBERTO VILLAMIL MUNEVAR;PARTIDO ALIANZA VERDE;7,GUAYATA;OMAR HUMBERTO VILLAMIL MUNEVAR;PARTIDO ALIANZA VERDE;7,0.0,0.0
GUAYATA;OSCAR LEONARDO MONTANEZ SIERRA;PARTIDO DE LA U-PARTIDO EN MARCHA-PARTIDO POLITICO MIRA;1,GUAYATA;OSCAR LEONARDO MONTAÑEZ SIERRA;PARTIDO DE LA U-PARTIDO EN MARCHA-PARTIDO POLÍTICO MIRA;1,0.0,0.0
GUAYATA;PARTIDO ALIANZA VERDE;PARTIDO ALIANZA VERDE;75,GUAYATA;PARTIDO ALIANZA VERDE;PARTIDO ALIANZA VERDE;75,0.0,0.0
GUAYATA;PARTIDO CAMBIO RADICAL;PARTIDO CAMBIO RADICAL;9,GUAYATA;PARTIDO CAMBIO RADICAL;PARTIDO CAMBIO RADICAL;9,0.0,0.0
GUAYATA;PARTIDO CENTRO DEMOCRATICO;PARTIDO CENTRO DEMOCRATICO;18,GUAYATA;PARTIDO CENTRO DEMOCRÁTICO;PARTIDO CENTRO DEMOCRÁTICO;18,0.0,0.0
GUAYATA;PARTIDO CONSERVADOR COLOMBIANO Y EL PARTIDO ASI;PARTIDO CONSERVADOR COLOMBIANO Y EL PARTIDO ASI;34,GUAYATA;PARTIDO CONSERVADOR COLOMBIANO Y EL PARTIDO ASI;PARTIDO CONSERVADOR COLOMBIANO Y EL PARTIDO ASI;34,0.0,0.0
GUAYATA;PARTIDO DE LA U-PARTIDO EN MARCHA-PARTIDO POLITICO MIRA;PARTIDO DE LA U-PARTIDO EN MARCHA-PARTIDO POLITICO MIRA;11,GUAYATA;PARTIDO DE LA U-PARTIDO EN MARCHA-PARTIDO POLÍTICO MIRA;PARTIDO DE LA U-PARTIDO EN MARCHA-PARTIDO POLÍTICO MIRA;11,0.0,0.0
GUAYATA;PARTIDO LIBERAL COLOMBIANO;PARTIDO LIBERAL COLOMBIANO;11,GUAYATA;PARTIDO LIBERAL COLOMBIANO;PARTIDO LIBERAL COLOMBIANO;11,0.0,0.0
GUAYATA;PEDRO PABLO SALAS HERNANDEZ;PARTIDO ALIANZA VERDE;5,GUAYATA;PEDRO PABLO SALAS HERNANDEZ;PARTIDO ALIANZA VERDE;5,0.0,0.0
GUAYATA;RAFAEL ANTONIO VALDERRAMA PARRA;PARTIDO CENTRO DEMOCRATICO;2,GUAYATA;RAFAEL ANTONIO VALDERRAMA PARRA;PARTIDO CENTRO DEMOCRÁTICO;2,0.0,0.0
GUAYATA;RAFAEL DAVID ROJAS CRISTANCHO;PARTIDO DE LA U-PARTIDO EN MARCHA-PARTIDO POLITICO MIRA;5,GUAYATA;RAFAEL DAVID ROJAS CRISTANCHO;PARTIDO DE LA U-PARTIDO EN MARCHA-PARTIDO POLÍTICO MIRA;5,0.0,0.0
GUAYATA;REYES BERNARDO PEREZ ALVAREZ;PARTIDO DE LA U-PARTIDO EN MARCHA-PARTIDO POLITICO MIRA;2,GUAYATA;REYES BERNARDO PEREZ ALVAREZ;PARTIDO DE LA U-PARTIDO EN MARCHA-PARTIDO POLÍTICO MIRA;2,0.0,0.0
GUAYATA;ROBINSON MONTOYA PEREZ;PARTIDO ALIANZA VERDE;5,GUAYATA;ROBINSON MONTOYA PEREZ;PARTIDO ALIANZA VERDE;5,0.0,0.0
