MUNNOMBRE;CANNOMBRE;PARNOMBRE;VOTOS
ALMEIDA;Abelardo De La Espriella;DEFENSORES DE LA PATRIA;818
ALMEIDA;Iván Cepeda Castro;MOVIMIENTO POLÍTICO PACTO HISTÓRICO;315
AQUITANIA (PUEBLOVIEJO);Abelardo De La Espriella;DEFENSORES DE LA PATRIA;7053
AQUITANIA (PUEBLOVIEJO);Iván Cepeda Castro;MOVIMIENTO POLÍTICO PACTO HISTÓRICO;1760
ARCABUCO;Abelardo De La Espriella;DEFENSORES DE LA PATRIA;2386
ARCABUCO;Iván Cepeda Castro;MOVIMIENTO POLÍTICO PACTO HISTÓRICO;1260
BELEN;Abelardo De La Espriella;DEFENSORES DE LA PATRIA;3281
BELEN;Iván Cepeda Castro;MOVIMIENTO POLÍTICO PACTO HISTÓRICO;1594
BERBEO;Abelardo De La Espriella;DEFENSORES DE LA PATRIA;575
BERBEO;Iván Cepeda Castro;MOVIMIENTO POLÍTICO PACTO HISTÓRICO;431
BETEITIVA;Abelardo De La Espriella;DEFENSORES DE LA PATRIA;891
BETEITIVA;Iván Cepeda Castro;MOVIMIENTO POLÍTICO PACTO HISTÓRICO;466
BOAVITA;Abelardo De La Espriella;DEFENSORES DE LA PATRIA;2187
BOAVITA;Iván Cepeda Castro;MOVIMIENTO POLÍTICO PACTO HISTÓRICO;702
BOYACA;Abelardo De La Espriella;DEFENSORES DE LA PATRIA;2199
BOYACA;Iván Cepeda Castro;MOVIMIENTO POLÍTICO PACTO HISTÓRICO;890
BRICEÑO;Abelardo De La Espriella;DEFENSORES DE LA PATRIA;1349
BRICEÑO;Iván Cepeda Castro;MOVIMIENTO POLÍTICO PACTO HISTÓRICO;257
BUENAVISTA;Abelardo De La Espriella;DEFENSORES DE LA PATRIA;2780
BUENAVISTA;Iván Cepeda Castro;MOVIMIENTO POLÍTICO PACTO HISTÓRICO;622
BUSBANZA;Abelardo De La Espriella;DEFENSORES DE LA PATRIA;546
BUSBANZA;Iván Cepeda Castro;MOVIMIENTO POLÍTICO PACTO HISTÓRICO;194
CALDAS;Abelardo De La Espriella;DEFENSORES DE LA PATRIA;1613
CALDAS;Iván Cepeda Castro;MOVIMIENTO POLÍTICO PACTO HISTÓRICO;574
CAMPOHERMOSO;Abelardo De La Espriella;DEFENSORES DE LA PATRIA;1339
CAMPOHERMOSO;Iván Cepeda Castro;MOVIMIENTO POLÍTICO PACTO HISTÓRICO;253
CERINZA;Abelardo De La Espriella;DEFENSORES DE LA PATRIA;1461
CERINZA;Iván Cepeda Castro;MOVIMIENTO POLÍTICO PACTO HISTÓRICO;1055
CHINAVITA;Abelardo De La Espriella;DEFENSORES DE LA PATRIA;1646
CHINAVITA;Iván Cepeda Castro;MOVIMIENTO POLÍTICO PACTO HISTÓRICO;468
CHIQUINQUIRA;Abelardo De La Espriella;DEFENSORES DE LA PATRIA;18637
CHIQUINQUIRA;Iván Cepeda Castro;MOVIMIENTO POLÍTICO PACTO HISTÓRICO;11739
CHIQUIZA;Abelardo De La Espriella;DEFENSORES DE LA PATRIA;2172
CHIQUIZA;Iván Cepeda Castro;MOVIMIENTO POLÍTICO PACTO HISTÓRICO;904
CHISCAS;Abelardo De La Espriella;DEFENSORES DE LA PATRIA;1498
CHISCAS;Iván Cepeda Castro;MOVIMIENTO POLÍTICO PACTO HISTÓRICO;265
CHITA;Abelardo De La Espriella;DEFENSORES DE LA PATRIA;2967
CHITA;Iván Cepeda Castro;MOVIMIENTO POLÍTICO PACTO HISTÓRICO;612
CHITARAQUE;Abelardo De La Espriella;DEFENSORES DE LA PATRIA;2955
CHITARAQUE;Iván Cepeda Castro;MOVIMIENTO POLÍTICO PACTO HISTÓRICO;546
CHIVATA;Abelardo De La Espriella;DEFENSORES DE LA PATRIA;1563
CHIVATA;Iván Cepeda Castro;MOVIMIENTO POLÍTICO PACTO HISTÓRICO;928
CHIVOR;Abelardo De La Espriella;DEFENSORES DE LA PATRIA;1091
CHIVOR;Iván Cepeda Castro;MOVIMIENTO POLÍTICO PACTO HISTÓRICO;152
CIENEGA;Abelardo De La Espriella;DEFENSORES DE LA PATRIA;2451
CIENEGA;Iván Cepeda Castro;MOVIMIENTO POLÍTICO PACTO HISTÓRICO;377
COMBITA;Abelardo De La Espriella;DEFENSORES DE LA PATRIA;3938
COMBITA;Iván Cepeda Castro;MOVIMIENTO POLÍTICO PACTO HISTÓRICO;2873
COPER;Abelardo De La Espriella;DEFENSORES DE LA PATRIA;1791
COPER;Iván Cepeda Castro;MOVIMIENTO POLÍTICO PACTO HISTÓRICO;276
CORRALES;Abelardo De La Espriella;DEFENSORES DE LA PATRIA;1139
CORRALES;Iván Cepeda Castro;MOVIMIENTO POLÍTICO PACTO HISTÓRICO;659
COVARACHIA;Abelardo De La Espriella;DEFENSORES DE LA PATRIA;1826
COVARACHIA;Iván Cepeda Castro;MOVIMIENTO POLÍTICO PACTO HISTÓRICO;250
CUBARA;Iván Cepeda Castro;MOVIMIENTO POLÍTICO PACTO HISTÓRICO;2300
CUBARA;Abelardo De La Espriella;DEFENSORES DE LA PATRIA;1288
CUCAITA;Abelardo De La Espriella;DEFENSORES DE LA PATRIA;1398
CUCAITA;Iván Cepeda Castro;MOVIMIENTO POLÍTICO PACTO HISTÓRICO;1091
CUITIVA;Abelardo De La Espriella;DEFENSORES DE LA PATRIA;867
CUITIVA;Iván Cepeda Castro;MOVIMIENTO POLÍTICO PACTO HISTÓRICO;354
DUITAMA;Abelardo De La Espriella;DEFENSORES DE LA PATRIA;36016
DUITAMA;Iván Cepeda Castro;MOVIMIENTO POLÍTICO PACTO HISTÓRICO;35415
EL COCUY;Abelardo De La Espriella;DEFENSORES DE LA PATRIA;1622
EL COCUY;Iván Cepeda Castro;MOVIMIENTO POLÍTICO PACTO HISTÓRICO;384
EL ESPINO;Abelardo De La Espriella;DEFENSORES DE LA PATRIA;1258
EL ESPINO;Iván Cepeda Castro;MOVIMIENTO POLÍTICO PACTO HISTÓRICO;196
FIRAVITOBA;Abelardo De La Espriella;DEFENSORES DE LA PATRIA;2071
FIRAVITOBA;Iván Cepeda Castro;MOVIMIENTO POLÍTICO PACTO HISTÓRICO;1860
FLORESTA;Abelardo De La Espriella;DEFENSORES DE LA PATRIA;2002
FLORESTA;Iván Cepeda Castro;MOVIMIENTO POLÍTICO PACTO HISTÓRICO;575
