MUNNOMBRE;CANNOMBRE;PARNOMBRE;VOTOS
ALMEIDA;Ciro Alejandro Ramirez Cortes;PARTIDO CENTRO DEMOCRÁTICO;197
ALMEIDA;Ana Carolina Espitia Jerez;COALICIÓN ALIANZA VERDE Y CENTRO ESPERANZA;58
ALMEIDA;Miguel Angel Pinto Hernandez;PARTIDO LIBERAL COLOMBIANO;42
ALMEIDA;Pacto Histórico;PACTO HISTÓRICO;31
ALMEIDA;Liliana Esther Bitar Castilla;PARTIDO CONSERVADOR COLOMBIANO;28
ALMEIDA;Juan Camilo Ostos Romero;PARTIDO CONSERVADOR COLOMBIANO;26
ALMEIDA;Josue Alirio Barrera Rodriguez;PARTIDO CENTRO DEMOCRÁTICO;23
ALMEIDA;Juan Carlos Florez Arcila;COALICIÓN ALIANZA VERDE Y CENTRO ESPERANZA;23
ALMEIDA;Alejandro Alberto Vega Perez;PARTIDO LIBERAL COLOMBIANO;22
ALMEIDA;Coalición Alianza Verde Y Centro Esperanza;COALICIÓN ALIANZA VERDE Y CENTRO ESPERANZA;20
ALMEIDA;Miguel Angel Barreto Castillo;PARTIDO CONSERVADOR COLOMBIANO;14
ALMEIDA;Partido Conservador Colombiano;PARTIDO CONSERVADOR COLOMBIANO;11
ALMEIDA;Inti Raul Asprilla Reyes;COALICIÓN ALIANZA VERDE Y CENTRO ESPERANZA;10
ALMEIDA;Ana Maria Castañeda Gomez;PARTIDO CAMBIO RADICAL;9
ALMEIDA;German Alcides Blanco Alvarez;PARTIDO CONSERVADOR COLOMBIANO;9
ALMEIDA;Partido Cambio Radical;PARTIDO CAMBIO RADICAL;9
ALMEIDA;Partido Centro Democrático;PARTIDO CENTRO DEMOCRÁTICO;9
ALMEIDA;Yefer Yesid Vega Bobadilla;PARTIDO CAMBIO RADICAL;6
ALMEIDA;Andrea Padilla Villarraga;COALICIÓN ALIANZA VERDE Y CENTRO ESPERANZA;5
ALMEIDA;Ivan Leonidas Name Vasquez;COALICIÓN ALIANZA VERDE Y CENTRO ESPERANZA;5
ALMEIDA;Jorge Enrique Benedetti Martelo;PARTIDO CAMBIO RADICAL;5
ALMEIDA;Miguel Uribe Turbay;PARTIDO CENTRO DEMOCRÁTICO;5
ALMEIDA;Partido Liberal Colombiano;PARTIDO LIBERAL COLOMBIANO;5
ALMEIDA;Partido Nuevo Liberalismo;PARTIDO NUEVO LIBERALISMO;5
ALMEIDA;Soledad Tamayo Tamayo;PARTIDO CONSERVADOR COLOMBIANO;4
ALMEIDA;Carlos Enrique Forero Sanchez;COALICIÓN MIRA -  COLOMBIA JUSTA LIBRES;3
ALMEIDA;Coalición Mira -  Colombia Justa Libres;COALICIÓN MIRA -  COLOMBIA JUSTA LIBRES;3
ALMEIDA;Efrain Jose Cepeda Sarabia;PARTIDO CONSERVADOR COLOMBIANO;3
ALMEIDA;Estamos Listas Colombia;ESTAMOS LISTAS COLOMBIA;3
ALMEIDA;Gilberto Tobon Sanin;FUERZA CIUDADANA LA FUERZA DEL CAMBIO;3
ALMEIDA;Ivan Dario Agudelo Zapata;PARTIDO LIBERAL COLOMBIANO;3
ALMEIDA;Ivan Gutierrez Rodriguez;PARTIDO CONSERVADOR COLOMBIANO;3
ALMEIDA;Jorge Eduardo Londoño Ulloa;COALICIÓN ALIANZA VERDE Y CENTRO ESPERANZA;3
ALMEIDA;Jose Alfredo Marin Lozano;PARTIDO CONSERVADOR COLOMBIANO;3
ALMEIDA;Mauricio Neisa Alvarado;COALICIÓN ALIANZA VERDE Y CENTRO ESPERANZA;3
ALMEIDA;Paloma Susana Valencia Laserna;PARTIDO CENTRO DEMOCRÁTICO;3
ALMEIDA;Antonio Luis Zabarain Guevara;PARTIDO CAMBIO RADICAL;2
ALMEIDA;Esperanza Andrade Serrano;PARTIDO CONSERVADOR COLOMBIANO;2
ALMEIDA;Fuerza Ciudadana La Fuerza Del Cambio;FUERZA CIUDADANA LA FUERZA DEL CAMBIO;2
ALMEIDA;Hugo Alberto Ospina Agudelo;"PARTIDO DE LA UNIÓN POR LA GENTE ""PARTIDO DE LA U""";2
ALMEIDA;Humberto De La Calle Lombana;COALICIÓN ALIANZA VERDE Y CENTRO ESPERANZA;2
ALMEIDA;Jaime Ricardo Hernandez Amin;COALICIÓN ALIANZA VERDE Y CENTRO ESPERANZA;2
ALMEIDA;Jhon Alexander Ramirez Guzman;"PARTIDO DE LA UNIÓN POR LA GENTE ""PARTIDO DE LA U""";2
ALMEIDA;John Fran Pinchao Blanco;COALICIÓN ALIANZA VERDE Y CENTRO ESPERANZA;2
ALMEIDA;John Jairo Hoyos Garcia;"PARTIDO DE LA UNIÓN POR LA GENTE ""PARTIDO DE LA U""";2
ALMEIDA;Maria Fernanda Cabal Molina;PARTIDO CENTRO DEMOCRÁTICO;2
ALMEIDA;Nelly Patricia Mosquera Murcia;PARTIDO CENTRO DEMOCRÁTICO;2
ALMEIDA;Oscar Eduardo Apolinar Martinez;"PARTIDO DE LA UNIÓN POR LA GENTE ""PARTIDO DE LA U""";2
ALMEIDA;Adriana Lorena Gonzales Quiñones;PARTIDO CONSERVADOR COLOMBIANO;1
ALMEIDA;Aldemar Narvaez Serrato;PARTIDO CONSERVADOR COLOMBIANO;1
ALMEIDA;Alejandro Carlos Chacon Camargo;PARTIDO LIBERAL COLOMBIANO;1
ALMEIDA;Alexander Montoya Delgado;PARTIDO CAMBIO RADICAL;1
ALMEIDA;Alvaro Camilo Florido Perdomo;COALICIÓN MIRA -  COLOMBIA JUSTA LIBRES;1
ALMEIDA;Angelica Lisbeth Lozano Correa;COALICIÓN ALIANZA VERDE Y CENTRO ESPERANZA;1
ALMEIDA;Arturo Char Chaljub;PARTIDO CAMBIO RADICAL;1
ALMEIDA;Arturo Palacios Ortega;PARTIDO LIBERAL COLOMBIANO;1
ALMEIDA;Cesar Augusto Lorduy Maldonado;PARTIDO CAMBIO RADICAL;1
ALMEIDA;Clariza Chavarro Rivera;COALICIÓN MIRA -  COLOMBIA JUSTA LIBRES;1
ALMEIDA;Claudia Patricia Rojas Ramirez;PARTIDO LIBERAL COLOMBIANO;1
ALMEIDA;Dario Angarita Medellin;COALICIÓN ALIANZA VERDE Y CENTRO ESPERANZA;1
ALMEIDA;Diana Lucia Vidal Caicedo;PARTIDO CENTRO DEMOCRÁTICO;1
ALMEIDA;Edinson Delgado Martinez;COALICIÓN ALIANZA VERDE Y CENTRO ESPERANZA;1
ALMEIDA;Fabian Gerardo Castillo Suarez;PARTIDO CAMBIO RADICAL;1
ALMEIDA;Fidelia Maria Suarez Tirado;PARTIDO LIBERAL COLOMBIANO;1
ALMEIDA;Francisco Alfonso Fernando Pareja Gonzalez;PARTIDO LIBERAL COLOMBIANO;1
ALMEIDA;Gabriel Alexander Beltran Leguizamon;COALICIÓN MIRA -  COLOMBIA JUSTA LIBRES;1
ALMEIDA;Hector Horacio Vargas;PARTIDO CONSERVADOR COLOMBIANO;1
ALMEIDA;Jaime Enrique Duran Barrera;PARTIDO LIBERAL COLOMBIANO;1
ALMEIDA;Johan Mauricio Cañon Palencia;PARTIDO CAMBIO RADICAL;1
ALMEIDA;Johanna Yamile Gaitan Rincon;PARTIDO CONSERVADOR COLOMBIANO;1
ALMEIDA;John Jairo Roldan Avendaño;PARTIDO LIBERAL COLOMBIANO;1
ALMEIDA;John Michel Maya Bedoya;COALICIÓN ALIANZA VERDE Y CENTRO ESPERANZA;1
ALMEIDA;Johon Orlando Garzon Acosta;PARTIDO CONSERVADOR COLOMBIANO;1
ALMEIDA;Jonathan Ferney Pulido Hernandez;COALICIÓN ALIANZA VERDE Y CENTRO ESPERANZA;1
ALMEIDA;Jose Abel Paz Julicue;PARTIDO CONSERVADOR COLOMBIANO;1
ALMEIDA;Jose David Name Cardozo;"PARTIDO DE LA UNIÓN POR LA GENTE ""PARTIDO DE LA U""";1
ALMEIDA;Juan Carlos Garces Rojas;"PARTIDO DE LA UNIÓN POR LA GENTE ""PARTIDO DE LA U""";1
ALMEIDA;Juan Francisco Salamanca Anaya;COALICIÓN ALIANZA VERDE Y CENTRO ESPERANZA;1
ALMEIDA;Juan Samy Merheg Marun;PARTIDO CONSERVADOR COLOMBIANO;1
ALMEIDA;Julio Cesar Restrepo Escobar;COALICIÓN ALIANZA VERDE Y CENTRO ESPERANZA;1
ALMEIDA;Karina Espinosa Oliver;PARTIDO LIBERAL COLOMBIANO;1
ALMEIDA;Leda Paola Mosquera Rodriguez;"PARTIDO DE LA UNIÓN POR LA GENTE ""PARTIDO DE LA U""";1
ALMEIDA;Lina Maria Arango Davila;COALICIÓN ALIANZA VERDE Y CENTRO ESPERANZA;1
ALMEIDA;Luis Emilio Fonseca Santiago;PARTIDO CAMBIO RADICAL;1
ALMEIDA;Luis Herlindo Mendieta Ovalle;PARTIDO CENTRO DEMOCRÁTICO;1
ALMEIDA;Luis Milton Castillo Quiñonez;PARTIDO CONSERVADOR COLOMBIANO;1
ALMEIDA;Luisa Matilde Echeverria Arteta;PARTIDO CONSERVADOR COLOMBIANO;1
ALMEIDA;Marcos Daniel Pineda Garcia;PARTIDO CONSERVADOR COLOMBIANO;1
ALMEIDA;Miguel Chindoy Buesaquillo;MANDATO AMBIENTAL;1
ALMEIDA;Miguel Samper Strouss;COALICIÓN ALIANZA VERDE Y CENTRO ESPERANZA;1
ALMEIDA;Milla Patricia Romero Soto;PARTIDO CENTRO DEMOCRÁTICO;1
ALMEIDA;Movimiento Nacional Sector Organizado De La Salud Sos Colombia;MOVIMIENTO NACIONAL SECTOR ORGANIZADO DE LA SALUD SOS COLOMBIA;1
ALMEIDA;Movimiento Unitario Metapolitico;MOVIMIENTO UNITARIO METAPOLITICO;1
ALMEIDA;Narlly Yessenya Bedoya Gallego;PARTIDO CONSERVADOR COLOMBIANO;1
ALMEIDA;Nelson Javier Alarcon Suarez;COALICIÓN ALIANZA VERDE Y CENTRO ESPERANZA;1
ALMEIDA;Oscar Barreto Quiroga;PARTIDO CONSERVADOR COLOMBIANO;1
ALMEIDA;Oscar Hernan Marin Martinez;PARTIDO CONSERVADOR COLOMBIANO;1
ALMEIDA;Pablo Cruz Hurtado;COALICIÓN ALIANZA VERDE Y CENTRO ESPERANZA;1
ALMEIDA;Sandra Liliana Ortiz Nova;COALICIÓN ALIANZA VERDE Y CENTRO ESPERANZA;1
ALMEIDA;Sor Berenice Bedoya Perez;COALICIÓN ALIANZA VERDE Y CENTRO ESPERANZA;1
ALMEIDA;Vanessa Alexandra Mendoza Bustos;PARTIDO CENTRO DEMOCRÁTICO;1
ALMEIDA;Viviana Barberena Nisimblat;COALICIÓN ALIANZA VERDE Y CENTRO ESPERANZA;1
AQUITANIA (PUEBLOVIEJO);Juan Camilo Ostos Romero;PARTIDO CONSERVADOR COLOMBIANO;645
AQUITANIA (PUEBLOVIEJO);Edward David Rodriguez Rodriguez;PARTIDO CENTRO DEMOCRÁTICO;395
AQUITANIA (PUEBLOVIEJO);Pacto Histórico;PACTO HISTÓRICO;313
AQUITANIA (PUEBLOVIEJO);Ciro Alejandro Ramirez Cortes;PARTIDO CENTRO DEMOCRÁTICO;249
AQUITANIA (PUEBLOVIEJO);Ana Carolina Espitia Jerez;COALICIÓN ALIANZA VERDE Y CENTRO ESPERANZA;210
AQUITANIA (PUEBLOVIEJO);Coalición Alianza Verde Y Centro Esperanza;COALICIÓN ALIANZA VERDE Y CENTRO ESPERANZA;143
AQUITANIA (PUEBLOVIEJO);Partido Conservador Colombiano;PARTIDO CONSERVADOR COLOMBIANO;98
AQUITANIA (PUEBLOVIEJO);Amanda Rocio Gonzalez Rodriguez;PARTIDO CAMBIO RADICAL;92
AQUITANIA (PUEBLOVIEJO);Mauricio Gomez Amin;PARTIDO LIBERAL COLOMBIANO;83
AQUITANIA (PUEBLOVIEJO);Josue Alirio Barrera Rodriguez;PARTIDO CENTRO DEMOCRÁTICO;69
AQUITANIA (PUEBLOVIEJO);Partido Centro Democrático;PARTIDO CENTRO DEMOCRÁTICO;68
AQUITANIA (PUEBLOVIEJO);Miguel Angel Barreto Castillo;PARTIDO CONSERVADOR COLOMBIANO;57
AQUITANIA (PUEBLOVIEJO);Enrique Cabrales Baquero;PARTIDO CENTRO DEMOCRÁTICO;54
AQUITANIA (PUEBLOVIEJO);German Alcides Blanco Alvarez;PARTIDO CONSERVADOR COLOMBIANO;49
AQUITANIA (PUEBLOVIEJO);Alejandro Carlos Chacon Camargo;PARTIDO LIBERAL COLOMBIANO;44
AQUITANIA (PUEBLOVIEJO);Jorge Eduardo Londoño Ulloa;COALICIÓN ALIANZA VERDE Y CENTRO ESPERANZA;40
AQUITANIA (PUEBLOVIEJO);Sor Berenice Bedoya Perez;COALICIÓN ALIANZA VERDE Y CENTRO ESPERANZA;39
AQUITANIA (PUEBLOVIEJO);Jonathan Ferney Pulido Hernandez;COALICIÓN ALIANZA VERDE Y CENTRO ESPERANZA;37
AQUITANIA (PUEBLOVIEJO);Luis Alonso Colmenares Rodriguez;PARTIDO CAMBIO RADICAL;36
AQUITANIA (PUEBLOVIEJO);Soledad Tamayo Tamayo;PARTIDO CONSERVADOR COLOMBIANO;35
AQUITANIA (PUEBLOVIEJO);Liliana Ordoñez Peñaranda;PARTIDO CAMBIO RADICAL;31
AQUITANIA (PUEBLOVIEJO);Ariel Fernando Avila Martinez;COALICIÓN ALIANZA VERDE Y CENTRO ESPERANZA;28
AQUITANIA (PUEBLOVIEJO);Partido Cambio Radical;PARTIDO CAMBIO RADICAL;28
AQUITANIA (PUEBLOVIEJO);Partido Liberal Colombiano;PARTIDO LIBERAL COLOMBIANO;27
