MUNNOMBRE;PARNOMBRE;VOTOS;TOTAL_VOTOS;PORCENTAJE
ALMEIDA;Centro Democrático;43;1174;3.66
ALMEIDA;Partido Conservador Colombiano;143;1174;12.18
ALMEIDA;Partido de la U;988;1174;84.16
AQUITANIA;Centro Democrático;4178;7538;55.43
AQUITANIA;Partido Conservador Colombiano;1079;7538;14.31
AQUITANIA;Partido de la U;2281;7538;30.26
ARCABUCO;Centro Democrático;352;2709;12.99
ARCABUCO;Partido Conservador Colombiano;607;2709;22.41
ARCABUCO;Partido de la U;1750;2709;64.6
BELEN;Centro Democrático;675;4174;16.17
BELEN;Partido Conservador Colombiano;1333;4174;31.94
BELEN;Partido de la U;2166;4174;51.89
BERBEO;Centro Democrático;565;1047;53.96
BERBEO;Partido Conservador Colombiano;22;1047;2.1
BERBEO;Partido de la U;460;1047;43.94
BETEITIVA;Centro Democrático;282;1260;22.38
BETEITIVA;Partido Conservador Colombiano;66;1260;5.24
BETEITIVA;Partido de la U;912;1260;72.38
BOAVITA;Centro Democrático;1262;2967;42.53
BOAVITA;Partido Conservador Colombiano;985;2967;33.2
BOAVITA;Partido de la U;720;2967;24.27
BOYACA;Centro Democrático;211;2447;8.62
BOYACA;Partido Conservador Colombiano;88;2447;3.6
BOYACA;Partido de la U;2148;2447;87.78
BRICENO;Centro Democrático;120;1243;9.65
BRICENO;Partido Conservador Colombiano;503;1243;40.47
BRICENO;Partido de la U;620;1243;49.88
BUENAVISTA;Centro Democrático;167;2469;6.76
BUENAVISTA;Partido Conservador Colombiano;378;2469;15.31
BUENAVISTA;Partido de la U;1924;2469;77.93
BUSBANZA;Centro Democrático;72;546;13.19
BUSBANZA;Partido Conservador Colombiano;193;546;35.35
BUSBANZA;Partido de la U;281;546;51.47
CALDAS;Centro Democrático;212;1623;13.06
CALDAS;Partido Conservador Colombiano;482;1623;29.7
CALDAS;Partido de la U;929;1623;57.24
CAMPOHERMOSO;Centro Democrático;86;1621;5.31
CAMPOHERMOSO;Partido Conservador Colombiano;191;1621;11.78
CAMPOHERMOSO;Partido de la U;1344;1621;82.91
CERINZA;Centro Democrático;592;2166;27.33
CERINZA;Partido Conservador Colombiano;652;2166;30.1
CERINZA;Partido de la U;922;2166;42.57
CHINAVITA;Centro Democrático;962;1836;52.4
CHINAVITA;Partido Conservador Colombiano;190;1836;10.35
CHINAVITA;Partido de la U;684;1836;37.25
CHIQUINQUIRA;Centro Democrático;2798;18954;14.76
CHIQUINQUIRA;Partido Conservador Colombiano;6947;18954;36.65
CHIQUINQUIRA;Partido de la U;9209;18954;48.59
CHIQUIZA;Centro Democrático;812;3190;25.45
CHIQUIZA;Partido Conservador Colombiano;106;3190;3.32
CHIQUIZA;Partido de la U;2272;3190;71.22
CHISCAS;Centro Democrático;678;2078;32.63
CHISCAS;Partido Conservador Colombiano;120;2078;5.77
CHISCAS;Partido de la U;1280;2078;61.6
CHITA;Centro Democrático;413;3545;11.65
CHITA;Partido Conservador Colombiano;735;3545;20.73
CHITA;Partido de la U;2397;3545;67.62
CHITARAQUE;Centro Democrático;39;3081;1.27
CHITARAQUE;Partido Conservador Colombiano;301;3081;9.77
CHITARAQUE;Partido de la U;2741;3081;88.96
CHIVATA;Centro Democrático;731;1684;43.41
CHIVATA;Partido Conservador Colombiano;180;1684;10.69
CHIVATA;Partido de la U;773;1684;45.9
CHIVOR;Centro Democrático;432;1074;40.22
CHIVOR;Partido Conservador Colombiano;445;1074;41.43
CHIVOR;Partido de la U;197;1074;18.34
CIENEGA;Centro Democrático;499;2549;19.58
CIENEGA;Partido Conservador Colombiano;760;2549;29.82
CIENEGA;Partido de la U;1290;2549;50.61
COMBITA;Centro Democrático;1444;5143;28.08
COMBITA;Partido Conservador Colombiano;1072;5143;20.84
COMBITA;Partido de la U;2627;5143;51.08
COPER;Centro Democrático;331;1890;17.51
COPER;Partido Conservador Colombiano;515;1890;27.25
COPER;Partido de la U;1044;1890;55.24
CORRALES;Centro Democrático;176;1568;11.22
CORRALES;Partido Conservador Colombiano;79;1568;5.04
CORRALES;Partido de la U;1313;1568;83.74
COVARACHIA;Centro Democrático;473;1336;35.4
COVARACHIA;Partido Conservador Colombiano;160;1336;11.98
COVARACHIA;Partido de la U;703;1336;52.62
CUBARA;Centro Democrático;967;1998;48.4
CUBARA;Partido Conservador Colombiano;413;1998;20.67
CUBARA;Partido de la U;618;1998;30.93
CUCAITA;Centro Democrático;675;2119;31.85
CUCAITA;Partido Conservador Colombiano;335;2119;15.81
CUCAITA;Partido de la U;1109;2119;52.34
CUITIVA;Centro Democrático;261;1191;21.91
CUITIVA;Partido Conservador Colombiano;237;1191;19.9
CUITIVA;Partido de la U;693;1191;58.19
DUITAMA;Centro Democrático;21231;44910;47.27
DUITAMA;Partido Conservador Colombiano;4708;44910;10.48
DUITAMA;Partido de la U;18971;44910;42.24
EL COCUY;Centro Democrático;64;2335;2.74
EL COCUY;Partido Conservador Colombiano;1021;2335;43.73
EL COCUY;Partido de la U;1250;2335;53.53
EL ESPINO;Centro Democrático;142;1430;9.93
EL ESPINO;Partido Conservador Colombiano;549;1430;38.39
EL ESPINO;Partido de la U;739;1430;51.68
FIRAVITOBA;Centro Democrático;460;3114;14.77
FIRAVITOBA;Partido Conservador Colombiano;946;3114;30.38
FIRAVITOBA;Partido de la U;1708;3114;54.85
FLORESTA;Centro Democrático;695;2001;34.73
FLORESTA;Partido Conservador Colombiano;702;2001;35.08
FLORESTA;Partido de la U;604;2001;30.18
GACHANTIVA;Centro Democrático;340;1744;19.5
GACHANTIVA;Partido Conservador Colombiano;326;1744;18.69
GACHANTIVA;Partido de la U;1078;1744;61.81
GAMEZA;Centro Democrático;359;2444;14.69
GAMEZA;Partido Conservador Colombiano;511;2444;20.91
GAMEZA;Partido de la U;1574;2444;64.4
GARAGOA;Centro Democrático;1483;6025;24.61
GARAGOA;Partido Conservador Colombiano;1618;6025;26.85
GARAGOA;Partido de la U;2924;6025;48.53
GUACAMAYAS;Centro Democrático;16;1210;1.32
GUACAMAYAS;Partido Conservador Colombiano;922;1210;76.2
GUACAMAYAS;Partido de la U;272;1210;22.48
GUATEQUE;Centro Democrático;447;4734;9.44
GUATEQUE;Partido Conservador Colombiano;514;4734;10.86
GUATEQUE;Partido de la U;3773;4734;79.7
GUAYATA;Centro Democrático;32;2467;1.3
GUAYATA;Partido Conservador Colombiano;1099;2467;44.55
GUAYATA;Partido de la U;1336;2467;54.15
GUICAN DE LA SIERRA;Centro Democrático;399;1861;21.44
GUICAN DE LA SIERRA;Partido Conservador Colombiano;896;1861;48.15
GUICAN DE LA SIERRA;Partido de la U;566;1861;30.41
IZA;Centro Democrático;373;1277;29.21
IZA;Partido Conservador Colombiano;124;1277;9.71
IZA;Partido de la U;780;1277;61.08
JENESANO;Centro Democrático;355;3116;11.39
JENESANO;Partido Conservador Colombiano;91;3116;2.92
JENESANO;Partido de la U;2670;3116;85.69
JERICO;Centro Democrático;628;1868;33.62
JERICO;Partido Conservador Colombiano;897;1868;48.02
JERICO;Partido de la U;343;1868;18.36
LA CAPILLA;Centro Democrático;185;1715;10.79
LA CAPILLA;Partido Conservador Colombiano;701;1715;40.87
LA CAPILLA;Partido de la U;829;1715;48.34
LA UVITA;Centro Democrático;487;1635;29.79
LA UVITA;Partido Conservador Colombiano;462;1635;28.26
LA UVITA;Partido de la U;686;1635;41.96
LA VICTORIA;Centro Democrático;196;754;25.99
LA VICTORIA;Partido Conservador Colombiano;23;754;3.05
LA VICTORIA;Partido de la U;535;754;70.95
LABRANZAGRANDE;Centro Democrático;685;1661;41.24
LABRANZAGRANDE;Partido Conservador Colombiano;545;1661;32.81
LABRANZAGRANDE;Partido de la U;431;1661;25.95
