MUNNOMBRE;PARNOMBRE;VOTOS;TOTAL_VOTOS;PORCENTAJE
ALMEIDA;Liga de Gobernantes;712;1021;69.74
ALMEIDA;Pacto Histórico;307;1021;30.07
ALMEIDA;VOTOS NO MARCADOS;2;1021;0.2
AQUITANIA (PUEBLOVIEJO);Liga de Gobernantes;6650;8399;79.18
AQUITANIA (PUEBLOVIEJO);Pacto Histórico;1743;8399;20.75
AQUITANIA (PUEBLOVIEJO);VOTOS NO MARCADOS;6;8399;0.07
ARCABUCO;Liga de Gobernantes;2301;3405;67.58
ARCABUCO;Pacto Histórico;1100;3405;32.31
ARCABUCO;VOTOS NO MARCADOS;4;3405;0.12
BELEN;Liga de Gobernantes;2816;4455;63.21
BELEN;Pacto Histórico;1636;4455;36.72
BELEN;VOTOS NO MARCADOS;3;4455;0.07
BERBEO;Liga de Gobernantes;469;874;53.66
BERBEO;Pacto Histórico;403;874;46.11
BERBEO;VOTOS NO MARCADOS;2;874;0.23
BETEITIVA;Liga de Gobernantes;720;1157;62.23
BETEITIVA;Pacto Histórico;436;1157;37.68
BETEITIVA;VOTOS NO MARCADOS;1;1157;0.09
BOAVITA;Liga de Gobernantes;2104;2794;75.3
BOAVITA;Pacto Histórico;687;2794;24.59
BOAVITA;VOTOS NO MARCADOS;3;2794;0.11
BOYACA;Liga de Gobernantes;1848;2666;69.32
BOYACA;Pacto Histórico;811;2666;30.42
BOYACA;VOTOS NO MARCADOS;7;2666;0.26
BRICENO;Liga de Gobernantes;1284;1543;83.21
BRICENO;Pacto Histórico;259;1543;16.79
BUENAVISTA;Liga de Gobernantes;2431;3065;79.31
BUENAVISTA;Pacto Histórico;630;3065;20.55
BUENAVISTA;VOTOS NO MARCADOS;4;3065;0.13
BUSBANZA;Liga de Gobernantes;462;688;67.15
BUSBANZA;Pacto Histórico;224;688;32.56
BUSBANZA;VOTOS NO MARCADOS;2;688;0.29
CALDAS;Liga de Gobernantes;1293;1834;70.5
CALDAS;Pacto Histórico;539;1834;29.39
CALDAS;VOTOS NO MARCADOS;2;1834;0.11
CAMPOHERMOSO;Liga de Gobernantes;1241;1495;83.01
CAMPOHERMOSO;Pacto Histórico;253;1495;16.92
CAMPOHERMOSO;VOTOS NO MARCADOS;1;1495;0.07
CERINZA;Liga de Gobernantes;1296;2311;56.08
CERINZA;Pacto Histórico;1012;2311;43.79
CERINZA;VOTOS NO MARCADOS;3;2311;0.13
CHINAVITA;Liga de Gobernantes;1383;1864;74.2
CHINAVITA;Pacto Histórico;477;1864;25.59
CHINAVITA;VOTOS NO MARCADOS;4;1864;0.21
CHIQUINQUIRA;Liga de Gobernantes;16216;27230;59.55
CHIQUINQUIRA;Pacto Histórico;10995;27230;40.38
CHIQUINQUIRA;VOTOS NO MARCADOS;19;27230;0.07
