MUNNOMBRE;CANNOMBRE;PARNOMBRE;VOTOS
ALMEIDA;Jairo Hernan Chillan Reyes;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;235
ALMEIDA;John Alejandro Roa Gomez;PARTIDO LIBERAL COLOMBIANO;131
ALMEIDA;Juan Antonio Garay Torres;PARTIDO CAMBIO RADICAL COLOMBIANO;130
ALMEIDA;Partido Social De Unidad Nacional  Partido De La U;Partido Social De Unidad Nacional  Partido De La U;90
ALMEIDA;Donald Ferney Gonzalez Rincon;PARTIDO CONSERVADOR COLOMBIANO;73
ALMEIDA;Osman Fernando Roa Lopez;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;53
ALMEIDA;Edgar Vidal Ulloa Hurtado;PARTIDO CONSERVADOR COLOMBIANO;44
ALMEIDA;Gonzalo Gutierrez Tarazona;PARTIDO CONSERVADOR COLOMBIANO;37
ALMEIDA;Partido Cambio Radical Colombiano;Partido Cambio Radical Colombiano;28
ALMEIDA;Wilson Rodrigo Bernal Barrera;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;28
ALMEIDA;Luis Eduardo Rodriguez Perez;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;23
ALMEIDA;Luis Alejandro Camargo Martinez;PARTIDO CONSERVADOR COLOMBIANO;20
ALMEIDA;Luis Alfredo Amaya Chacon;PARTIDO CONSERVADOR COLOMBIANO;20
ALMEIDA;Mayda Cecilia Velasquez Rueda;PARTIDO VERDE;19
ALMEIDA;Rodrigo Arturo Rojas Lara;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;18
ALMEIDA;Yeimy Paola Galindo Nino;PARTIDO CAMBIO RADICAL COLOMBIANO;13
ALMEIDA;Jose Rogelio Garcia Ortegon;PARTIDO CAMBIO RADICAL COLOMBIANO;12
ALMEIDA;Jonatan Sanchez Garavito;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;11
ALMEIDA;Luis Jose Nunez Nunez;PARTIDO VERDE;10
ALMEIDA;Partido Conservador Colombiano;Partido Conservador Colombiano;10
ALMEIDA;Erika Lizeth Cely Leon;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;9
ALMEIDA;Carlos Arturo Caro Ballesteros;PARTIDO CONSERVADOR COLOMBIANO;8
ALMEIDA;Orlando Hernandez Camargo;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;8
ALMEIDA;Anderson Joaquin Sanchez Ruiz;PARTIDO LIBERAL COLOMBIANO;6
ALMEIDA;Antonio Jose Caro Castillo;PARTIDO CONSERVADOR COLOMBIANO;5
ALMEIDA;Partido Liberal Colombiano;Partido Liberal Colombiano;5
ALMEIDA;Partido Verde;Partido Verde;5
ALMEIDA;Carlos Enrique Vargas Angarita;PARTIDO CAMBIO RADICAL COLOMBIANO;4
ALMEIDA;Cesar Augusto Lopez Morales;PARTIDO LIBERAL COLOMBIANO;4
ALMEIDA;Movimiento Independiente De Renovacion Absoluta  Mira;Movimiento Independiente De Renovacion Absoluta  Mira;4
ALMEIDA;Nataly Castro Martinez;PARTIDO CONSERVADOR COLOMBIANO;4
ALMEIDA;Sandra Nubiola Lopez Silva;PARTIDO VERDE;4
ALMEIDA;William Jose Gonzalez Lizarazo;PARTIDO CONSERVADOR COLOMBIANO;4
ALMEIDA;Enrique Monroy Pachon;PARTIDO LIBERAL COLOMBIANO;3
ALMEIDA;Hernando Arias Ochoa;PARTIDO CAMBIO RADICAL COLOMBIANO;3
ALMEIDA;Jairo Enrique Castiblanco Parra;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;3
ALMEIDA;Joaquin Prieto Garcia;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;3
ALMEIDA;Jose Jacinto Lopez Lopez;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;3
ALMEIDA;Maria Del Cristal Salamanca Malagon;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;3
ALMEIDA;Mariela Sanchez De Buitrago;PARTIDO CAMBIO RADICAL COLOMBIANO;3
ALMEIDA;Reyneiro Hernando Flechas Diaz;PARTIDO CONSERVADOR COLOMBIANO;3
ALMEIDA;Abilio Hurtado Cetina;PARTIDO LIBERAL COLOMBIANO;2
ALMEIDA;Fabio Alberto Serrano Gonzalez;PARTIDO DE INTEGRACION NACIONAL  PIN;2
ALMEIDA;Gilberto Olarte Villamil;PARTIDO CAMBIO RADICAL COLOMBIANO;2
ALMEIDA;Ingrid Bonelo Cadena;PARTIDO CONSERVADOR COLOMBIANO;2
