MUNNOMBRE;CANNOMBRE;PARNOMBRE;VOTOS
ALMEIDA;Ivan Duque Marquez;Centro Democrático;648
ALMEIDA;Gustavo Francisco Petro Urrego;Colombia Humana;122
ALMEIDA;Sergio Fajardo Valderrama;Colombia Humana;114
ALMEIDA;German Vargas Lleras;Centro Democrático;62
ALMEIDA;Humberto De La Calle Lombana;Partido Liberal Colombiano;10
ALMEIDA;Viviane Aleida Morales Hoyos;Cambio Radical;4
ALMEIDA;Jorge Antonio Trujillo Sarmiento;Cambio Radical;1
ALMEIDA;Promotores Voto En Blanco;Promotores Voto En Blanco;1
AQUITANIA;Ivan Duque Marquez;Centro Democrático;5042
AQUITANIA;Sergio Fajardo Valderrama;Colombia Humana;912
AQUITANIA;Gustavo Francisco Petro Urrego;Colombia Humana;661
AQUITANIA;German Vargas Lleras;Centro Democrático;228
AQUITANIA;Humberto De La Calle Lombana;Partido Liberal Colombiano;45
AQUITANIA;Viviane Aleida Morales Hoyos;Cambio Radical;17
AQUITANIA;Jorge Antonio Trujillo Sarmiento;Cambio Radical;16
AQUITANIA;Promotores Voto En Blanco;Promotores Voto En Blanco;10
ARCABUCO;Ivan Duque Marquez;Centro Democrático;1110
ARCABUCO;Sergio Fajardo Valderrama;Colombia Humana;739
ARCABUCO;Gustavo Francisco Petro Urrego;Colombia Humana;557
ARCABUCO;German Vargas Lleras;Centro Democrático;93
ARCABUCO;Humberto De La Calle Lombana;Partido Liberal Colombiano;31
ARCABUCO;Jorge Antonio Trujillo Sarmiento;Cambio Radical;7
ARCABUCO;Promotores Voto En Blanco;Promotores Voto En Blanco;6
ARCABUCO;Viviane Aleida Morales Hoyos;Cambio Radical;4
BELEN;Ivan Duque Marquez;Centro Democrático;1483
BELEN;Gustavo Francisco Petro Urrego;Colombia Humana;957
BELEN;Sergio Fajardo Valderrama;Colombia Humana;877
BELEN;German Vargas Lleras;Centro Democrático;140
BELEN;Humberto De La Calle Lombana;Partido Liberal Colombiano;127
BELEN;Jorge Antonio Trujillo Sarmiento;Cambio Radical;12
BELEN;Viviane Aleida Morales Hoyos;Cambio Radical;8
BELEN;Promotores Voto En Blanco;Promotores Voto En Blanco;5
BERBEO;Ivan Duque Marquez;Centro Democrático;299
BERBEO;Gustavo Francisco Petro Urrego;Colombia Humana;281
BERBEO;Sergio Fajardo Valderrama;Colombia Humana;77
BERBEO;German Vargas Lleras;Centro Democrático;35
BERBEO;Humberto De La Calle Lombana;Partido Liberal Colombiano;13
BERBEO;Viviane Aleida Morales Hoyos;Cambio Radical;3
BERBEO;Jorge Antonio Trujillo Sarmiento;Cambio Radical;2
BETEITIVA;Ivan Duque Marquez;Centro Democrático;331
BETEITIVA;Gustavo Francisco Petro Urrego;Colombia Humana;228
BETEITIVA;Sergio Fajardo Valderrama;Colombia Humana;198
BETEITIVA;German Vargas Lleras;Centro Democrático;80
BETEITIVA;Humberto De La Calle Lombana;Partido Liberal Colombiano;38
BETEITIVA;Viviane Aleida Morales Hoyos;Cambio Radical;5
BETEITIVA;Promotores Voto En Blanco;Promotores Voto En Blanco;3
BOAVITA;Ivan Duque Marquez;Centro Democrático;1494
BOAVITA;Sergio Fajardo Valderrama;Colombia Humana;376
BOAVITA;Gustavo Francisco Petro Urrego;Colombia Humana;279
BOAVITA;German Vargas Lleras;Centro Democrático;237
BOAVITA;Humberto De La Calle Lombana;Partido Liberal Colombiano;18
BOAVITA;Viviane Aleida Morales Hoyos;Cambio Radical;6
BOAVITA;Jorge Antonio Trujillo Sarmiento;Cambio Radical;5
BOAVITA;Promotores Voto En Blanco;Promotores Voto En Blanco;2
BOYACA;Ivan Duque Marquez;Centro Democrático;849
BOYACA;Gustavo Francisco Petro Urrego;Colombia Humana;404
BOYACA;Sergio Fajardo Valderrama;Colombia Humana;264
BOYACA;German Vargas Lleras;Centro Democrático;84
BOYACA;Humberto De La Calle Lombana;Partido Liberal Colombiano;73
BOYACA;Viviane Aleida Morales Hoyos;Cambio Radical;5
BOYACA;Jorge Antonio Trujillo Sarmiento;Cambio Radical;4
BOYACA;Promotores Voto En Blanco;Promotores Voto En Blanco;2
BRICENO;Ivan Duque Marquez;Centro Democrático;872
BRICENO;Gustavo Francisco Petro Urrego;Colombia Humana;116
BRICENO;Sergio Fajardo Valderrama;Colombia Humana;99
BRICENO;German Vargas Lleras;Centro Democrático;28
BRICENO;Humberto De La Calle Lombana;Partido Liberal Colombiano;7
BRICENO;Promotores Voto En Blanco;Promotores Voto En Blanco;2
BRICENO;Jorge Antonio Trujillo Sarmiento;Cambio Radical;1
BRICENO;Viviane Aleida Morales Hoyos;Cambio Radical;1
BUENAVISTA;Ivan Duque Marquez;Centro Democrático;1529
BUENAVISTA;German Vargas Lleras;Centro Democrático;437
BUENAVISTA;Gustavo Francisco Petro Urrego;Colombia Humana;281
BUENAVISTA;Sergio Fajardo Valderrama;Colombia Humana;190
BUENAVISTA;Humberto De La Calle Lombana;Partido Liberal Colombiano;25
BUENAVISTA;Viviane Aleida Morales Hoyos;Cambio Radical;13
BUENAVISTA;Jorge Antonio Trujillo Sarmiento;Cambio Radical;8
BUENAVISTA;Promotores Voto En Blanco;Promotores Voto En Blanco;3
BUSBANZA;Ivan Duque Marquez;Centro Democrático;220
BUSBANZA;Sergio Fajardo Valderrama;Colombia Humana;161
BUSBANZA;Gustavo Francisco Petro Urrego;Colombia Humana;82
BUSBANZA;German Vargas Lleras;Centro Democrático;31
BUSBANZA;Humberto De La Calle Lombana;Partido Liberal Colombiano;8
BUSBANZA;Promotores Voto En Blanco;Promotores Voto En Blanco;4
BUSBANZA;Jorge Antonio Trujillo Sarmiento;Cambio Radical;1
BUSBANZA;Viviane Aleida Morales Hoyos;Cambio Radical;1
CALDAS;Ivan Duque Marquez;Centro Democrático;835
CALDAS;Sergio Fajardo Valderrama;Colombia Humana;320
CALDAS;Gustavo Francisco Petro Urrego;Colombia Humana;234
CALDAS;German Vargas Lleras;Centro Democrático;113
CALDAS;Humberto De La Calle Lombana;Partido Liberal Colombiano;33
CALDAS;Jorge Antonio Trujillo Sarmiento;Cambio Radical;4
CALDAS;Viviane Aleida Morales Hoyos;Cambio Radical;4
CALDAS;Promotores Voto En Blanco;Promotores Voto En Blanco;2
CAMPOHERMOSO;Ivan Duque Marquez;Centro Democrático;810
CAMPOHERMOSO;German Vargas Lleras;Centro Democrático;264
CAMPOHERMOSO;Sergio Fajardo Valderrama;Colombia Humana;130
CAMPOHERMOSO;Gustavo Francisco Petro Urrego;Colombia Humana;119
CAMPOHERMOSO;Humberto De La Calle Lombana;Partido Liberal Colombiano;9
CAMPOHERMOSO;Jorge Antonio Trujillo Sarmiento;Cambio Radical;3
CAMPOHERMOSO;Promotores Voto En Blanco;Promotores Voto En Blanco;3
CAMPOHERMOSO;Viviane Aleida Morales Hoyos;Cambio Radical;3
CERINZA;Ivan Duque Marquez;Centro Democrático;801
CERINZA;Gustavo Francisco Petro Urrego;Colombia Humana;710
CERINZA;Sergio Fajardo Valderrama;Colombia Humana;416
CERINZA;German Vargas Lleras;Centro Democrático;112
CERINZA;Humberto De La Calle Lombana;Partido Liberal Colombiano;30
CERINZA;Jorge Antonio Trujillo Sarmiento;Cambio Radical;9
CERINZA;Viviane Aleida Morales Hoyos;Cambio Radical;4
CERINZA;Promotores Voto En Blanco;Promotores Voto En Blanco;3
CHINAVITA;Ivan Duque Marquez;Centro Democrático;1015
CHINAVITA;Sergio Fajardo Valderrama;Colombia Humana;238
CHINAVITA;Gustavo Francisco Petro Urrego;Colombia Humana;171
CHINAVITA;German Vargas Lleras;Centro Democrático;97
CHINAVITA;Humberto De La Calle Lombana;Partido Liberal Colombiano;9
CHINAVITA;Jorge Antonio Trujillo Sarmiento;Cambio Radical;2
CHINAVITA;Promotores Voto En Blanco;Promotores Voto En Blanco;1
CHIQUINQUIRA;Ivan Duque Marquez;Centro Democrático;9545
CHIQUINQUIRA;Sergio Fajardo Valderrama;Colombia Humana;7528
CHIQUINQUIRA;Gustavo Francisco Petro Urrego;Colombia Humana;4805
CHIQUINQUIRA;German Vargas Lleras;Centro Democrático;1577
CHIQUINQUIRA;Humberto De La Calle Lombana;Partido Liberal Colombiano;317
CHIQUINQUIRA;Jorge Antonio Trujillo Sarmiento;Cambio Radical;61
CHIQUINQUIRA;Viviane Aleida Morales Hoyos;Cambio Radical;36
CHIQUINQUIRA;Promotores Voto En Blanco;Promotores Voto En Blanco;29
CHIQUIZA;Gustavo Francisco Petro Urrego;Colombia Humana;705
CHIQUIZA;Ivan Duque Marquez;Centro Democrático;342
CHIQUIZA;Sergio Fajardo Valderrama;Colombia Humana;167
CHIQUIZA;German Vargas Lleras;Centro Democrático;104
CHIQUIZA;Humberto De La Calle Lombana;Partido Liberal Colombiano;66
CHIQUIZA;Promotores Voto En Blanco;Promotores Voto En Blanco;8
CHIQUIZA;Jorge Antonio Trujillo Sarmiento;Cambio Radical;5
CHIQUIZA;Viviane Aleida Morales Hoyos;Cambio Radical;5
CHISCAS;Ivan Duque Marquez;Centro Democrático;1311
CHISCAS;Gustavo Francisco Petro Urrego;Colombia Humana;126
CHISCAS;Sergio Fajardo Valderrama;Colombia Humana;88
CHISCAS;German Vargas Lleras;Centro Democrático;84
CHISCAS;Humberto De La Calle Lombana;Partido Liberal Colombiano;30
CHISCAS;Viviane Aleida Morales Hoyos;Cambio Radical;8
CHISCAS;Jorge Antonio Trujillo Sarmiento;Cambio Radical;2
CHISCAS;Promotores Voto En Blanco;Promotores Voto En Blanco;2
CHITA;Ivan Duque Marquez;Centro Democrático;2315
CHITA;Gustavo Francisco Petro Urrego;Colombia Humana;320
CHITA;Sergio Fajardo Valderrama;Colombia Humana;158
CHITA;Promotores Voto En Blanco;Promotores Voto En Blanco;65
CHITA;German Vargas Lleras;Centro Democrático;41
CHITA;Humberto De La Calle Lombana;Partido Liberal Colombiano;31
CHITA;Jorge Antonio Trujillo Sarmiento;Cambio Radical;10
CHITA;Viviane Aleida Morales Hoyos;Cambio Radical;8
CHITARAQUE;Ivan Duque Marquez;Centro Democrático;1853
CHITARAQUE;German Vargas Lleras;Centro Democrático;357
CHITARAQUE;Gustavo Francisco Petro Urrego;Colombia Humana;244
CHITARAQUE;Sergio Fajardo Valderrama;Colombia Humana;147
CHITARAQUE;Humberto De La Calle Lombana;Partido Liberal Colombiano;15
CHITARAQUE;Viviane Aleida Morales Hoyos;Cambio Radical;9
CHITARAQUE;Jorge Antonio Trujillo Sarmiento;Cambio Radical;8
CHITARAQUE;Promotores Voto En Blanco;Promotores Voto En Blanco;1
CHIVATA;Ivan Duque Marquez;Centro Democrático;538
CHIVATA;Sergio Fajardo Valderrama;Colombia Humana;528
CHIVATA;Gustavo Francisco Petro Urrego;Colombia Humana;304
CHIVATA;German Vargas Lleras;Centro Democrático;65
CHIVATA;Humberto De La Calle Lombana;Partido Liberal Colombiano;23
CHIVATA;Jorge Antonio Trujillo Sarmiento;Cambio Radical;6
CHIVATA;Viviane Aleida Morales Hoyos;Cambio Radical;5
CHIVATA;Promotores Voto En Blanco;Promotores Voto En Blanco;3
CHIVOR;Ivan Duque Marquez;Centro Democrático;842
CHIVOR;Sergio Fajardo Valderrama;Colombia Humana;109
CHIVOR;Gustavo Francisco Petro Urrego;Colombia Humana;50
CHIVOR;German Vargas Lleras;Centro Democrático;17
CHIVOR;Humberto De La Calle Lombana;Partido Liberal Colombiano;3
CHIVOR;Viviane Aleida Morales Hoyos;Cambio Radical;2
CIENEGA;Ivan Duque Marquez;Centro Democrático;1377
CIENEGA;Sergio Fajardo Valderrama;Colombia Humana;284
CIENEGA;Gustavo Francisco Petro Urrego;Colombia Humana;195
CIENEGA;German Vargas Lleras;Centro Democrático;63
CIENEGA;Humberto De La Calle Lombana;Partido Liberal Colombiano;14
CIENEGA;Viviane Aleida Morales Hoyos;Cambio Radical;6
CIENEGA;Promotores Voto En Blanco;Promotores Voto En Blanco;4
CIENEGA;Jorge Antonio Trujillo Sarmiento;Cambio Radical;3
COMBITA;Sergio Fajardo Valderrama;Colombia Humana;1541
COMBITA;Ivan Duque Marquez;Centro Democrático;1338
COMBITA;Gustavo Francisco Petro Urrego;Colombia Humana;1235
COMBITA;German Vargas Lleras;Centro Democrático;229
COMBITA;Humberto De La Calle Lombana;Partido Liberal Colombiano;126
COMBITA;Viviane Aleida Morales Hoyos;Cambio Radical;10
COMBITA;Jorge Antonio Trujillo Sarmiento;Cambio Radical;9
COMBITA;Promotores Voto En Blanco;Promotores Voto En Blanco;8
COPER;Ivan Duque Marquez;Centro Democrático;1083
COPER;German Vargas Lleras;Centro Democrático;295
COPER;Gustavo Francisco Petro Urrego;Colombia Humana;108
COPER;Sergio Fajardo Valderrama;Colombia Humana;74
