MUNNOMBRE,PARNOMBRE,TOTALVOTOSVALIDOS,PORCENTAJE
DUITAMA;HERNEL DAVID ORTEGA GOMEZ;PARTIDO LIBERAL COLOMBIANO;16024,DUITAMA;HERNEL DAVID ORTEGA GOMEZ;PARTIDO LIBERAL COLOMBIANO;16024,0.0,0.0
DUITAMA;OSCAR FERNANDO SERRANO GONZALEZ;PARTIDO COLOMBIA JUSTA LIBRES;1496,DUITAMA;OSCAR FERNANDO SERRANO GONZALEZ;PARTIDO COLOMBIA JUSTA LIBRES;1496,0.0,0.0
"DUITAMA;PEDRO PABLO SIAUCHO CRISTANCHO;""PARTIDO DE REIVINDICACION ETNICA """"PRE"""""";200","DUITAMA;PEDRO PABLO SIAUCHO CRISTANCHO;""PARTIDO DE REIVINDICACION ETNICA """"PRE"""""";200",0.0,0.0
DUITAMA;ROBERTO MAYORGA MAYORGA;PARTIDO ADA;588,DUITAMA;ROBERTO MAYORGA MAYORGA;PARTIDO ADA;588,0.0,0.0
EL COCUY;ALEJANDRO MUNOZ SANDOVAL;DESARROLLO SOSTENIBLE CON BIENESTAR PARA TODOS;854,EL COCUY;ALEJANDRO MUÑOZ SANDOVAL;DESARROLLO SOSTENIBLE CON BIENESTAR PARA TODOS;854,0.0,0.0
EL COCUY;HENRY BUITRAGO CORREA;PARTIDO CONSERVADOR COLOMBIANO;564,EL COCUY;HENRY BUITRAGO CORREA;PARTIDO CONSERVADOR COLOMBIANO;564,0.0,0.0
EL COCUY;TOMAS RUIZ SILVA;PARTIDO CENTRO DEMOCRATICO;913,EL COCUY;TOMAS RUIZ SILVA;PARTIDO CENTRO DEMOCRATICO;913,0.0,0.0
EL ESPINO;ARMANDO TARAZONA GALLO;EN EQUIPO POR EL ESPINO;718,EL ESPINO;ARMANDO TARAZONA GALLO;EN EQUIPO POR EL ESPINO;718,0.0,0.0
EL ESPINO;EDBERTO JOSE JAIME COCUNUBO;PARTIDO CONSERVADOR COLOMBIANO;861,EL ESPINO;EDBERTO JOSE JAIME COCUNUBO;PARTIDO CONSERVADOR COLOMBIANO;861,0.0,0.0
EL ESPINO;KAREN DAYANNY CARRENO BUITRAGO;PARTIDO ALIANZA VERDE;107,EL ESPINO;KAREN DAYANNY CARREÑO BUITRAGO;PARTIDO ALIANZA VERDE;107,0.0,0.0
EL ESPINO;SARAITH SANTISTEBAN CARRERO;MOVIMIENTO AUTORIDADES INDIGENAS DE COLOMBIA AICO;28,EL ESPINO;SARAITH SANTISTEBAN CARRERO;MOVIMIENTO AUTORIDADES INDIGENAS DE COLOMBIA AICO;28,0.0,0.0
FIRAVITOBA;EMILIANO ALFONSO CHAPARRO FONSECA;FIRAVITOBA NOS UNE;1610,FIRAVITOBA;EMILIANO ALFONSO CHAPARRO FONSECA;FIRAVITOBA NOS UNE;1610,0.0,0.0
FIRAVITOBA;JHON EZEQUIEL HERNANDEZ PRECIADO;PARTIDO CAMBIO RADICAL;130,FIRAVITOBA;JHON EZEQUIEL HERNANDEZ PRECIADO;PARTIDO CAMBIO RADICAL;130,0.0,0.0
FIRAVITOBA;LUIS ALFONSO ROJAS LOPEZ;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;804,FIRAVITOBA;LUIS ALFONSO ROJAS LOPEZ;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;804,0.0,0.0
FIRAVITOBA;LUZ AMANDA RODRIGUEZ SALAMANCA;PARTIDO CENTRO DEMOCRATICO;1431,FIRAVITOBA;LUZ AMANDA RODRIGUEZ SALAMANCA;PARTIDO CENTRO DEMOCRATICO;1431,0.0,0.0
FLORESTA;JAIME ARTURO SAAVEDRA PENALOSA;PARTIDO CONSERVADOR COLOMBIANO - CAMBIO RADICAL;840,FLORESTA;JAIME ARTURO SAAVEDRA PEÑALOSA;PARTIDO CONSERVADOR COLOMBIANO - CAMBIO RADICAL;840,0.0,0.0
FLORESTA;JUAN CARLOS TORRES OLIVARES;PARTIDO DE UNIDAD NACIONAL - MOVIMIENTO ALTERNATIVO INDIGENA Y SOCIAL - MAIS;6,FLORESTA;JUAN CARLOS TORRES OLIVARES;PARTIDO DE UNIDAD NACIONAL - MOVIMIENTO ALTERNATIVO INDIGENA Y SOCIAL - MAIS;6,0.0,0.0
FLORESTA;WILMAR JULIAN RINCON MARINO;PARTIDO ALIANZA VERDE;1578,FLORESTA;WILMAR JULIAN RINCON MARIÑO;PARTIDO ALIANZA VERDE;1578,0.0,0.0
GACHANTIVA;JAIME ARMANDO GOMEZ BUITRAGO;PARTIDO COLOMBIA RENACIENTE;143,GACHANTIVA;JAIME ARMANDO GOMEZ BUITRAGO;PARTIDO COLOMBIA RENACIENTE;143,0.0,0.0
GACHANTIVA;JEFERSSON VLADIMIR SOACHA SANABRIA;PARTIDO CENTRO DEMOCRATICO;346,GACHANTIVA;JEFERSSON VLADIMIR SOACHA SANABRIA;PARTIDO CENTRO DEMOCRATICO;346,0.0,0.0
GACHANTIVA;JOSE ALFREDO FORERO SUAREZ;PARTIDO CAMBIO RADICAL;530,GACHANTIVA;JOSE ALFREDO FORERO SUAREZ;PARTIDO CAMBIO RADICAL;530,0.0,0.0
GACHANTIVA;LUIS CARLOS GUERRERO;PARTIDO ALIANZA SOCIAL INDEPENDIENTE ASI;30,GACHANTIVA;LUIS CARLOS GUERRERO;PARTIDO ALIANZA SOCIAL INDEPENDIENTE ASI;30,0.0,0.0
GACHANTIVA;PEDRO ALONSO AGUILLON PUENTES;PARTIDO CONSERVADOR COLOMBIANO;1001,GACHANTIVA;PEDRO ALONSO AGUILLON PUENTES;PARTIDO CONSERVADOR COLOMBIANO;1001,0.0,0.0
GACHANTIVA;QUERUBIN RODRIGO PINILLA REYES;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;235,GACHANTIVA;QUERUBIN RODRIGO PINILLA REYES;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;235,0.0,0.0
GAMEZA;JOSE ALIRIO OCHICA PEREZ;GENERACION DE OPORTUNIDADES;1521,GAMEZA;JOSE ALIRIO OCHICA PEREZ;GENERACION DE OPORTUNIDADES;1521,0.0,0.0
GAMEZA;JOSE SAMUEL MEDINA ALFONSO;COMPROMISO SOCIAL PARA SEGUIR CRECIENDO;983,GAMEZA;JOSE SAMUEL MEDINA ALFONSO;COMPROMISO SOCIAL PARA SEGUIR CRECIENDO;983,0.0,0.0
GAMEZA;OSCAR HERNANDO VEGA QUIROGA;PARTIDO CONSERVADOR COLOMBIANO;188,GAMEZA;OSCAR HERNANDO VEGA QUIROGA;PARTIDO CONSERVADOR COLOMBIANO;188,0.0,0.0
GAMEZA;RAFAEL ANTONIO NONTOA SOCHA;PARTIDO ALIANZA SOCIAL INDEPENDIENTE ASI;9,GAMEZA;RAFAEL ANTONIO NONTOA SOCHA;PARTIDO ALIANZA SOCIAL INDEPENDIENTE ASI;9,0.0,0.0
GAMEZA;ROBERTO AMARILLO SALAMANCA;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;436,GAMEZA;ROBERTO AMARILLO SALAMANCA;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;436,0.0,0.0
GARAGOA;FABIO AUGUSTO AREVALO;GARAGOA SOMOS TODOS;3266,GARAGOA;FABIO AUGUSTO AREVALO;GARAGOA SOMOS TODOS;3266,0.0,0.0
GARAGOA;HUGO JOSE MORENO ALFONSO;PARTIDO ALIANZA VERDE;1073,GARAGOA;HUGO JOSE MORENO ALFONSO;PARTIDO ALIANZA VERDE;1073,0.0,0.0
GARAGOA;MICHEL ANGEL SANCHEZ;PARTIDO CONSERVADOR COLOMBIANO;2296,GARAGOA;MICHEL ANGEL SANCHEZ;PARTIDO CONSERVADOR COLOMBIANO;2296,0.0,0.0
GARAGOA;OSCAR LEONARDO ROJAS;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;778,GARAGOA;OSCAR LEONARDO ROJAS;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;778,0.0,0.0
GUACAMAYAS;DARIO ALEXANDER ALBARRACIN VALDERRAMA;TODOS POR GUACAMAYAS;422,GUACAMAYAS;DARIO ALEXANDER ALBARRACIN VALDERRAMA;TODOS POR GUACAMAYAS;422,0.0,0.0
GUACAMAYAS;JUAN CARLOS BARON BARON;PARTIDO ALIANZA VERDE;29,GUACAMAYAS;JUAN CARLOS BARON BARON;PARTIDO ALIANZA VERDE;29,0.0,0.0
GUACAMAYAS;WILSON FERNANDO BARON GOMEZ;PARTIDO CONSERVADOR COLOMBIANO;733,GUACAMAYAS;WILSON FERNANDO BARON GOMEZ;PARTIDO CONSERVADOR COLOMBIANO;733,0.0,0.0
GUATEQUE;IVAN CAMILO CAMERO ALFONSO;GUATEQUE RAZONES PARA CONFIAR;3398,GUATEQUE;IVAN CAMILO CAMERO ALFONSO;GUATEQUE RAZONES PARA CONFIAR;3398,0.0,0.0
GUATEQUE;JOHN ALEJANDRO ROA GOMEZ;PACTO POR GUATEQUE;1050,GUATEQUE;JOHN ALEJANDRO ROA GOMEZ;PACTO POR GUATEQUE;1050,0.0,0.0
GUATEQUE;LUIS ALEJANDRO SASTOQUE LEIVA;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;989,GUATEQUE;LUIS ALEJANDRO SASTOQUE LEIVA;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;989,0.0,0.0
GUATEQUE;MAURICIO HUMBERTO ROA BERNAL;COLOMBIA HUMANA - UNION PATRIOTICA;62,GUATEQUE;MAURICIO HUMBERTO ROA BERNAL;COLOMBIA HUMANA - UNION PATRIOTICA;62,0.0,0.0
GUAYATA;JOHN SANTIAGO RUIZ ALFONSO;PARTIDO CONSERVADOR COLOMBIANO;1160,GUAYATA;JOHN SANTIAGO RUIZ ALFONSO;PARTIDO CONSERVADOR COLOMBIANO;1160,0.0,0.0
GUAYATA;JULIO ALBERTO ROMERO CAMACHO;ALCALDIA DE GUAYATA;1039,GUAYATA;JULIO ALBERTO ROMERO CAMACHO;ALCALDIA DE GUAYATA;1039,0.0,0.0
GUAYATA;MAYERLY RUIZ GARCIA;PARTIDO CENTRO DEMOCRATICO;667,GUAYATA;MAYERLY RUIZ GARCIA;PARTIDO CENTRO DEMOCRATICO;667,0.0,0.0
GUICAN;DIEGO RICARDO LIZARAZO JIMENEZ;PARTIDO ADA;5,GUICAN;DIEGO RICARDO LIZARAZO JIMENEZ;PARTIDO ADA;5,0.0,0.0
GUICAN;FRANCISCO JAVIER VARGAS ESTUPINAN;MOVIMIENTO ALTERNATIVO INDIGENA Y SOCIAL MAIS;154,GUICAN;FRANCISCO JAVIER VARGAS ESTUPIÑAN;MOVIMIENTO ALTERNATIVO INDIGENA Y SOCIAL MAIS;154,0.0,0.0
GUICAN;JUAN DE JESUS ESTUPINAN PEREZ;UNIDOS POR GUICAN;991,GUICAN;JUAN DE JESUS ESTUPIÑAN PEREZ;UNIDOS POR GUICAN;991,0.0,0.0
GUICAN;ROBERTO ARANGO VARGAS;PARTIDO ALIANZA SOCIAL INDEPENDIENTE ASI;22,GUICAN;ROBERTO ARANGO VARGAS;PARTIDO ALIANZA SOCIAL INDEPENDIENTE ASI;22,0.0,0.0
GUICAN;SALOMON MUNOZ MARTINEZ;PARTIDO CONSERVADOR COLOMBIANO;835,GUICAN;SALOMON MUÑOZ MARTINEZ;PARTIDO CONSERVADOR COLOMBIANO;835,0.0,0.0
IZA;MARCO LINO SUAREZ TORRES;GARANTIA DE UN BUEN GOBIERNO;707,IZA;MARCO LINO SUAREZ TORRES;GARANTIA DE UN BUEN GOBIERNO;707,0.0,0.0
IZA;ROBINSON LEANDRO SALAMANCA RINCON;SUMATE POR IZA COMPROMISO DE TODOS;972,IZA;ROBINSON LEANDRO SALAMANCA RINCON;SUMATE POR IZA COMPROMISO DE TODOS;972,0.0,0.0
JENESANO;ALFONSO CASTELBLANCO GALINDO;UNA MISION DE TODOS;1838,JENESANO;ALFONSO CASTELBLANCO GALINDO;UNA MISION DE TODOS;1838,0.0,0.0
JENESANO;NUBIA JACQUELINE CARO PEREZ;JENESANO UN PROPOSITO DE TODOS;2528,JENESANO;NUBIA JACQUELINE CARO PEREZ;JENESANO UN PROPOSITO DE TODOS;2528,0.0,0.0
JERICO;JOSE IGNACIO CAMACHO SIABATO;PARTIDO CONSERVADOR COLOMBIANO;1260,JERICO;JOSE IGNACIO CAMACHO SIABATO;PARTIDO CONSERVADOR COLOMBIANO;1260,0.0,0.0
JERICO;MAYERLY BAEZ MERCHAN;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;1340,JERICO;MAYERLY BAEZ MERCHAN;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;1340,0.0,0.0
LA CAPILLA;ALVARO EFRAIN ROJAS BERMUDEZ;PARTIDO CONSERVADOR COLOMBIANO;284,LA CAPILLA;ALVARO EFRAIN ROJAS BERMUDEZ;PARTIDO CONSERVADOR COLOMBIANO;284,0.0,0.0
LA CAPILLA;HUGO PERALTA GOMEZ;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;588,LA CAPILLA;HUGO PERALTA GOMEZ;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;588,0.0,0.0
LA CAPILLA;RAUL HERNANDO RODRIGUEZ CHAVARRO;PARTIDO ALIANZA VERDE;1056,LA CAPILLA;RAUL HERNANDO RODRIGUEZ CHAVARRO;PARTIDO ALIANZA VERDE;1056,0.0,0.0
LA UVITA;LUIS GUILLERMO BERRIO HERNANDEZ;PARTIDO CONSERVADOR COLOMBIANO - CAMBIO RADICAL;394,LA UVITA;LUIS GUILLERMO BERRIO HERNANDEZ;PARTIDO CONSERVADOR COLOMBIANO - CAMBIO RADICAL;394,0.0,0.0
LA UVITA;RONALD GERARDO CORDERO JAIME;PARTIDO ALIANZA VERDE;545,LA UVITA;RONALD GERARDO CORDERO JAIME;PARTIDO ALIANZA VERDE;545,0.0,0.0
LA UVITA;VICTOR MANUEL GALVIS;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;378,LA UVITA;VICTOR MANUEL GALVIS;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;378,0.0,0.0
LA UVITA;VICTOR MANUEL ROSAS HERNANDEZ;PARTIDO CENTRO DEMOCRATICO;517,LA UVITA;VICTOR MANUEL ROSAS HERNANDEZ;PARTIDO CENTRO DEMOCRATICO;517,0.0,0.0
LA VICTORIA;CESAR EDUARDO PALACIOS FLORIDO;PARTIDO CENTRO DEMOCRATICO;654,LA VICTORIA;CESAR EDUARDO PALACIOS FLORIDO;PARTIDO CENTRO DEMOCRATICO;654,0.0,0.0
LA VICTORIA;LEONARDO VEGA BUSTOS;UINDOS POR UNA VICTORIA PROSPERA Y SOLIDARIA;674,LA VICTORIA;LEONARDO VEGA BUSTOS;UINDOS POR UNA VICTORIA PROSPERA Y SOLIDARIA;674,0.0,0.0
LABRANZAGRANDE;ERICA PAOLA PENA ALVAREZ;AL SERVICIO DE LA GENTE;1017,LABRANZAGRANDE;ERICA PAOLA PEÑA ALVAREZ;AL SERVICIO DE LA GENTE;1017,0.0,0.0
LABRANZAGRANDE;HERNANDO ABRAHAN PEREZ FERNANDEZ;SEGUIMOS TRABAJANDO JUNTOS;702,LABRANZAGRANDE;HERNANDO ABRAHAN PEREZ FERNANDEZ;SEGUIMOS TRABAJANDO JUNTOS;702,0.0,0.0
LABRANZAGRANDE;JORGE ENRIQUE VANEGAS PULIDO;PARA SEGUIR AVANZANDO;867,LABRANZAGRANDE;JORGE ENRIQUE VANEGAS PULIDO;PARA SEGUIR AVANZANDO;867,0.0,0.0
MACANAL;DELMAR LEONARDO ROA PATINO;PARTIDO CONSERVADOR COLOMBIANO;930,MACANAL;DELMAR LEONARDO ROA PATIÑO;PARTIDO CONSERVADOR COLOMBIANO;930,0.0,0.0
MACANAL;GERMAN DANILO SALGUERO ABRIL;PARTIDO ALIANZA VERDE;368,MACANAL;GERMAN DANILO SALGUERO ABRIL;PARTIDO ALIANZA VERDE;368,0.0,0.0
MACANAL;JAVIER ANDRES SOLANO ROJAS;PARTIDO CENTRO DEMOCRATICO;1255,MACANAL;JAVIER ANDRES SOLANO ROJAS;PARTIDO CENTRO DEMOCRATICO;1255,0.0,0.0
MARIPI;MILLER FAIR ROMERO MURCIA;MARIPI PARA TODOS;2072,MARIPI;MILLER FAIR ROMERO MURCIA;MARIPI PARA TODOS;2072,0.0,0.0
MIRAFLORES;FREDY ALEXANDER HOLGUIN RUIZ;UNIDOS MIRAFLORES PROGRESA MAS;2917,MIRAFLORES;FREDY ALEXANDER HOLGUIN RUIZ;UNIDOS MIRAFLORES PROGRESA MAS;2917,0.0,0.0
MIRAFLORES;LEDYS SORAYA VERA MONROY;ALCALDIA MIRAFLORES BOYACA;1326,MIRAFLORES;LEDYS SORAYA VERA MONROY;ALCALDIA MIRAFLORES BOYACA;1326,0.0,0.0
MIRAFLORES;NELSON HERNANDO ROA RUBIO;PARTIDO LIBERAL COLOMBIANO;1357,MIRAFLORES;NELSON HERNANDO ROA RUBIO;PARTIDO LIBERAL COLOMBIANO;1357,0.0,0.0
MONGUA;MARCO FIDEL SILVA ROJAS;PARTIDO CONSERVADOR COLOMBIANO;1932,MONGUA;MARCO FIDEL SILVA ROJAS;PARTIDO CONSERVADOR COLOMBIANO;1932,0.0,0.0
MONGUA;MIGUEL ANGEL SERRANO CELY;PARTIDO CENTRO DEMOCRATICO;1406,MONGUA;MIGUEL ANGEL SERRANO CELY;PARTIDO CENTRO DEMOCRATICO;1406,0.0,0.0
MONGUI;CARMEN LUISA BARRERA CARRERO;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;75,MONGUI;CARMEN LUISA BARRERA CARRERO;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;75,0.0,0.0
MONGUI;NELSON EDGARDO GUTIERREZ SILVA;UNIDOS PARA AVANZAR;539,MONGUI;NELSON EDGARDO GUTIERREZ SILVA;UNIDOS PARA AVANZAR;539,0.0,0.0
MONGUI;OSWALDO PEREZ QUIROZ;PARTIDO CENTRO DEMOCRATICO;1866,MONGUI;OSWALDO PEREZ QUIROZ;PARTIDO CENTRO DEMOCRATICO;1866,0.0,0.0
MONGUI;RAFAEL ALONSO GOMEZ MELO;PARTIDO ALIANZA VERDE;519,MONGUI;RAFAEL ALONSO GOMEZ MELO;PARTIDO ALIANZA VERDE;519,0.0,0.0
MONIQUIRA;FREDY IOVANNY PARDO PINZON;COALICION ENTRE EL PARTIDO DE LA U Y EL PARTIDO LIBERAL COLOMBIANO;3764,MONIQUIRA;FREDY IOVANNY PARDO PINZON;COALICION ENTRE EL PARTIDO DE LA U Y EL PARTIDO LIBERAL COLOMBIANO;3764,0.0,0.0
MONIQUIRA;GRETHA CAMELA CAMACHO TORRES;CONCIENCIA CIUDADANA - ASI;424,MONIQUIRA;GRETHA CAMELA CAMACHO TORRES;CONCIENCIA CIUDADANA - ASI;424,0.0,0.0
MONIQUIRA;JORGE ARMANDO SOLORZANO SIERRA;COALICION POR LA MONIQUIRA QUE QUEREMOS;122,MONIQUIRA;JORGE ARMANDO SOLORZANO SIERRA;COALICION POR LA MONIQUIRA QUE QUEREMOS;122,0.0,0.0
MONIQUIRA;JORGE ENRIQUE CORDOBA ORJUELA;PARTIDO CENTRO DEMOCRATICO;1555,MONIQUIRA;JORGE ENRIQUE CORDOBA ORJUELA;PARTIDO CENTRO DEMOCRATICO;1555,0.0,0.0
MONIQUIRA;JOSE CLODOMIRO ARIZA PARDO;MOVIMIENTO ALTERNATIVO INDIGENA Y SOCIAL MAIS;4350,MONIQUIRA;JOSE CLODOMIRO ARIZA PARDO;MOVIMIENTO ALTERNATIVO INDIGENA Y SOCIAL MAIS;4350,0.0,0.0
MONIQUIRA;SERVILIO CAICEDO ULLOA;PARTIDO ALIANZA VERDE;1650,MONIQUIRA;SERVILIO CAICEDO ULLOA;PARTIDO ALIANZA VERDE;1650,0.0,0.0
MOTAVITA;ALBERTO CETINA BARAJAS;PARTIDO ALIANZA VERDE;522,MOTAVITA;ALBERTO CETINA BARAJAS;PARTIDO ALIANZA VERDE;522,0.0,0.0
MOTAVITA;ALVEIRO MALAVER ECHEVERRIA;MOVIMIENTO ALTERNATIVO INDIGENA Y SOCIAL MAIS;333,MOTAVITA;ALVEIRO MALAVER ECHEVERRIA;MOVIMIENTO ALTERNATIVO INDIGENA Y SOCIAL MAIS;333,0.0,0.0
MOTAVITA;DALILA YAZMIN PAMPLONA PACHECO;PARTIDO COLOMBIA RENACIENTE;581,MOTAVITA;DALILA YAZMIN PAMPLONA PACHECO;PARTIDO COLOMBIA RENACIENTE;581,0.0,0.0
MOTAVITA;FABIAN DARIO DIAZ PULIDO;PARTIDO ALIANZA SOCIAL INDEPENDIENTE ASI;467,MOTAVITA;FABIAN DARIO DIAZ PULIDO;PARTIDO ALIANZA SOCIAL INDEPENDIENTE ASI;467,0.0,0.0
MOTAVITA;MERY MOZO FONSECA;CONSTRUYENDO PROGRESO PARA MOTAVITA;2449,MOTAVITA;MERY MOZO FONSECA;CONSTRUYENDO PROGRESO PARA MOTAVITA;2449,0.0,0.0
MUZO;HUGO EDUBIN GARZON GOMEZ;PARTIDO ALIANZA SOCIAL INDEPENDIENTE ASI;155,MUZO;HUGO EDUBIN GARZON GOMEZ;PARTIDO ALIANZA SOCIAL INDEPENDIENTE ASI;155,0.0,0.0
MUZO;NEICER ALBEIRO SUSA SOTELO;PARTIDO CONSERVADOR COLOMBIANO - CAMBIO RADICAL - POLO DEMOCRATICO - PARTIDO DE LA U;2773,Cambio Radical,0.0,0.0
MUZO;RUBY MERY MURILLO NAVARRO;MOVIMIENTO ALTERNATIVO INDIGENA Y SOCIAL MAIS;1969,MUZO;RUBY MERY MURILLO NAVARRO;MOVIMIENTO ALTERNATIVO INDIGENA Y SOCIAL MAIS;1969,0.0,0.0
NOBSA;ALFREDO HERNANDO NINO SIERRA;NOBSA UNIDA;4973,NOBSA;ALFREDO HERNANDO NIÑO SIERRA;NOBSA UNIDA;4973,0.0,0.0
NOBSA;ALVARO ENRIQUE ACEVEDO MONROY;PARTIDO POLO DEMOCRATICO ALTERNATIVO;37,NOBSA;ALVARO ENRIQUE ACEVEDO MONROY;PARTIDO POLO DEMOCRATICO ALTERNATIVO;37,0.0,0.0
NOBSA;HELVER RICARDO GRANADOS GUAUQUE;COMPROMISO NOBLE POR TRABAJO Y BIENESTAR PARA TODOS;2509,NOBSA;HELVER RICARDO GRANADOS GUAUQUE;COMPROMISO NOBLE POR TRABAJO Y BIENESTAR PARA TODOS;2509,0.0,0.0
NOBSA;JAIRO EDILBERTO TORRES TOBO;MOVIMIENTO ALTERNATIVO INDIGENA Y SOCIAL MAIS;569,NOBSA;JAIRO EDILBERTO TORRES TOBO;MOVIMIENTO ALTERNATIVO INDIGENA Y SOCIAL MAIS;569,0.0,0.0
NOBSA;JUAN CAMILO CACERES MORENO;COALICION POR LA JUSTICIA Y LA DEMOCRACIA;1677,NOBSA;JUAN CAMILO CACERES MORENO;COALICION POR LA JUSTICIA Y LA DEMOCRACIA;1677,0.0,0.0
NUEVO COLON;HECTOR WILSON CASTELBLANCO RODRIGUEZ;PARTIDO ALIANZA VERDE;1392,NUEVO COLON;HECTOR WILSON CASTELBLANCO RODRIGUEZ;PARTIDO ALIANZA VERDE;1392,0.0,0.0
NUEVO COLON;JUAN ELISEO CRUZ GARCIA;CREEMOS EN LA GENTE NUEVO COLON CON LIDERAZGO;860,NUEVO COLON;JUAN ELISEO CRUZ GARCIA;CREEMOS EN LA GENTE NUEVO COLON CON LIDERAZGO;860,0.0,0.0
NUEVO COLON;WILLINTON EDUARDO PULIDO IBANEZ;TODOS UNIDOS POR NUEVO COLON;1327,NUEVO COLON;WILLINTON EDUARDO PULIDO IBAÑEZ;TODOS UNIDOS POR NUEVO COLON;1327,0.0,0.0
OICATA;ANGEL MARINO LANCHEROS RAMIREZ;PARTIDO ADA;35,OICATA;ANGEL MARINO LANCHEROS RAMIREZ;PARTIDO ADA;35,0.0,0.0
OICATA;FREDY ALEXANDER GARZON ROJAS;OICATA CRECE EN BUENAS MANOS;913,OICATA;FREDY ALEXANDER GARZON ROJAS;OICATA CRECE EN BUENAS MANOS;913,0.0,0.0
OICATA;GERMAN JAVIER RIANO OCASION;PARTIDO COLOMBIA RENACIENTE;144,OICATA;GERMAN JAVIER RIAÑO OCASION;PARTIDO COLOMBIA RENACIENTE;144,0.0,0.0
OICATA;NENDY JOSE FAGUA CAINA;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;320,OICATA;NENDY JOSE FAGUA CAINA;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;320,0.0,0.0
OICATA;NUBIA ESPERANZA AMEZQUITA QUINCHANEGUA;PARTIDO CONSERVADOR COLOMBIANO;93,OICATA;NUBIA ESPERANZA AMEZQUITA QUINCHANEGUA;PARTIDO CONSERVADOR COLOMBIANO;93,0.0,0.0
OICATA;SILVESTRE GARCIA CRUZ;OICATA CON DESARROLLO;655,OICATA;SILVESTRE GARCIA CRUZ;OICATA CON DESARROLLO;655,0.0,0.0
OTANCHE;ALVARO FORERO GALINDO;PARTIDO CONSERVADOR COLOMBIANO - CAMBIO RADICAL;1222,OTANCHE;ALVARO FORERO GALINDO;PARTIDO CONSERVADOR COLOMBIANO  - CAMBIO RADICAL;1222,0.0,0.0
OTANCHE;EVELIO PUENTES ROCHA;PARTIDO ALIANZA VERDE;1683,OTANCHE;EVELIO PUENTES ROCHA;PARTIDO ALIANZA VERDE;1683,0.0,0.0
OTANCHE;WILIAR PENA SUATERNA;YO CREO EN OTANCHE;1584,OTANCHE;WILIAR PEÑA SUATERNA;YO CREO EN OTANCHE;1584,0.0,0.0
PACHAVITA;FABIO ERNESTO HUERTAS LEGUIZAMON;PARTIDO CONSERVADOR COLOMBIANO;539,PACHAVITA;FABIO ERNESTO HUERTAS LEGUIZAMON;PARTIDO CONSERVADOR COLOMBIANO;539,0.0,0.0
PACHAVITA;JOSE FERNANDO ROA ORJUELA;UNIDOS POR NUESTRA TIERRA;896,PACHAVITA;JOSE FERNANDO ROA ORJUELA;UNIDOS POR NUESTRA TIERRA;896,0.0,0.0
PACHAVITA;JOSE VICENTE ROJAS DIAZ;PARTIDO ADA;52,PACHAVITA;JOSE VICENTE ROJAS DIAZ;PARTIDO ADA;52,0.0,0.0
PAEZ;JOSE GILBERTO BUITRAGO BARRETO;PARTIDO CENTRO DEMOCRATICO;937,PAEZ;JOSE GILBERTO BUITRAGO BARRETO;PARTIDO CENTRO DEMOCRATICO;937,0.0,0.0
PAEZ;JUAN DIEGO MORALES CALDERON;ALCALDIA DE PAEZ;1086,PAEZ;JUAN DIEGO MORALES CALDERON;ALCALDIA DE PAEZ;1086,0.0,0.0
PAIPA;FABIO ALBERTO MEDRANO REYES;EN PAIPA SOLO FALTA SUMERCE;9317,PAIPA;FABIO ALBERTO MEDRANO REYES;EN PAIPA SOLO FALTA SUMERCE;9317,0.0,0.0
PAIPA;INGRID MARGARITA GALAN DIAZ;PAIPA HUMANO;51,PAIPA;INGRID MARGARITA GALAN DIAZ;PAIPA HUMANO;51,0.0,0.0
PAIPA;ISMAEL MARIA SANDOVAL RODRIGUEZ;PARTIDO ALIANZA SOCIAL INDEPENDIENTE ASI;1079,PAIPA;ISMAEL MARIA SANDOVAL RODRIGUEZ;PARTIDO ALIANZA SOCIAL INDEPENDIENTE ASI;1079,0.0,0.0
