MUNNOMBRE;CANNOMBRE;PARNOMBRE;VOTOS
ALMEIDA;Centro Democratico Mano Firme Corazon Grande;Centro Democrático;223
ALMEIDA;German Varon Cotrino;Cambio Radical;86
ALMEIDA;Hector Heli Rojas Jimenez;Partido Liberal Colombiano;61
ALMEIDA;Fernando Eustacio Tamayo Tamayo;Partido Conservador Colombiano;34
ALMEIDA;Partido De La U;Partido de la U;22
ALMEIDA;Segundo Senen Nino Avendano;Polo Democrático Alternativo;17
ALMEIDA;Partido Liberal Colombiano;Partido Liberal Colombiano;12
ALMEIDA;Angela Mercedes Ospina De Nicholls;Partido Conservador Colombiano;11
ALMEIDA;Roy Leonardo Barreras Montealegre;Partido de la U;11
ALMEIDA;Carlos Roberto Ferro Solanilla;Partido de la U;10
ALMEIDA;Maritza Martinez Aristizabal;Partido de la U;10
ALMEIDA;Jorge Eduardo Londono Ulloa;Alianza Verde;9
ALMEIDA;Luis Emilio Sierra Grajales;Partido Conservador Colombiano;9
ALMEIDA;Jorge Hernando Pedraza Gutierrez;Partido Conservador Colombiano;8
ALMEIDA;Juan Manuel Galan Pachon;Partido Liberal Colombiano;8
ALMEIDA;Partido Cambio Radical;Cambio Radical;8
ALMEIDA;Jose Dario Salazar Cruz;Partido Conservador Colombiano;7
ALMEIDA;Partido Conservador Colombiano;Partido Conservador Colombiano;6
ALMEIDA;Yohana Salamanca Jimenez;Partido de la U;5
ALMEIDA;Javier Tato Alvarez Montenegro;Partido Liberal Colombiano;4
ALMEIDA;Efrain Jose Cepeda Sarabia;Partido Conservador Colombiano;3
ALMEIDA;Juan De Jesus Cordoba Suarez;Partido Conservador Colombiano;3
ALMEIDA;Juan Diego Gomez Jimenez;Partido Conservador Colombiano;3
ALMEIDA;Maria Alejandra Liliana Trujillo Moncaleano;Partido de la U;3
ALMEIDA;Orlando Velandia Sepulveda;Partido Liberal Colombiano;3
ALMEIDA;Alvaro Antonio Ashton Giraldo;Partido Liberal Colombiano;2
ALMEIDA;Bernabe Celis Carrillo;Cambio Radical;2
ALMEIDA;Carlos Emiro Barriga Penaranda;Partido Conservador Colombiano;2
ALMEIDA;Edgar Espindola Nino;PARTIDO OPCION CIUDADANA;2
ALMEIDA;Movimiento Mira;Movimiento MIRA;2
ALMEIDA;Roberto Victor Gerlein Echeverria;Partido Conservador Colombiano;2
ALMEIDA;Sofia Alejandra Gaviria Correa;Partido Liberal Colombiano;2
ALMEIDA;William Jimmy Chamorro Cruz;Partido de la U;2
ALMEIDA;Alba Luz Pinilla Pedraza;Polo Democrático Alternativo;1
ALMEIDA;Amparo Del Pilar Zuluaga Carvajal;PARTIDO OPCION CIUDADANA;1
ALMEIDA;Andres Fernando Vasquez Vargas;Cambio Radical;1
ALMEIDA;Arturo Char Chaljub;Cambio Radical;1
ALMEIDA;Cabildo Del Resguardo De Calderas;Cabildo Del Resguardo De Calderas;1
ALMEIDA;Carlos Enrique Vargas Angarita;Cambio Radical;1
ALMEIDA;Carlos Ramiro Chavarro Cuellar;Partido Conservador Colombiano;1
ALMEIDA;Claudia Dangond Gibsone;Partido Conservador Colombiano;1
ALMEIDA;Dusan Albin Velez Trujillo;Cambio Radical;1
ALMEIDA;Horacio Serpa Uribe;Partido Liberal Colombiano;1
ALMEIDA;Ivan Leonidas Name Vasquez;Alianza Verde;1
ALMEIDA;John Edwar Mosquera Hurtado;Cambio Radical;1
ALMEIDA;Jorge Eliecer Guevara;Alianza Verde;1
ALMEIDA;Jose Humberto Vergara Henao;Cambio Radical;1
ALMEIDA;Judith Del Carmen Pinedo Florez;Partido Liberal Colombiano;1
ALMEIDA;Julio Cesar Prada Varon;Partido de la U;1
ALMEIDA;Luis Enrique Ponte Guerra;Cambio Radical;1
ALMEIDA;Luis Fernando Yanes Escobar;Partido Conservador Colombiano;1
ALMEIDA;Movimiento Alternativo Indigena Y Social  Mais;MAIS;1
ALMEIDA;Multietnia Colombia;Multietnia Colombia;1
ALMEIDA;Natalia Morales Urquijo;Partido Conservador Colombiano;1
ALMEIDA;Nora Maria Garcia Burgos;Partido Conservador Colombiano;1
ALMEIDA;Olano Portela Rodriguez;Partido Liberal Colombiano;1
ALMEIDA;Partido Alianza Verde;Alianza Verde;1
ALMEIDA;Partido Opcion Ciudadana;Partido Opcion Ciudadana;1
ALMEIDA;Polo Democratico Alternativo;Polo Democrático Alternativo;1
ALMEIDA;Renovacion Etnica De Colombia;Renovacion Etnica De Colombia;1
ALMEIDA;Rosmery Martinez Rosales;Cambio Radical;1
ALMEIDA;Teresita Garcia Romero;PARTIDO OPCION CIUDADANA;1
ALMEIDA;Viviane Aleyda Morales Hoyos;Partido Liberal Colombiano;1
ALMEIDA;Wilmar Orlando Barbosa Rozo;Partido de la U;1
ALMEIDA;Witney Chavez Sanchez;Alianza Verde;1
ALMEIDA;Alfredo Ramos Maya;Centro Democrático;0
ALMEIDA;Alfredo Rangel Suarez;Centro Democrático;0
ALMEIDA;Alvaro Uribe Velez;Centro Democrático;0
ALMEIDA;Ana Mercedes Gomez Martinez;Centro Democrático;0
ALMEIDA;Carlos Felipe Mejia Mejia;Centro Democrático;0
ALMEIDA;Daniel Alberto Cabrales Castillo;Centro Democrático;0
ALMEIDA;Ernesto Macias Tovar;Centro Democrático;0
ALMEIDA;Everth Bustamante Garcia;Centro Democrático;0
ALMEIDA;Fernando  Nicolas Araujo Rumie;Centro Democrático;0
ALMEIDA;Honorio Miguel Henriquez Pinedo;Centro Democrático;0
ALMEIDA;Ivan Duque Marquez;Centro Democrático;0
ALMEIDA;Jaime Alejandro Amin Hernandez;Centro Democrático;0
ALMEIDA;Jose  Obdulio Gaviria Velez;Centro Democrático;0
ALMEIDA;Maria Del Rosario Guerra De La Espriella;Centro Democrático;0
ALMEIDA;Nohora Stella Tovar Rey;Centro Democrático;0
ALMEIDA;Orlando Castaneda Serrano;Centro Democrático;0
ALMEIDA;Paloma Susana Valencia Laserna;Centro Democrático;0
ALMEIDA;Paola Andrea Holguin Moreno;Centro Democrático;0
ALMEIDA;Ruby Thania Vega De Plazas;Centro Democrático;0
ALMEIDA;Susana Correa Borrero;Centro Democrático;0
AQUITANIA;Jorge Hernando Pedraza Gutierrez;Partido Conservador Colombiano;1404
AQUITANIA;Centro Democratico Mano Firme Corazon Grande;Centro Democrático;1282
AQUITANIA;Juan De Jesus Cordoba Suarez;Partido Conservador Colombiano;432
AQUITANIA;Partido Conservador Colombiano;Partido Conservador Colombiano;217
AQUITANIA;Jorge Eduardo Londono Ulloa;Alianza Verde;188
AQUITANIA;Partido De La U;Partido de la U;60
AQUITANIA;Fernando Eustacio Tamayo Tamayo;Partido Conservador Colombiano;49
AQUITANIA;Movimiento Mira;Movimiento MIRA;43
AQUITANIA;Partido Cambio Radical;Cambio Radical;38
AQUITANIA;Alexander Lopez Maya;Polo Democrático Alternativo;30
AQUITANIA;Segundo Senen Nino Avendano;Polo Democrático Alternativo;30
AQUITANIA;Partido Alianza Verde;Alianza Verde;29
AQUITANIA;Roberto Victor Gerlein Echeverria;Partido Conservador Colombiano;28
AQUITANIA;Edgar Espindola Nino;PARTIDO OPCION CIUDADANA;26
AQUITANIA;Jorge Enrique Robledo Castillo;Polo Democrático Alternativo;25
AQUITANIA;Gema Lopez De Joaqui;Partido de la U;21
AQUITANIA;Jaime Alonso Zuluaga Aristizabal;Partido de la U;21
AQUITANIA;Partido Liberal Colombiano;Partido Liberal Colombiano;20
AQUITANIA;Hector Heli Rojas Jimenez;Partido Liberal Colombiano;19
AQUITANIA;Polo Democratico Alternativo;Polo Democrático Alternativo;17
AQUITANIA;Nerthink Mauricio Aguilar Hurtado;PARTIDO OPCION CIUDADANA;15
AQUITANIA;Fredy Jose Padilla De Leon;Partido de la U;14
AQUITANIA;German Varon Cotrino;Cambio Radical;12
AQUITANIA;Angela Mercedes Ospina De Nicholls;Partido Conservador Colombiano;11
AQUITANIA;Juan Samy Merheg Marun;Partido Conservador Colombiano;11
AQUITANIA;Orlando Velandia Sepulveda;Partido Liberal Colombiano;11
AQUITANIA;Ivan Leonidas Name Vasquez;Alianza Verde;10
AQUITANIA;Claudia Nayibe Lopez Hernandez;Alianza Verde;9
AQUITANIA;Angel Custodio Cabrera Baez;Partido de la U;8
AQUITANIA;Arturo Char Chaljub;Cambio Radical;8
AQUITANIA;Jaime Enrique Duran Barrera;Partido Liberal Colombiano;7
AQUITANIA;Jairo Duban Pineda Nino;Partido de la U;7
AQUITANIA;Luz Fany Zambrano Soraca;Alianza Verde;7
AQUITANIA;Maria Andrea Nieto Romero;Partido de la U;7
AQUITANIA;Andres Felipe Garcia Zuccardi;Partido de la U;6
AQUITANIA;Antonio Jose Navarro Wolff;Alianza Verde;6
AQUITANIA;Carlos Ramiro Chavarro Cuellar;Partido Conservador Colombiano;6
AQUITANIA;Doris Clemencia Vega Quiroz;PARTIDO OPCION CIUDADANA;6
AQUITANIA;Juan Manuel Galan Pachon;Partido Liberal Colombiano;6
AQUITANIA;Carlos Fernando Galan Pachon;Cambio Radical;5
AQUITANIA;Efrain Jose Cepeda Sarabia;Partido Conservador Colombiano;5
AQUITANIA;Laureano Augusto Acuna Diaz;Partido Conservador Colombiano;5
AQUITANIA;Wilson Gerardo Vinchery Rojas;Partido Conservador Colombiano;5
AQUITANIA;Guillermo Antonio Santos Marin;Partido Liberal Colombiano;4
AQUITANIA;Horacio Serpa Uribe;Partido Liberal Colombiano;4
AQUITANIA;Ivan Cepeda Castro;Polo Democrático Alternativo;4
AQUITANIA;Jorge Elieser Prieto Riveros;Alianza Verde;4
AQUITANIA;Juan Diego Gomez Jimenez;Partido Conservador Colombiano;4
AQUITANIA;Luis Emilio Sierra Grajales;Partido Conservador Colombiano;4
AQUITANIA;Myriam Alicia Paredes Aguirre;Partido Conservador Colombiano;4
AQUITANIA;Partido Alianza Social Independiente;Alianza Social Independiente;4
AQUITANIA;Plinio Hernandez Gamba;Polo Democrático Alternativo;4
