MUNNOMBRE;PARNOMBRE;VOTOS;TOTAL_VOTOS;PORCENTAJE
ALMEIDA;PARTIDO ALIANZA VERDE;340;783;43.422733
ALMEIDA;PARTIDO CONSERVADOR COLOMBIANO;203;783;25.925926
ALMEIDA;MOVIMIENTO ALTERNATIVO INDIGENA Y SOCIAL  MAIS;57;783;7.279693
ALMEIDA;PARTIDO LIBERAL COLOMBIANO;55;783;7.024266
ALMEIDA;PARTIDO CENTRO DEMOCRATICO;37;783;4.725415
ALMEIDA;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;33;783;4.214559
ALMEIDA;PARTIDO CAMBIO RADICAL;24;783;3.065134
ALMEIDA;;15;783;1.915709
ALMEIDA;PARTIDO OPCION CIUDADANA;6;783;0.766284
ALMEIDA;PARTIDO POLITICO MIRA;6;783;0.766284
ALMEIDA;PARTIDO POLO DEMOCRATICO ALTERNATIVO;2;783;0.255428
ALMEIDA;ASO AFROC DE ASENTAMIEN ANCESTRAL MUNICIPIO DE SAN PEDRO AFROSANPEDRO;1;783;0.127714
ALMEIDA;CONSEJO COMUNITARIO DE LAS BARAS;1;783;0.127714
ALMEIDA;FUND AFROCOLOMBIANA LIBERAL DE DESARROLLO SOCIAL (AFROCODES);1;783;0.127714
ALMEIDA;FUNDACION ESPERANZA AFROESAFRO;1;783;0.127714
ALMEIDA;PARTIDO ALIANZA SOCIAL INDEPENDIENTE;1;783;0.127714
AQUITANIA;PARTIDO CAMBIO RADICAL;1132;4966;22.795006
AQUITANIA;PARTIDO CENTRO DEMOCRATICO;829;4966;16.693516
AQUITANIA;PARTIDO ALIANZA VERDE;773;4966;15.565848
AQUITANIA;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;608;4966;12.243254
AQUITANIA;PARTIDO LIBERAL COLOMBIANO;566;4966;11.397503
AQUITANIA;PARTIDO CONSERVADOR COLOMBIANO;472;4966;9.504631
AQUITANIA;MOVIMIENTO ALTERNATIVO INDIGENA Y SOCIAL  MAIS;302;4966;6.081353
AQUITANIA;;96;4966;1.933145
AQUITANIA;PARTIDO POLITICO MIRA;75;4966;1.51027
AQUITANIA;PARTIDO POLO DEMOCRATICO ALTERNATIVO;26;4966;0.52356
AQUITANIA;PARTIDO OPCION CIUDADANA;22;4966;0.443012
AQUITANIA;PARTIDO ALIANZA SOCIAL INDEPENDIENTE;16;4966;0.322191
AQUITANIA;PARTIDO UNION PATRIOTICA;16;4966;0.322191
AQUITANIA;CONSEJO COMUNITARIO LA MAMUNCIA;5;4966;0.100685
AQUITANIA;CONSEJO COMUNITARIO RENACER NEGRO;3;4966;0.060411
AQUITANIA;ASO CENTRO DE AUTO RECONOCIMIENTO AFROCOLOMBIANO CENAFRO;2;4966;0.040274
AQUITANIA;CONSEJO COMUNITARIO DE COMUNIDADES NEGRAS OBATALA;2;4966;0.040274
AQUITANIA;CONSEJO COMUNITARIO DE COMUNIDADES NEGRAS SANTO DOMINGO;2;4966;0.040274
AQUITANIA;CONSEJO COMUNITARIO DE LA COMUNIDAD NEGRA DE LIMONES;2;4966;0.040274
AQUITANIA;CONSEJO COMUNITARIO DE LAS BARAS;2;4966;0.040274
AQUITANIA;CONSEJO COMUNITARIO MAYOR DE CERTEGUI;2;4966;0.040274
AQUITANIA;FUND AFROCOLOMBIANA LIBERAL DE DESARROLLO SOCIAL (AFROCODES);2;4966;0.040274
AQUITANIA;AGENCIA AFROCOLOMBIANA EMPRESA ASOCIATIVA DE TRABAJO ACNEAT;1;4966;0.020137
AQUITANIA;ASOC NAL DE CABILDOS Y AUTORIDADES INDIGENAS EN COL (ANICOL);1;4966;0.020137
AQUITANIA;CC DE LA COMUNIDAD NEGRA DE LA CALLE LARGA RIO DAGUA;1;4966;0.020137
AQUITANIA;CONSEJO COMUNITARIO LOS ANDES;1;4966;0.020137
AQUITANIA;CONSEJO COMUNITARIO MA KANKAMANA DE SAN BASILIO DE PALENQUE;1;4966;0.020137
AQUITANIA;CONSEJO COMUNITARIO TABLON SALADO;1;4966;0.020137
AQUITANIA;CONSEJO COMUNITARIO VEREDAS UNIDAS UN BIEN COMUN;1;4966;0.020137
AQUITANIA;CORPORACION PODER CIUDADANO;1;4966;0.020137
AQUITANIA;"FUND AFRODESCENDIENTE PROFESIONAL DE CORDOBA ""FUNAFROPECOR""";1;4966;0.020137
AQUITANIA;FUNDACION DEPORTIVA VIAFARA FUNDEVIA;1;4966;0.020137
AQUITANIA;FUNDACION ETNICA DE COLOMBIAFUNETCOL;1;4966;0.020137
ARCABUCO;PARTIDO LIBERAL COLOMBIANO;886;1965;45.089059
ARCABUCO;PARTIDO ALIANZA VERDE;319;1965;16.234097
ARCABUCO;PARTIDO CENTRO DEMOCRATICO;209;1965;10.636132
ARCABUCO;PARTIDO CAMBIO RADICAL;152;1965;7.735369
ARCABUCO;PARTIDO CONSERVADOR COLOMBIANO;83;1965;4.223919
ARCABUCO;MOVIMIENTO ALTERNATIVO INDIGENA Y SOCIAL  MAIS;76;1965;3.867684
ARCABUCO;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;75;1965;3.816794
ARCABUCO;;55;1965;2.798982
ARCABUCO;PARTIDO POLITICO MIRA;48;1965;2.442748
ARCABUCO;PARTIDO POLO DEMOCRATICO ALTERNATIVO;17;1965;0.86514
ARCABUCO;PARTIDO UNION PATRIOTICA;15;1965;0.763359
ARCABUCO;PARTIDO OPCION CIUDADANA;13;1965;0.661578
ARCABUCO;PARTIDO ALIANZA SOCIAL INDEPENDIENTE;4;1965;0.203562
ARCABUCO;CONSEJO COMUNITARIO LA MAMUNCIA;3;1965;0.152672
