MUNNOMBRE;CANNOMBRE;PARNOMBRE;VOTOS
ALMEIDA;John Alejandro Roa Gomez;PARTIDO LIBERAL COLOMBIANO;284
ALMEIDA;Anderson Joaquin Sanchez Ruiz;PARTIDO LIBERAL COLOMBIANO;213
ALMEIDA;Fredy Leonardo Rojas Vargas;PARTIDO CENTRO DEMOCRATICO MANO FIRME CORAZON GRANDE;71
ALMEIDA;Juan Antonio Garay Torres;PARTIDO CAMBIO RADICAL;50
ALMEIDA;Eferson Augusto Otalora Cely;PARTIDO CENTRO DEMOCRATICO MANO FIRME CORAZON GRANDE;47
ALMEIDA;July Paola Acuña Rincon;PARTIDO CAMBIO RADICAL;34
ALMEIDA;Jorge Edisson Sanabria Gonzalez;PARTIDO CAMBIO RADICAL;33
ALMEIDA;Rafael Guillermo Acevedo Pedroza;PARTIDO CAMBIO RADICAL;32
ALMEIDA;Jonatan Sanchez Garavito;PARTIDO SOCIAL DE LA U;19
ALMEIDA;Partido Cambio Radical;Partido Cambio Radical;18
ALMEIDA;Partido Centro Democratico Mano Firme Corazon Grande;Partido Centro Democratico Mano Firme Corazon Grande;18
ALMEIDA;Partido Liberal Colombiano;Partido Liberal Colombiano;17
ALMEIDA;German Alonso Becerra Lopez;PARTIDO CAMBIO RADICAL;16
ALMEIDA;Pedro Humberto Vargas Gomez;PARTIDO LIBERAL COLOMBIANO;14
ALMEIDA;Jose Eliseo Bolivar Niño;PARTIDO CENTRO DEMOCRATICO MANO FIRME CORAZON GRANDE;13
ALMEIDA;Jorge Eliecer Cortes Martinez;PARTIDO CAMBIO RADICAL;12
ALMEIDA;Alirio Lopez Torres;PARTIDO LIBERAL COLOMBIANO;11
ALMEIDA;Cesar Augusto Lopez Morales;PARTIDO LIBERAL COLOMBIANO;11
ALMEIDA;Guillermo Leonardo Sanchez Sanchez;PARTIDO CENTRO DEMOCRATICO MANO FIRME CORAZON GRANDE;11
ALMEIDA;Partido Social De La U;Partido Social De La U;11
ALMEIDA;Olga Natalie Manrique Abril;PARTIDO CAMBIO RADICAL;9
ALMEIDA;Donald Ferney Gonzalez Rincon;PARTIDO CONSERVADOR COLOMBIANO;8
ALMEIDA;Jose Virgilio Jimenez Guerrero;PARTIDO CAMBIO RADICAL;8
ALMEIDA;Cesar Augusto Mojica Bedoya;PARTIDO LIBERAL COLOMBIANO;7
ALMEIDA;Partido Alianza Verde;Partido Alianza Verde;7
ALMEIDA;Salvador Berrio Caceres;PARTIDO CENTRO DEMOCRATICO MANO FIRME CORAZON GRANDE;6
ALMEIDA;Wilson Rodrigo Bernal Barrera;PARTIDO SOCIAL DE LA U;6
ALMEIDA;Fabian Camilo Rojas Barrera;PARTIDO CAMBIO RADICAL;5
ALMEIDA;Jairo Pacheco Suarez;PARTIDO SOCIAL DE LA U;5
ALMEIDA;Lifan Mauricio Camacho Molano;PARTIDO LIBERAL COLOMBIANO;5
ALMEIDA;Martha Lucia Caicedo Solano;PARTIDO CENTRO DEMOCRATICO MANO FIRME CORAZON GRANDE;5
ALMEIDA;Martha Lucia Del Carmen Rodriguez Monroy;PARTIDO CONSERVADOR COLOMBIANO;5
ALMEIDA;Partido Conservador Colombiano;Partido Conservador Colombiano;5
ALMEIDA;Fernando Alexander Serrato Fonseca;PARTIDO CAMBIO RADICAL;4
ALMEIDA;German Suarez Bernal;POLO DEMOCRATICO ALTERNATIVO;4
ALMEIDA;Cesar Antonio Perez Naranjo;PARTIDO ALIANZA VERDE;3
ALMEIDA;David Felipe Castillo Cardenas;PARTIDO CAMBIO RADICAL;3
ALMEIDA;Francisco Cesar Callejas Mendoza;PARTIDO SOCIAL DE LA U;3
ALMEIDA;Geyman Hernan Cardozo Pulido;PARTIDO LIBERAL COLOMBIANO;3
ALMEIDA;Jaime Raul Salamanca Torres;PARTIDO ALIANZA VERDE;3
ALMEIDA;Jorge Enrique Camacho Rodriguez;PARTIDO OPCION CIUDADANA;3
ALMEIDA;Maria De Los Santos Salamanca Silva;PARTIDO ALIANZA VERDE;3
ALMEIDA;Movimiento Alternativo Indigena Y Social  Mais;Movimiento Alternativo Indigena Y Social  Mais;3
ALMEIDA;Saffira Monsalve Ramirez;PARTIDO SOCIAL DE LA U;3
ALMEIDA;Temilda Fernandez Buitrago;PARTIDO CONSERVADOR COLOMBIANO;3
ALMEIDA;Abel De Jesus Cardozo Forero;PARTIDO CONSERVADOR COLOMBIANO;2
ALMEIDA;Edgar Vidal Ulloa Hurtado;PARTIDO CONSERVADOR COLOMBIANO;2
ALMEIDA;Fabio Hernan Sanchez Torres;PARTIDO CONSERVADOR COLOMBIANO;2
ALMEIDA;Jose Gonzalo Pulido Fonseca;PARTIDO OPCION CIUDADANA;2
ALMEIDA;Laura Ximena Molano Sanchez;PARTIDO CAMBIO RADICAL;2
ALMEIDA;Leydy Johana Betancourt Lancheros;PARTIDO SOCIAL DE LA U;2
ALMEIDA;Maria Lindelia Rincon Hernandez;PARTIDO CONSERVADOR COLOMBIANO;2
ALMEIDA;Marlen Fuerte Faustino;PARTIDO CAMBIO RADICAL;2
ALMEIDA;Miguel Alberto Vergara Sandoval;PARTIDO ALIANZA VERDE;2
ALMEIDA;Partido Opcion Ciudadana;Partido Opcion Ciudadana;2
ALMEIDA;Roman Silva Masmela;PARTIDO SOCIAL DE LA U;2
ALMEIDA;Sandra Yacqueline Rodriguez Rodriguez;PARTIDO LIBERAL COLOMBIANO;2
ALMEIDA;Uriel Barrera Correa;PARTIDO CONSERVADOR COLOMBIANO;2
ALMEIDA;Yamir Oswaldo Lopez Peña;PARTIDO ALIANZA VERDE;2
ALMEIDA;Yesica Esperanza Cifuentes Cruz;PARTIDO LIBERAL COLOMBIANO;2
ALMEIDA;Yudy Samantha Plata Jimenez;PARTIDO LIBERAL COLOMBIANO;2
ALMEIDA;Alexander Velasco Baron;PARTIDO CONSERVADOR COLOMBIANO;1
ALMEIDA;Catalina Ochoa Carreño;PARTIDO CONSERVADOR COLOMBIANO;1
ALMEIDA;Diana Carolina Molina Saavedra;PARTIDO CAMBIO RADICAL;1
ALMEIDA;Elpidio Fonseca Alba;PARTIDO SOCIAL DE LA U;1
ALMEIDA;Fernando Castillo Castro;PARTIDO CENTRO DEMOCRATICO MANO FIRME CORAZON GRANDE;1
ALMEIDA;Gilberto Olarte Villamil;PARTIDO CAMBIO RADICAL;1
ALMEIDA;Hector Fabio Ospina;MOVIMIENTO ALTERNATIVO INDIGENA Y SOCIAL  MAIS;1
ALMEIDA;Jicly Esgardo Mutis Isaza;PARTIDO CAMBIO RADICAL;1
ALMEIDA;Jorge Marin Jerez Amado;PARTIDO ALIANZA VERDE;1
ALMEIDA;Jose Rogelio Garcia Ortegon;PARTIDO OPCION CIUDADANA;1
ALMEIDA;Juan Carlos Coronado;MOVIMIENTO ALTERNATIVO INDIGENA Y SOCIAL  MAIS;1
ALMEIDA;Julian Fernando Monroy Bayona;PARTIDO CENTRO DEMOCRATICO MANO FIRME CORAZON GRANDE;1
ALMEIDA;Julie Angel Reyna;PARTIDO CENTRO DEMOCRATICO MANO FIRME CORAZON GRANDE;1
ALMEIDA;Manuel Alberto Guerrero Umba;PARTIDO OPCION CIUDADANA;1
ALMEIDA;Martin Leonardo Bonilla Alarcon;PARTIDO OPCION CIUDADANA;1
ALMEIDA;Mayra Alejandra Viancha Sanabria;PARTIDO CENTRO DEMOCRATICO MANO FIRME CORAZON GRANDE;1
ALMEIDA;Mercy Johana Abril Sotomonte;PARTIDO OPCION CIUDADANA;1
ALMEIDA;Mireya Martinez De Yepes;PARTIDO SOCIAL DE LA U;1
ALMEIDA;Olga Yaneth Beltran Dorado;PARTIDO CENTRO DEMOCRATICO MANO FIRME CORAZON GRANDE;1
ALMEIDA;Polo Democratico Alternativo;Polo Democratico Alternativo;1
ALMEIDA;Rafael Antonio Pirajon Lopez;PARTIDO ALIANZA VERDE;1
ALMEIDA;Segundo Ezequiel Gonzalez Numpaque;MOVIMIENTO ALTERNATIVO INDIGENA Y SOCIAL  MAIS;1
ALMEIDA;Yaneth Cristina Urrego Moscoso;PARTIDO LIBERAL COLOMBIANO;1
ALMEIDA;Yecid Barrera Gutierrez;PARTIDO SOCIAL DE LA U;1
AQUITANIA;William Rodolfo Mesa Avella;PARTIDO CONSERVADOR COLOMBIANO;2297
AQUITANIA;David Felipe Castillo Cardenas;PARTIDO CAMBIO RADICAL;1922
AQUITANIA;Partido Centro Democratico Mano Firme Corazon Grande;Partido Centro Democratico Mano Firme Corazon Grande;185
AQUITANIA;Wilson Rodrigo Bernal Barrera;PARTIDO SOCIAL DE LA U;182
AQUITANIA;Partido Conservador Colombiano;Partido Conservador Colombiano;174
AQUITANIA;Julian Fernando Monroy Bayona;PARTIDO CENTRO DEMOCRATICO MANO FIRME CORAZON GRANDE;115
AQUITANIA;Partido Cambio Radical;Partido Cambio Radical;105
AQUITANIA;Olga Yaneth Beltran Dorado;PARTIDO CENTRO DEMOCRATICO MANO FIRME CORAZON GRANDE;101
AQUITANIA;Jorge Eliecer Cortes Martinez;PARTIDO CAMBIO RADICAL;94
AQUITANIA;Laura Ximena Molano Sanchez;PARTIDO CAMBIO RADICAL;91
AQUITANIA;Daniel Fernando Mejia Lozano;PARTIDO CENTRO DEMOCRATICO MANO FIRME CORAZON GRANDE;84
AQUITANIA;Vicente Anibal Ojeda Martinez;PARTIDO CONSERVADOR COLOMBIANO;80
AQUITANIA;Partido Alianza Verde;Partido Alianza Verde;75
AQUITANIA;Uriel Barrera Correa;PARTIDO CONSERVADOR COLOMBIANO;72
