MUNNOMBRE;CANNOMBRE;PARNOMBRE;VOTOS
ALMEIDA;Juan Carlos Sanchez Lesmes;PARTIDO ALIANZA VERDE;79
ALMEIDA;Fanny Raquel Avila Vallejo;PARTIDO CONSERVADOR COLOMBIANO;75
ALMEIDA;Angela Johanna Diaz Alfonso;PARTIDO ALIANZA VERDE;71
ALMEIDA;Juan Isidro Mondragon Vaca;NUEVA FUERZA DEMOCRÁTICA;69
ALMEIDA;Monica Piedad Diaz Daza;PARTIDO CAMBIO RADICAL;66
ALMEIDA;Claudia Merced Rodriguez Oliveros;PARTIDO CONSERVADOR COLOMBIANO;64
ALMEIDA;Yan Ester Lesmes Sanchez;PARTIDO ALIANZA VERDE;60
ALMEIDA;Cebrian Esteban Pinto Segura;PARTIDO ALIANZA VERDE;53
ALMEIDA;Fraiver Hernando Calderon Perilla;PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U;53
ALMEIDA;Luis Gustavo Buitrago Barreto;NUEVA FUERZA DEMOCRÁTICA;49
ALMEIDA;Luis Alberto Morales Montenegro;PARTIDO CONSERVADOR COLOMBIANO;42
ALMEIDA;Fredy Alexander Morales Toloza;PARTIDO CONSERVADOR COLOMBIANO;41
ALMEIDA;Yomaira Monroy Lopez;PARTIDO ALIANZA VERDE;37
ALMEIDA;Jhonny Alejandro Ruiz Daza;NUEVA FUERZA DEMOCRÁTICA;36
ALMEIDA;Angel Custodio Sanchez Roa;PARTIDO ALIANZA VERDE;35
ALMEIDA;Fredy Yesid Romero Montenegro;PARTIDO CENTRO DEMOCRÁTICO;34
ALMEIDA;Willintong Rafael Ruiz Franco;PARTIDO CAMBIO RADICAL;32
ALMEIDA;Jairo Eliecer Gonzalez Algarra;PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U;31
ALMEIDA;Jose Hipolito Calderon Bohorquez;NUEVA FUERZA DEMOCRÁTICA;31
ALMEIDA;Luz Amanda Castañeda;PARTIDO CONSERVADOR COLOMBIANO;30
ALMEIDA;Sonia Yolima Calderon Daza;NUEVA FUERZA DEMOCRÁTICA;29
ALMEIDA;Jeison Stid Lesmes Montenegro;"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""";28
ALMEIDA;Alba Lucia Moreno Lugo;PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U;27
ALMEIDA;Alba Ines Sanchez Alfonso;PARTIDO CENTRO DEMOCRÁTICO;25
ALMEIDA;Orfa Lorenza Diaz Perilla;PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U;25
ALMEIDA;Angie Lorena Mondragon Mondragon;PARTIDO CAMBIO RADICAL;23
ALMEIDA;Aurell Duvan Molina Gonzalez;PARTIDO CENTRO DEMOCRÁTICO;20
ALMEIDA;Guillermo Chavarro Tellez;PARTIDO CENTRO DEMOCRÁTICO;19
ALMEIDA;Luz Aurora Salinas Vaca;PARTIDO ALIANZA VERDE;18
ALMEIDA;Karen Yiley Daza Lopez;PARTIDO CONSERVADOR COLOMBIANO;17
ALMEIDA;Partido Alianza Verde;PARTIDO ALIANZA VERDE;17
ALMEIDA;Rafael Antonio Barreto Calderon;PARTIDO CAMBIO RADICAL;17
ALMEIDA;Diego Alexandro Gutierrez Ruiz;PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U;16
ALMEIDA;Yudy Yolanda Daza Daza;NUEVA FUERZA DEMOCRÁTICA;15
ALMEIDA;Agustin Peña;PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U;14
ALMEIDA;Ana Ubaldina Bohorquez Bohorquez;PARTIDO CENTRO DEMOCRÁTICO;12
ALMEIDA;Jeffer Ariel Barrera Daza;PARTIDO LIBERAL COLOMBIANO;12
ALMEIDA;Partido Conservador Colombiano;PARTIDO CONSERVADOR COLOMBIANO;11
ALMEIDA;Juan De Dios Otalora;PARTIDO CONSERVADOR COLOMBIANO;10
ALMEIDA;Marye Lorena Montenegro Romero;"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""";10
ALMEIDA;Miyer Yoany Sanchez Abril;PARTIDO CAMBIO RADICAL;10
ALMEIDA;Nubia Milena Romero Bohorquez;PARTIDO LIBERAL COLOMBIANO;10
ALMEIDA;Nueva Fuerza Democrática;NUEVA FUERZA DEMOCRÁTICA;10
ALMEIDA;Deisi Edith Avila Monroy;PARTIDO LIBERAL COLOMBIANO;7
ALMEIDA;Freddy Oswaldo Contreras Vaca;PARTIDO LIBERAL COLOMBIANO;7
ALMEIDA;Partido Centro Democrático;PARTIDO CENTRO DEMOCRÁTICO;5
ALMEIDA;Maria Ines Vargas Vargas;NUEVA FUERZA DEMOCRÁTICA;4
ALMEIDA;Partido Cambio Radical;PARTIDO CAMBIO RADICAL;4
ALMEIDA;Zoraida Liceth Arevalo Avila;PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U;4
ALMEIDA;Andersson Efrain Diaz Alfonso;PARTIDO LIBERAL COLOMBIANO;3
