MUNNOMBRE;CANNOMBRE;PARNOMBRE;VOTOS
ALMEIDA;PEDRAZA GUTIERREZ JORGE HERNANDO;PARTIDO CONSERVADOR COLOMBIANO;182
ALMEIDA;BERNAL BACCA TULIO CESAR;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;151
ALMEIDA;LONDONO ULLOA JORGE EDUARDO;PARTIDO VERDE;114
ALMEIDA;PARTIDO CONSERVADOR COLOMBIANO;PARTIDO CONSERVADOR COLOMBIANO;29
ALMEIDA;RODRIGUEZ SARMIENTO MILTON ARLEX;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;19
ALMEIDA;TAMAYO TAMAYO FERNANDO EUSTACIO;PARTIDO CONSERVADOR COLOMBIANO;19
ALMEIDA;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;12
ALMEIDA;RONDON GONZALEZ GILBERTO;PARTIDO LIBERAL COLOMBIANO;12
ALMEIDA;LOZANO RAMIREZ JUAN FRANCISCO;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;11
ALMEIDA;PARTIDO VERDE;PARTIDO VERDE;8
ALMEIDA;TORO TORRES DILIAN FRANCISCA;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;7
ALMEIDA;CORDOBA SUAREZ JUAN DE JESUS;PARTIDO CONSERVADOR COLOMBIANO;5
ALMEIDA;DUSSAN CALDERON JAIME;POLO DEMOCRATICO ALTERNATIVO;5
ALMEIDA;PARTIDO LIBERAL COLOMBIANO;PARTIDO LIBERAL COLOMBIANO;5
ALMEIDA;OLANO BECERRA GERMAN ALONSO;PARTIDO LIBERAL COLOMBIANO;4
ALMEIDA;SIERRA GRAJALES LUIS EMILIO;PARTIDO CONSERVADOR COLOMBIANO;4
ALMEIDA;CLOPATOFSKY GHISAYS JAIRO RAUL;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;3
ALMEIDA;RAMIREZ ACEVEDO CONSTANZA ISABEL;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;3
ALMEIDA;ARRIETA BUELVAS SAMUEL BENJAMIN;PARTIDO DE INTEGRACION NACIONAL  PIN;2
ALMEIDA;AVELLANEDA TARAZONA LUIS CARLOS;POLO DEMOCRATICO ALTERNATIVO;2
ALMEIDA;CEPEDA SARABIA EFRAIN JOSE;PARTIDO CONSERVADOR COLOMBIANO;2
ALMEIDA;CHAR ABDALA FUAD RICARDO;PARTIDO CAMBIO RADICAL;2
ALMEIDA;GARAVITO BARRERA HECTOR;PARTIDO CONSERVADOR COLOMBIANO;2
ALMEIDA;GUERRA HOYOS ANDRES FELIPE;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;2
ALMEIDA;PARTIDO CRISTIANO DE TRANSFORMACION  Y ORDEN PACTO;PARTIDO CRISTIANO DE TRANSFORMACION  Y ORDEN PACTO;2
ALMEIDA;POLO DEMOCRATICO ALTERNATIVO;POLO DEMOCRATICO ALTERNATIVO;2
ALMEIDA;RENDON ROLDAN LILIANA MARIA;PARTIDO CONSERVADOR COLOMBIANO;2
