MUNNOMBRE;PARNOMBRE;VOTOS;TOTAL_VOTOS;PORCENTAJE
ALMEIDA;Centro Democrático;223;624;35.737179
ALMEIDA;Cambio Radical;104;624;16.666667
ALMEIDA;Partido Liberal Colombiano;96;624;15.384615
ALMEIDA;Partido Conservador Colombiano;93;624;14.903846
ALMEIDA;Partido de la U;65;624;10.416667
ALMEIDA;Polo Democrático Alternativo;19;624;3.044872
ALMEIDA;Alianza Verde;13;624;2.083333
ALMEIDA;PARTIDO OPCION CIUDADANA;4;624;0.641026
ALMEIDA;Movimiento MIRA;2;624;0.320513
ALMEIDA;Cabildo Del Resguardo De Calderas;1;624;0.160256
ALMEIDA;MAIS;1;624;0.160256
ALMEIDA;Multietnia Colombia;1;624;0.160256
ALMEIDA;Partido Opcion Ciudadana;1;624;0.160256
ALMEIDA;Renovacion Etnica De Colombia;1;624;0.160256
AQUITANIA;Partido Conservador Colombiano;2222;4344;51.151013
AQUITANIA;Centro Democrático;1282;4344;29.511971
AQUITANIA;Alianza Verde;263;4344;6.054328
AQUITANIA;Partido de la U;185;4344;4.258748
AQUITANIA;Polo Democrático Alternativo;116;4344;2.67035
AQUITANIA;Partido Liberal Colombiano;86;4344;1.979742
AQUITANIA;Cambio Radical;75;4344;1.726519
AQUITANIA;PARTIDO OPCION CIUDADANA;50;4344;1.151013
AQUITANIA;Movimiento MIRA;43;4344;0.989871
AQUITANIA;Alianza Social Independiente;6;4344;0.138122
AQUITANIA;Partido Opcion Ciudadana;3;4344;0.069061
AQUITANIA;Comunidad Indigena De Barracon;2;4344;0.046041
AQUITANIA;MAIS;2;4344;0.046041
AQUITANIA;ORGDE LOS PUEBLOS INDIG DE LA AMAZONIA COL;2;4344;0.046041
AQUITANIA;ASOC NACIONAL INDIGENA DE COLOMBIA  ANIC;1;4344;0.02302
AQUITANIA;Asoc De Autoridades Trad Y Cabildos Indigenas Col;1;4344;0.02302
AQUITANIA;Cabildo Del Resguardo De Calderas;1;4344;0.02302
AQUITANIA;Corporacion Indigena Yanacona;1;4344;0.02302
AQUITANIA;Multietnia Colombia;1;4344;0.02302
AQUITANIA;Orgde Los Pueblos Indig De La Amazonia Col;1;4344;0.02302
AQUITANIA;Renovacion Etnica De Colombia;1;4344;0.02302
ARCABUCO;Cambio Radical;352;1400;25.142857
ARCABUCO;Partido Conservador Colombiano;311;1400;22.214286
ARCABUCO;Centro Democrático;217;1400;15.5
ARCABUCO;Partido Liberal Colombiano;163;1400;11.642857
ARCABUCO;Alianza Verde;127;1400;9.071429
ARCABUCO;Partido de la U;95;1400;6.785714
ARCABUCO;Polo Democrático Alternativo;53;1400;3.785714
ARCABUCO;PARTIDO OPCION CIUDADANA;51;1400;3.642857
ARCABUCO;Movimiento MIRA;21;1400;1.5
ARCABUCO;Partido Opcion Ciudadana;3;1400;0.214286
ARCABUCO;MAIS;2;1400;0.142857
ARCABUCO;ASOC NACIONAL INDIGENA DE COLOMBIA  ANIC;1;1400;0.071429
ARCABUCO;Alianza Social Independiente;1;1400;0.071429
ARCABUCO;Cabildo Del Resguardo De Calderas;1;1400;0.071429
ARCABUCO;MOVIMIENTO AUTORIDADES INDIGENAS DE COLOMBIA  AICO;1;1400;0.071429
ARCABUCO;ORGDE LOS PUEBLOS INDIG DE LA AMAZONIA COL;1;1400;0.071429
BELEN;Partido Liberal Colombiano;691;2311;29.900476
BELEN;Partido Conservador Colombiano;589;2311;25.486802
BELEN;Centro Democrático;267;2311;11.55344
BELEN;Partido de la U;261;2311;11.293812
BELEN;Polo Democrático Alternativo;240;2311;10.385115
BELEN;Alianza Verde;107;2311;4.63003
BELEN;Cambio Radical;66;2311;2.855907
BELEN;PARTIDO OPCION CIUDADANA;52;2311;2.250108
BELEN;Movimiento MIRA;23;2311;0.99524
BELEN;Alianza Social Independiente;5;2311;0.216357
