MUNNOMBRE;CANNOMBRE;PARNOMBRE;VOTOS
ALMEIDA;Abelardo De La Espriella;DEFENSORES DE LA PATRIA;641
ALMEIDA;Iván Cepeda Castro;MOVIMIENTO POLÍTICO PACTO HISTÓRICO;235
ALMEIDA;Paloma Valencia Laserna;PARTIDO CENTRO DEMOCRÁTICO;52
ALMEIDA;Sergio Fajardo Valderrama;PARTIDO POLÍTICO DIGNIDAD & COMPROMISO;21
ALMEIDA;Claudia López;CON CLAUDIA IMPARABLES;13
ALMEIDA;Raúl Santiago Botero Jaramillo;ROMPER EL SISTEMA;8
ALMEIDA;Óscar Mauricio Lizcano Arango;COALICIÓN F.A.M.I.L.I.A;5
ALMEIDA;Gustavo Matamoros Camacho;PARTIDO ECOLOGISTA COLOMBIANO;2
ALMEIDA;Miguel Uribe Londoño;PARTIDO DEMÓCRATA COLOMBIANO;2
ALMEIDA;Roy Leonardo Barreras Montealegre;PARTIDO POLÍTICO LA FUERZA;1
AQUITANIA (PUEBLOVIEJO);Abelardo De La Espriella;DEFENSORES DE LA PATRIA;4882
AQUITANIA (PUEBLOVIEJO);Iván Cepeda Castro;MOVIMIENTO POLÍTICO PACTO HISTÓRICO;1210
AQUITANIA (PUEBLOVIEJO);Paloma Valencia Laserna;PARTIDO CENTRO DEMOCRÁTICO;883
AQUITANIA (PUEBLOVIEJO);Sergio Fajardo Valderrama;PARTIDO POLÍTICO DIGNIDAD & COMPROMISO;171
AQUITANIA (PUEBLOVIEJO);Raúl Santiago Botero Jaramillo;ROMPER EL SISTEMA;73
AQUITANIA (PUEBLOVIEJO);Claudia López;CON CLAUDIA IMPARABLES;45
AQUITANIA (PUEBLOVIEJO);Miguel Uribe Londoño;PARTIDO DEMÓCRATA COLOMBIANO;24
AQUITANIA (PUEBLOVIEJO);Óscar Mauricio Lizcano Arango;COALICIÓN F.A.M.I.L.I.A;13
AQUITANIA (PUEBLOVIEJO);Roy Leonardo Barreras Montealegre;PARTIDO POLÍTICO LA FUERZA;12
AQUITANIA (PUEBLOVIEJO);Sondra Macollins Garvin Pinto;SONDRA MACOLLINS, LA ABOGADA DE HIERRO;12
AQUITANIA (PUEBLOVIEJO);Gustavo Matamoros Camacho;PARTIDO ECOLOGISTA COLOMBIANO;2
ARCABUCO;Abelardo De La Espriella;DEFENSORES DE LA PATRIA;1718
ARCABUCO;Iván Cepeda Castro;MOVIMIENTO POLÍTICO PACTO HISTÓRICO;1019
ARCABUCO;Paloma Valencia Laserna;PARTIDO CENTRO DEMOCRÁTICO;321
ARCABUCO;Sergio Fajardo Valderrama;PARTIDO POLÍTICO DIGNIDAD & COMPROMISO;127
ARCABUCO;Raúl Santiago Botero Jaramillo;ROMPER EL SISTEMA;30
ARCABUCO;Claudia López;CON CLAUDIA IMPARABLES;22
ARCABUCO;Miguel Uribe Londoño;PARTIDO DEMÓCRATA COLOMBIANO;6
ARCABUCO;Sondra Macollins Garvin Pinto;SONDRA MACOLLINS, LA ABOGADA DE HIERRO;6
ARCABUCO;Roy Leonardo Barreras Montealegre;PARTIDO POLÍTICO LA FUERZA;2
ARCABUCO;Óscar Mauricio Lizcano Arango;COALICIÓN F.A.M.I.L.I.A;1
BELEN;Abelardo De La Espriella;DEFENSORES DE LA PATRIA;2430
BELEN;Iván Cepeda Castro;MOVIMIENTO POLÍTICO PACTO HISTÓRICO;1222
BELEN;Paloma Valencia Laserna;PARTIDO CENTRO DEMOCRÁTICO;463
BELEN;Sergio Fajardo Valderrama;PARTIDO POLÍTICO DIGNIDAD & COMPROMISO;162
BELEN;Claudia López;CON CLAUDIA IMPARABLES;62
BELEN;Raúl Santiago Botero Jaramillo;ROMPER EL SISTEMA;61
BELEN;Miguel Uribe Londoño;PARTIDO DEMÓCRATA COLOMBIANO;9
BELEN;Óscar Mauricio Lizcano Arango;COALICIÓN F.A.M.I.L.I.A;5
BELEN;Roy Leonardo Barreras Montealegre;PARTIDO POLÍTICO LA FUERZA;4
BELEN;Sondra Macollins Garvin Pinto;SONDRA MACOLLINS, LA ABOGADA DE HIERRO;4
BERBEO;Abelardo De La Espriella;DEFENSORES DE LA PATRIA;460
BERBEO;Iván Cepeda Castro;MOVIMIENTO POLÍTICO PACTO HISTÓRICO;335
BERBEO;Paloma Valencia Laserna;PARTIDO CENTRO DEMOCRÁTICO;58
BERBEO;Sergio Fajardo Valderrama;PARTIDO POLÍTICO DIGNIDAD & COMPROMISO;16
BERBEO;Raúl Santiago Botero Jaramillo;ROMPER EL SISTEMA;8
BERBEO;Roy Leonardo Barreras Montealegre;PARTIDO POLÍTICO LA FUERZA;4
BERBEO;Claudia López;CON CLAUDIA IMPARABLES;2
BETEITIVA;Abelardo De La Espriella;DEFENSORES DE LA PATRIA;658
BETEITIVA;Iván Cepeda Castro;MOVIMIENTO POLÍTICO PACTO HISTÓRICO;376
BETEITIVA;Paloma Valencia Laserna;PARTIDO CENTRO DEMOCRÁTICO;105
BETEITIVA;Sergio Fajardo Valderrama;PARTIDO POLÍTICO DIGNIDAD & COMPROMISO;29
BETEITIVA;Claudia López;CON CLAUDIA IMPARABLES;15
BETEITIVA;Raúl Santiago Botero Jaramillo;ROMPER EL SISTEMA;12
BETEITIVA;Miguel Uribe Londoño;PARTIDO DEMÓCRATA COLOMBIANO;3
BETEITIVA;Sondra Macollins Garvin Pinto;SONDRA MACOLLINS, LA ABOGADA DE HIERRO;3
BETEITIVA;Roy Leonardo Barreras Montealegre;PARTIDO POLÍTICO LA FUERZA;2
BETEITIVA;Gustavo Matamoros Camacho;PARTIDO ECOLOGISTA COLOMBIANO;1
BETEITIVA;Óscar Mauricio Lizcano Arango;COALICIÓN F.A.M.I.L.I.A;1
BOAVITA;Abelardo De La Espriella;DEFENSORES DE LA PATRIA;1704
BOAVITA;Iván Cepeda Castro;MOVIMIENTO POLÍTICO PACTO HISTÓRICO;548
BOAVITA;Paloma Valencia Laserna;PARTIDO CENTRO DEMOCRÁTICO;286
BOAVITA;Sergio Fajardo Valderrama;PARTIDO POLÍTICO DIGNIDAD & COMPROMISO;48
BOAVITA;Claudia López;CON CLAUDIA IMPARABLES;28
BOAVITA;Raúl Santiago Botero Jaramillo;ROMPER EL SISTEMA;17
BOAVITA;Sondra Macollins Garvin Pinto;SONDRA MACOLLINS, LA ABOGADA DE HIERRO;8
BOAVITA;Miguel Uribe Londoño;PARTIDO DEMÓCRATA COLOMBIANO;4
BOAVITA;Óscar Mauricio Lizcano Arango;COALICIÓN F.A.M.I.L.I.A;2
BOAVITA;Gustavo Matamoros Camacho;PARTIDO ECOLOGISTA COLOMBIANO;1
BOYACA;Abelardo De La Espriella;DEFENSORES DE LA PATRIA;1438
BOYACA;Iván Cepeda Castro;MOVIMIENTO POLÍTICO PACTO HISTÓRICO;673
BOYACA;Paloma Valencia Laserna;PARTIDO CENTRO DEMOCRÁTICO;153
BOYACA;Sergio Fajardo Valderrama;PARTIDO POLÍTICO DIGNIDAD & COMPROMISO;42
BOYACA;Claudia López;CON CLAUDIA IMPARABLES;31
BOYACA;Raúl Santiago Botero Jaramillo;ROMPER EL SISTEMA;15
BOYACA;Roy Leonardo Barreras Montealegre;PARTIDO POLÍTICO LA FUERZA;8
BOYACA;Sondra Macollins Garvin Pinto;SONDRA MACOLLINS, LA ABOGADA DE HIERRO;5
BOYACA;Óscar Mauricio Lizcano Arango;COALICIÓN F.A.M.I.L.I.A;5
BOYACA;Miguel Uribe Londoño;PARTIDO DEMÓCRATA COLOMBIANO;2
BRICEÑO;Abelardo De La Espriella;DEFENSORES DE LA PATRIA;1048
BRICEÑO;Iván Cepeda Castro;MOVIMIENTO POLÍTICO PACTO HISTÓRICO;192
BRICEÑO;Paloma Valencia Laserna;PARTIDO CENTRO DEMOCRÁTICO;118
BRICEÑO;Raúl Santiago Botero Jaramillo;ROMPER EL SISTEMA;24
BRICEÑO;Sergio Fajardo Valderrama;PARTIDO POLÍTICO DIGNIDAD & COMPROMISO;13
BRICEÑO;Claudia López;CON CLAUDIA IMPARABLES;10
BRICEÑO;Miguel Uribe Londoño;PARTIDO DEMÓCRATA COLOMBIANO;4
BRICEÑO;Óscar Mauricio Lizcano Arango;COALICIÓN F.A.M.I.L.I.A;3
BRICEÑO;Roy Leonardo Barreras Montealegre;PARTIDO POLÍTICO LA FUERZA;1
BUENAVISTA;Abelardo De La Espriella;DEFENSORES DE LA PATRIA;2257
BUENAVISTA;Iván Cepeda Castro;MOVIMIENTO POLÍTICO PACTO HISTÓRICO;486
BUENAVISTA;Paloma Valencia Laserna;PARTIDO CENTRO DEMOCRÁTICO;231
BUENAVISTA;Sergio Fajardo Valderrama;PARTIDO POLÍTICO DIGNIDAD & COMPROMISO;35
BUENAVISTA;Claudia López;CON CLAUDIA IMPARABLES;23
BUENAVISTA;Raúl Santiago Botero Jaramillo;ROMPER EL SISTEMA;21
BUENAVISTA;Roy Leonardo Barreras Montealegre;PARTIDO POLÍTICO LA FUERZA;5
BUENAVISTA;Sondra Macollins Garvin Pinto;SONDRA MACOLLINS, LA ABOGADA DE HIERRO;5
BUENAVISTA;Miguel Uribe Londoño;PARTIDO DEMÓCRATA COLOMBIANO;3
BUENAVISTA;Óscar Mauricio Lizcano Arango;COALICIÓN F.A.M.I.L.I.A;3
BUSBANZA;Abelardo De La Espriella;DEFENSORES DE LA PATRIA;404
BUSBANZA;Iván Cepeda Castro;MOVIMIENTO POLÍTICO PACTO HISTÓRICO;169
BUSBANZA;Paloma Valencia Laserna;PARTIDO CENTRO DEMOCRÁTICO;68
BUSBANZA;Claudia López;CON CLAUDIA IMPARABLES;12
BUSBANZA;Sergio Fajardo Valderrama;PARTIDO POLÍTICO DIGNIDAD & COMPROMISO;12
BUSBANZA;Miguel Uribe Londoño;PARTIDO DEMÓCRATA COLOMBIANO;4
BUSBANZA;Raúl Santiago Botero Jaramillo;ROMPER EL SISTEMA;4
BUSBANZA;Óscar Mauricio Lizcano Arango;COALICIÓN F.A.M.I.L.I.A;1
CALDAS;Abelardo De La Espriella;DEFENSORES DE LA PATRIA;1193
CALDAS;Iván Cepeda Castro;MOVIMIENTO POLÍTICO PACTO HISTÓRICO;434
CALDAS;Paloma Valencia Laserna;PARTIDO CENTRO DEMOCRÁTICO;178
CALDAS;Sergio Fajardo Valderrama;PARTIDO POLÍTICO DIGNIDAD & COMPROMISO;49
CALDAS;Raúl Santiago Botero Jaramillo;ROMPER EL SISTEMA;18
CALDAS;Claudia López;CON CLAUDIA IMPARABLES;13
CALDAS;Miguel Uribe Londoño;PARTIDO DEMÓCRATA COLOMBIANO;6
CALDAS;Óscar Mauricio Lizcano Arango;COALICIÓN F.A.M.I.L.I.A;4
CALDAS;Sondra Macollins Garvin Pinto;SONDRA MACOLLINS, LA ABOGADA DE HIERRO;2
CALDAS;Gustavo Matamoros Camacho;PARTIDO ECOLOGISTA COLOMBIANO;1
CAMPOHERMOSO;Abelardo De La Espriella;DEFENSORES DE LA PATRIA;1060
CAMPOHERMOSO;Iván Cepeda Castro;MOVIMIENTO POLÍTICO PACTO HISTÓRICO;195
CAMPOHERMOSO;Paloma Valencia Laserna;PARTIDO CENTRO DEMOCRÁTICO;81
CAMPOHERMOSO;Sergio Fajardo Valderrama;PARTIDO POLÍTICO DIGNIDAD & COMPROMISO;15
CAMPOHERMOSO;Claudia López;CON CLAUDIA IMPARABLES;12
CAMPOHERMOSO;Raúl Santiago Botero Jaramillo;ROMPER EL SISTEMA;7
CAMPOHERMOSO;Miguel Uribe Londoño;PARTIDO DEMÓCRATA COLOMBIANO;4
CAMPOHERMOSO;Óscar Mauricio Lizcano Arango;COALICIÓN F.A.M.I.L.I.A;3
CAMPOHERMOSO;Sondra Macollins Garvin Pinto;SONDRA MACOLLINS, LA ABOGADA DE HIERRO;2
CAMPOHERMOSO;Roy Leonardo Barreras Montealegre;PARTIDO POLÍTICO LA FUERZA;1
CERINZA;Abelardo De La Espriella;DEFENSORES DE LA PATRIA;974
CERINZA;Iván Cepeda Castro;MOVIMIENTO POLÍTICO PACTO HISTÓRICO;785
