MUNNOMBRE,PARNOMBRE,TOTALVOTOSVALIDOS,PORCENTAJE
MUZO;RODRIGO LARA RESTREPO;PARTIDO CAMBIO RADICAL;7,MUZO;Rodrigo Lara Restrepo;PARTIDO CAMBIO RADICAL;7,0.0,0.0
MUZO;ROY LEONARDO BARRERAS MONTEALEGRE;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;3,MUZO;Roy Leonardo Barreras Montealegre;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;3,0.0,0.0
MUZO;RUBEN DARIO GIRALDO CARVAJAL;PARTIDO CONSERVADOR COLOMBIANO;5,MUZO;Ruben Dario Giraldo Carvajal;PARTIDO CONSERVADOR COLOMBIANO;5,0.0,0.0
MUZO;RUBY HELENA CHAGUI SPATH;PARTIDO CENTRO DEMOCRATICO;1,MUZO;Ruby Helena Chagui Spath;PARTIDO CENTRO DEMOCRATICO;1,0.0,0.0
MUZO;SANDRA LILIANA ORTIZ NOVA;PARTIDO ALIANZA VERDE;23,MUZO;Sandra Liliana Ortiz Nova;PARTIDO ALIANZA VERDE;23,0.0,0.0
MUZO;SANTIAGO VALENCIA GONZALEZ;PARTIDO CENTRO DEMOCRATICO;1,MUZO;Santiago Valencia Gonzalez;PARTIDO CENTRO DEMOCRATICO;1,0.0,0.0
MUZO;SEBASTIAN MARTINEZ LADINO;PARTIDO POLITICO MIRA;4,MUZO;Sebastian Martinez Ladino;PARTIDO POLITICO MIRA;4,0.0,0.0
MUZO;SEGUNDO SENEN NINO AVENDANO;PARTIDO POLO DEMOCRATICO ALTERNATIVO;3,MUZO;Segundo Senen Nino Avendano;PARTIDO POLO DEMOCRATICO ALTERNATIVO;3,0.0,0.0
MUZO;SERGIO RAFAEL ARAUJO CASTRO;PARTIDO CENTRO DEMOCRATICO;9,MUZO;Sergio Rafael Araujo Castro;PARTIDO CENTRO DEMOCRATICO;9,0.0,0.0
MUZO;SOFIA ALEJANDRA GAVIRIA CORREA;PARTIDO LIBERAL COLOMBIANO;1,MUZO;Sofia Alejandra Gaviria Correa;PARTIDO LIBERAL COLOMBIANO;1,0.0,0.0
MUZO;SOLEDAD TAMAYO TAMAYO;PARTIDO CONSERVADOR COLOMBIANO;16,MUZO;Soledad Tamayo Tamayo;PARTIDO CONSERVADOR COLOMBIANO;16,0.0,0.0
MUZO;SORAYA BORRERO AVENDANO;PARTIDO CONSERVADOR COLOMBIANO;1,MUZO;Soraya Borrero Avendano;PARTIDO CONSERVADOR COLOMBIANO;1,0.0,0.0
MUZO;TEYLOR ESLOVER MOSQUERA OSMA;PARTIDO OPCION CIUDADANA;1,MUZO;Teylor Eslover Mosquera Osma;PARTIDO OPCION CIUDADANA;1,0.0,0.0
MUZO;VICTORIANO TOLA CARDOZO;RENOVACION ETNICA DE COLOMBIA;1,MUZO;Victoriano Tola Cardozo;RENOVACION ETNICA DE COLOMBIA;1,0.0,0.0
MUZO;VIVIAN MARIA NAMEN VARGAS;PARTIDO LIBERAL COLOMBIANO;1,MUZO;Vivian Maria Namen Vargas;PARTIDO LIBERAL COLOMBIANO;1,0.0,0.0
MUZO;VOTOS EN BLANCO INDIGENAS;NAN;32,MUZO;Votos En Blanco Indigenas;nan;32,0.0,0.0
MUZO;WILLIAM JIMMY CHAMORRO CRUZ;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;52,MUZO;William Jimmy Chamorro Cruz;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;52,0.0,0.0
MUZO;YENNY ESPERANZA ROZO ZAMBRANO;PARTIDO CENTRO DEMOCRATICO;23,MUZO;Yenny Esperanza Rozo Zambrano;PARTIDO CENTRO DEMOCRATICO;23,0.0,0.0
MUZO;YOBANY OROZCO VALENCIANO;PARTIDO LIBERAL COLOMBIANO;12,MUZO;Yobany Orozco Valenciano;PARTIDO LIBERAL COLOMBIANO;12,0.0,0.0
MUZO;YOHANA SALAMANCA JIMENEZ;PARTIDO CENTRO DEMOCRATICO;2,MUZO;Yohana Salamanca Jimenez;PARTIDO CENTRO DEMOCRATICO;2,0.0,0.0
MUZO;ZAIDA DEL CARMEN BARRERO CUERVO;PARTIDO CENTRO DEMOCRATICO;4,MUZO;Zaida Del Carmen Barrero Cuervo;PARTIDO CENTRO DEMOCRATICO;4,0.0,0.0
MUZO;ZULMA CONSTANZA CASAS GARCIA;PARTIDO CAMBIO RADICAL;1,MUZO;Zulma Constanza Casas Garcia;PARTIDO CAMBIO RADICAL;1,0.0,0.0
"NOBSA;""COALICION LISTA DE LA DECENCIA (ASI;UP;MAIS)"";""COALICION LISTA DE LA DECENCIA (ASI;UP;MAIS)"";54","NOBSA;""Coalicion Lista De La Decencia (Asi;Up;Mais)"";""Coalicion Lista De La Decencia (Asi;Up;Mais)"";54",0.0,0.0
"NOBSA;""MOVIMIENTO TODOS SOMOS COLOMBIA """"TSC"""""";""MOVIMIENTO TODOS SOMOS COLOMBIA """"TSC"""""";10","NOBSA;""Movimiento Todos Somos Colombia """"Tsc"""""";""Movimiento Todos Somos Colombia """"Tsc"""""";10",0.0,0.0
"NOBSA;ADOLFO ANTONIO ORDONEZ CHADID;""COALICION LISTA DE LA DECENCIA (ASI;UP;MAIS)"";2","NOBSA;Adolfo Antonio Ordonez Chadid;""COALICION LISTA DE LA DECENCIA (ASI;UP;MAIS)"";2",0.0,0.0
NOBSA;ADRIANA PATRICIA VELEZ DUQUE;PARTIDO CAMBIO RADICAL;5,NOBSA;Adriana Patricia Velez Duque;PARTIDO CAMBIO RADICAL;5,0.0,0.0
NOBSA;AIDA MERLANO REBOLLEDO;PARTIDO CONSERVADOR COLOMBIANO;31,NOBSA;Aida Merlano Rebolledo;PARTIDO CONSERVADOR COLOMBIANO;31,0.0,0.0
NOBSA;AIDA PETRONA SUAREZ SANTOS;MOVIMIENTO AUTORIDADES INDIGENAS DE COLOMBIA AICO;5,NOBSA;Aida Petrona Suarez Santos;MOVIMIENTO AUTORIDADES INDIGENAS DE COLOMBIA  AICO;5,0.0,0.0
"NOBSA;AIDA YOLANDA AVELLA ESQUIVEL;""COALICION LISTA DE LA DECENCIA (ASI;UP;MAIS)"";199","NOBSA;Aida Yolanda Avella Esquivel;""COALICION LISTA DE LA DECENCIA (ASI;UP;MAIS)"";199",0.0,0.0
NOBSA;AKEMI SOFIA RAVE HERNANDEZ;PARTIDO ALIANZA VERDE;2,NOBSA;Akemi Sofia Rave Hernandez;PARTIDO ALIANZA VERDE;2,0.0,0.0
"NOBSA;ALBA LUZ GONZALEZ MARTINEZ;""COALICION LISTA DE LA DECENCIA (ASI;UP;MAIS)"";2","NOBSA;Alba Luz Gonzalez Martinez;""COALICION LISTA DE LA DECENCIA (ASI;UP;MAIS)"";2",0.0,0.0
"NOBSA;ALBERTO LUIS DONADO BELTRAN;""COALICION LISTA DE LA DECENCIA (ASI;UP;MAIS)"";1","NOBSA;Alberto Luis Donado Beltran;""COALICION LISTA DE LA DECENCIA (ASI;UP;MAIS)"";1",0.0,0.0
NOBSA;ALEJANDRO CORRALES ESCOBAR;PARTIDO CENTRO DEMOCRATICO;2,NOBSA;Alejandro Corrales Escobar;PARTIDO CENTRO DEMOCRATICO;2,0.0,0.0
NOBSA;ALEXANDER LOPEZ MAYA;PARTIDO POLO DEMOCRATICO ALTERNATIVO;29,NOBSA;Alexander Lopez Maya;PARTIDO POLO DEMOCRATICO ALTERNATIVO;29,0.0,0.0
NOBSA;ALEXIS CALVO SARMIENTO;PARTIDO CAMBIO RADICAL;5,NOBSA;Alexis Calvo Sarmiento;PARTIDO CAMBIO RADICAL;5,0.0,0.0
NOBSA;ALFREDO GUILLERMO MOLINA TRIANA;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;27,NOBSA;Alfredo Guillermo Molina Triana;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;27,0.0,0.0
NOBSA;ALFREDO RANGEL SUAREZ;PARTIDO CENTRO DEMOCRATICO;1,NOBSA;Alfredo Rangel Suarez;PARTIDO CENTRO DEMOCRATICO;1,0.0,0.0
NOBSA;ALVARO URIBE VELEZ;PARTIDO CENTRO DEMOCRATICO;127,NOBSA;Alvaro Uribe Velez;PARTIDO CENTRO DEMOCRATICO;127,0.0,0.0
NOBSA;AMANDA ROCIO GONZALEZ RODRIGUEZ;PARTIDO CENTRO DEMOCRATICO;256,NOBSA;Amanda Rocio Gonzalez Rodriguez;PARTIDO CENTRO DEMOCRATICO;256,0.0,0.0
"NOBSA;AMAURY DE JESUS BLOOM PUPO;""MOVIMIENTO TODOS SOMOS COLOMBIA """"TSC"""""";1","NOBSA;Amaury De Jesus Bloom Pupo;""MOVIMIENTO TODOS SOMOS COLOMBIA """"TSC"""""";1",0.0,0.0
NOBSA;ANA CECILIA VARGAS FORERO;PARTIDO LIBERAL COLOMBIANO;1,NOBSA;Ana Cecilia Vargas Forero;PARTIDO LIBERAL COLOMBIANO;1,0.0,0.0
NOBSA;ANA DELTRUDIS BOHORQUEZ DE PINILLOS;PARTIDO CAMBIO RADICAL;2,NOBSA;Ana Deltrudis Bohorquez De Pinillos;PARTIDO CAMBIO RADICAL;2,0.0,0.0
NOBSA;ANA DORIS PRIETO TRIVINO;PARTIDO CONSERVADOR COLOMBIANO;2,NOBSA;Ana Doris Prieto Trivino;PARTIDO CONSERVADOR COLOMBIANO;2,0.0,0.0
NOBSA;ANA EBELIA GAMEZ FIGUEREDO;PARTIDO ALIANZA VERDE;1,NOBSA;Ana Ebelia Gamez Figueredo;PARTIDO ALIANZA VERDE;1,0.0,0.0
NOBSA;ANA GLORIA CLAVIJO RISUENO;PARTIDO CONSERVADOR COLOMBIANO;3,NOBSA;Ana Gloria Clavijo Risueno;PARTIDO CONSERVADOR COLOMBIANO;3,0.0,0.0
NOBSA;ANA MARIA ABELLO RESTREPO;PARTIDO CENTRO DEMOCRATICO;3,NOBSA;Ana Maria Abello Restrepo;PARTIDO CENTRO DEMOCRATICO;3,0.0,0.0
NOBSA;ANA MARIA CASTANEDA GOMEZ;PARTIDO CAMBIO RADICAL;59,NOBSA;Ana Maria Castaneda Gomez;PARTIDO CAMBIO RADICAL;59,0.0,0.0
NOBSA;ANA PAOLA AGUDELO GARCIA;PARTIDO POLITICO MIRA;3,NOBSA;Ana Paola Agudelo Garcia;PARTIDO POLITICO MIRA;3,0.0,0.0
NOBSA;ANDRES ALIRIO CORREDOR CORREDOR;PARTIDO CONSERVADOR COLOMBIANO;1,NOBSA;Andres Alirio Corredor Corredor;PARTIDO CONSERVADOR COLOMBIANO;1,0.0,0.0
NOBSA;ANDRES CRISTO BUSTOS;PARTIDO LIBERAL COLOMBIANO;393,NOBSA;Andres Cristo Bustos;PARTIDO LIBERAL COLOMBIANO;393,0.0,0.0
NOBSA;ANDRES FELIPE GARCIA ZUCCARDI;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;1,NOBSA;Andres Felipe Garcia Zuccardi;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;1,0.0,0.0
NOBSA;ANDRES FELIPE PEREZ MORILLO;PARTIDO POLO DEMOCRATICO ALTERNATIVO;2,NOBSA;Andres Felipe Perez Morillo;PARTIDO POLO DEMOCRATICO ALTERNATIVO;2,0.0,0.0
NOBSA;ANDRES FORERO MEDINA;PARTIDO CONSERVADOR COLOMBIANO;2,NOBSA;Andres Forero Medina;PARTIDO CONSERVADOR COLOMBIANO;2,0.0,0.0
NOBSA;ANDRES MAURICIO VELA CORREA;PARTIDO LIBERAL COLOMBIANO;2,NOBSA;Andres Mauricio Vela Correa;PARTIDO LIBERAL COLOMBIANO;2,0.0,0.0
NOBSA;ANGEL CUSTODIO CABRERA BAEZ;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;55,NOBSA;Angel Custodio Cabrera Baez;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;55,0.0,0.0
NOBSA;ANGELICA LISBETH LOZANO CORREA;PARTIDO ALIANZA VERDE;19,NOBSA;Angelica Lisbeth Lozano Correa;PARTIDO ALIANZA VERDE;19,0.0,0.0
NOBSA;ANTONIO DEL CRISTO GUERRA DE LA ESPRIELLA;PARTIDO CAMBIO RADICAL;7,NOBSA;Antonio Del Cristo Guerra De La Espriella;PARTIDO CAMBIO RADICAL;7,0.0,0.0
NOBSA;ANTONIO ERESMID SANGUINO PAEZ;PARTIDO ALIANZA VERDE;3,NOBSA;Antonio Eresmid Sanguino Paez;PARTIDO ALIANZA VERDE;3,0.0,0.0
NOBSA;ANTONIO JOSE CORREA JIMENEZ;PARTIDO OPCION CIUDADANA;1,NOBSA;Antonio Jose Correa Jimenez;PARTIDO OPCION CIUDADANA;1,0.0,0.0
NOBSA;ANTONIO LUIS ZABARAIN GUEVARA;PARTIDO CAMBIO RADICAL;6,NOBSA;Antonio Luis Zabarain Guevara;PARTIDO CAMBIO RADICAL;6,0.0,0.0
NOBSA;ANTONIO MARTIN ALMAZO ACOSTA;PARTIDO ALIANZA SOCIAL INDEPENDIENTE;5,NOBSA;Antonio Martin Almazo Acosta;PARTIDO ALIANZA SOCIAL INDEPENDIENTE;5,0.0,0.0
NOBSA;ANTONIO MORENO PALACIOS;PARTIDO POLO DEMOCRATICO ALTERNATIVO;1,NOBSA;Antonio Moreno Palacios;PARTIDO POLO DEMOCRATICO ALTERNATIVO;1,0.0,0.0
NOBSA;ARGEMIRO BURBANO ORTIZ;PARTIDO ALIANZA VERDE;1,NOBSA;Argemiro Burbano Ortiz;PARTIDO ALIANZA VERDE;1,0.0,0.0
NOBSA;ARLETH PATRICIA CASADO DE LOPEZ;PARTIDO LIBERAL COLOMBIANO;13,NOBSA;Arleth Patricia Casado De Lopez;PARTIDO LIBERAL COLOMBIANO;13,0.0,0.0
NOBSA;ARLEY FERNANDO GOMEZ HERNANDEZ;PARTIDO ALIANZA VERDE;3,NOBSA;Arley Fernando Gomez Hernandez;PARTIDO ALIANZA VERDE;3,0.0,0.0
NOBSA;ARMANDO ALBERTO BENEDETTI VILLANEDA;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;10,NOBSA;Armando Alberto Benedetti Villaneda;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;10,0.0,0.0
NOBSA;ARMANDO ANTONIO DIAZ PENARANDA;PARTIDO OPCION CIUDADANA;1,NOBSA;Armando Antonio Diaz Penaranda;PARTIDO OPCION CIUDADANA;1,0.0,0.0
NOBSA;ARTURO CHAR CHALJUB;PARTIDO CAMBIO RADICAL;3,NOBSA;Arturo Char Chaljub;PARTIDO CAMBIO RADICAL;3,0.0,0.0
NOBSA;ARTURO PALACIOS ORTEGA;PARTIDO LIBERAL COLOMBIANO;1,NOBSA;Arturo Palacios Ortega;PARTIDO LIBERAL COLOMBIANO;1,0.0,0.0
NOBSA;ATI SEYGUNDIBA QUIGUA IZQUIERDO;PARTIDO ALIANZA SOCIAL INDEPENDIENTE;1,NOBSA;Ati Seygundiba Quigua Izquierdo;PARTIDO ALIANZA SOCIAL INDEPENDIENTE;1,0.0,0.0
NOBSA;AURA ISABEL GRANADA SANCHEZ;PARTIDO ALIANZA VERDE;1,NOBSA;Aura Isabel Granada Sanchez;PARTIDO ALIANZA VERDE;1,0.0,0.0
NOBSA;AURELIJUS RUTENIS ANTANAS MOCKUS SIVICKAS;PARTIDO ALIANZA VERDE;194,NOBSA;Aurelijus Rutenis Antanas Mockus Sivickas;PARTIDO ALIANZA VERDE;194,0.0,0.0
NOBSA;AYDEE LIZARAZO CUBILLOS;PARTIDO POLITICO MIRA;1,NOBSA;Aydee Lizarazo Cubillos;PARTIDO POLITICO MIRA;1,0.0,0.0
"NOBSA;BEATRIZ ELENA RESTREPO VELASQUEZ;""MOVIMIENTO TODOS SOMOS COLOMBIA """"TSC"""""";1","NOBSA;Beatriz Elena Restrepo Velasquez;""MOVIMIENTO TODOS SOMOS COLOMBIA """"TSC"""""";1",0.0,0.0
NOBSA;BERNABE CELIS CARRILLO;PARTIDO CAMBIO RADICAL;5,NOBSA;Bernabe Celis Carrillo;PARTIDO CAMBIO RADICAL;5,0.0,0.0
NOBSA;BERNER LEON ZAMBRANO ERASO;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;4,NOBSA;Berner Leon Zambrano Eraso;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;4,0.0,0.0
NOBSA;BERTHALY VIAFARA;PARTIDO CAMBIO RADICAL;5,NOBSA;Berthaly Viafara;PARTIDO CAMBIO RADICAL;5,0.0,0.0
NOBSA;BLANCA YULIMA LOMBANA GONZALEZ;PARTIDO ALIANZA VERDE;2,NOBSA;Blanca Yulima Lombana Gonzalez;PARTIDO ALIANZA VERDE;2,0.0,0.0
NOBSA;CAMILO ANDRES ABRIL JAIMES;PARTIDO CONSERVADOR COLOMBIANO;1,NOBSA;Camilo Andres Abril Jaimes;PARTIDO CONSERVADOR COLOMBIANO;1,0.0,0.0
NOBSA;CARLOS ABRAHAM JIMENEZ LOPEZ;PARTIDO CAMBIO RADICAL;8,NOBSA;Carlos Abraham Jimenez Lopez;PARTIDO CAMBIO RADICAL;8,0.0,0.0
NOBSA;CARLOS ALBERTO SIERRA MURILLO;PARTIDO CENTRO DEMOCRATICO;1,NOBSA;Carlos Alberto Sierra Murillo;PARTIDO CENTRO DEMOCRATICO;1,0.0,0.0
NOBSA;CARLOS ANDRES TRUJILLO GONZALEZ;PARTIDO CONSERVADOR COLOMBIANO;1,NOBSA;Carlos Andres Trujillo Gonzalez;PARTIDO CONSERVADOR COLOMBIANO;1,0.0,0.0
"NOBSA;CARLOS ARTURO MARTINEZ BERMUDEZ;""COALICION LISTA DE LA DECENCIA (ASI;UP;MAIS)"";2","NOBSA;Carlos Arturo Martinez Bermudez;""COALICION LISTA DE LA DECENCIA (ASI;UP;MAIS)"";2",0.0,0.0
NOBSA;CARLOS EDUARDO ESPINOSA MARTINEZ;PARTIDO CAMBIO RADICAL;4,NOBSA;Carlos Eduardo Espinosa Martinez;PARTIDO CAMBIO RADICAL;4,0.0,0.0
NOBSA;CARLOS EDUARDO GUEVARA VILLABON;PARTIDO POLITICO MIRA;2,NOBSA;Carlos Eduardo Guevara Villabon;PARTIDO POLITICO MIRA;2,0.0,0.0
"NOBSA;CARLOS EDUARDO TORO AVILA;""COALICION LISTA DE LA DECENCIA (ASI;UP;MAIS)"";2","NOBSA;Carlos Eduardo Toro Avila;""COALICION LISTA DE LA DECENCIA (ASI;UP;MAIS)"";2",0.0,0.0
NOBSA;CARLOS EDWARD OSORIO AGUIAR;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;4,NOBSA;Carlos Edward Osorio Aguiar;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;4,0.0,0.0
NOBSA;CARLOS ENRIQUE FORERO SANCHEZ;PARTIDO OPCION CIUDADANA;3,NOBSA;Carlos Enrique Forero Sanchez;PARTIDO OPCION CIUDADANA;3,0.0,0.0
NOBSA;CARLOS FELIPE MEJIA MEJIA;PARTIDO CENTRO DEMOCRATICO;1,NOBSA;Carlos Felipe Mejia Mejia;PARTIDO CENTRO DEMOCRATICO;1,0.0,0.0
NOBSA;CARLOS FERNANDO MOTOA SOLARTE;PARTIDO CAMBIO RADICAL;5,NOBSA;Carlos Fernando Motoa Solarte;PARTIDO CAMBIO RADICAL;5,0.0,0.0
NOBSA;CARLOS HUMBERTO ISAZA RODRIGUEZ;PARTIDO LIBERAL COLOMBIANO;3,NOBSA;Carlos Humberto Isaza Rodriguez;PARTIDO LIBERAL COLOMBIANO;3,0.0,0.0
NOBSA;CARLOS HUMBERTO PINZON MURIEL;PARTIDO LIBERAL COLOMBIANO;1,NOBSA;Carlos Humberto Pinzon Muriel;PARTIDO LIBERAL COLOMBIANO;1,0.0,0.0
NOBSA;CARLOS IVAN VILLEGAS GIRALDO;PARTIDO CONSERVADOR COLOMBIANO;1,NOBSA;Carlos Ivan Villegas Giraldo;PARTIDO CONSERVADOR COLOMBIANO;1,0.0,0.0
NOBSA;CARLOS MANUEL MEISEL VERGARA;PARTIDO CENTRO DEMOCRATICO;1,NOBSA;Carlos Manuel Meisel Vergara;PARTIDO CENTRO DEMOCRATICO;1,0.0,0.0
NOBSA;CELSA MARIA GOEZ DURANGO;PARTIDO CONSERVADOR COLOMBIANO;1,NOBSA;Celsa Maria Goez Durango;PARTIDO CONSERVADOR COLOMBIANO;1,0.0,0.0
NOBSA;CIRO ALEJANDRO RAMIREZ CORTES;PARTIDO CENTRO DEMOCRATICO;28,NOBSA;Ciro Alejandro Ramirez Cortes;PARTIDO CENTRO DEMOCRATICO;28,0.0,0.0
NOBSA;CLAUDIA ALEJANDRA TERRA GUERRA;PARTIDO ALIANZA VERDE;1,NOBSA;Claudia Alejandra Terra Guerra;PARTIDO ALIANZA VERDE;1,0.0,0.0
NOBSA;CLAUDIA BARON GOMEZ;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;2,NOBSA;Claudia Baron Gomez;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;2,0.0,0.0
NOBSA;CLAUDIA MARIA BUSTAMANTE CEBALLOS;PARTIDO CENTRO DEMOCRATICO;2,NOBSA;Claudia Maria Bustamante Ceballos;PARTIDO CENTRO DEMOCRATICO;2,0.0,0.0
NOBSA;CLAUDIA YADIRA INES RODRIGUEZ DE CASTELLANOS;PARTIDO CAMBIO RADICAL;3,NOBSA;Claudia Yadira Ines Rodriguez De Castellanos;PARTIDO CAMBIO RADICAL;3,0.0,0.0
NOBSA;CRISTIAN ESTEBAN RAMIREZ ROMERO;PARTIDO CONSERVADOR COLOMBIANO;1,NOBSA;Cristian Esteban Ramirez Romero;PARTIDO CONSERVADOR COLOMBIANO;1,0.0,0.0
NOBSA;DAIRA DE JESUS GALVIS MENDEZ;PARTIDO CAMBIO RADICAL;9,NOBSA;Daira De Jesus Galvis Mendez;PARTIDO CAMBIO RADICAL;9,0.0,0.0
NOBSA;DANIEL ALBERTO CABRALES CASTILLO;PARTIDO CENTRO DEMOCRATICO;1,NOBSA;Daniel Alberto Cabrales Castillo;PARTIDO CENTRO DEMOCRATICO;1,0.0,0.0
NOBSA;DANIEL FERNANDO MEJIA LOZANO;PARTIDO OPCION CIUDADANA;2,NOBSA;Daniel Fernando Mejia Lozano;PARTIDO OPCION CIUDADANA;2,0.0,0.0
NOBSA;DARIO ARLEY DUQUE GOMEZ;PARTIDO POLO DEMOCRATICO ALTERNATIVO;2,NOBSA;Dario Arley Duque Gomez;PARTIDO POLO DEMOCRATICO ALTERNATIVO;2,0.0,0.0
NOBSA;DARIO GERMAN UMANA MENDOZA;PARTIDO POLO DEMOCRATICO ALTERNATIVO;5,NOBSA;Dario German Umana Mendoza;PARTIDO POLO DEMOCRATICO ALTERNATIVO;5,0.0,0.0
NOBSA;DAVID ALEJANDRO BARGUIL ASSIS;PARTIDO CONSERVADOR COLOMBIANO;7,NOBSA;David Alejandro Barguil Assis;PARTIDO CONSERVADOR COLOMBIANO;7,0.0,0.0
NOBSA;DAVID FELIPE CASTILLO CARDENAS;PARTIDO CAMBIO RADICAL;1267,NOBSA;David Felipe Castillo Cardenas;PARTIDO CAMBIO RADICAL;1267,0.0,0.0
"NOBSA;DAVID JARAMILLO MEDINA;""COALICION LISTA DE LA DECENCIA (ASI;UP;MAIS)"";5","NOBSA;David Jaramillo Medina;""COALICION LISTA DE LA DECENCIA (ASI;UP;MAIS)"";5",0.0,0.0
NOBSA;DEICY ELENA BERMUDEZ HURTADO;PARTIDO ALIANZA VERDE;3,NOBSA;Deicy Elena Bermudez Hurtado;PARTIDO ALIANZA VERDE;3,0.0,0.0
NOBSA;DIEGO ALEJANDRO RAMIREZ CASTANO;PARTIDO LIBERAL COLOMBIANO;1,NOBSA;Diego Alejandro Ramirez Castano;PARTIDO LIBERAL COLOMBIANO;1,0.0,0.0
NOBSA;DIEGO MUNOZ MARROQUIN;PARTIDO ALIANZA VERDE;3,NOBSA;Diego Munoz Marroquin;PARTIDO ALIANZA VERDE;3,0.0,0.0
NOBSA;DILIS YOLANDA GONZALEZ;PARTIDO POLITICO MIRA;4,NOBSA;Dilis Yolanda Gonzalez;PARTIDO POLITICO MIRA;4,0.0,0.0
NOBSA;DOMINGO EMILIO PEREZ CUELLAR;PARTIDO POLO DEMOCRATICO ALTERNATIVO;1,NOBSA;Domingo Emilio Perez Cuellar;PARTIDO POLO DEMOCRATICO ALTERNATIVO;1,0.0,0.0
NOBSA;DONALDO DE JESUS GONZALEZ ROJAS;PARTIDO ALIANZA VERDE;1,NOBSA;Donaldo De Jesus Gonzalez Rojas;PARTIDO ALIANZA VERDE;1,0.0,0.0
NOBSA;DONPOPO AYARA;PARTIDO CAMBIO RADICAL;3,NOBSA;Donpopo Ayara;PARTIDO CAMBIO RADICAL;3,0.0,0.0
NOBSA;DORIS CLEMENCIA VEGA QUIROZ;PARTIDO OPCION CIUDADANA;5,NOBSA;Doris Clemencia Vega Quiroz;PARTIDO OPCION CIUDADANA;5,0.0,0.0
NOBSA;DUBET ANTONIO MUNOZ BEDOYA;PARTIDO ALIANZA VERDE;1,NOBSA;Dubet Antonio Munoz Bedoya;PARTIDO ALIANZA VERDE;1,0.0,0.0
NOBSA;ECCEHOMO AYALA CARDENAS;PARTIDO CAMBIO RADICAL;1,NOBSA;Eccehomo Ayala Cardenas;PARTIDO CAMBIO RADICAL;1,0.0,0.0
NOBSA;EDGAR DE JESUS GIL GUERRERO;PARTIDO POLO DEMOCRATICO ALTERNATIVO;1,NOBSA;Edgar De Jesus Gil Guerrero;PARTIDO POLO DEMOCRATICO ALTERNATIVO;1,0.0,0.0
NOBSA;EDGAR ENRIQUE PALACIO MIZRAHI;GSC COLOMBIA JUSTA LIBRES;0,NOBSA;Edgar Enrique Palacio Mizrahi;GSC COLOMBIA JUSTA LIBRES;0,0.0,0.0
NOBSA;EDGAR ESPINDOLA NINO;PARTIDO OPCION CIUDADANA;42,NOBSA;Edgar Espindola Nino;PARTIDO OPCION CIUDADANA;42,0.0,0.0
NOBSA;EDGAR JESUS DIAZ CONTRERAS;PARTIDO CAMBIO RADICAL;3,NOBSA;Edgar Jesus Diaz Contreras;PARTIDO CAMBIO RADICAL;3,0.0,0.0
NOBSA;EDILSON HUERFANO ORDONEZ;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;3,NOBSA;Edilson Huerfano Ordonez;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;3,0.0,0.0
NOBSA;EDINSON DE JESUS MUNOZ CIRO;PARTIDO ALIANZA VERDE;1,NOBSA;Edinson De Jesus Munoz Ciro;PARTIDO ALIANZA VERDE;1,0.0,0.0
NOBSA;EDINSON DELGADO RUIZ;PARTIDO LIBERAL COLOMBIANO;2,NOBSA;Edinson Delgado Ruiz;PARTIDO LIBERAL COLOMBIANO;2,0.0,0.0
NOBSA;EDISON ALEXANDER MARIN;PARTIDO OPCION CIUDADANA;1,NOBSA;Edison Alexander Marin;PARTIDO OPCION CIUDADANA;1,0.0,0.0
NOBSA;EDUARDO EMILIO PACHECO CUELLO;GSC COLOMBIA JUSTA LIBRES;0,NOBSA;Eduardo Emilio Pacheco Cuello;GSC COLOMBIA JUSTA LIBRES;0,0.0,0.0
NOBSA;EDUARDO ENRIQUE PULGAR DAZA;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;1,NOBSA;Eduardo Enrique Pulgar Daza;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;1,0.0,0.0
