MUNNOMBRE,PARNOMBRE,TOTALVOTOSVALIDOS,PORCENTAJE
CUITIVA;FABIAN ARTURO ORTIZ WILCHES;PARTIDO LIBERAL COLOMBIANO;1,CUITIVA;Fabian Arturo Ortiz Wilches;PARTIDO LIBERAL COLOMBIANO;1,0.0,0.0
CUITIVA;FABIO ANTONIO GONZALEZ MENDIETA;PARTIDO LIBERAL COLOMBIANO;1,CUITIVA;Fabio Antonio Gonzalez Mendieta;PARTIDO LIBERAL COLOMBIANO;1,0.0,0.0
CUITIVA;FABIO RAUL AMIN SALEME;PARTIDO LIBERAL COLOMBIANO;1,CUITIVA;Fabio Raul Amin Saleme;PARTIDO LIBERAL COLOMBIANO;1,0.0,0.0
CUITIVA;FERNANDO NICOLAS ARAUJO RUMIE;PARTIDO CENTRO DEMOCRATICO;3,CUITIVA;Fernando Nicolas Araujo Rumie;PARTIDO CENTRO DEMOCRATICO;3,0.0,0.0
CUITIVA;FERNANDO VALENCIA OSSA;PARTIDO POLITICO MIRA;1,CUITIVA;Fernando Valencia Ossa;PARTIDO POLITICO MIRA;1,0.0,0.0
CUITIVA;FREDY HERNAN PEREZ;PARTIDO CAMBIO RADICAL;1,CUITIVA;Fredy Hernan Perez;PARTIDO CAMBIO RADICAL;1,0.0,0.0
CUITIVA;GERMAN VARON COTRINO;PARTIDO CAMBIO RADICAL;2,CUITIVA;German Varon Cotrino;PARTIDO CAMBIO RADICAL;2,0.0,0.0
CUITIVA;GSC COLOMBIA JUSTA LIBRES;GSC COLOMBIA JUSTA LIBRES;3,CUITIVA;Gsc Colombia Justa Libres;Gsc Colombia Justa Libres;3,0.0,0.0
CUITIVA;GSC SI SE PUEDE;GSC SI SE PUEDE;2,CUITIVA;Gsc Si Se Puede;Gsc Si Se Puede;2,0.0,0.0
CUITIVA;GSC UNION CON FORTALEZA;GSC UNION CON FORTALEZA;18,CUITIVA;Gsc Union Con Fortaleza;Gsc Union Con Fortaleza;18,0.0,0.0
"CUITIVA;GUSTAVO BOLIVAR MORENO;""COALICION LISTA DE LA DECENCIA (ASI;UP;MAIS)"";3","CUITIVA;Gustavo Bolivar Moreno;""COALICION LISTA DE LA DECENCIA (ASI;UP;MAIS)"";3",0.0,0.0
CUITIVA;HECTOR AUGUSTO LOPEZ CASTANEDA;PARTIDO CENTRO DEMOCRATICO;1,CUITIVA;Hector Augusto Lopez Castaneda;PARTIDO CENTRO DEMOCRATICO;1,0.0,0.0
CUITIVA;HERIBERTO SANABRIA ASTUDILLO;PARTIDO CONSERVADOR COLOMBIANO;4,CUITIVA;Heriberto Sanabria Astudillo;PARTIDO CONSERVADOR COLOMBIANO;4,0.0,0.0
CUITIVA;HORACIO JOSE SERPA MONCADA;PARTIDO LIBERAL COLOMBIANO;5,CUITIVA;Horacio Jose Serpa Moncada;PARTIDO LIBERAL COLOMBIANO;5,0.0,0.0
CUITIVA;INSCRIPCION REVOCADA CNE RES NO 1932018;INSCRIPCION REVOCADA CNE RES NO 1932018;3,CUITIVA;Inscripcion Revocada Cne Res No 1932018;Inscripcion Revocada Cne Res No 1932018;3,0.0,0.0
CUITIVA;IVAN DARIO AGUDELO ZAPATA;PARTIDO LIBERAL COLOMBIANO;1,CUITIVA;Ivan Dario Agudelo Zapata;PARTIDO LIBERAL COLOMBIANO;1,0.0,0.0
CUITIVA;IVAN LEONIDAS NAME VASQUEZ;PARTIDO ALIANZA VERDE;15,CUITIVA;Ivan Leonidas Name Vasquez;PARTIDO ALIANZA VERDE;15,0.0,0.0
CUITIVA;JACQUELINE TOLOZA CASTANO;PARTIDO POLITICO MIRA;1,CUITIVA;Jacqueline Toloza Castano;PARTIDO POLITICO MIRA;1,0.0,0.0
CUITIVA;JHEYSON OVIDIO LONDONO ARANGO;PARTIDO CONSERVADOR COLOMBIANO;1,CUITIVA;Jheyson Ovidio Londono Arango;PARTIDO CONSERVADOR COLOMBIANO;1,0.0,0.0
CUITIVA;JOHN MILTON RODRIGUEZ GONZALEZ;GSC COLOMBIA JUSTA LIBRES;0,CUITIVA;John Milton Rodriguez Gonzalez;GSC COLOMBIA JUSTA LIBRES;0,0.0,0.0
CUITIVA;JORGE EDUARDO LONDONO ULLOA;PARTIDO ALIANZA VERDE;111,CUITIVA;Jorge Eduardo Londono Ulloa;PARTIDO ALIANZA VERDE;111,0.0,0.0
CUITIVA;JORGE ELIECER GUEVARA;PARTIDO ALIANZA VERDE;1,CUITIVA;Jorge Eliecer Guevara;PARTIDO ALIANZA VERDE;1,0.0,0.0
CUITIVA;JORGE ELIESER PRIETO RIVEROS;PARTIDO ALIANZA VERDE;1,CUITIVA;Jorge Elieser Prieto Riveros;PARTIDO ALIANZA VERDE;1,0.0,0.0
CUITIVA;JORGE ENRIQUE ROBLEDO CASTILLO;PARTIDO POLO DEMOCRATICO ALTERNATIVO;2,CUITIVA;Jorge Enrique Robledo Castillo;PARTIDO POLO DEMOCRATICO ALTERNATIVO;2,0.0,0.0
"CUITIVA;JORGE ISAAC ARAMBURO GARCIA;""MOVIMIENTO TODOS SOMOS COLOMBIA """"TSC"""""";1","CUITIVA;Jorge Isaac Aramburo Garcia;""MOVIMIENTO TODOS SOMOS COLOMBIA """"TSC"""""";1",0.0,0.0
CUITIVA;JORGE IVAN NARANJO GRISALES;PARTIDO CAMBIO RADICAL;1,CUITIVA;Jorge Ivan Naranjo Grisales;PARTIDO CAMBIO RADICAL;1,0.0,0.0
CUITIVA;JOSE ANTONIO RODRIGUEZ MONTENEGRO;PARTIDO CAMBIO RADICAL;2,CUITIVA;Jose Antonio Rodriguez Montenegro;PARTIDO CAMBIO RADICAL;2,0.0,0.0
CUITIVA;JOSE DAVID NAME CARDOZO;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;2,CUITIVA;Jose David Name Cardozo;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;2,0.0,0.0
CUITIVA;JOSE LEOMAR CORTES DELGADO;PARTIDO CAMBIO RADICAL;1,CUITIVA;Jose Leomar Cortes Delgado;PARTIDO CAMBIO RADICAL;1,0.0,0.0
CUITIVA;JOSE OBDULIO GAVIRIA VELEZ;PARTIDO CENTRO DEMOCRATICO;1,CUITIVA;Jose Obdulio Gaviria Velez;PARTIDO CENTRO DEMOCRATICO;1,0.0,0.0
CUITIVA;JUAN ALFONSO FIERRO MANRIQUE;PARTIDO CAMBIO RADICAL;2,CUITIVA;Juan Alfonso Fierro Manrique;PARTIDO CAMBIO RADICAL;2,0.0,0.0
CUITIVA;JUAN SAMY MERHEG MARUN;PARTIDO CONSERVADOR COLOMBIANO;1,CUITIVA;Juan Samy Merheg Marun;PARTIDO CONSERVADOR COLOMBIANO;1,0.0,0.0
CUITIVA;KAREM MILENA VERA VARGAS;PARTIDO CAMBIO RADICAL;1,CUITIVA;Karem Milena Vera Vargas;PARTIDO CAMBIO RADICAL;1,0.0,0.0
CUITIVA;KATHERINE MARINO TORRES;PARTIDO LIBERAL COLOMBIANO;1,CUITIVA;Katherine Marino Torres;PARTIDO LIBERAL COLOMBIANO;1,0.0,0.0
CUITIVA;LEON RIGOBERTO BARON NEIRA;PARTIDO CENTRO DEMOCRATICO;1,CUITIVA;Leon Rigoberto Baron Neira;PARTIDO CENTRO DEMOCRATICO;1,0.0,0.0
CUITIVA;LIDIO ARTURO GARCIA TURBAY;PARTIDO LIBERAL COLOMBIANO;1,CUITIVA;Lidio Arturo Garcia Turbay;PARTIDO LIBERAL COLOMBIANO;1,0.0,0.0
CUITIVA;LIGIO GOMEZ GOMEZ;PARTIDO OPCION CIUDADANA;1,CUITIVA;Ligio Gomez Gomez;PARTIDO OPCION CIUDADANA;1,0.0,0.0
CUITIVA;LUIS ALBERTO MORENO VALENZUELA;PARTIDO LIBERAL COLOMBIANO;1,CUITIVA;Luis Alberto Moreno Valenzuela;PARTIDO LIBERAL COLOMBIANO;1,0.0,0.0
CUITIVA;LUIS ALFONSO PLAZAS VEGA;PARTIDO CENTRO DEMOCRATICO;11,CUITIVA;Luis Alfonso Plazas Vega;PARTIDO CENTRO DEMOCRATICO;11,0.0,0.0
CUITIVA;LUIS IVAN MARULANDA GOMEZ;PARTIDO ALIANZA VERDE;1,CUITIVA;Luis Ivan Marulanda Gomez;PARTIDO ALIANZA VERDE;1,0.0,0.0
CUITIVA;LUIS OSWALDO PARADA PRIETO;PARTIDO CENTRO DEMOCRATICO;1,CUITIVA;Luis Oswaldo Parada Prieto;PARTIDO CENTRO DEMOCRATICO;1,0.0,0.0
CUITIVA;LUZ ALBA MUNETON JARAMILLO;PARTIDO CONSERVADOR COLOMBIANO;1,CUITIVA;Luz Alba Muneton Jaramillo;PARTIDO CONSERVADOR COLOMBIANO;1,0.0,0.0
CUITIVA;LUZ ANGELICA GARCIA GARCIA;PARTIDO OPCION CIUDADANA;3,CUITIVA;Luz Angelica Garcia Garcia;PARTIDO OPCION CIUDADANA;3,0.0,0.0
CUITIVA;LUZ MARGOTH ROJAS ABAUNZA;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;4,CUITIVA;Luz Margoth Rojas Abaunza;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;4,0.0,0.0
CUITIVA;MANFRI PARRA GARAY;PARTIDO POLO DEMOCRATICO ALTERNATIVO;3,CUITIVA;Manfri Parra Garay;PARTIDO POLO DEMOCRATICO ALTERNATIVO;3,0.0,0.0
"CUITIVA;MANUEL ANTONIO BEDOYA HOLGUIN;""COALICION LISTA DE LA DECENCIA (ASI;UP;MAIS)"";1","CUITIVA;Manuel Antonio Bedoya Holguin;""COALICION LISTA DE LA DECENCIA (ASI;UP;MAIS)"";1",0.0,0.0
CUITIVA;MARIA DEL ROSARIO GUERRA DE LA ESPRIELLA;PARTIDO CENTRO DEMOCRATICO;1,CUITIVA;Maria Del Rosario Guerra De La Espriella;PARTIDO CENTRO DEMOCRATICO;1,0.0,0.0
"CUITIVA;MARIELA PUERTO ALVAREZ;""COALICION LISTA DE LA DECENCIA (ASI;UP;MAIS)"";2","CUITIVA;Mariela Puerto Alvarez;""COALICION LISTA DE LA DECENCIA (ASI;UP;MAIS)"";2",0.0,0.0
CUITIVA;MARITZA MARTINEZ ARISTIZABAL;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;1,CUITIVA;Maritza Martinez Aristizabal;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;1,0.0,0.0
CUITIVA;MARTA LILIANA RAMIREZ RAMIREZ;PARTIDO POLITICO MIRA;2,CUITIVA;Marta Liliana Ramirez Ramirez;PARTIDO POLITICO MIRA;2,0.0,0.0
CUITIVA;MAURICIO GOMEZ AMIN;PARTIDO LIBERAL COLOMBIANO;3,CUITIVA;Mauricio Gomez Amin;PARTIDO LIBERAL COLOMBIANO;3,0.0,0.0
CUITIVA;MIGUEL ALBERTO ROMERO BOLIVAR;PARTIDO CAMBIO RADICAL;1,CUITIVA;Miguel Alberto Romero Bolivar;PARTIDO CAMBIO RADICAL;1,0.0,0.0
CUITIVA;MIGUEL GOMEZ MARTINEZ;PARTIDO CONSERVADOR COLOMBIANO;3,CUITIVA;Miguel Gomez Martinez;PARTIDO CONSERVADOR COLOMBIANO;3,0.0,0.0
CUITIVA;MOVIMIENTO ALTERNATIVO INDIGENA Y SOCIAL MAIS;MOVIMIENTO ALTERNATIVO INDIGENA Y SOCIAL MAIS;3,CUITIVA;Movimiento Alternativo Indigena Y Social  Mais;Movimiento Alternativo Indigena Y Social  Mais;3,0.0,0.0
CUITIVA;NADYA GEORGETTE BLEL SCAFF;PARTIDO CONSERVADOR COLOMBIANO;2,CUITIVA;Nadya Georgette Blel Scaff;PARTIDO CONSERVADOR COLOMBIANO;2,0.0,0.0
CUITIVA;OSMAN FERNANDO ROA LOPEZ;PARTIDO CAMBIO RADICAL;1,CUITIVA;Osman Fernando Roa Lopez;PARTIDO CAMBIO RADICAL;1,0.0,0.0
CUITIVA;PALOMA SUSANA VALENCIA LASERNA;PARTIDO CENTRO DEMOCRATICO;1,CUITIVA;Paloma Susana Valencia Laserna;PARTIDO CENTRO DEMOCRATICO;1,0.0,0.0
CUITIVA;PARTIDO ALIANZA SOCIAL INDEPENDIENTE;PARTIDO ALIANZA SOCIAL INDEPENDIENTE;1,CUITIVA;Partido Alianza Social Independiente;Partido Alianza Social Independiente;1,0.0,0.0
CUITIVA;PARTIDO ALIANZA VERDE;PARTIDO ALIANZA VERDE;15,CUITIVA;Partido Alianza Verde;Partido Alianza Verde;15,0.0,0.0
CUITIVA;PARTIDO CAMBIO RADICAL;PARTIDO CAMBIO RADICAL;11,CUITIVA;Partido Cambio Radical;Partido Cambio Radical;11,0.0,0.0
CUITIVA;PARTIDO CENTRO DEMOCRATICO;PARTIDO CENTRO DEMOCRATICO;17,CUITIVA;Partido Centro Democratico;Partido Centro Democratico;17,0.0,0.0
CUITIVA;PARTIDO CONSERVADOR COLOMBIANO;PARTIDO CONSERVADOR COLOMBIANO;17,CUITIVA;Partido Conservador Colombiano;Partido Conservador Colombiano;17,0.0,0.0
CUITIVA;PARTIDO LIBERAL COLOMBIANO;PARTIDO LIBERAL COLOMBIANO;19,CUITIVA;Partido Liberal Colombiano;Partido Liberal Colombiano;19,0.0,0.0
CUITIVA;PARTIDO OPCION CIUDADANA;PARTIDO OPCION CIUDADANA;2,CUITIVA;Partido Opcion Ciudadana;Partido Opcion Ciudadana;2,0.0,0.0
CUITIVA;PARTIDO POLITICO MIRA;PARTIDO POLITICO MIRA;2,CUITIVA;Partido Politico Mira;Partido Politico Mira;2,0.0,0.0
CUITIVA;PARTIDO POLO DEMOCRATICO ALTERNATIVO;PARTIDO POLO DEMOCRATICO ALTERNATIVO;1,CUITIVA;Partido Polo Democratico Alternativo;Partido Polo Democratico Alternativo;1,0.0,0.0
CUITIVA;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;8,CUITIVA;Partido Social De Unidad Nacional  Partido De La U;Partido Social De Unidad Nacional  Partido De La U;8,0.0,0.0
CUITIVA;PARTIDO SOMOS;PARTIDO SOMOS;1,CUITIVA;Partido Somos;Partido Somos;1,0.0,0.0
CUITIVA;RAUL CARDONA GRISALES;PARTIDO LIBERAL COLOMBIANO;1,CUITIVA;Raul Cardona Grisales;PARTIDO LIBERAL COLOMBIANO;1,0.0,0.0
CUITIVA;RICHARD ALFONSO AGUILAR VILLA;PARTIDO CAMBIO RADICAL;19,CUITIVA;Richard Alfonso Aguilar Villa;PARTIDO CAMBIO RADICAL;19,0.0,0.0
CUITIVA;ROBERTO VICTOR GERLEIN ECHEVERRIA;PARTIDO CONSERVADOR COLOMBIANO;3,CUITIVA;Roberto Victor Gerlein Echeverria;PARTIDO CONSERVADOR COLOMBIANO;3,0.0,0.0
CUITIVA;RODRIGO HUMBERTO JIMENEZ PATINO;PARTIDO POLO DEMOCRATICO ALTERNATIVO;1,CUITIVA;Rodrigo Humberto Jimenez Patino;PARTIDO POLO DEMOCRATICO ALTERNATIVO;1,0.0,0.0
CUITIVA;RODRIGO LARA RESTREPO;PARTIDO CAMBIO RADICAL;2,CUITIVA;Rodrigo Lara Restrepo;PARTIDO CAMBIO RADICAL;2,0.0,0.0
CUITIVA;ROMAN JOSE OSORIO CARDONA;PARTIDO CAMBIO RADICAL;1,CUITIVA;Roman Jose Osorio Cardona;PARTIDO CAMBIO RADICAL;1,0.0,0.0
CUITIVA;ROSA AMPARO QUINTANA VELASQUEZ;PARTIDO LIBERAL COLOMBIANO;1,CUITIVA;Rosa Amparo Quintana Velasquez;PARTIDO LIBERAL COLOMBIANO;1,0.0,0.0
CUITIVA;ROY LEONARDO BARRERAS MONTEALEGRE;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;1,CUITIVA;Roy Leonardo Barreras Montealegre;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;1,0.0,0.0
CUITIVA;SANDRA ELENA VILLADIEGO VILLADIEGO;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;3,CUITIVA;Sandra Elena Villadiego Villadiego;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;3,0.0,0.0
CUITIVA;SEBASTIAN MARTINEZ LADINO;PARTIDO POLITICO MIRA;1,CUITIVA;Sebastian Martinez Ladino;PARTIDO POLITICO MIRA;1,0.0,0.0
CUITIVA;SEGUNDO SENEN NINO AVENDANO;PARTIDO POLO DEMOCRATICO ALTERNATIVO;3,CUITIVA;Segundo Senen Nino Avendano;PARTIDO POLO DEMOCRATICO ALTERNATIVO;3,0.0,0.0
CUITIVA;VOTOS EN BLANCO INDIGENAS;NAN;18,CUITIVA;Votos En Blanco Indigenas;nan;18,0.0,0.0
CUITIVA;YASMIN LICED PALACIOS NINO;PARTIDO OPCION CIUDADANA;1,CUITIVA;Yasmin Liced Palacios Nino;PARTIDO OPCION CIUDADANA;1,0.0,0.0
CUITIVA;YENNY ESPERANZA ROZO ZAMBRANO;PARTIDO CENTRO DEMOCRATICO;3,CUITIVA;Yenny Esperanza Rozo Zambrano;PARTIDO CENTRO DEMOCRATICO;3,0.0,0.0
"DUITAMA;""COALICION LISTA DE LA DECENCIA (ASI;UP;MAIS)"";""COALICION LISTA DE LA DECENCIA (ASI;UP;MAIS)"";406","DUITAMA;""Coalicion Lista De La Decencia (Asi;Up;Mais)"";""Coalicion Lista De La Decencia (Asi;Up;Mais)"";406",0.0,0.0
"DUITAMA;""MOVIMIENTO TODOS SOMOS COLOMBIA """"TSC"""""";""MOVIMIENTO TODOS SOMOS COLOMBIA """"TSC"""""";31","DUITAMA;""Movimiento Todos Somos Colombia """"Tsc"""""";""Movimiento Todos Somos Colombia """"Tsc"""""";31",0.0,0.0
"DUITAMA;ADOLFO ANTONIO ORDONEZ CHADID;""COALICION LISTA DE LA DECENCIA (ASI;UP;MAIS)"";10","DUITAMA;Adolfo Antonio Ordonez Chadid;""COALICION LISTA DE LA DECENCIA (ASI;UP;MAIS)"";10",0.0,0.0
DUITAMA;ADRIANA CASTELLANOS BELTRAN;PARTIDO CONSERVADOR COLOMBIANO;2,DUITAMA;Adriana Castellanos Beltran;PARTIDO CONSERVADOR COLOMBIANO;2,0.0,0.0
DUITAMA;ADRIANA MARIA REINA SANCHEZ;PARTIDO ALIANZA VERDE;8,DUITAMA;Adriana Maria Reina Sanchez;PARTIDO ALIANZA VERDE;8,0.0,0.0
DUITAMA;ADRIANA PATRICIA VELEZ DUQUE;PARTIDO CAMBIO RADICAL;1,DUITAMA;Adriana Patricia Velez Duque;PARTIDO CAMBIO RADICAL;1,0.0,0.0
DUITAMA;ADRIANA SILVA ARBELAEZ;PARTIDO CAMBIO RADICAL;2,DUITAMA;Adriana Silva Arbelaez;PARTIDO CAMBIO RADICAL;2,0.0,0.0
DUITAMA;AIDA MERLANO REBOLLEDO;PARTIDO CONSERVADOR COLOMBIANO;31,DUITAMA;Aida Merlano Rebolledo;PARTIDO CONSERVADOR COLOMBIANO;31,0.0,0.0
DUITAMA;AIDA PETRONA SUAREZ SANTOS;MOVIMIENTO AUTORIDADES INDIGENAS DE COLOMBIA AICO;2,DUITAMA;Aida Petrona Suarez Santos;MOVIMIENTO AUTORIDADES INDIGENAS DE COLOMBIA  AICO;2,0.0,0.0
"DUITAMA;AIDA YOLANDA AVELLA ESQUIVEL;""COALICION LISTA DE LA DECENCIA (ASI;UP;MAIS)"";511","DUITAMA;Aida Yolanda Avella Esquivel;""COALICION LISTA DE LA DECENCIA (ASI;UP;MAIS)"";511",0.0,0.0
DUITAMA;AKEMI SOFIA RAVE HERNANDEZ;PARTIDO ALIANZA VERDE;6,DUITAMA;Akemi Sofia Rave Hernandez;PARTIDO ALIANZA VERDE;6,0.0,0.0
DUITAMA;ALBA CRISTINA BEDOYA;PARTIDO OPCION CIUDADANA;1,DUITAMA;Alba Cristina Bedoya;PARTIDO OPCION CIUDADANA;1,0.0,0.0
"DUITAMA;ALBA LUZ GONZALEZ MARTINEZ;""COALICION LISTA DE LA DECENCIA (ASI;UP;MAIS)"";65","DUITAMA;Alba Luz Gonzalez Martinez;""COALICION LISTA DE LA DECENCIA (ASI;UP;MAIS)"";65",0.0,0.0
DUITAMA;ALBEIRO VANEGAS OSORIO;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;11,DUITAMA;Albeiro Vanegas Osorio;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;11,0.0,0.0
"DUITAMA;ALBERTO CHAVARRO DIAZ;""COALICION LISTA DE LA DECENCIA (ASI;UP;MAIS)"";1","DUITAMA;Alberto Chavarro Diaz;""COALICION LISTA DE LA DECENCIA (ASI;UP;MAIS)"";1",0.0,0.0
DUITAMA;ALBERTO DEVIA ESCOBAR;PARTIDO CONSERVADOR COLOMBIANO;2,DUITAMA;Alberto Devia Escobar;PARTIDO CONSERVADOR COLOMBIANO;2,0.0,0.0
DUITAMA;ALBERTO LIZARAZO;PARTIDO CONSERVADOR COLOMBIANO;3,DUITAMA;Alberto Lizarazo;PARTIDO CONSERVADOR COLOMBIANO;3,0.0,0.0
DUITAMA;ALBERTO MANUEL GASCON GIRALDO;PARTIDO POLO DEMOCRATICO ALTERNATIVO;4,DUITAMA;Alberto Manuel Gascon Giraldo;PARTIDO POLO DEMOCRATICO ALTERNATIVO;4,0.0,0.0
DUITAMA;ALBERTO PALMA CUERVO;PARTIDO LIBERAL COLOMBIANO;2,DUITAMA;Alberto Palma Cuervo;PARTIDO LIBERAL COLOMBIANO;2,0.0,0.0
DUITAMA;ALEJANDRO CORRALES ESCOBAR;PARTIDO CENTRO DEMOCRATICO;22,DUITAMA;Alejandro Corrales Escobar;PARTIDO CENTRO DEMOCRATICO;22,0.0,0.0
DUITAMA;ALEJANDRO DE JESUS HERRERA BUSTILLO;PARTIDO OPCION CIUDADANA;1,DUITAMA;Alejandro De Jesus Herrera Bustillo;PARTIDO OPCION CIUDADANA;1,0.0,0.0
"DUITAMA;ALEX ADOLFO PATINO RODRIGUEZ;""MOVIMIENTO TODOS SOMOS COLOMBIA """"TSC"""""";1","DUITAMA;Alex Adolfo Patino Rodriguez;""MOVIMIENTO TODOS SOMOS COLOMBIA """"TSC"""""";1",0.0,0.0
DUITAMA;ALEXANDER LOPEZ MAYA;PARTIDO POLO DEMOCRATICO ALTERNATIVO;334,DUITAMA;Alexander Lopez Maya;PARTIDO POLO DEMOCRATICO ALTERNATIVO;334,0.0,0.0
DUITAMA;ALEXIS CALVO SARMIENTO;PARTIDO CAMBIO RADICAL;27,DUITAMA;Alexis Calvo Sarmiento;PARTIDO CAMBIO RADICAL;27,0.0,0.0
DUITAMA;ALFONSO ANGARITA BARACALDO;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;13,DUITAMA;Alfonso Angarita Baracaldo;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;13,0.0,0.0
DUITAMA;ALFONSO RAFAEL LEMAITRE SOLEIMAN;PARTIDO CAMBIO RADICAL;6,DUITAMA;Alfonso Rafael Lemaitre Soleiman;PARTIDO CAMBIO RADICAL;6,0.0,0.0
DUITAMA;ALFREDO BENAVIDES CASTILLEJO;PARTIDO ALIANZA VERDE;2,DUITAMA;Alfredo Benavides Castillejo;PARTIDO ALIANZA VERDE;2,0.0,0.0
DUITAMA;ALFREDO ENRIQUE VILLADIEGO LORA;PARTIDO ALIANZA VERDE;4,DUITAMA;Alfredo Enrique Villadiego Lora;PARTIDO ALIANZA VERDE;4,0.0,0.0
DUITAMA;ALFREDO GUILLERMO MOLINA TRIANA;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;77,DUITAMA;Alfredo Guillermo Molina Triana;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;77,0.0,0.0
DUITAMA;ALFREDO RANGEL SUAREZ;PARTIDO CENTRO DEMOCRATICO;12,DUITAMA;Alfredo Rangel Suarez;PARTIDO CENTRO DEMOCRATICO;12,0.0,0.0
"DUITAMA;ALICIA CHAVES RUIZ;""COALICION LISTA DE LA DECENCIA (ASI;UP;MAIS)"";1","DUITAMA;Alicia Chaves Ruiz;""COALICION LISTA DE LA DECENCIA (ASI;UP;MAIS)"";1",0.0,0.0
"DUITAMA;ALVARO EGEA RAMIREZ;""COALICION LISTA DE LA DECENCIA (ASI;UP;MAIS)"";3","DUITAMA;Alvaro Egea Ramirez;""COALICION LISTA DE LA DECENCIA (ASI;UP;MAIS)"";3",0.0,0.0
DUITAMA;ALVARO GARCIA RUIZ;PARTIDO LIBERAL COLOMBIANO;1,DUITAMA;Alvaro Garcia Ruiz;PARTIDO LIBERAL COLOMBIANO;1,0.0,0.0
DUITAMA;ALVARO GUZMAN ORJUELA;PARTIDO CENTRO DEMOCRATICO;4,DUITAMA;Alvaro Guzman Orjuela;PARTIDO CENTRO DEMOCRATICO;4,0.0,0.0
DUITAMA;ALVARO URIBE VELEZ;PARTIDO CENTRO DEMOCRATICO;1993,DUITAMA;Alvaro Uribe Velez;PARTIDO CENTRO DEMOCRATICO;1993,0.0,0.0
DUITAMA;AMANDA ROCIO GONZALEZ RODRIGUEZ;PARTIDO CENTRO DEMOCRATICO;222,DUITAMA;Amanda Rocio Gonzalez Rodriguez;PARTIDO CENTRO DEMOCRATICO;222,0.0,0.0
DUITAMA;AMPARO REY SANCHEZ;PARTIDO CAMBIO RADICAL;3,DUITAMA;Amparo Rey Sanchez;PARTIDO CAMBIO RADICAL;3,0.0,0.0
DUITAMA;ANA CECILIA VARGAS FORERO;PARTIDO LIBERAL COLOMBIANO;5,DUITAMA;Ana Cecilia Vargas Forero;PARTIDO LIBERAL COLOMBIANO;5,0.0,0.0
DUITAMA;ANA DELTRUDIS BOHORQUEZ DE PINILLOS;PARTIDO CAMBIO RADICAL;3,DUITAMA;Ana Deltrudis Bohorquez De Pinillos;PARTIDO CAMBIO RADICAL;3,0.0,0.0
DUITAMA;ANA DORIS PRIETO TRIVINO;PARTIDO CONSERVADOR COLOMBIANO;1,DUITAMA;Ana Doris Prieto Trivino;PARTIDO CONSERVADOR COLOMBIANO;1,0.0,0.0
DUITAMA;ANA EBELIA GAMEZ FIGUEREDO;PARTIDO ALIANZA VERDE;3,DUITAMA;Ana Ebelia Gamez Figueredo;PARTIDO ALIANZA VERDE;3,0.0,0.0
DUITAMA;ANA GLORIA CLAVIJO RISUENO;PARTIDO CONSERVADOR COLOMBIANO;18,DUITAMA;Ana Gloria Clavijo Risueno;PARTIDO CONSERVADOR COLOMBIANO;18,0.0,0.0
DUITAMA;ANA MARIA ABELLO RESTREPO;PARTIDO CENTRO DEMOCRATICO;16,DUITAMA;Ana Maria Abello Restrepo;PARTIDO CENTRO DEMOCRATICO;16,0.0,0.0
DUITAMA;ANA MARIA CASTANEDA GOMEZ;PARTIDO CAMBIO RADICAL;4,DUITAMA;Ana Maria Castaneda Gomez;PARTIDO CAMBIO RADICAL;4,0.0,0.0
"DUITAMA;ANA MILENA GONZALEZ VANEGAS;""MOVIMIENTO TODOS SOMOS COLOMBIA """"TSC"""""";2","DUITAMA;Ana Milena Gonzalez Vanegas;""MOVIMIENTO TODOS SOMOS COLOMBIA """"TSC"""""";2",0.0,0.0
DUITAMA;ANA MILENA HINESTROZA OSORIO;PARTIDO POLO DEMOCRATICO ALTERNATIVO;2,DUITAMA;Ana Milena Hinestroza Osorio;PARTIDO POLO DEMOCRATICO ALTERNATIVO;2,0.0,0.0
