MUNNOMBRE;PARNOMBRE;VOTOS;TOTAL_VOTOS;PORCENTAJE
ALMEIDA;PARTIDO CENTRO DEMOCRÁTICO;245;692;35.404624
ALMEIDA;COALICIÓN ALIANZA VERDE Y CENTRO ESPERANZA;147;692;21.242775
ALMEIDA;PARTIDO CONSERVADOR COLOMBIANO;116;692;16.763006
ALMEIDA;PARTIDO LIBERAL COLOMBIANO;80;692;11.560694
ALMEIDA;PARTIDO CAMBIO RADICAL;37;692;5.346821
ALMEIDA;PACTO HISTÓRICO;31;692;4.479769
ALMEIDA;"PARTIDO DE LA UNIÓN POR LA GENTE ""PARTIDO DE LA U""";11;692;1.589595
ALMEIDA;COALICIÓN MIRA -  COLOMBIA JUSTA LIBRES;9;692;1.300578
ALMEIDA;FUERZA CIUDADANA LA FUERZA DEL CAMBIO;5;692;0.722543
ALMEIDA;PARTIDO NUEVO LIBERALISMO;5;692;0.722543
ALMEIDA;ESTAMOS LISTAS COLOMBIA;3;692;0.433526
ALMEIDA;MANDATO AMBIENTAL;1;692;0.144509
ALMEIDA;MOVIMIENTO NACIONAL SECTOR ORGANIZADO DE LA SALUD SOS COLOMBIA;1;692;0.144509
ALMEIDA;MOVIMIENTO UNITARIO METAPOLITICO;1;692;0.144509
AQUITANIA (PUEBLOVIEJO);PARTIDO CONSERVADOR COLOMBIANO;1043;3798;27.461822
AQUITANIA (PUEBLOVIEJO);PARTIDO CENTRO DEMOCRÁTICO;955;3798;25.144813
AQUITANIA (PUEBLOVIEJO);COALICIÓN ALIANZA VERDE Y CENTRO ESPERANZA;802;3798;21.116377
AQUITANIA (PUEBLOVIEJO);PACTO HISTÓRICO;313;3798;8.24118
AQUITANIA (PUEBLOVIEJO);PARTIDO CAMBIO RADICAL;275;3798;7.240653
AQUITANIA (PUEBLOVIEJO);PARTIDO LIBERAL COLOMBIANO;217;3798;5.713533
AQUITANIA (PUEBLOVIEJO);COALICIÓN MIRA -  COLOMBIA JUSTA LIBRES;50;3798;1.316482
AQUITANIA (PUEBLOVIEJO);FUERZA CIUDADANA LA FUERZA DEL CAMBIO;43;3798;1.132175
AQUITANIA (PUEBLOVIEJO);"PARTIDO DE LA UNIÓN POR LA GENTE ""PARTIDO DE LA U""";36;3798;0.947867
AQUITANIA (PUEBLOVIEJO);PARTIDO NUEVO LIBERALISMO;20;3798;0.526593
AQUITANIA (PUEBLOVIEJO);ESTAMOS LISTAS COLOMBIA;14;3798;0.368615
AQUITANIA (PUEBLOVIEJO);MOVIMIENTO NACIONAL SECTOR ORGANIZADO DE LA SALUD SOS COLOMBIA;12;3798;0.315956
AQUITANIA (PUEBLOVIEJO);MOVIMIENTO GENTE NUEVA;8;3798;0.210637
AQUITANIA (PUEBLOVIEJO);MOVIMIENTO UNITARIO METAPOLITICO;5;3798;0.131648
AQUITANIA (PUEBLOVIEJO);MOVIMIENTO DE SALVACIÓN NACIONAL;3;3798;0.078989
AQUITANIA (PUEBLOVIEJO);"MOVIMIENTO AUTORIDADES INDÍGENAS DE COLOMBIA ""AICO""";1;3798;0.02633
AQUITANIA (PUEBLOVIEJO);PARTIDO COMUNES;1;3798;0.02633
ARCABUCO;COALICIÓN ALIANZA VERDE Y CENTRO ESPERANZA;824;1970;41.827411
ARCABUCO;PARTIDO CENTRO DEMOCRÁTICO;341;1970;17.309645
ARCABUCO;PARTIDO CONSERVADOR COLOMBIANO;241;1970;12.233503
ARCABUCO;PACTO HISTÓRICO;205;1970;10.406091
ARCABUCO;PARTIDO LIBERAL COLOMBIANO;158;1970;8.020305
ARCABUCO;PARTIDO CAMBIO RADICAL;79;1970;4.010152
ARCABUCO;COALICIÓN MIRA -  COLOMBIA JUSTA LIBRES;48;1970;2.436548
ARCABUCO;FUERZA CIUDADANA LA FUERZA DEL CAMBIO;23;1970;1.167513
ARCABUCO;PARTIDO NUEVO LIBERALISMO;18;1970;0.913706
ARCABUCO;"PARTIDO DE LA UNIÓN POR LA GENTE ""PARTIDO DE LA U""";12;1970;0.609137
ARCABUCO;ESTAMOS LISTAS COLOMBIA;11;1970;0.558376
ARCABUCO;PARTIDO COMUNES;6;1970;0.304569
ARCABUCO;MOVIMIENTO NACIONAL SECTOR ORGANIZADO DE LA SALUD SOS COLOMBIA;2;1970;0.101523
ARCABUCO;MOVIMIENTO DE SALVACIÓN NACIONAL;1;1970;0.050761
ARCABUCO;MOVIMIENTO UNITARIO METAPOLITICO;1;1970;0.050761
BELEN;COALICIÓN ALIANZA VERDE Y CENTRO ESPERANZA;1488;2940;50.612245
BELEN;PARTIDO CONSERVADOR COLOMBIANO;354;2940;12.040816
BELEN;PACTO HISTÓRICO;279;2940;9.489796
BELEN;PARTIDO LIBERAL COLOMBIANO;256;2940;8.707483
BELEN;PARTIDO CAMBIO RADICAL;220;2940;7.482993
BELEN;PARTIDO CENTRO DEMOCRÁTICO;173;2940;5.884354
BELEN;COALICIÓN MIRA -  COLOMBIA JUSTA LIBRES;66;2940;2.244898
BELEN;PARTIDO NUEVO LIBERALISMO;31;2940;1.054422
BELEN;FUERZA CIUDADANA LA FUERZA DEL CAMBIO;29;2940;0.986395
BELEN;"PARTIDO DE LA UNIÓN POR LA GENTE ""PARTIDO DE LA U""";16;2940;0.544218
BELEN;MOVIMIENTO NACIONAL SECTOR ORGANIZADO DE LA SALUD SOS COLOMBIA;8;2940;0.272109
BELEN;ESTAMOS LISTAS COLOMBIA;7;2940;0.238095
BELEN;MOVIMIENTO GENTE NUEVA;5;2940;0.170068
BELEN;"MOVIMIENTO ALTERNATIVO INDÍGENA SOCIAL ""MAIS""";2;2940;0.068027
BELEN;O.S.A ORGANIZACIÓN SOCIO-POLÍTICA ANCESTRAL;2;2940;0.068027
BELEN;PARTIDO INDÍGENA COLOMBIANO P.I.C;2;2940;0.068027
BELEN;MANDATO AMBIENTAL;1;2940;0.034014
BELEN;PARTIDO COMUNES;1;2940;0.034014
BERBEO;COALICIÓN ALIANZA VERDE Y CENTRO ESPERANZA;240;594;40.40404
BERBEO;PARTIDO CAMBIO RADICAL;112;594;18.855219
BERBEO;PARTIDO LIBERAL COLOMBIANO;75;594;12.626263
BERBEO;PACTO HISTÓRICO;67;594;11.279461
BERBEO;PARTIDO CENTRO DEMOCRÁTICO;38;594;6.397306
BERBEO;"PARTIDO DE LA UNIÓN POR LA GENTE ""PARTIDO DE LA U""";19;594;3.198653
BERBEO;PARTIDO NUEVO LIBERALISMO;15;594;2.525253
BERBEO;PARTIDO CONSERVADOR COLOMBIANO;12;594;2.020202
BERBEO;COALICIÓN MIRA -  COLOMBIA JUSTA LIBRES;5;594;0.841751
BERBEO;FUERZA CIUDADANA LA FUERZA DEL CAMBIO;5;594;0.841751
BERBEO;PARTIDO INDÍGENA COLOMBIANO P.I.C;2;594;0.3367
BERBEO;"MOVIMIENTO ALTERNATIVO INDÍGENA SOCIAL ""MAIS""";1;594;0.16835
BERBEO;"MOVIMIENTO AUTORIDADES INDÍGENAS DE COLOMBIA ""AICO""";1;594;0.16835
BERBEO;MOVIMIENTO NACIONAL SECTOR ORGANIZADO DE LA SALUD SOS COLOMBIA;1;594;0.16835
BERBEO;PARTIDO COMUNES;1;594;0.16835
BETEITIVA;COALICIÓN ALIANZA VERDE Y CENTRO ESPERANZA;276;768;35.9375
BETEITIVA;PARTIDO CONSERVADOR COLOMBIANO;148;768;19.270833
