MUNNOMBRE;CANNOMBRE;PARNOMBRE;VOTOS
ALMEIDA;Oscar Ivan Zuluaga Escobar;Centro Democrático;460
ALMEIDA;Juan Manuel Santos Calderon;Partido de la U;109
ALMEIDA;Clara Eugenia Lopez Obregon;Polo Democrático Alternativo;58
ALMEIDA;Martha Lucia Ramirez Blanco;Partido Conservador Colombiano;50
ALMEIDA;Enrique Penalosa Camargo;Alianza Verde;17
AQUITANIA;Oscar Ivan Zuluaga Escobar;Centro Democrático;3467
AQUITANIA;Martha Lucia Ramirez Blanco;Partido Conservador Colombiano;1168
AQUITANIA;Clara Eugenia Lopez Obregon;Polo Democrático Alternativo;421
AQUITANIA;Juan Manuel Santos Calderon;Partido de la U;300
AQUITANIA;Enrique Penalosa Camargo;Alianza Verde;127
ARCABUCO;Martha Lucia Ramirez Blanco;Partido Conservador Colombiano;559
ARCABUCO;Oscar Ivan Zuluaga Escobar;Centro Democrático;483
ARCABUCO;Juan Manuel Santos Calderon;Partido de la U;348
ARCABUCO;Clara Eugenia Lopez Obregon;Polo Democrático Alternativo;302
ARCABUCO;Enrique Penalosa Camargo;Alianza Verde;71
BELEN;Martha Lucia Ramirez Blanco;Partido Conservador Colombiano;1142
BELEN;Clara Eugenia Lopez Obregon;Polo Democrático Alternativo;544
BELEN;Oscar Ivan Zuluaga Escobar;Centro Democrático;542
BELEN;Juan Manuel Santos Calderon;Partido de la U;364
BELEN;Enrique Penalosa Camargo;Alianza Verde;113
BERBEO;Oscar Ivan Zuluaga Escobar;Centro Democrático;151
BERBEO;Juan Manuel Santos Calderon;Partido de la U;90
BERBEO;Clara Eugenia Lopez Obregon;Polo Democrático Alternativo;84
BERBEO;Martha Lucia Ramirez Blanco;Partido Conservador Colombiano;66
BERBEO;Enrique Penalosa Camargo;Alianza Verde;39
BETEITIVA;Juan Manuel Santos Calderon;Partido de la U;215
BETEITIVA;Oscar Ivan Zuluaga Escobar;Centro Democrático;183
BETEITIVA;Martha Lucia Ramirez Blanco;Partido Conservador Colombiano;151
BETEITIVA;Clara Eugenia Lopez Obregon;Polo Democrático Alternativo;98
BETEITIVA;Enrique Penalosa Camargo;Alianza Verde;43
BOAVITA;Oscar Ivan Zuluaga Escobar;Centro Democrático;1043
BOAVITA;Martha Lucia Ramirez Blanco;Partido Conservador Colombiano;451
BOAVITA;Juan Manuel Santos Calderon;Partido de la U;325
BOAVITA;Clara Eugenia Lopez Obregon;Polo Democrático Alternativo;194
BOAVITA;Enrique Penalosa Camargo;Alianza Verde;43
BOYACA;Oscar Ivan Zuluaga Escobar;Centro Democrático;300
BOYACA;Clara Eugenia Lopez Obregon;Polo Democrático Alternativo;263
BOYACA;Juan Manuel Santos Calderon;Partido de la U;230
BOYACA;Martha Lucia Ramirez Blanco;Partido Conservador Colombiano;194
BOYACA;Enrique Penalosa Camargo;Alianza Verde;80
BRICENO;Oscar Ivan Zuluaga Escobar;Centro Democrático;341
BRICENO;Juan Manuel Santos Calderon;Partido de la U;279
BRICENO;Martha Lucia Ramirez Blanco;Partido Conservador Colombiano;148
BRICENO;Clara Eugenia Lopez Obregon;Polo Democrático Alternativo;42
BRICENO;Enrique Penalosa Camargo;Alianza Verde;15
BUENAVISTA;Oscar Ivan Zuluaga Escobar;Centro Democrático;813
BUENAVISTA;Juan Manuel Santos Calderon;Partido de la U;562
BUENAVISTA;Martha Lucia Ramirez Blanco;Partido Conservador Colombiano;250
BUENAVISTA;Clara Eugenia Lopez Obregon;Polo Democrático Alternativo;125
BUENAVISTA;Enrique Penalosa Camargo;Alianza Verde;33
BUSBANZA;Martha Lucia Ramirez Blanco;Partido Conservador Colombiano;184
BUSBANZA;Oscar Ivan Zuluaga Escobar;Centro Democrático;76
BUSBANZA;Juan Manuel Santos Calderon;Partido de la U;51
BUSBANZA;Clara Eugenia Lopez Obregon;Polo Democrático Alternativo;38
BUSBANZA;Enrique Penalosa Camargo;Alianza Verde;21
CALDAS;Oscar Ivan Zuluaga Escobar;Centro Democrático;344
CALDAS;Martha Lucia Ramirez Blanco;Partido Conservador Colombiano;278
CALDAS;Juan Manuel Santos Calderon;Partido de la U;203
CALDAS;Clara Eugenia Lopez Obregon;Polo Democrático Alternativo;162
CALDAS;Enrique Penalosa Camargo;Alianza Verde;29
CAMPOHERMOSO;Oscar Ivan Zuluaga Escobar;Centro Democrático;659
CAMPOHERMOSO;Juan Manuel Santos Calderon;Partido de la U;149
CAMPOHERMOSO;Martha Lucia Ramirez Blanco;Partido Conservador Colombiano;142
CAMPOHERMOSO;Clara Eugenia Lopez Obregon;Polo Democrático Alternativo;74
CAMPOHERMOSO;Enrique Penalosa Camargo;Alianza Verde;27
CERINZA;Martha Lucia Ramirez Blanco;Partido Conservador Colombiano;593
CERINZA;Clara Eugenia Lopez Obregon;Polo Democrático Alternativo;385
CERINZA;Oscar Ivan Zuluaga Escobar;Centro Democrático;334
CERINZA;Juan Manuel Santos Calderon;Partido de la U;158
CERINZA;Enrique Penalosa Camargo;Alianza Verde;77
CHINAVITA;Oscar Ivan Zuluaga Escobar;Centro Democrático;556
CHINAVITA;Juan Manuel Santos Calderon;Partido de la U;214
CHINAVITA;Martha Lucia Ramirez Blanco;Partido Conservador Colombiano;200
CHINAVITA;Clara Eugenia Lopez Obregon;Polo Democrático Alternativo;136
CHINAVITA;Enrique Penalosa Camargo;Alianza Verde;30
CHIQUINQUIRA;Oscar Ivan Zuluaga Escobar;Centro Democrático;5103
CHIQUINQUIRA;Martha Lucia Ramirez Blanco;Partido Conservador Colombiano;4245
CHIQUINQUIRA;Clara Eugenia Lopez Obregon;Polo Democrático Alternativo;3275
CHIQUINQUIRA;Juan Manuel Santos Calderon;Partido de la U;2956
CHIQUINQUIRA;Enrique Penalosa Camargo;Alianza Verde;1279
CHIQUIZA;Juan Manuel Santos Calderon;Partido de la U;444
CHIQUIZA;Clara Eugenia Lopez Obregon;Polo Democrático Alternativo;178
CHIQUIZA;Oscar Ivan Zuluaga Escobar;Centro Democrático;158
CHIQUIZA;Martha Lucia Ramirez Blanco;Partido Conservador Colombiano;121
CHIQUIZA;Enrique Penalosa Camargo;Alianza Verde;77
CHISCAS;Oscar Ivan Zuluaga Escobar;Centro Democrático;1116
CHISCAS;Juan Manuel Santos Calderon;Partido de la U;246
CHISCAS;Clara Eugenia Lopez Obregon;Polo Democrático Alternativo;78
CHISCAS;Martha Lucia Ramirez Blanco;Partido Conservador Colombiano;28
CHISCAS;Enrique Penalosa Camargo;Alianza Verde;16
CHITA;Oscar Ivan Zuluaga Escobar;Centro Democrático;2324
CHITA;Clara Eugenia Lopez Obregon;Polo Democrático Alternativo;163
CHITA;Juan Manuel Santos Calderon;Partido de la U;150
CHITA;Martha Lucia Ramirez Blanco;Partido Conservador Colombiano;115
CHITA;Enrique Penalosa Camargo;Alianza Verde;41
CHITARAQUE;Oscar Ivan Zuluaga Escobar;Centro Democrático;758
CHITARAQUE;Juan Manuel Santos Calderon;Partido de la U;487
CHITARAQUE;Martha Lucia Ramirez Blanco;Partido Conservador Colombiano;154
CHITARAQUE;Clara Eugenia Lopez Obregon;Polo Democrático Alternativo;119
CHITARAQUE;Enrique Penalosa Camargo;Alianza Verde;20
CHIVATA;Martha Lucia Ramirez Blanco;Partido Conservador Colombiano;441
CHIVATA;Clara Eugenia Lopez Obregon;Polo Democrático Alternativo;193
CHIVATA;Oscar Ivan Zuluaga Escobar;Centro Democrático;190
CHIVATA;Enrique Penalosa Camargo;Alianza Verde;164
CHIVATA;Juan Manuel Santos Calderon;Partido de la U;116
CHIVOR;Oscar Ivan Zuluaga Escobar;Centro Democrático;396
CHIVOR;Martha Lucia Ramirez Blanco;Partido Conservador Colombiano;164
CHIVOR;Juan Manuel Santos Calderon;Partido de la U;145
CHIVOR;Clara Eugenia Lopez Obregon;Polo Democrático Alternativo;26
CHIVOR;Enrique Penalosa Camargo;Alianza Verde;14
CIENEGA;Oscar Ivan Zuluaga Escobar;Centro Democrático;847
CIENEGA;Martha Lucia Ramirez Blanco;Partido Conservador Colombiano;582
CIENEGA;Clara Eugenia Lopez Obregon;Polo Democrático Alternativo;119
CIENEGA;Juan Manuel Santos Calderon;Partido de la U;94
CIENEGA;Enrique Penalosa Camargo;Alianza Verde;62
COMBITA;Martha Lucia Ramirez Blanco;Partido Conservador Colombiano;795
COMBITA;Clara Eugenia Lopez Obregon;Polo Democrático Alternativo;691
COMBITA;Oscar Ivan Zuluaga Escobar;Centro Democrático;581
COMBITA;Juan Manuel Santos Calderon;Partido de la U;443
COMBITA;Enrique Penalosa Camargo;Alianza Verde;310
COPER;Juan Manuel Santos Calderon;Partido de la U;617
COPER;Oscar Ivan Zuluaga Escobar;Centro Democrático;320
COPER;Martha Lucia Ramirez Blanco;Partido Conservador Colombiano;264
COPER;Clara Eugenia Lopez Obregon;Polo Democrático Alternativo;66
COPER;Enrique Penalosa Camargo;Alianza Verde;20
CORRALES;Martha Lucia Ramirez Blanco;Partido Conservador Colombiano;373
CORRALES;Clara Eugenia Lopez Obregon;Polo Democrático Alternativo;223
CORRALES;Oscar Ivan Zuluaga Escobar;Centro Democrático;217
CORRALES;Juan Manuel Santos Calderon;Partido de la U;109
