MUNNOMBRE;CANNOMBRE;PARNOMBRE;VOTOS
ALMEIDA;Ingrid Marlen Sogamoso Alfonso;PARTIDO CONSERVADOR - MOVIMIENTO SALVACIÓN NACIONAL;143
ALMEIDA;Jaime Raul Salamanca Torres;PARTIDO ALIANZA VERDE;114
ALMEIDA;Oscar Yovany Montenegro Salcedo;CR-NUEVO LIBERALISMO;70
ALMEIDA;Yamit Noe Hurtado Neira;PARTIDO ALIANZA VERDE;59
ALMEIDA;Pacto Histórico Boyacá;PACTO HISTÓRICO BOYACÁ;57
ALMEIDA;Eduar Alexis Triana Rincon;PARTIDO CENTRO DEMOCRÁTICO;23
ALMEIDA;Ramiro Barragan Adame;PARTIDO ALIANZA VERDE;23
ALMEIDA;Jairo Enrique Castiblanco Parra;PARTIDO DE LA U - PARTIDO MIRA;18
ALMEIDA;Partido Centro Democrático;PARTIDO CENTRO DEMOCRÁTICO;14
ALMEIDA;Diana Paola Herrera Nuñez;PARTIDO LIBERAL COLOMBIANO;12
ALMEIDA;Jose Dario Mahecha Castillo;PARTIDO CONSERVADOR - MOVIMIENTO SALVACIÓN NACIONAL;11
ALMEIDA;Partido Alianza Verde;PARTIDO ALIANZA VERDE;11
ALMEIDA;Delci Del Carmen Urbano;PARTIDO CENTRO DEMOCRÁTICO;9
ALMEIDA;Adelinda Numpaque Sarmiento;PARTIDO ALIANZA VERDE;8
ALMEIDA;Humphrey Roa Sarmiento;PARTIDO DE LA U - PARTIDO MIRA;8
ALMEIDA;Jicly Esgardo Mutis Isaza;PARTIDO CENTRO DEMOCRÁTICO;8
ALMEIDA;Wilder Ivan Suesca Ochoa;PARTIDO CONSERVADOR - MOVIMIENTO SALVACIÓN NACIONAL;8
ALMEIDA;William Donato Gomez;PARTIDO ALIANZA VERDE;8
ALMEIDA;Partido Conservador - Movimiento Salvación Naciona L;PARTIDO CONSERVADOR - MOVIMIENTO SALVACIÓN NACIONAL;7
ALMEIDA;Cr-Nuevo Liberalismo;CR-NUEVO LIBERALISMO;6
ALMEIDA;Kenda Lucia Caldera Garavito;PARTIDO CENTRO DEMOCRÁTICO;6
ALMEIDA;Fabian Camilo Rojas Barrera;CR-NUEVO LIBERALISMO;5
ALMEIDA;John Alberto Moreno Galindo;PARTIDO CONSERVADOR - MOVIMIENTO SALVACIÓN NACIONAL;5
ALMEIDA;Nancy Yaneth Zapata Pachon;PARTIDO DE LA U - PARTIDO MIRA;5
ALMEIDA;Fredy Alexander Garzon Rojas;PARTIDO CENTRO DEMOCRÁTICO;4
ALMEIDA;Hector David Chaparro Chaparro;PARTIDO LIBERAL COLOMBIANO;4
ALMEIDA;Hector Josue Camacho Acosta;CR-NUEVO LIBERALISMO;4
ALMEIDA;Nadia Alexandra Carreño Avella;CR-NUEVO LIBERALISMO;4
ALMEIDA;Vivian Andrea Nieto Florez;PARTIDO ALIANZA VERDE;4
ALMEIDA;Jhonatan David Holguin Cruz;PARTIDO CENTRO DEMOCRÁTICO;3
ALMEIDA;Partido De La U - Partido Mira;PARTIDO DE LA U - PARTIDO MIRA;3
ALMEIDA;Alma - Oxígeno;ALMA - OXÍGENO;2
ALMEIDA;Gloria Cecilia Palacios Guastar;PARTIDO CONSERVADOR - MOVIMIENTO SALVACIÓN NACIONAL;2
