MUNNOMBRE;CANNOMBRE;PARNOMBRE;VOTOS
CORRALES;Jose Giovany Pinzon Baez;PACTO HISTÓRICO COLOMBIA PUEDE;164
CORRALES;Victor Manuel Leguizamo Diaz;BOYACÁ SOMOS TODOS;54
CORRALES;Clementina Guayacan Guevara;NO MAS;34
CORRALES;Hosman Yaith Martinez Moreno;NUEVA FUERZA DEMOCRÁTICA;4
COVARACHIA;Carlos Andres Amaya Rodriguez;BOYACÁ GRANDE;1657
COVARACHIA;Rodrigo Arturo Rojas Lara;RESULTADOS PARA BOYACA;257
COVARACHIA;Jose Giovany Pinzon Baez;PACTO HISTÓRICO COLOMBIA PUEDE;101
COVARACHIA;Victor Manuel Leguizamo Diaz;BOYACÁ SOMOS TODOS;37
COVARACHIA;Clementina Guayacan Guevara;NO MAS;16
COVARACHIA;Hosman Yaith Martinez Moreno;NUEVA FUERZA DEMOCRÁTICA;14
COVARACHIA;Mauricio Alberto Landazabal Suaza;PARTIDO POLÍTICO CREEMOS;2
CUBARA;Carlos Andres Amaya Rodriguez;BOYACÁ GRANDE;1740
CUBARA;Rodrigo Arturo Rojas Lara;RESULTADOS PARA BOYACA;702
CUBARA;Jose Giovany Pinzon Baez;PACTO HISTÓRICO COLOMBIA PUEDE;358
CUBARA;Victor Manuel Leguizamo Diaz;BOYACÁ SOMOS TODOS;24
CUBARA;Clementina Guayacan Guevara;NO MAS;15
CUBARA;Hosman Yaith Martinez Moreno;NUEVA FUERZA DEMOCRÁTICA;6
CUBARA;Mauricio Alberto Landazabal Suaza;PARTIDO POLÍTICO CREEMOS;2
CUCAITA;Rodrigo Arturo Rojas Lara;RESULTADOS PARA BOYACA;905
CUCAITA;Jose Giovany Pinzon Baez;PACTO HISTÓRICO COLOMBIA PUEDE;738
CUCAITA;Carlos Andres Amaya Rodriguez;BOYACÁ GRANDE;697
CUCAITA;Victor Manuel Leguizamo Diaz;BOYACÁ SOMOS TODOS;176
CUCAITA;Clementina Guayacan Guevara;NO MAS;42
CUCAITA;Hosman Yaith Martinez Moreno;NUEVA FUERZA DEMOCRÁTICA;17
CUCAITA;Mauricio Alberto Landazabal Suaza;PARTIDO POLÍTICO CREEMOS;7
CUITIVA;Rodrigo Arturo Rojas Lara;RESULTADOS PARA BOYACA;964
CUITIVA;Carlos Andres Amaya Rodriguez;BOYACÁ GRANDE;286
CUITIVA;Jose Giovany Pinzon Baez;PACTO HISTÓRICO COLOMBIA PUEDE;68
CUITIVA;Victor Manuel Leguizamo Diaz;BOYACÁ SOMOS TODOS;34
CUITIVA;Clementina Guayacan Guevara;NO MAS;8
CUITIVA;Hosman Yaith Martinez Moreno;NUEVA FUERZA DEMOCRÁTICA;4
CUITIVA;Mauricio Alberto Landazabal Suaza;PARTIDO POLÍTICO CREEMOS;1
DUITAMA;Rodrigo Arturo Rojas Lara;RESULTADOS PARA BOYACA;29712
DUITAMA;Carlos Andres Amaya Rodriguez;BOYACÁ GRANDE;12028
DUITAMA;Jose Giovany Pinzon Baez;PACTO HISTÓRICO COLOMBIA PUEDE;7358
DUITAMA;Victor Manuel Leguizamo Diaz;BOYACÁ SOMOS TODOS;3120
DUITAMA;Clementina Guayacan Guevara;NO MAS;669
DUITAMA;Hosman Yaith Martinez Moreno;NUEVA FUERZA DEMOCRÁTICA;329
DUITAMA;Mauricio Alberto Landazabal Suaza;PARTIDO POLÍTICO CREEMOS;90
EL COCUY;Carlos Andres Amaya Rodriguez;BOYACÁ GRANDE;1094
EL COCUY;Rodrigo Arturo Rojas Lara;RESULTADOS PARA BOYACA;1056
EL COCUY;Jose Giovany Pinzon Baez;PACTO HISTÓRICO COLOMBIA PUEDE;41
EL COCUY;Victor Manuel Leguizamo Diaz;BOYACÁ SOMOS TODOS;31
EL COCUY;Hosman Yaith Martinez Moreno;NUEVA FUERZA DEMOCRÁTICA;10
EL COCUY;Clementina Guayacan Guevara;NO MAS;1
EL ESPINO;Carlos Andres Amaya Rodriguez;BOYACÁ GRANDE;881
EL ESPINO;Rodrigo Arturo Rojas Lara;RESULTADOS PARA BOYACA;562
EL ESPINO;Victor Manuel Leguizamo Diaz;BOYACÁ SOMOS TODOS;58
EL ESPINO;Jose Giovany Pinzon Baez;PACTO HISTÓRICO COLOMBIA PUEDE;47
EL ESPINO;Hosman Yaith Martinez Moreno;NUEVA FUERZA DEMOCRÁTICA;17
EL ESPINO;Clementina Guayacan Guevara;NO MAS;4
EL ESPINO;Mauricio Alberto Landazabal Suaza;PARTIDO POLÍTICO CREEMOS;1
FIRAVITOBA;Rodrigo Arturo Rojas Lara;RESULTADOS PARA BOYACA;1686
FIRAVITOBA;Carlos Andres Amaya Rodriguez;BOYACÁ GRANDE;1536
FIRAVITOBA;Jose Giovany Pinzon Baez;PACTO HISTÓRICO COLOMBIA PUEDE;349
FIRAVITOBA;Victor Manuel Leguizamo Diaz;BOYACÁ SOMOS TODOS;246
FIRAVITOBA;Clementina Guayacan Guevara;NO MAS;49
FIRAVITOBA;Hosman Yaith Martinez Moreno;NUEVA FUERZA DEMOCRÁTICA;26
FIRAVITOBA;Mauricio Alberto Landazabal Suaza;PARTIDO POLÍTICO CREEMOS;11
FLORESTA;Carlos Andres Amaya Rodriguez;BOYACÁ GRANDE;1853
FLORESTA;Rodrigo Arturo Rojas Lara;RESULTADOS PARA BOYACA;620
FLORESTA;Jose Giovany Pinzon Baez;PACTO HISTÓRICO COLOMBIA PUEDE;155
FLORESTA;Victor Manuel Leguizamo Diaz;BOYACÁ SOMOS TODOS;69
FLORESTA;Clementina Guayacan Guevara;NO MAS;7
FLORESTA;Hosman Yaith Martinez Moreno;NUEVA FUERZA DEMOCRÁTICA;6
FLORESTA;Mauricio Alberto Landazabal Suaza;PARTIDO POLÍTICO CREEMOS;2
GACHANTIVA;Carlos Andres Amaya Rodriguez;BOYACÁ GRANDE;863
GACHANTIVA;Rodrigo Arturo Rojas Lara;RESULTADOS PARA BOYACA;577
GACHANTIVA;Jose Giovany Pinzon Baez;PACTO HISTÓRICO COLOMBIA PUEDE;48
GACHANTIVA;Victor Manuel Leguizamo Diaz;BOYACÁ SOMOS TODOS;31
GACHANTIVA;Clementina Guayacan Guevara;NO MAS;11
GACHANTIVA;Hosman Yaith Martinez Moreno;NUEVA FUERZA DEMOCRÁTICA;8
GACHANTIVA;Mauricio Alberto Landazabal Suaza;PARTIDO POLÍTICO CREEMOS;3
GAMEZA;Carlos Andres Amaya Rodriguez;BOYACÁ GRANDE;1302
GAMEZA;Rodrigo Arturo Rojas Lara;RESULTADOS PARA BOYACA;1240
GAMEZA;Jose Giovany Pinzon Baez;PACTO HISTÓRICO COLOMBIA PUEDE;173
GAMEZA;Victor Manuel Leguizamo Diaz;BOYACÁ SOMOS TODOS;48
GAMEZA;Clementina Guayacan Guevara;NO MAS;29
GAMEZA;Hosman Yaith Martinez Moreno;NUEVA FUERZA DEMOCRÁTICA;9
GAMEZA;Mauricio Alberto Landazabal Suaza;PARTIDO POLÍTICO CREEMOS;2
GARAGOA;Carlos Andres Amaya Rodriguez;BOYACÁ GRANDE;5184
GARAGOA;Rodrigo Arturo Rojas Lara;RESULTADOS PARA BOYACA;1854
GARAGOA;Jose Giovany Pinzon Baez;PACTO HISTÓRICO COLOMBIA PUEDE;547
GARAGOA;Victor Manuel Leguizamo Diaz;BOYACÁ SOMOS TODOS;168
GARAGOA;Clementina Guayacan Guevara;NO MAS;117
GARAGOA;Hosman Yaith Martinez Moreno;NUEVA FUERZA DEMOCRÁTICA;32
GARAGOA;Mauricio Alberto Landazabal Suaza;PARTIDO POLÍTICO CREEMOS;6
GUACAMAYAS;Carlos Andres Amaya Rodriguez;BOYACÁ GRANDE;1028
GUACAMAYAS;Rodrigo Arturo Rojas Lara;RESULTADOS PARA BOYACA;112
GUACAMAYAS;Victor Manuel Leguizamo Diaz;BOYACÁ SOMOS TODOS;32
GUACAMAYAS;Jose Giovany Pinzon Baez;PACTO HISTÓRICO COLOMBIA PUEDE;29
GUACAMAYAS;Clementina Guayacan Guevara;NO MAS;6
GUACAMAYAS;Hosman Yaith Martinez Moreno;NUEVA FUERZA DEMOCRÁTICA;2
GUACAMAYAS;Mauricio Alberto Landazabal Suaza;PARTIDO POLÍTICO CREEMOS;1
GUATEQUE;Carlos Andres Amaya Rodriguez;BOYACÁ GRANDE;4208
GUATEQUE;Rodrigo Arturo Rojas Lara;RESULTADOS PARA BOYACA;946
GUATEQUE;Jose Giovany Pinzon Baez;PACTO HISTÓRICO COLOMBIA PUEDE;331
GUATEQUE;Victor Manuel Leguizamo Diaz;BOYACÁ SOMOS TODOS;72
GUATEQUE;Clementina Guayacan Guevara;NO MAS;58
GUATEQUE;Hosman Yaith Martinez Moreno;NUEVA FUERZA DEMOCRÁTICA;30
GUATEQUE;Mauricio Alberto Landazabal Suaza;PARTIDO POLÍTICO CREEMOS;11
GUAYATA;Carlos Andres Amaya Rodriguez;BOYACÁ GRANDE;1870
GUAYATA;Rodrigo Arturo Rojas Lara;RESULTADOS PARA BOYACA;967
GUAYATA;Jose Giovany Pinzon Baez;PACTO HISTÓRICO COLOMBIA PUEDE;106
GUAYATA;Victor Manuel Leguizamo Diaz;BOYACÁ SOMOS TODOS;20
GUAYATA;Clementina Guayacan Guevara;NO MAS;6
GUAYATA;Hosman Yaith Martinez Moreno;NUEVA FUERZA DEMOCRÁTICA;2
GUICAN;Carlos Andres Amaya Rodriguez;BOYACÁ GRANDE;1085
GUICAN;Rodrigo Arturo Rojas Lara;RESULTADOS PARA BOYACA;535
GUICAN;Jose Giovany Pinzon Baez;PACTO HISTÓRICO COLOMBIA PUEDE;161
GUICAN;Victor Manuel Leguizamo Diaz;BOYACÁ SOMOS TODOS;132
GUICAN;Clementina Guayacan Guevara;NO MAS;10
GUICAN;Hosman Yaith Martinez Moreno;NUEVA FUERZA DEMOCRÁTICA;3
IZA;Rodrigo Arturo Rojas Lara;RESULTADOS PARA BOYACA;847
IZA;Carlos Andres Amaya Rodriguez;BOYACÁ GRANDE;528
IZA;Jose Giovany Pinzon Baez;PACTO HISTÓRICO COLOMBIA PUEDE;161
IZA;Victor Manuel Leguizamo Diaz;BOYACÁ SOMOS TODOS;113
IZA;Clementina Guayacan Guevara;NO MAS;15
IZA;Hosman Yaith Martinez Moreno;NUEVA FUERZA DEMOCRÁTICA;12
IZA;Mauricio Alberto Landazabal Suaza;PARTIDO POLÍTICO CREEMOS;2
JENESANO;Carlos Andres Amaya Rodriguez;BOYACÁ GRANDE;2869
JENESANO;Rodrigo Arturo Rojas Lara;RESULTADOS PARA BOYACA;1021
JENESANO;Jose Giovany Pinzon Baez;PACTO HISTÓRICO COLOMBIA PUEDE;256
JENESANO;Victor Manuel Leguizamo Diaz;BOYACÁ SOMOS TODOS;200
JENESANO;Clementina Guayacan Guevara;NO MAS;33
JENESANO;Hosman Yaith Martinez Moreno;NUEVA FUERZA DEMOCRÁTICA;28
JENESANO;Mauricio Alberto Landazabal Suaza;PARTIDO POLÍTICO CREEMOS;5
JERICO;Carlos Andres Amaya Rodriguez;BOYACÁ GRANDE;1216
JERICO;Rodrigo Arturo Rojas Lara;RESULTADOS PARA BOYACA;1063
JERICO;Jose Giovany Pinzon Baez;PACTO HISTÓRICO COLOMBIA PUEDE;40
JERICO;Victor Manuel Leguizamo Diaz;BOYACÁ SOMOS TODOS;27
JERICO;Clementina Guayacan Guevara;NO MAS;5
JERICO;Hosman Yaith Martinez Moreno;NUEVA FUERZA DEMOCRÁTICA;4
JERICO;Mauricio Alberto Landazabal Suaza;PARTIDO POLÍTICO CREEMOS;3
LA CAPILLA;Carlos Andres Amaya Rodriguez;BOYACÁ GRANDE;1148
LA CAPILLA;Rodrigo Arturo Rojas Lara;RESULTADOS PARA BOYACA;545
LA CAPILLA;Jose Giovany Pinzon Baez;PACTO HISTÓRICO COLOMBIA PUEDE;53
LA CAPILLA;Victor Manuel Leguizamo Diaz;BOYACÁ SOMOS TODOS;19
LA CAPILLA;Clementina Guayacan Guevara;NO MAS;5
LA CAPILLA;Hosman Yaith Martinez Moreno;NUEVA FUERZA DEMOCRÁTICA;2
LA UVITA;Carlos Andres Amaya Rodriguez;BOYACÁ GRANDE;1009
LA UVITA;Rodrigo Arturo Rojas Lara;RESULTADOS PARA BOYACA;628
LA UVITA;Jose Giovany Pinzon Baez;PACTO HISTÓRICO COLOMBIA PUEDE;72
LA UVITA;Hosman Yaith Martinez Moreno;NUEVA FUERZA DEMOCRÁTICA;44
LA UVITA;Victor Manuel Leguizamo Diaz;BOYACÁ SOMOS TODOS;40
LA UVITA;Clementina Guayacan Guevara;NO MAS;3
LA VICTORIA;Carlos Andres Amaya Rodriguez;BOYACÁ GRANDE;662
