MUNNOMBRE;PARNOMBRE;VOTOS;TOTAL_VOTOS;PORCENTAJE
ALMEIDA;PARTIDO CONSERVADOR COLOMBIANO;376;1190;31.596639
ALMEIDA;PARTIDO CENTRO DEMOCRATICO;282;1190;23.697479
ALMEIDA;PARTIDO ALIANZA VERDE;195;1190;16.386555
ALMEIDA;PARTIDO LIBERAL COLOMBIANO;149;1190;12.521008
ALMEIDA;PARTIDO CAMBIO RADICAL;78;1190;6.554622
ALMEIDA;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;61;1190;5.12605
ALMEIDA;PARTIDO ALIANZA SOCIAL INDEPENDIENTE ASI;31;1190;2.605042
ALMEIDA;MOVIMIENTO ALTERNATIVO INDIGENA Y SOCIAL MAIS;10;1190;0.840336
ALMEIDA;BOYACA DECENTE;4;1190;0.336134
ALMEIDA;PARTIDO COLOMBIA JUSTA LIBRES;4;1190;0.336134
AQUITANIA PUEBLOVIEJO;PARTIDO CONSERVADOR COLOMBIANO;3791;7789;48.671203
AQUITANIA PUEBLOVIEJO;MOVIMIENTO ALTERNATIVO INDIGENA Y SOCIAL MAIS;1304;7789;16.741559
AQUITANIA PUEBLOVIEJO;PARTIDO CENTRO DEMOCRATICO;706;7789;9.064065
AQUITANIA PUEBLOVIEJO;PARTIDO ALIANZA VERDE;543;7789;6.97137
AQUITANIA PUEBLOVIEJO;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;505;7789;6.483502
AQUITANIA PUEBLOVIEJO;PARTIDO ALIANZA SOCIAL INDEPENDIENTE ASI;336;7789;4.313776
AQUITANIA PUEBLOVIEJO;PARTIDO LIBERAL COLOMBIANO;315;7789;4.044165
AQUITANIA PUEBLOVIEJO;PARTIDO CAMBIO RADICAL;226;7789;2.901528
AQUITANIA PUEBLOVIEJO;BOYACA DECENTE;48;7789;0.616254
AQUITANIA PUEBLOVIEJO;PARTIDO COLOMBIA JUSTA LIBRES;15;7789;0.192579
ARCABUCO;PARTIDO LIBERAL COLOMBIANO;962;3042;31.623932
ARCABUCO;PARTIDO ALIANZA VERDE;930;3042;30.571992
