MUNNOMBRE;PARNOMBRE;VOTOS;TOTAL_VOTOS;PORCENTAJE
ALMEIDA;COLOMBIA PIENSA EN GRANDE;1;983;0.1
ALMEIDA;Centro Esperanza;56;983;5.7
ALMEIDA;Colombia Justa Libres;2;983;0.2
ALMEIDA;Equipo por Colombia;111;983;11.29
ALMEIDA;Liga de Gobernantes;602;983;61.24
ALMEIDA;Pacto Histórico;204;983;20.75
ALMEIDA;Salvación Nacional;1;983;0.1
ALMEIDA;VOTOS NO MARCADOS;6;983;0.61
AQUITANIA (PUEBLOVIEJO);COLOMBIA PIENSA EN GRANDE;4;7494;0.05
AQUITANIA (PUEBLOVIEJO);Centro Esperanza;176;7494;2.35
AQUITANIA (PUEBLOVIEJO);Colombia Justa Libres;14;7494;0.19
AQUITANIA (PUEBLOVIEJO);Equipo por Colombia;536;7494;7.15
AQUITANIA (PUEBLOVIEJO);Liga de Gobernantes;5583;7494;74.5
AQUITANIA (PUEBLOVIEJO);Pacto Histórico;1122;7494;14.97
AQUITANIA (PUEBLOVIEJO);Partido Verde Oxígeno;5;7494;0.07
AQUITANIA (PUEBLOVIEJO);Salvación Nacional;43;7494;0.57
AQUITANIA (PUEBLOVIEJO);VOTOS NO MARCADOS;11;7494;0.15
ARCABUCO;COLOMBIA PIENSA EN GRANDE;1;3256;0.03
ARCABUCO;Centro Esperanza;47;3256;1.44
ARCABUCO;Colombia Justa Libres;11;3256;0.34
ARCABUCO;Equipo por Colombia;168;3256;5.16
ARCABUCO;Liga de Gobernantes;2191;3256;67.29
ARCABUCO;Pacto Histórico;811;3256;24.91
ARCABUCO;Partido Verde Oxígeno;2;3256;0.06
ARCABUCO;Salvación Nacional;19;3256;0.58
ARCABUCO;VOTOS NO MARCADOS;6;3256;0.18
BELEN;COLOMBIA PIENSA EN GRANDE;2;4242;0.05
BELEN;Centro Esperanza;135;4242;3.18
BELEN;Colombia Justa Libres;32;4242;0.75
BELEN;Equipo por Colombia;437;4242;10.3
BELEN;Liga de Gobernantes;2495;4242;58.82
BELEN;Pacto Histórico;1122;4242;26.45
BELEN;Partido Verde Oxígeno;2;4242;0.05
BELEN;Salvación Nacional;10;4242;0.24
BELEN;VOTOS NO MARCADOS;7;4242;0.17
BERBEO;Centro Esperanza;29;816;3.55
BERBEO;Colombia Justa Libres;2;816;0.25
BERBEO;Equipo por Colombia;66;816;8.09
BERBEO;Liga de Gobernantes;415;816;50.86
BERBEO;Pacto Histórico;299;816;36.64
BERBEO;Partido Verde Oxígeno;1;816;0.12
BERBEO;Salvación Nacional;1;816;0.12
BERBEO;VOTOS NO MARCADOS;3;816;0.37
BETEITIVA;Centro Esperanza;38;1015;3.74
BETEITIVA;Colombia Justa Libres;1;1015;0.1
BETEITIVA;Equipo por Colombia;168;1015;16.55
BETEITIVA;Liga de Gobernantes;460;1015;45.32
BETEITIVA;Pacto Histórico;344;1015;33.89
BETEITIVA;Salvación Nacional;2;1015;0.2
BETEITIVA;VOTOS NO MARCADOS;2;1015;0.2
BOAVITA;COLOMBIA PIENSA EN GRANDE;2;2668;0.07
BOAVITA;Centro Esperanza;104;2668;3.9
BOAVITA;Colombia Justa Libres;3;2668;0.11
BOAVITA;Equipo por Colombia;447;2668;16.75
BOAVITA;Liga de Gobernantes;1623;2668;60.83
BOAVITA;Pacto Histórico;479;2668;17.95
BOAVITA;Partido Verde Oxígeno;1;2668;0.04
BOAVITA;Salvación Nacional;7;2668;0.26
BOAVITA;VOTOS NO MARCADOS;2;2668;0.07
BOYACA;Centro Esperanza;46;2322;1.98
BOYACA;Colombia Justa Libres;12;2322;0.52
BOYACA;Equipo por Colombia;156;2322;6.72
BOYACA;Liga de Gobernantes;1536;2322;66.15
BOYACA;Pacto Histórico;560;2322;24.12
BOYACA;Partido Verde Oxígeno;1;2322;0.04
BOYACA;Salvación Nacional;6;2322;0.26
BOYACA;VOTOS NO MARCADOS;5;2322;0.22
BRICENO;Centro Esperanza;22;1454;1.51
BRICENO;Colombia Justa Libres;7;1454;0.48
BRICENO;Equipo por Colombia;138;1454;9.49
BRICENO;Liga de Gobernantes;1117;1454;76.82
BRICENO;Pacto Histórico;162;1454;11.14
BRICENO;Salvación Nacional;3;1454;0.21
BRICENO;VOTOS NO MARCADOS;5;1454;0.34
BUENAVISTA;Centro Esperanza;29;2808;1.03
BUENAVISTA;Colombia Justa Libres;24;2808;0.85
BUENAVISTA;Equipo por Colombia;214;2808;7.62
BUENAVISTA;Liga de Gobernantes;2107;2808;75.04
BUENAVISTA;Pacto Histórico;416;2808;14.81
BUENAVISTA;Partido Verde Oxígeno;4;2808;0.14
BUENAVISTA;Salvación Nacional;5;2808;0.18
BUENAVISTA;VOTOS NO MARCADOS;9;2808;0.32
BUSBANZA;Centro Esperanza;30;646;4.64
BUSBANZA;Colombia Justa Libres;4;646;0.62
BUSBANZA;Equipo por Colombia;82;646;12.69
BUSBANZA;Liga de Gobernantes;370;646;57.28
BUSBANZA;Pacto Histórico;158;646;24.46
BUSBANZA;Partido Verde Oxígeno;1;646;0.15
BUSBANZA;Salvación Nacional;1;646;0.15
CALDAS;Centro Esperanza;45;1735;2.59
CALDAS;Colombia Justa Libres;5;1735;0.29
CALDAS;Equipo por Colombia;194;1735;11.18
CALDAS;Liga de Gobernantes;1121;1735;64.61
CALDAS;Pacto Histórico;362;1735;20.86
CALDAS;Salvación Nacional;4;1735;0.23
CALDAS;VOTOS NO MARCADOS;4;1735;0.23
CAMPOHERMOSO;COLOMBIA PIENSA EN GRANDE;2;1362;0.15
CAMPOHERMOSO;Centro Esperanza;26;1362;1.91
CAMPOHERMOSO;Colombia Justa Libres;2;1362;0.15
CAMPOHERMOSO;Equipo por Colombia;148;1362;10.87
CAMPOHERMOSO;Liga de Gobernantes;1012;1362;74.3
CAMPOHERMOSO;Pacto Histórico;170;1362;12.48
CAMPOHERMOSO;Salvación Nacional;1;1362;0.07
CAMPOHERMOSO;VOTOS NO MARCADOS;1;1362;0.07
CERINZA;Centro Esperanza;82;2218;3.7
CERINZA;Colombia Justa Libres;4;2218;0.18
CERINZA;Equipo por Colombia;181;2218;8.16
CERINZA;Liga de Gobernantes;1197;2218;53.97
CERINZA;Pacto Histórico;740;2218;33.36
CERINZA;Partido Verde Oxígeno;4;2218;0.18
CERINZA;Salvación Nacional;9;2218;0.41
CERINZA;VOTOS NO MARCADOS;1;2218;0.05
CHINAVITA;COLOMBIA PIENSA EN GRANDE;1;1643;0.06
CHINAVITA;Centro Esperanza;72;1643;4.38
CHINAVITA;Colombia Justa Libres;6;1643;0.37
CHINAVITA;Equipo por Colombia;292;1643;17.77
CHINAVITA;Liga de Gobernantes;954;1643;58.06
CHINAVITA;Pacto Histórico;311;1643;18.93
CHINAVITA;Salvación Nacional;4;1643;0.24
CHINAVITA;VOTOS NO MARCADOS;3;1643;0.18
CHIQUINQUIRA;COLOMBIA PIENSA EN GRANDE;4;26813;0.01
CHIQUINQUIRA;Centro Esperanza;835;26813;3.11
CHIQUINQUIRA;Colombia Justa Libres;289;26813;1.08
CHIQUINQUIRA;Equipo por Colombia;2928;26813;10.92
CHIQUINQUIRA;Liga de Gobernantes;14669;26813;54.71
CHIQUINQUIRA;Pacto Histórico;8016;26813;29.9
CHIQUINQUIRA;Partido Verde Oxígeno;8;26813;0.03
CHIQUINQUIRA;Salvación Nacional;45;26813;0.17
CHIQUINQUIRA;VOTOS NO MARCADOS;19;26813;0.07
CHIQUIZA;COLOMBIA PIENSA EN GRANDE;1;2719;0.04
CHIQUIZA;Centro Esperanza;21;2719;0.77
CHIQUIZA;Colombia Justa Libres;4;2719;0.15
CHIQUIZA;Equipo por Colombia;29;2719;1.07
CHIQUIZA;Liga de Gobernantes;1913;2719;70.36
CHIQUIZA;Pacto Histórico;731;2719;26.88
CHIQUIZA;Partido Verde Oxígeno;3;2719;0.11
CHIQUIZA;Salvación Nacional;4;2719;0.15
CHIQUIZA;VOTOS NO MARCADOS;13;2719;0.48
CHISCAS;COLOMBIA PIENSA EN GRANDE;2;1666;0.12
CHISCAS;Centro Esperanza;36;1666;2.16
CHISCAS;Colombia Justa Libres;18;1666;1.08
CHISCAS;Equipo por Colombia;141;1666;8.46
CHISCAS;Liga de Gobernantes;1287;1666;77.25
CHISCAS;Pacto Histórico;173;1666;10.38
CHISCAS;Salvación Nacional;3;1666;0.18
CHISCAS;VOTOS NO MARCADOS;6;1666;0.36
CHITA;COLOMBIA PIENSA EN GRANDE;2;3162;0.06
CHITA;Centro Esperanza;31;3162;0.98
CHITA;Colombia Justa Libres;7;3162;0.22
CHITA;Equipo por Colombia;282;3162;8.92
CHITA;Liga de Gobernantes;2383;3162;75.36
CHITA;Pacto Histórico;425;3162;13.44
CHITA;Partido Verde Oxígeno;7;3162;0.22
CHITA;Salvación Nacional;14;3162;0.44
CHITA;VOTOS NO MARCADOS;11;3162;0.35
CHITARAQUE;Centro Esperanza;28;2832;0.99
CHITARAQUE;Colombia Justa Libres;13;2832;0.46
CHITARAQUE;Equipo por Colombia;445;2832;15.71
CHITARAQUE;Liga de Gobernantes;2026;2832;71.54
CHITARAQUE;Pacto Histórico;310;2832;10.95
CHITARAQUE;Partido Verde Oxígeno;2;2832;0.07
CHITARAQUE;Salvación Nacional;4;2832;0.14
CHITARAQUE;VOTOS NO MARCADOS;4;2832;0.14
CHIVATA;Centro Esperanza;86;1975;4.35
CHIVATA;Colombia Justa Libres;4;1975;0.2
CHIVATA;Equipo por Colombia;144;1975;7.29
CHIVATA;Liga de Gobernantes;1181;1975;59.8
CHIVATA;Pacto Histórico;551;1975;27.9
CHIVATA;Partido Verde Oxígeno;1;1975;0.05
CHIVATA;Salvación Nacional;6;1975;0.3
CHIVATA;VOTOS NO MARCADOS;2;1975;0.1
CHIVOR;Centro Esperanza;19;983;1.93
CHIVOR;Colombia Justa Libres;10;983;1.02
CHIVOR;Equipo por Colombia;199;983;20.24
CHIVOR;Liga de Gobernantes;670;983;68.16
CHIVOR;Pacto Histórico;83;983;8.44
CHIVOR;Salvación Nacional;1;983;0.1
CHIVOR;VOTOS NO MARCADOS;1;983;0.1
CIENEGA;COLOMBIA PIENSA EN GRANDE;1;2291;0.04
CIENEGA;Centro Esperanza;66;2291;2.88
CIENEGA;Colombia Justa Libres;6;2291;0.26
CIENEGA;Equipo por Colombia;168;2291;7.33
CIENEGA;Liga de Gobernantes;1731;2291;75.56
CIENEGA;Pacto Histórico;297;2291;12.96
CIENEGA;Partido Verde Oxígeno;7;2291;0.31
CIENEGA;Salvación Nacional;9;2291;0.39
CIENEGA;VOTOS NO MARCADOS;6;2291;0.26
COMBITA;COLOMBIA PIENSA EN GRANDE;1;5725;0.02
COMBITA;Centro Esperanza;194;5725;3.39
COMBITA;Colombia Justa Libres;34;5725;0.59
COMBITA;Equipo por Colombia;401;5725;7.0
COMBITA;Liga de Gobernantes;3222;5725;56.28
COMBITA;Pacto Histórico;1844;5725;32.21
COMBITA;Partido Verde Oxígeno;4;5725;0.07
COMBITA;Salvación Nacional;19;5725;0.33
COMBITA;VOTOS NO MARCADOS;6;5725;0.1
COPER;COLOMBIA PIENSA EN GRANDE;1;1748;0.06
COPER;Centro Esperanza;10;1748;0.57
COPER;Colombia Justa Libres;29;1748;1.66
COPER;Equipo por Colombia;178;1748;10.18
COPER;Liga de Gobernantes;1351;1748;77.29
COPER;Pacto Histórico;173;1748;9.9
COPER;Partido Verde Oxígeno;1;1748;0.06
COPER;Salvación Nacional;1;1748;0.06
COPER;VOTOS NO MARCADOS;4;1748;0.23
CORRALES;COLOMBIA PIENSA EN GRANDE;1;1540;0.06
CORRALES;Centro Esperanza;44;1540;2.86
CORRALES;Colombia Justa Libres;11;1540;0.71
CORRALES;Equipo por Colombia;155;1540;10.06
CORRALES;Liga de Gobernantes;837;1540;54.35
CORRALES;Pacto Histórico;482;1540;31.3
CORRALES;Partido Verde Oxígeno;3;1540;0.19
CORRALES;Salvación Nacional;6;1540;0.39
CORRALES;VOTOS NO MARCADOS;1;1540;0.06
COVARACHIA;Centro Esperanza;29;1599;1.81
COVARACHIA;Colombia Justa Libres;1;1599;0.06
COVARACHIA;Equipo por Colombia;184;1599;11.51
COVARACHIA;Liga de Gobernantes;1264;1599;79.05
COVARACHIA;Pacto Histórico;110;1599;6.88
COVARACHIA;Partido Verde Oxígeno;1;1599;0.06
COVARACHIA;Salvación Nacional;5;1599;0.31
COVARACHIA;VOTOS NO MARCADOS;5;1599;0.31
CUBARA;COLOMBIA PIENSA EN GRANDE;2;2667;0.07
CUBARA;Centro Esperanza;37;2667;1.39
CUBARA;Colombia Justa Libres;55;2667;2.06
CUBARA;Equipo por Colombia;138;2667;5.17
CUBARA;Liga de Gobernantes;1237;2667;46.38
CUBARA;Pacto Histórico;1172;2667;43.94
CUBARA;Partido Verde Oxígeno;5;2667;0.19
CUBARA;Salvación Nacional;8;2667;0.3
CUBARA;VOTOS NO MARCADOS;13;2667;0.49
CUCAITA;COLOMBIA PIENSA EN GRANDE;1;2140;0.05
CUCAITA;Centro Esperanza;48;2140;2.24
CUCAITA;Colombia Justa Libres;4;2140;0.19
CUCAITA;Equipo por Colombia;74;2140;3.46
CUCAITA;Liga de Gobernantes;1191;2140;55.65
CUCAITA;Pacto Histórico;811;2140;37.9
CUCAITA;Partido Verde Oxígeno;1;2140;0.05
CUCAITA;Salvación Nacional;9;2140;0.42
CUCAITA;VOTOS NO MARCADOS;1;2140;0.05
