MUNNOMBRE;PARNOMBRE;VOTOS
EL ESPINO;Polo Democrático Alternativo;19
FIRAVITOBA;Alianza Verde;119
FIRAVITOBA;CORPORACION PODER CIUDADANO;1
FIRAVITOBA;Cambio Radical;64
FIRAVITOBA;Candidatura No Aceptada;3
FIRAVITOBA;Centro Democrático;147
FIRAVITOBA;FUNDACION ESPERANZA AFRO ESAFRO;1
FIRAVITOBA;Fundacion Ebano De Colombia Funeco;1
FIRAVITOBA;Fundacion Esperanza Afro Esafro;1
FIRAVITOBA;Fundacion Forfuturo;1
FIRAVITOBA;Fundacion Intensidad Fundain;1
FIRAVITOBA;MAIS;1
FIRAVITOBA;Movimiento MIRA;39
FIRAVITOBA;Org Etnica Comunitaria Afro Colombiana Oeca;1
FIRAVITOBA;PARTIDO UNION PATRIOTICA  UP;8
FIRAVITOBA;Partido Conservador Colombiano;679
FIRAVITOBA;Partido Liberal Colombiano;294
FIRAVITOBA;Partido Union Patriotica  Up;5
FIRAVITOBA;Partido de la U;356
FIRAVITOBA;Polo Democrático Alternativo;57
FIRAVITOBA;Renovacion Etnica De Colombia;1
FIRAVITOBA;Unete;1
FIRAVITOBA;Via Nueva;1
FLORESTA;Alianza Verde;226
FLORESTA;Cambio Radical;24
FLORESTA;Candidatura No Aceptada;4
FLORESTA;Centro Democrático;212
FLORESTA;Fundacion Esperanza Afro Esafro;1
FLORESTA;Movimiento MIRA;3
FLORESTA;ORG ETNICA COMUNITARIA AFRO COLOMBIANA OECA;1
FLORESTA;PARTIDO UNION PATRIOTICA  UP;3
FLORESTA;Partido Conservador Colombiano;548
FLORESTA;Partido Liberal Colombiano;86
FLORESTA;Partido Union Patriotica  Up;2
FLORESTA;Partido de la U;370
FLORESTA;Polo Democrático Alternativo;23
GACHANTIVA;Alianza Verde;79
GACHANTIVA;Asociacion De Autoridades Tradicionales Indigenas Opic;1
GACHANTIVA;Cambio Radical;461
GACHANTIVA;Candidatura No Aceptada;4
GACHANTIVA;Centro Democrático;164
GACHANTIVA;Fundacion Cultural Costa Caribe Funculcosta;1
GACHANTIVA;Fundacion Forfuturo;1
GACHANTIVA;Fundacion Intensidad Fundain;1
GACHANTIVA;Mov Unidad Indigena Y Popular Por Col Muipc;2
GACHANTIVA;Movimiento MIRA;10
GACHANTIVA;PARTIDO UNION PATRIOTICA  UP;3
GACHANTIVA;Partido Conservador Colombiano;155
GACHANTIVA;Partido Liberal Colombiano;188
GACHANTIVA;Partido Union Patriotica  Up;4
GACHANTIVA;Partido de la U;55
GACHANTIVA;Polo Democrático Alternativo;19
GACHANTIVA;Unete;1
GAMEZA;Alianza Verde;47
GAMEZA;Asoc De Afrodescendientes Del Magd Medio Afrodmam;1
GAMEZA;Asopra;1
GAMEZA;CORP SOCIAL E INTEG DEL PACIFICO CORPOSINPAC;1
GAMEZA;Cambio Radical;106
GAMEZA;Candidatura No Aceptada;3
GAMEZA;Centro Democrático;80
GAMEZA;Corp Social E Integ Del Pacifico Corposinpac;1
GAMEZA;Movimiento MIRA;10
GAMEZA;PARTIDO UNION PATRIOTICA  UP;2
GAMEZA;Partido Conservador Colombiano;679
GAMEZA;Partido Liberal Colombiano;282
GAMEZA;Partido Union Patriotica  Up;7
GAMEZA;Partido de la U;172
GAMEZA;Polo Democrático Alternativo;35
GARAGOA;ASOC DE AUTORIDADES TRAD Y CABILDOS INDIGENAS DE COL;2
GARAGOA;ASODEPORTES;1
GARAGOA;Alianza Verde;62
GARAGOA;Asoc De Afrodescendientes Del Magd Medio Afrodmam;1
GARAGOA;Cambio Radical;148
GARAGOA;Candidatura No Aceptada;7
GARAGOA;Centro Democrático;513
GARAGOA;Corp Social E Integ Del Pacifico Corposinpac;1
GARAGOA;Eat Botica Comunitaria Del Valle Del Cauca;1
GARAGOA;Embera Chami Del Resguardo Indigena  Dachi Agore Drua;2
GARAGOA;FUNDACION CULTURAL COSTA CARIBE FUNCULCOSTA;1
GARAGOA;FUNDACION ESPERANZA AFRO ESAFRO;1
GARAGOA;Fundacion Esperanza Afro Esafro;1
GARAGOA;MIO;1
GARAGOA;MOV UNIDAD INDIGENA Y POPULAR POR COL MUIPC;5
GARAGOA;MOVIMIENTO AUTORIDADES INDIGENAS DE COLOMBIA  AICO;2
GARAGOA;Mov Unidad Indigena Y Popular Por Col Muipc;2
GARAGOA;Movimiento MIRA;301
GARAGOA;PARTIDO UNION PATRIOTICA  UP;17
GARAGOA;Partido Conservador Colombiano;1648
GARAGOA;Partido Liberal Colombiano;610
GARAGOA;Partido Union Patriotica  Up;13
GARAGOA;Partido de la U;683
GARAGOA;Polo Democrático Alternativo;111
GARAGOA;RENOVACION ETNICA DE COLOMBIA;1
GARAGOA;Via Nueva;1
GUACAMAYAS;Alianza Verde;15
GUACAMAYAS;Cambio Radical;57
GUACAMAYAS;Centro Democrático;432
GUACAMAYAS;Partido Conservador Colombiano;92
GUACAMAYAS;Partido Liberal Colombiano;116
GUACAMAYAS;Partido Union Patriotica  Up;2
GUACAMAYAS;Partido de la U;44
GUACAMAYAS;Polo Democrático Alternativo;19
GUATEQUE;ASOPRA;1
GUATEQUE;Alianza Verde;881
GUATEQUE;Asoc De Afrodescendientes Del Magd Medio Afrodmam;1
GUATEQUE;Asopra;1
GUATEQUE;Cambio Radical;69
GUATEQUE;Candidatura No Aceptada;8
GUATEQUE;Centro Democrático;108
GUATEQUE;FUNDACION CULTURAL COSTA CARIBE FUNCULCOSTA;1
GUATEQUE;Fundacion Cultural Costa Caribe Funculcosta;1
GUATEQUE;Funproesat;1
GUATEQUE;MAIS;1
GUATEQUE;MIO;2
GUATEQUE;Mov Unidad Indigena Y Popular Por Col Muipc;1
GUATEQUE;Movimiento MIRA;97
GUATEQUE;PARTIDO UNION PATRIOTICA  UP;3
GUATEQUE;Partido Conservador Colombiano;246
GUATEQUE;Partido Liberal Colombiano;873
GUATEQUE;Partido Union Patriotica  Up;5
GUATEQUE;Partido de la U;368
GUATEQUE;Polo Democrático Alternativo;68
GUATEQUE;Renovacion Etnica De Colombia;1
GUAYATA;Alianza Verde;98
GUAYATA;Asoc De Autoridades Trad Y Cabildos Indigenas De Col;1
GUAYATA;Asociacion De Autoridades Tradicionales Indigenas Opic;1
GUAYATA;CORP SOCIAL E INTEG DEL PACIFICO CORPOSINPAC;1
GUAYATA;Cambio Radical;45
GUAYATA;Candidatura No Aceptada;4
GUAYATA;Centro Democrático;122
GUAYATA;FUNDACION EBANO DE COLOMBIA FUNECO;2
GUAYATA;Fund Para El Des Integ Del Afrodescendiente Fundiafro;1
GUAYATA;Fundacion Ebano De Colombia Funeco;1
GUAYATA;Fundacion Forfuturo;1
GUAYATA;Movimiento Autoridades Indigenas De Colombia  Aico;1
GUAYATA;Movimiento MIRA;18
GUAYATA;ORG ETNICA COMUNITARIA AFRO COLOMBIANA OECA;1
GUAYATA;PARTIDO UNION PATRIOTICA  UP;2
GUAYATA;Partido Conservador Colombiano;661
GUAYATA;Partido Liberal Colombiano;351
GUAYATA;Partido Union Patriotica  Up;6
GUAYATA;Partido de la U;35
GUAYATA;Polo Democrático Alternativo;30
GUAYATA;Via Nueva;1
GUICAN DE LA SIERRA;Alianza Verde;126
GUICAN DE LA SIERRA;Cambio Radical;53
GUICAN DE LA SIERRA;Candidatura No Aceptada;1
GUICAN DE LA SIERRA;Centro Democrático;443
GUICAN DE LA SIERRA;Corp Social E Integ Del Pacifico Corposinpac;1
GUICAN DE LA SIERRA;Embera Chami Del Resguardo Indigena  Dachi Agore Drua;1
GUICAN DE LA SIERRA;MAIS;17
GUICAN DE LA SIERRA;Movimiento MIRA;5
GUICAN DE LA SIERRA;Partido Conservador Colombiano;134
GUICAN DE LA SIERRA;Partido Liberal Colombiano;115
GUICAN DE LA SIERRA;Partido de la U;121
GUICAN DE LA SIERRA;Polo Democrático Alternativo;20
IZA;Alianza Verde;34
IZA;Cambio Radical;26
IZA;Candidatura No Aceptada;1
IZA;Centro Democrático;84
IZA;MOV UNIDAD INDIGENA Y POPULAR POR COL MUIPC;1
IZA;Movimiento MIRA;4
IZA;PARTIDO UNION PATRIOTICA  UP;7
IZA;Partido Conservador Colombiano;173
IZA;Partido Liberal Colombiano;138
IZA;Partido Union Patriotica  Up;1
IZA;Partido de la U;188
IZA;Polo Democrático Alternativo;20
JENESANO;Afrovides;1
JENESANO;Alianza Verde;71
JENESANO;Cambio Radical;123
JENESANO;Candidatura No Aceptada;2
JENESANO;Centro Democrático;79
JENESANO;Corp Nelson Mandela Cormandela;1
JENESANO;Fundacion Ebano De Colombia Funeco;1
JENESANO;Fundacion Intensidad Fundain;1
JENESANO;MAIS;1
JENESANO;MIO;2
JENESANO;MOV UNIDAD INDIGENA Y POPULAR POR COL MUIPC;1
JENESANO;MOVIMIENTO AUTORIDADES INDIGENAS DE COLOMBIA  AICO;1
JENESANO;Mov Unidad Indigena Y Popular Por Col Muipc;1
JENESANO;Movimiento MIRA;47
JENESANO;Org Etnica Comunitaria Afro Colombiana Oeca;1
JENESANO;PARTIDO UNION PATRIOTICA  UP;14
JENESANO;Partido Conservador Colombiano;124
JENESANO;Partido Liberal Colombiano;899
JENESANO;Partido Union Patriotica  Up;5
JENESANO;Partido de la U;131
JENESANO;Polo Democrático Alternativo;29
JERICO;ASOCONEGUA;1
JERICO;Aimac;1
JERICO;Alianza Verde;121
JERICO;Asopra;1
JERICO;Cambio Radical;33
JERICO;Centro Democrático;109
JERICO;Fund Para El Des Integ Del Afrodescendiente Fundiafro;1
JERICO;Fundacion Intensidad Fundain;1
JERICO;Los Palenkes  Bellavista  Ch;1
JERICO;Mov Unidad Indigena Y Popular Por Col Muipc;1
JERICO;Movimiento MIRA;11
JERICO;PARTIDO UNION PATRIOTICA  UP;3
JERICO;Partido Conservador Colombiano;446
JERICO;Partido Liberal Colombiano;64
JERICO;Partido Union Patriotica  Up;2
JERICO;Partido de la U;392
JERICO;Polo Democrático Alternativo;13
LA CAPILLA;ASOC REGIONAL DE AFROCOL LA MINGA AFROMINGA;6
LA CAPILLA;Alianza Verde;97
LA CAPILLA;Cambio Radical;15
LA CAPILLA;Candidatura No Aceptada;3
LA CAPILLA;Centro Democrático;102
LA CAPILLA;FUNDACION ESPERANZA AFRO ESAFRO;1
LA CAPILLA;Fund Para El Des La Solidari Y La Integ De Las Comun;1
LA CAPILLA;MOVIMIENTO AFROCOLOMBIANO SOCIOAMBIENTALISTA MACOAS;1
LA CAPILLA;Movimiento MIRA;41
LA CAPILLA;PARTIDO UNION PATRIOTICA  UP;5
LA CAPILLA;Partido Conservador Colombiano;338
LA CAPILLA;Partido Liberal Colombiano;149
LA CAPILLA;Partido Union Patriotica  Up;2
LA CAPILLA;Partido de la U;106
LA CAPILLA;Polo Democrático Alternativo;14
LA CAPILLA;Si Se Puede;1
LA UVITA;Alianza Verde;193
LA UVITA;Cambio Radical;171
LA UVITA;Candidatura No Aceptada;2
LA UVITA;Centro Democrático;103
LA UVITA;Movimiento MIRA;5
LA UVITA;Partido Conservador Colombiano;269
LA UVITA;Partido Liberal Colombiano;87
LA UVITA;Partido de la U;53
LA UVITA;Polo Democrático Alternativo;25
LA VICTORIA;ASOPRA;1
LA VICTORIA;Alianza Verde;24
LA VICTORIA;Cambio Radical;3
LA VICTORIA;Centro Democrático;22
LA VICTORIA;Corp Nelson Mandela Cormandela;1
LA VICTORIA;Fund Para El Des La Solidari Y La Integ De Las Comun;1
LA VICTORIA;Fundacion Forfuturo;1
LA VICTORIA;MAIS;1
LA VICTORIA;Partido Conservador Colombiano;21
LA VICTORIA;Partido Liberal Colombiano;229
LA VICTORIA;Partido Union Patriotica  Up;1
LA VICTORIA;Partido de la U;163
LA VICTORIA;Polo Democrático Alternativo;5
LABRANZAGRANDE;Alianza Verde;11
LABRANZAGRANDE;Asoc De Afrodescendientes Del Magd Medio Afrodmam;1
LABRANZAGRANDE;Asoc De Autoridades Trad Y Cabildos Indigenas De Col;1
LABRANZAGRANDE;Asoc Regional De Afrocol La Minga Afrominga;1
LABRANZAGRANDE;Cambio Radical;21
LABRANZAGRANDE;Centro Democrático;52
LABRANZAGRANDE;Corp Social E Integ Del Pacifico Corposinpac;1
LABRANZAGRANDE;FUNDACION EBANO DE COLOMBIA FUNECO;1
LABRANZAGRANDE;Fundacion Forfuturo;1
LABRANZAGRANDE;MOV UNIDAD INDIGENA Y POPULAR POR COL MUIPC;1
LABRANZAGRANDE;Movimiento MIRA;1
LABRANZAGRANDE;PARTIDO UNION PATRIOTICA  UP;2
LABRANZAGRANDE;Partido Conservador Colombiano;357
LABRANZAGRANDE;Partido Liberal Colombiano;65
LABRANZAGRANDE;Partido Union Patriotica  Up;2
LABRANZAGRANDE;Partido de la U;566
LABRANZAGRANDE;Polo Democrático Alternativo;17
MACANAL;Alianza Verde;58
MACANAL;Asopra;1
MACANAL;Cambio Radical;101
MACANAL;Candidatura No Aceptada;1
MACANAL;Centro Democrático;141
MACANAL;Fundacion Intensidad Fundain;1
MACANAL;MIO;1
MACANAL;Movimiento MIRA;24
MACANAL;PARTIDO UNION PATRIOTICA  UP;1
MACANAL;Partido Conservador Colombiano;333
MACANAL;Partido Liberal Colombiano;65
MACANAL;Partido Union Patriotica  Up;2
MACANAL;Partido de la U;438
MACANAL;Polo Democrático Alternativo;16
MACANAL;Via Nueva;1
MARIPI;Alianza Verde;235
MARIPI;Asopra;1
MARIPI;Cambio Radical;23
MARIPI;Centro Democrático;276
MARIPI;Corp Social E Integ Del Pacifico Corposinpac;3
MARIPI;FUNDACION EBANO DE COLOMBIA FUNECO;1
MARIPI;Fundacion Ebano De Colombia Funeco;1
MARIPI;Movimiento MIRA;10
MARIPI;Partido Conservador Colombiano;447
MARIPI;Partido Liberal Colombiano;1120
MARIPI;Partido Union Patriotica  Up;3
MARIPI;Partido de la U;107
MARIPI;Polo Democrático Alternativo;10
MARIPI;Unete;1
MIRAFLORES;Alianza Verde;144
MIRAFLORES;Cambio Radical;71
MIRAFLORES;Candidatura No Aceptada;2
MIRAFLORES;Centro Democrático;129
MIRAFLORES;Fundacion Afrocolombianos En Accion;1
MIRAFLORES;Fundacion Forfuturo;1
MIRAFLORES;MAIS;1
MIRAFLORES;MOVIMIENTO AUTORIDADES INDIGENAS DE COLOMBIA  AICO;1
MIRAFLORES;Movimiento MIRA;73
MIRAFLORES;PARTIDO UNION PATRIOTICA  UP;6
MIRAFLORES;Partido Conservador Colombiano;58
MIRAFLORES;Partido Liberal Colombiano;1539
MIRAFLORES;Partido Union Patriotica  Up;6
MIRAFLORES;Partido de la U;973
MIRAFLORES;Polo Democrático Alternativo;60
MONGUA;Alianza Verde;87
MONGUA;Cambio Radical;21
MONGUA;Candidatura No Aceptada;22
MONGUA;Centro Democrático;288
MONGUA;Fund Para El Des Integ Del Afrodescendiente Fundiafro;1
MONGUA;Fund Para El Desarrollo  De La Cuen Del Pacifico Col;1
MONGUA;Fundacion Esperanza Afro Esafro;1
MONGUA;Funproesat;1
MONGUA;Movimiento MIRA;5
MONGUA;PARTIDO UNION PATRIOTICA  UP;8
MONGUA;Partido Conservador Colombiano;750
MONGUA;Partido Liberal Colombiano;117
MONGUA;Partido Union Patriotica  Up;1
MONGUA;Partido de la U;220
MONGUA;Polo Democrático Alternativo;49
MONGUA;Si Se Puede;1
MONGUA;Unete;2
MONGUI;Alianza Verde;63
MONGUI;Cambio Radical;79
MONGUI;Centro Democrático;109
MONGUI;Fundacion Intensidad Fundain;2
MONGUI;Movimiento MIRA;4
MONGUI;PARTIDO UNION PATRIOTICA  UP;3
MONGUI;Partido Conservador Colombiano;216
MONGUI;Partido Liberal Colombiano;501
MONGUI;Partido Union Patriotica  Up;5
MONGUI;Partido de la U;259
MONGUI;Polo Democrático Alternativo;89
MONIQUIRA;ASOC DE AUTORIDADES TRAD Y CABILDOS INDIGENAS DE COL;1
MONIQUIRA;Alianza Verde;704
MONIQUIRA;Asociacion De Autoridades Tradicionales Indigenas Opic;1
MONIQUIRA;Asoconegua;3
MONIQUIRA;Cambio Radical;295
MONIQUIRA;Candidatura No Aceptada;17
MONIQUIRA;Centro Democrático;1819
MONIQUIRA;Corp Nelson Mandela Cormandela;2
MONIQUIRA;Eat Botica Comunitaria Del Valle Del Cauca;2
MONIQUIRA;FUNDACION ESPERANZA AFRO ESAFRO;1
MONIQUIRA;Funproesat;1
MONIQUIRA;MAIS;1
MONIQUIRA;MOV UNIDAD INDIGENA Y POPULAR POR COL MUIPC;1
MONIQUIRA;MOVIMIENTO AUTORIDADES INDIGENAS DE COLOMBIA  AICO;1
MONIQUIRA;Mov Unidad Indigena Y Popular Por Col Muipc;1
MONIQUIRA;Movimiento MIRA;100
MONIQUIRA;PARTIDO UNION PATRIOTICA  UP;25
MONIQUIRA;Partido Conservador Colombiano;922
MONIQUIRA;Partido Liberal Colombiano;692
MONIQUIRA;Partido Union Patriotica  Up;17
MONIQUIRA;Partido de la U;1407
MONIQUIRA;Polo Democrático Alternativo;168
MONIQUIRA;Renovacion Etnica De Colombia;2
MONIQUIRA;Unete;1
MONIQUIRA;Via Nueva;1
MOTAVITA;Alianza Verde;92
MOTAVITA;Asociacion De Autoridades Tradicionales Indigenas Opic;1
MOTAVITA;Asopra;1
MOTAVITA;Cambio Radical;104
MOTAVITA;Candidatura No Aceptada;3
MOTAVITA;Centro Democrático;64
MOTAVITA;Corp Social E Integ Del Pacifico Corposinpac;3
MOTAVITA;Corporacion Poder Ciudadano;1
MOTAVITA;Embera Chami Del Resguardo Indigena  Dachi Agore Drua;1
MOTAVITA;FUNDACION FORFUTURO;1
MOTAVITA;Fund Para El Des Integ Del Afrodescendiente Fundiafro;1
MOTAVITA;Fundacion Esperanza Afro Esafro;1
MOTAVITA;MAIS;2
MOTAVITA;Movimiento Autoridades Indigenas De Colombia  Aico;1
MOTAVITA;Movimiento MIRA;9
MOTAVITA;PARTIDO UNION PATRIOTICA  UP;4
MOTAVITA;Partido Conservador Colombiano;90
MOTAVITA;Partido Liberal Colombiano;1024
MOTAVITA;Partido Union Patriotica  Up;2
MOTAVITA;Partido de la U;514
MOTAVITA;Polo Democrático Alternativo;69
MOTAVITA;SI SE PUEDE;1
MUZO;Afrovides;1
MUZO;Alianza Verde;489
MUZO;Asoc Regional De Afrocol La Minga Afrominga;1
MUZO;Cambio Radical;77
MUZO;Candidatura No Aceptada;39
MUZO;Centro Democrático;240
MUZO;Corporacion Afroetnicos;1
MUZO;FUND PARA EL DESARROLLO  DE LA CUEN DEL PACIFICO COL;1
MUZO;FUNDACION CULTURAL COSTA CARIBE FUNCULCOSTA;1
MUZO;FUNDACION ESPERANZA AFRO ESAFRO;1
MUZO;FUNDACION FORFUTURO;1
MUZO;Fundacion Intensidad Fundain;2
MUZO;MIO;1
MUZO;Movimiento Afrocolombiano Socioambientalista Macoas;1
MUZO;Movimiento MIRA;33
MUZO;ORG ETNICA COMUNITARIA AFRO COLOMBIANA OECA;1
MUZO;Org Etnica Comunitaria Afro Colombiana Oeca;1
MUZO;PARTIDO UNION PATRIOTICA  UP;8
MUZO;Partido Conservador Colombiano;692
MUZO;Partido Liberal Colombiano;616
MUZO;Partido Union Patriotica  Up;4
MUZO;Partido de la U;220
MUZO;Polo Democrático Alternativo;30
MUZO;Renovacion Etnica De Colombia;1
NOBSA;ASOC DE AUTORIDADES TRAD Y CABILDOS INDIGENAS DE COL;1
NOBSA;Afrovides;1
NOBSA;Alianza Verde;449
NOBSA;Cambio Radical;483
NOBSA;Candidatura No Aceptada;10
NOBSA;Centro Democrático;290
NOBSA;FUNDACION EBANO DE COLOMBIA FUNECO;1
NOBSA;Funproesat;1
NOBSA;MAIS;17
NOBSA;MIO;1
NOBSA;MOVIMIENTO AUTORIDADES INDIGENAS DE COLOMBIA  AICO;2
NOBSA;Movimiento Autoridades Indigenas De Colombia  Aico;1
NOBSA;Movimiento MIRA;83
NOBSA;PARTIDO UNION PATRIOTICA  UP;63
NOBSA;Partido Conservador Colombiano;438
NOBSA;Partido Liberal Colombiano;973
NOBSA;Partido Union Patriotica  Up;17
NOBSA;Partido de la U;1269
NOBSA;Polo Democrático Alternativo;181
NOBSA;RENOVACION ETNICA DE COLOMBIA;1
NOBSA;Si Se Puede;1
NUEVO COLON;Afrovides;1
NUEVO COLON;Alianza Verde;80
NUEVO COLON;Asoc De Autoridades Trad Y Cabildos Indigenas De Col;1
NUEVO COLON;Cambio Radical;49
NUEVO COLON;Candidatura No Aceptada;5
NUEVO COLON;Centro Democrático;141
NUEVO COLON;Corp Social E Integ Del Pacifico Corposinpac;1
NUEVO COLON;FUNDACION EBANO DE COLOMBIA FUNECO;1
NUEVO COLON;Movimiento MIRA;75
NUEVO COLON;PARTIDO UNION PATRIOTICA  UP;9
NUEVO COLON;Partido Conservador Colombiano;139
NUEVO COLON;Partido Liberal Colombiano;580
NUEVO COLON;Partido Union Patriotica  Up;5
NUEVO COLON;Partido de la U;277
NUEVO COLON;Polo Democrático Alternativo;26
NUEVO COLON;Unete;1
OICATA;Alianza Verde;180
OICATA;Cambio Radical;53
OICATA;Candidatura No Aceptada;1
OICATA;Centro Democrático;68
OICATA;Fund Para El Desarrollo  De La Cuen Del Pacifico Col;1
OICATA;Movimiento MIRA;6
OICATA;PARTIDO UNION PATRIOTICA  UP;4
OICATA;Partido Conservador Colombiano;232
OICATA;Partido Liberal Colombiano;215
OICATA;Partido Union Patriotica  Up;5
OICATA;Partido de la U;102
OICATA;Polo Democrático Alternativo;31
OTANCHE;Afrovides;1
OTANCHE;Alianza Verde;99
OTANCHE;Asociacion De Autoridades Tradicionales Indigenas Opic;1
OTANCHE;Asoconegua;2
OTANCHE;CORP SOCIAL E INTEG DEL PACIFICO CORPOSINPAC;1
OTANCHE;CORPORACION PODER CIUDADANO;1
OTANCHE;Cambio Radical;203
OTANCHE;Candidatura No Aceptada;23
OTANCHE;Centro Democrático;223
OTANCHE;FUNDACION EBANO DE COLOMBIA FUNECO;1
OTANCHE;Fund Para El Desarrollo  De La Cuen Del Pacifico Col;2
OTANCHE;Fundacion Ebano De Colombia Funeco;1
OTANCHE;Fundacion Forfuturo;1
OTANCHE;MAIS;2
OTANCHE;Movimiento MIRA;44
OTANCHE;PARTIDO UNION PATRIOTICA  UP;2
OTANCHE;Partido Conservador Colombiano;323
OTANCHE;Partido Liberal Colombiano;832
OTANCHE;Partido de la U;458
OTANCHE;Polo Democrático Alternativo;42
PACHAVITA;Alianza Verde;117
PACHAVITA;Cambio Radical;14
PACHAVITA;Candidatura No Aceptada;4
PACHAVITA;Centro Democrático;233
PACHAVITA;FUNDACION EBANO DE COLOMBIA FUNECO;1
PACHAVITA;Fund Para El Des Integ Del Afrodescendiente Fundiafro;1
PACHAVITA;Fundacion Ebano De Colombia Funeco;3
PACHAVITA;MIO;1
PACHAVITA;MOV UNIDAD INDIGENA Y POPULAR POR COL MUIPC;1
PACHAVITA;Movimiento MIRA;11
PACHAVITA;PARTIDO UNION PATRIOTICA  UP;6
PACHAVITA;Partido Conservador Colombiano;280
PACHAVITA;Partido Liberal Colombiano;36
PACHAVITA;Partido Union Patriotica  Up;3
PACHAVITA;Partido de la U;46
PACHAVITA;Polo Democrático Alternativo;26
PAEZ;Alianza Verde;136
PAEZ;Asoconegua;1
PAEZ;Cambio Radical;30
PAEZ;Candidatura No Aceptada;2
PAEZ;Centro Democrático;124
PAEZ;Corp Nelson Mandela Cormandela;1
PAEZ;Fundacion Intensidad Fundain;1
PAEZ;Movimiento MIRA;3
PAEZ;PARTIDO UNION PATRIOTICA  UP;2
PAEZ;Partido Conservador Colombiano;72
PAEZ;Partido Liberal Colombiano;294
PAEZ;Partido Union Patriotica  Up;2
PAEZ;Partido de la U;302
PAEZ;Polo Democrático Alternativo;10
PAIPA;Afrovides;1
PAIPA;Alianza Verde;4345
PAIPA;Asoc De Afrodescendientes Del Magd Medio Afrodmam;1
PAIPA;Asoc Regional De Afrocol La Minga Afrominga;1
PAIPA;Asopra;2
PAIPA;CONS COMUNI DE LOS CORREGI DE SAN ANTONIO Y EL CASTILLO;1
PAIPA;Cambio Radical;555
PAIPA;Candidatura No Aceptada;20
PAIPA;Centro Democrático;439
PAIPA;Corporacion Poder Ciudadano;2
PAIPA;Embera Chami Del Resguardo Indigena  Dachi Agore Drua;1
PAIPA;FUNDACION EBANO DE COLOMBIA FUNECO;2
PAIPA;FUNDACION ESPERANZA AFRO ESAFRO;2
PAIPA;Fundacion Cultural Costa Caribe Funculcosta;1
PAIPA;Fundacion Esperanza Afro Esafro;1
PAIPA;Fundacion Intensidad Fundain;2
PAIPA;Funproesat;1
PAIPA;Los Palenkes  Bellavista  Ch;1
PAIPA;MAIS;1
PAIPA;MOV UNIDAD INDIGENA Y POPULAR POR COL MUIPC;1
PAIPA;MOVIMIENTO AFROCOLOMBIANO SOCIOAMBIENTALISTA MACOAS;1
PAIPA;MOVIMIENTO AUTORIDADES INDIGENAS DE COLOMBIA  AICO;1
PAIPA;Mov Unidad Indigena Y Popular Por Col Muipc;1
PAIPA;Movimiento Autoridades Indigenas De Colombia  Aico;2
PAIPA;Movimiento MIRA;232
PAIPA;ORG ETNICA COMUNITARIA AFRO COLOMBIANA OECA;1
PAIPA;PARTIDO UNION PATRIOTICA  UP;48
PAIPA;Partido Conservador Colombiano;812
PAIPA;Partido Liberal Colombiano;1344
PAIPA;Partido Union Patriotica  Up;24
PAIPA;Partido de la U;740
PAIPA;Polo Democrático Alternativo;702
PAIPA;Unete;1
PAJARITO;Alianza Verde;49
PAJARITO;Cambio Radical;44
PAJARITO;Candidatura No Aceptada;2
PAJARITO;Centro Democrático;62
PAJARITO;Corp Social E Integ Del Pacifico Corposinpac;2
PAJARITO;Fundacion Intensidad Fundain;1
PAJARITO;Movimiento MIRA;2
PAJARITO;PARTIDO UNION PATRIOTICA  UP;3
PAJARITO;Partido Conservador Colombiano;8
PAJARITO;Partido Liberal Colombiano;211
PAJARITO;Partido Union Patriotica  Up;2
PAJARITO;Partido de la U;252
PAJARITO;Polo Democrático Alternativo;4
PANQUEBA;Alianza Verde;19
PANQUEBA;Cambio Radical;102
PANQUEBA;Centro Democrático;102
PANQUEBA;Movimiento MIRA;4
PANQUEBA;PARTIDO UNION PATRIOTICA  UP;1
PANQUEBA;Partido Conservador Colombiano;45
PANQUEBA;Partido Liberal Colombiano;261
PANQUEBA;Partido Union Patriotica  Up;1
PANQUEBA;Partido de la U;10
PANQUEBA;Polo Democrático Alternativo;9
PANQUEBA;Si Se Puede;1
PAUNA;ASOC DE AUTORIDADES TRAD Y CABILDOS INDIGENAS DE COL;1
PAUNA;Aimac;1
PAUNA;Alianza Verde;128
PAUNA;Asociacion De Autoridades Tradicionales Indigenas Opic;1
PAUNA;Cambio Radical;67
PAUNA;Candidatura No Aceptada;6
PAUNA;Centro Democrático;158
PAUNA;Cons Comuni De Los Corregi De San Antonio Y El Castillo;1
PAUNA;FUNDACION ESPERANZA AFRO ESAFRO;1
PAUNA;Fundacion Intensidad Fundain;1
PAUNA;LOS PALENKES  BELLAVISTA  CH;1
PAUNA;MAIS;1
PAUNA;Mov Unidad Indigena Y Popular Por Col Muipc;1
PAUNA;Movimiento MIRA;35
PAUNA;PARTIDO UNION PATRIOTICA  UP;9
PAUNA;Partido Conservador Colombiano;795
PAUNA;Partido Liberal Colombiano;487
PAUNA;Partido Union Patriotica  Up;10
PAUNA;Partido de la U;704
PAUNA;Polo Democrático Alternativo;29
PAYA;Alianza Verde;14
PAYA;Cambio Radical;6
PAYA;Centro Democrático;34
PAYA;Fundacion Ebano De Colombia Funeco;1
PAYA;PARTIDO UNION PATRIOTICA  UP;1
PAYA;Partido Conservador Colombiano;449
PAYA;Partido Liberal Colombiano;29
PAYA;Partido Union Patriotica  Up;1
PAYA;Partido de la U;100
