MUNNOMBRE;PARNOMBRE;VOTOS;TOTAL_VOTOS;PORCENTAJE
ALMEIDA;DEFENSORES DE LA PATRIA;641;980;65.408163
ALMEIDA;MOVIMIENTO POLÍTICO PACTO HISTÓRICO;235;980;23.979592
ALMEIDA;PARTIDO CENTRO DEMOCRÁTICO;52;980;5.306122
ALMEIDA;PARTIDO POLÍTICO DIGNIDAD & COMPROMISO;21;980;2.142857
ALMEIDA;CON CLAUDIA IMPARABLES;13;980;1.326531
ALMEIDA;ROMPER EL SISTEMA;8;980;0.816327
ALMEIDA;COALICIÓN F.A.M.I.L.I.A;5;980;0.510204
ALMEIDA;PARTIDO DEMÓCRATA COLOMBIANO;2;980;0.204082
ALMEIDA;PARTIDO ECOLOGISTA COLOMBIANO;2;980;0.204082
ALMEIDA;PARTIDO POLÍTICO LA FUERZA;1;980;0.102041
AQUITANIA (PUEBLOVIEJO);DEFENSORES DE LA PATRIA;4882;7327;66.630272
AQUITANIA (PUEBLOVIEJO);MOVIMIENTO POLÍTICO PACTO HISTÓRICO;1210;7327;16.514262
AQUITANIA (PUEBLOVIEJO);PARTIDO CENTRO DEMOCRÁTICO;883;7327;12.051317
AQUITANIA (PUEBLOVIEJO);PARTIDO POLÍTICO DIGNIDAD & COMPROMISO;171;7327;2.333834
AQUITANIA (PUEBLOVIEJO);ROMPER EL SISTEMA;73;7327;0.996315
AQUITANIA (PUEBLOVIEJO);CON CLAUDIA IMPARABLES;45;7327;0.614167
AQUITANIA (PUEBLOVIEJO);PARTIDO DEMÓCRATA COLOMBIANO;24;7327;0.327556
AQUITANIA (PUEBLOVIEJO);COALICIÓN F.A.M.I.L.I.A;13;7327;0.177426
AQUITANIA (PUEBLOVIEJO);PARTIDO POLÍTICO LA FUERZA;12;7327;0.163778
AQUITANIA (PUEBLOVIEJO);SONDRA MACOLLINS, LA ABOGADA DE HIERRO;12;7327;0.163778
AQUITANIA (PUEBLOVIEJO);PARTIDO ECOLOGISTA COLOMBIANO;2;7327;0.027296
ARCABUCO;DEFENSORES DE LA PATRIA;1718;3252;52.829028
ARCABUCO;MOVIMIENTO POLÍTICO PACTO HISTÓRICO;1019;3252;31.334563
ARCABUCO;PARTIDO CENTRO DEMOCRÁTICO;321;3252;9.870849
ARCABUCO;PARTIDO POLÍTICO DIGNIDAD & COMPROMISO;127;3252;3.905289
ARCABUCO;ROMPER EL SISTEMA;30;3252;0.922509
ARCABUCO;CON CLAUDIA IMPARABLES;22;3252;0.676507
ARCABUCO;PARTIDO DEMÓCRATA COLOMBIANO;6;3252;0.184502
ARCABUCO;SONDRA MACOLLINS, LA ABOGADA DE HIERRO;6;3252;0.184502
ARCABUCO;PARTIDO POLÍTICO LA FUERZA;2;3252;0.061501
ARCABUCO;COALICIÓN F.A.M.I.L.I.A;1;3252;0.03075
BELEN;DEFENSORES DE LA PATRIA;2430;4422;54.95251
BELEN;MOVIMIENTO POLÍTICO PACTO HISTÓRICO;1222;4422;27.634555
BELEN;PARTIDO CENTRO DEMOCRÁTICO;463;4422;10.470375
BELEN;PARTIDO POLÍTICO DIGNIDAD & COMPROMISO;162;4422;3.663501
BELEN;CON CLAUDIA IMPARABLES;62;4422;1.402081
BELEN;ROMPER EL SISTEMA;61;4422;1.379466
BELEN;PARTIDO DEMÓCRATA COLOMBIANO;9;4422;0.203528
BELEN;COALICIÓN F.A.M.I.L.I.A;5;4422;0.113071
BELEN;PARTIDO POLÍTICO LA FUERZA;4;4422;0.090457
BELEN;SONDRA MACOLLINS, LA ABOGADA DE HIERRO;4;4422;0.090457
BERBEO;DEFENSORES DE LA PATRIA;460;883;52.09513
BERBEO;MOVIMIENTO POLÍTICO PACTO HISTÓRICO;335;883;37.938845
BERBEO;PARTIDO CENTRO DEMOCRÁTICO;58;883;6.568516
BERBEO;PARTIDO POLÍTICO DIGNIDAD & COMPROMISO;16;883;1.812005
BERBEO;ROMPER EL SISTEMA;8;883;0.906002
BERBEO;PARTIDO POLÍTICO LA FUERZA;4;883;0.453001
BERBEO;CON CLAUDIA IMPARABLES;2;883;0.226501
BETEITIVA;DEFENSORES DE LA PATRIA;658;1205;54.605809
BETEITIVA;MOVIMIENTO POLÍTICO PACTO HISTÓRICO;376;1205;31.20332
BETEITIVA;PARTIDO CENTRO DEMOCRÁTICO;105;1205;8.713693
BETEITIVA;PARTIDO POLÍTICO DIGNIDAD & COMPROMISO;29;1205;2.406639
BETEITIVA;CON CLAUDIA IMPARABLES;15;1205;1.244813
BETEITIVA;ROMPER EL SISTEMA;12;1205;0.995851
