MUNNOMBRE;PARNOMBRE;VOTOS;TOTAL_VOTOS;PORCENTAJE
ALMEIDA;BOYACÁ GRANDE;809;1559;51.89223861449648
ALMEIDA;BOYACÁ SOMOS TODOS;10;1559;0.6414368184733804
ALMEIDA;CANDIDATOS TOTALES;130;1559;8.338678640153944
ALMEIDA;NO MAS;7;1559;0.4490057729313663
ALMEIDA;NUEVA FUERZA DEMOCRÁTICA;29;1559;1.860166773572803
ALMEIDA;PACTO HISTÓRICO COLOMBIA PUEDE;62;1559;3.9769082745349587
ALMEIDA;PARTIDO POLÍTICO CREEMOS;1;1559;0.06414368184733803
ALMEIDA;RESULTADOS PARA BOYACA;511;1559;32.777421423989736
AQUITANIA (PUEBLOVIEJO);BOYACÁ GRANDE;4778;9922;48.15561378754283
AQUITANIA (PUEBLOVIEJO);BOYACÁ SOMOS TODOS;437;9922;4.404353960894981
AQUITANIA (PUEBLOVIEJO);CANDIDATOS TOTALES;969;9922;9.766176174158437
AQUITANIA (PUEBLOVIEJO);NO MAS;58;9922;0.5845595646039106
AQUITANIA (PUEBLOVIEJO);NUEVA FUERZA DEMOCRÁTICA;35;9922;0.3527514613989115
AQUITANIA (PUEBLOVIEJO);PACTO HISTÓRICO COLOMBIA PUEDE;348;9922;3.507357387623463
AQUITANIA (PUEBLOVIEJO);PARTIDO POLÍTICO CREEMOS;8;9922;0.08062890546260834
AQUITANIA (PUEBLOVIEJO);RESULTADOS PARA BOYACA;3289;9922;33.148558758314856
ARCABUCO;BOYACÁ GRANDE;1808;4043;44.71926787039327
ARCABUCO;BOYACÁ SOMOS TODOS;112;4043;2.770220133564185
ARCABUCO;CANDIDATOS TOTALES;350;4043;8.65693791738808
ARCABUCO;NO MAS;32;4043;0.7914914667326243
ARCABUCO;NUEVA FUERZA DEMOCRÁTICA;22;4043;0.5441503833786792
ARCABUCO;PACTO HISTÓRICO COLOMBIA PUEDE;235;4043;5.8125154588177095
ARCABUCO;PARTIDO POLÍTICO CREEMOS;3;4043;0.07420232500618353
ARCABUCO;RESULTADOS PARA BOYACA;1481;4043;36.63121444471927
BELEN;BOYACÁ GRANDE;2082;5218;39.9003449597547
BELEN;BOYACÁ SOMOS TODOS;85;5218;1.628976619394404
BELEN;CANDIDATOS TOTALES;264;5218;5.0594097355308545
BELEN;NO MAS;33;5218;0.6324262169413568
BELEN;NUEVA FUERZA DEMOCRÁTICA;17;5218;0.32579532387888077
BELEN;PACTO HISTÓRICO COLOMBIA PUEDE;254;5218;4.867765427366807
BELEN;PARTIDO POLÍTICO CREEMOS;2;5218;0.038328861632809505
BELEN;RESULTADOS PARA BOYACA;2481;5218;47.546952855500194
BERBEO;BOYACÁ GRANDE;611;1252;48.801916932907346
BERBEO;BOYACÁ SOMOS TODOS;11;1252;0.8785942492012779
BERBEO;CANDIDATOS TOTALES;46;1252;3.6741214057507987
BERBEO;NO MAS;2;1252;0.1597444089456869
BERBEO;NUEVA FUERZA DEMOCRÁTICA;1;1252;0.07987220447284345
