MUNNOMBRE;PARNOMBRE;VOTOS;TOTAL_VOTOS;PORCENTAJE
ALMEIDA;CANDIDATOS TOTALES;44;1579;2.786573780873971
ALMEIDA;NUEVA FUERZA DEMOCRÁTICA;149;1579;9.436352121595947
ALMEIDA;PARTIDO ALIANZA VERDE;497;1579;31.47561747941735
ALMEIDA;PARTIDO CAMBIO RADICAL;310;1579;19.632678910702978
ALMEIDA;PARTIDO CONSERVADOR COLOMBIANO;545;1579;34.51551614946168
ALMEIDA;PARTIDO LIBERAL COLOMBIANO;34;1579;2.1532615579480683
AQUITANIA (PUEBLOVIEJO);CANDIDATOS TOTALES;255;9919;2.570823671741103
AQUITANIA (PUEBLOVIEJO);COALICION FIRMES POR AQUITANIA;4393;9919;44.288738784151626
AQUITANIA (PUEBLOVIEJO);MOVIMIENTO POLITICO FUERZA CIUDADANA;70;9919;0.7057163020465773
AQUITANIA (PUEBLOVIEJO);PARTIDO CONSERVADOR COLOMBIANO;5147;9919;51.89031152333905
AQUITANIA (PUEBLOVIEJO);PARTIDO POLÍTICO DIGNIDAD & COMPROMISO;54;9919;0.5444097187216453
ARCABUCO;ARCABUCO VERDE UNIDO POR LA GENTE;1202;4043;29.7303982191442
ARCABUCO;CANDIDATOS TOTALES;71;4043;1.75612169181301
ARCABUCO;COALICION UNIDOS ARCABUCO PROGRESA;1187;4043;29.359386594113285
ARCABUCO;POR LA DIGNIDAD DE ARCABUCO;1583;4043;39.15409349492951
BELEN;CANDIDATOS TOTALES;122;5216;2.338957055214724
BELEN;INDEPENDIENTES;8;5216;0.15337423312883436
BELEN;LO HICIMOS BIEN, UNIDOS LO HAREMOS MEJOR;1779;5216;34.10659509202454
BELEN;PARTIDO CONSERVADOR COLOMBIANO;936;5216;17.94478527607362
BELEN;PARTIDO LIBERAL COLOMBIANO;2250;5216;43.13650306748466
BELEN;PARTIDO VERDE OXÍGENO;121;5216;2.31978527607362
BERBEO;BERBEO A PURO CORAZON;480;1255;38.24701195219124
BERBEO;CANDIDATOS TOTALES;20;1255;1.593625498007968
BERBEO;"PARTIDO ALIANZA SOCIAL INDEPENDIENTE ""ASI""";26;1255;2.0717131474103585
BERBEO;PARTIDO LIBERAL COLOMBIANO;729;1255;58.08764940239044
BETEITIVA;CANDIDATOS TOTALES;38;1671;2.2740873728306403
BETEITIVA;"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""";94;1671;5.6253740275284265
BETEITIVA;PARTIDO ALIANZA VERDE;686;1671;41.053261520047876
BETEITIVA;PARTIDO CAMBIO RADICAL;251;1671;15.020945541591862
BETEITIVA;PARTIDO LIBERAL COLOMBIANO;602;1671;36.0263315380012
BOAVITA;AGRUPACIÓN POLÍTICA EN MARCHA;614;3325;18.466165413533833
BOAVITA;CANDIDATOS TOTALES;81;3325;2.43609022556391
BOAVITA;MOVIMIENTO SALVACIÓN NACIONAL;60;3325;1.8045112781954888
BOAVITA;PARTIDO CENTRO DEMOCRÁTICO;75;3325;2.2556390977443606
BOAVITA;PARTIDO CONSERVADOR COLOMBIANO;825;3325;24.81203007518797
BOAVITA;PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U;26;3325;0.7819548872180452
BOAVITA;RENACER;57;3325;1.7142857142857144
BOAVITA;UNIDOS POR EL DESARROLLO DE BOAVITA;1587;3325;47.72932330827068
BOYACA;CANDIDATOS TOTALES;48;3766;1.2745618693574083
BOYACA;INDEPENDIENTES;307;3766;8.151885289431759
BOYACA;JUNTOS POR EL FUTURO DE BOYACA;1830;3766;48.5926712692512
BOYACA;UNIDOS PARA MARCAR LA DIFERENCIA POR BOYACA;1581;3766;41.980881571959635
BRICEÑO;CANDIDATOS TOTALES;35;2040;1.715686274509804
BRICEÑO;COMPROMETIDOS POR BRICEÑO;998;2040;48.92156862745098
BRICEÑO;TODOS POR BRICEÑO;1007;2040;49.36274509803922
BUENAVISTA;CANDIDATOS TOTALES;72;3888;1.8518518518518516
BUENAVISTA;PARTIDO CAMBIO RADICAL;783;3888;20.13888888888889
BUENAVISTA;PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U;1502;3888;38.63168724279835
BUENAVISTA;PARTIDO POLÍTICO CREEMOS;639;3888;16.435185185185187
BUENAVISTA;SUMATE AL CAMBIO;892;3888;22.942386831275723
BUSBANZA;CANDIDATOS TOTALES;8;912;0.8771929824561403
BUSBANZA;PARTIDO ALIANZA VERDE;415;912;45.50438596491228
BUSBANZA;PARTIDO CONSERVADOR COLOMBIANO;489;912;53.61842105263158
CALDAS;CANDIDATOS TOTALES;57;2652;2.1493212669683257
CALDAS;COALICION CALDAS TERRITORIO DE OPORTUNIDADES;763;2652;28.77073906485671
CALDAS;COALICION LIBERAL;1038;2652;39.14027149321267
CALDAS;"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""";20;2652;0.7541478129713424
CALDAS;PARTIDO NUEVO LIBERALISMO;774;2652;29.185520361990953
CAMPOHERMOSO;AREMOS POR CAMPOHERMOSO;294;1893;15.530903328050712
CAMPOHERMOSO;CANDIDATOS TOTALES;20;1893;1.0565240359218173
CAMPOHERMOSO;COALICION UNIDOS POR CAMPOHERMOSO;128;1893;6.7617538298996305
CAMPOHERMOSO;"PARTIDO ALIANZA SOCIAL INDEPENDIENTE ""ASI""";157;1893;8.293713681986265
CAMPOHERMOSO;PARTIDO CONSERVADOR COLOMBIANO;796;1893;42.04965662968833
CAMPOHERMOSO;PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U;498;1893;26.30744849445325
CERINZA;CANDIDATOS TOTALES;53;2822;1.8781006378454996
