MUNNOMBRE;PARNOMBRE;VOTOS;TOTAL_VOTOS;PORCENTAJE
ALMEIDA;ALMA - OXÍGENO;5;776;0.6443298969072164
ALMEIDA;CANDIDATOS TOTALES;89;776;11.469072164948454
ALMEIDA;CONSEJO COMUNITARIO EL NARANJO;1;776;0.12886597938144329
ALMEIDA;CR-NUEVO LIBERALISMO;93;776;11.984536082474227
ALMEIDA;PACTO HISTÓRICO BOYACÁ;57;776;7.345360824742269
ALMEIDA;PARTIDO ALIANZA VERDE;227;776;29.25257731958763
ALMEIDA;PARTIDO CENTRO DEMOCRÁTICO;67;776;8.6340206185567
ALMEIDA;PARTIDO CONSERVADOR - MOVIMIENTO SALVACIÓN NACIONAL;178;776;22.938144329896907
ALMEIDA;PARTIDO DE LA U - PARTIDO MIRA;35;776;4.510309278350515
ALMEIDA;PARTIDO LIBERAL COLOMBIANO;18;776;2.3195876288659796
ALMEIDA;PARTIDO POLÍTICO DIGNIDAD & COMPROMISO;6;776;0.7731958762886598
AQUITANIA (PUEBLOVIEJO);ALMA - OXÍGENO;63;5196;1.212471131639723
AQUITANIA (PUEBLOVIEJO);CANDIDATOS TOTALES;592;5196;11.393379522709775
AQUITANIA (PUEBLOVIEJO);CONSEJO COMUNITARIO AFROZABALETAS;1;5196;0.01924557351809084
AQUITANIA (PUEBLOVIEJO);CONSEJO COMUNITARIO EL NARANJO;6;5196;0.11547344110854503
AQUITANIA (PUEBLOVIEJO);CONSEJO COMUNITARIO LA GRAN VÍA DE LOS REMEDIOS;10;5196;0.1924557351809084
AQUITANIA (PUEBLOVIEJO);CR-NUEVO LIBERALISMO;218;5196;4.195535026943803
AQUITANIA (PUEBLOVIEJO);CRISTIANOS POR COLOMBIA AFROS;1;5196;0.01924557351809084
AQUITANIA (PUEBLOVIEJO);"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""";1;5196;0.01924557351809084
AQUITANIA (PUEBLOVIEJO);PACTO HISTÓRICO BOYACÁ;446;5196;8.583525789068515
AQUITANIA (PUEBLOVIEJO);PARTIDO ALIANZA VERDE;1140;5196;21.939953810623557
AQUITANIA (PUEBLOVIEJO);PARTIDO CENTRO DEMOCRÁTICO;543;5196;10.450346420323326
AQUITANIA (PUEBLOVIEJO);PARTIDO CONSERVADOR - MOVIMIENTO SALVACIÓN NACIONAL;656;5196;12.62509622786759
AQUITANIA (PUEBLOVIEJO);PARTIDO DE LA U - PARTIDO MIRA;1148;5196;22.093918398768285
AQUITANIA (PUEBLOVIEJO);PARTIDO INDÍGENA COLOMBIANO P.I.C;1;5196;0.01924557351809084
AQUITANIA (PUEBLOVIEJO);PARTIDO LIBERAL COLOMBIANO;341;5196;6.562740569668976
AQUITANIA (PUEBLOVIEJO);PARTIDO POLÍTICO DIGNIDAD & COMPROMISO;29;5196;0.5581216320246343
ARCABUCO;ALMA - OXÍGENO;23;2641;0.870882241575161
ARCABUCO;CANDIDATOS TOTALES;209;2641;7.913669064748201
ARCABUCO;CONSEJO COMUNITARIO EL NARANJO;5;2641;0.18932222642938282
ARCABUCO;CR-NUEVO LIBERALISMO;439;2641;16.62249148049981
ARCABUCO;CRISTIANOS POR COLOMBIA AFROS;3;2641;0.1135933358576297
ARCABUCO;PACTO HISTÓRICO BOYACÁ;352;2641;13.328284740628549
ARCABUCO;PARTIDO ALIANZA VERDE;609;2641;23.05944717909883
ARCABUCO;PARTIDO CENTRO DEMOCRÁTICO;238;2641;9.01173797803862
ARCABUCO;PARTIDO CONSERVADOR - MOVIMIENTO SALVACIÓN NACIONAL;260;2641;9.844755774327906
ARCABUCO;PARTIDO DE LA U - PARTIDO MIRA;54;2641;2.0446800454373344
ARCABUCO;PARTIDO INDÍGENA COLOMBIANO P.I.C;1;2641;0.03786444528587656
ARCABUCO;PARTIDO LIBERAL COLOMBIANO;439;2641;16.62249148049981
ARCABUCO;PARTIDO POLÍTICO DIGNIDAD & COMPROMISO;9;2641;0.34078000757288907
BELEN;ALMA - OXÍGENO;38;3527;1.0774028919761838
BELEN;CANDIDATOS TOTALES;249;3527;7.059824213212362
BELEN;CONSEJO COMUNITARIO EL NARANJO;12;3527;0.3402324922030054
BELEN;CONSEJO COMUNITARIO LA GRAN VÍA DE LOS REMEDIOS;4;3527;0.11341083073433512
BELEN;CR-NUEVO LIBERALISMO;392;3527;11.114261411964844
BELEN;"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""";1;3527;0.02835270768358378
BELEN;PACTO HISTÓRICO BOYACÁ;470;3527;13.325772611284378
BELEN;PARTIDO ALIANZA VERDE;700;3527;19.84689537850865
BELEN;PARTIDO CENTRO DEMOCRÁTICO;319;3527;9.044513751063226
BELEN;PARTIDO CONSERVADOR - MOVIMIENTO SALVACIÓN NACIONAL;269;3527;7.626878366884037
BELEN;PARTIDO DE LA U - PARTIDO MIRA;94;3527;2.6651545222568753
BELEN;PARTIDO DEMÓCRATA COLOMBIANO;3;3527;0.08505812305075135
BELEN;PARTIDO LIBERAL COLOMBIANO;961;3527;27.246952083924015
BELEN;PARTIDO POLÍTICO DIGNIDAD & COMPROMISO;15;3527;0.4252906152537568
BERBEO;ALMA - OXÍGENO;3;775;0.3870967741935484
BERBEO;CANDIDATOS TOTALES;57;775;7.354838709677419
BERBEO;CONSEJO COMUNITARIO EL NARANJO;1;775;0.12903225806451613
BERBEO;CR-NUEVO LIBERALISMO;272;775;35.096774193548384
BERBEO;PACTO HISTÓRICO BOYACÁ;115;775;14.838709677419354
BERBEO;PARTIDO ALIANZA VERDE;148;775;19.096774193548388
BERBEO;PARTIDO CENTRO DEMOCRÁTICO;38;775;4.903225806451613
BERBEO;PARTIDO CONSERVADOR - MOVIMIENTO SALVACIÓN NACIONAL;20;775;2.5806451612903225
BERBEO;PARTIDO DE LA U - PARTIDO MIRA;42;775;5.419354838709677
