MUNNOMBRE;PARNOMBRE;VOTOS;TOTAL_VOTOS;PORCENTAJE
DUITAMA;CANDIDATOS TOTALES;18808;35164;53.486520304857244
DUITAMA;"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""";2153;35164;6.122739165055171
DUITAMA;MOVIMIENTO POLÍTICO COLOMBIA HUMANA;2813;35164;7.99965874189512
DUITAMA;PARTIDO ALIANZA VERDE;3406;35164;9.686042543510407
DUITAMA;PARTIDO CAMBIO RADICAL;5272;35164;14.992606074394265
DUITAMA;PARTIDO LIBERAL COLOMBIANO;2712;35164;7.712433170287794
PAIPA;CANDIDATOS TOTALES;152;662;22.9607250755287
PAIPA;PARTIDO CENTRO DEMOCRÁTICO;119;662;17.97583081570997
PAIPA;PARTIDO CONSERVADOR COLOMBIANO;391;662;59.06344410876133
PUERTO BOYACA;AGRUPACIÓN POLÍTICA EN MARCHA;496;4536;10.934744268077601
PUERTO BOYACA;CANDIDATOS TOTALES;2278;4536;50.22045855379189
PUERTO BOYACA;"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""";292;4536;6.437389770723104
PUERTO BOYACA;PARTIDO CENTRO DEMOCRÁTICO;124;4536;2.7336860670194003
PUERTO BOYACA;PARTIDO COLOMBIA RENACIENTE;613;4536;13.514109347442682
PUERTO BOYACA;PARTIDO LIBERAL COLOMBIANO;733;4536;16.159611992945326
